date,site_id,lat,lon,method,pf_depth,thaw_depth,pf_observed,source,obs_limit
1993-09-01,Sagwon Hills MAT,69.401,-148.8056,Frost Probe Transect or Grid,,,0,Brown_etal_2000_calm,
1993-09-01,Sagwon Hills MAT,69.401,-148.8056,Frost Probe Transect or Grid,,,0,Brown_etal_2000_calm,
1993-09-01,Sagwon Hills MAT,69.401,-148.8056,Frost Probe Transect or Grid,,,0,Brown_etal_2000_calm,
1993-09-01,Sagwon Hills MAT,69.401,-148.8056,Frost Probe Transect or Grid,40.0,40.0,1,Brown_etal_2000_calm,
1993-09-01,Sagwon Hills MAT,69.401,-148.8056,Frost Probe Transect or Grid,40.0,40.0,1,Brown_etal_2000_calm,
1993-09-01,Sagwon Hills MAT,69.401,-148.8056,Frost Probe Transect or Grid,40.0,40.0,1,Brown_etal_2000_calm,
1993-09-01,Sagwon Hills MAT,69.401,-148.8056,Frost Probe Transect or Grid,43.0,43.0,1,Brown_etal_2000_calm,
1993-09-01,Sagwon Hills MAT,69.401,-148.8056,Frost Probe Transect or Grid,41.0,41.0,1,Brown_etal_2000_calm,
1993-09-01,Sagwon Hills MAT,69.401,-148.8056,Frost Probe Transect or Grid,37.0,37.0,1,Brown_etal_2000_calm,
1993-09-01,Sagwon Hills MAT,69.401,-148.8056,Frost Probe Transect or Grid,38.0,38.0,1,Brown_etal_2000_calm,
1993-09-01,Sagwon Hills MAT,69.401,-148.8056,Frost Probe Transect or Grid,33.0,33.0,1,Brown_etal_2000_calm,
1993-09-01,Sagwon Hills MAT,69.401,-148.8056,Frost Probe Transect or Grid,36.0,36.0,1,Brown_etal_2000_calm,
1993-09-01,Sagwon Hills MAT,69.401,-148.8056,Frost Probe Transect or Grid,42.0,42.0,1,Brown_etal_2000_calm,
1993-09-01,Sagwon Hills MAT,69.401,-148.8056,Frost Probe Transect or Grid,28.0,28.0,1,Brown_etal_2000_calm,
1993-09-01,Sagwon Hills MAT,69.401,-148.8056,Frost Probe Transect or Grid,40.0,40.0,1,Brown_etal_2000_calm,
1993-09-01,Sagwon Hills MAT,69.401,-148.8056,Frost Probe Transect or Grid,25.0,25.0,1,Brown_etal_2000_calm,
1993-09-01,Sagwon Hills MAT,69.401,-148.8056,Frost Probe Transect or Grid,41.0,41.0,1,Brown_etal_2000_calm,
1993-09-01,Sagwon Hills MAT,69.401,-148.8056,Frost Probe Transect or Grid,42.0,42.0,1,Brown_etal_2000_calm,
1993-09-01,Sagwon Hills MAT,69.401,-148.8056,Frost Probe Transect or Grid,43.0,43.0,1,Brown_etal_2000_calm,
1993-09-01,Sagwon Hills MAT,69.401,-148.8056,Frost Probe Transect or Grid,47.0,47.0,1,Brown_etal_2000_calm,
1993-09-01,Sagwon Hills MAT,69.401,-148.8056,Frost Probe Transect or Grid,38.0,38.0,1,Brown_etal_2000_calm,
1993-09-01,Sagwon Hills MAT,69.401,-148.8056,Frost Probe Transect or Grid,41.0,41.0,1,Brown_etal_2000_calm,
1993-09-01,Sagwon Hills MAT,69.401,-148.8056,Frost Probe Transect or Grid,42.0,42.0,1,Brown_etal_2000_calm,
1993-09-01,Sagwon Hills MAT,69.401,-148.8056,Frost Probe Transect or Grid,41.0,41.0,1,Brown_etal_2000_calm,
1993-09-01,Sagwon Hills MAT,69.401,-148.8056,Frost Probe Transect or Grid,37.0,37.0,1,Brown_etal_2000_calm,
1993-09-01,Sagwon Hills MAT,69.401,-148.8056,Frost Probe Transect or Grid,40.0,40.0,1,Brown_etal_2000_calm,
1993-09-01,Sagwon Hills MAT,69.401,-148.8056,Frost Probe Transect or Grid,42.0,42.0,1,Brown_etal_2000_calm,
1993-09-01,Sagwon Hills MAT,69.401,-148.8056,Frost Probe Transect or Grid,40.0,40.0,1,Brown_etal_2000_calm,
1993-09-01,Sagwon Hills MAT,69.401,-148.8056,Frost Probe Transect or Grid,33.0,33.0,1,Brown_etal_2000_calm,
1993-09-01,Sagwon Hills MAT,69.401,-148.8056,Frost Probe Transect or Grid,40.0,40.0,1,Brown_etal_2000_calm,
1993-09-01,Sagwon Hills MAT,69.401,-148.8056,Frost Probe Transect or Grid,37.0,37.0,1,Brown_etal_2000_calm,
1993-09-01,Sagwon Hills MAT,69.401,-148.8056,Frost Probe Transect or Grid,43.0,43.0,1,Brown_etal_2000_calm,
1993-09-01,Drew Point,70.8645,-153.9067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Drew Point,70.8645,-153.9067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Drew Point,70.8645,-153.9067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Drew Point,70.8645,-153.9067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Drew Point,70.8645,-153.9067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Drew Point,70.8645,-153.9067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Drew Point,70.8645,-153.9067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Drew Point,70.8645,-153.9067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Drew Point,70.8645,-153.9067,Frost Probe Transect or Grid & Borehole,39.0,39.0,1,Brown_etal_2000_calm,
1993-09-01,Drew Point,70.8645,-153.9067,Frost Probe Transect or Grid & Borehole,37.0,37.0,1,Brown_etal_2000_calm,
1993-09-01,Drew Point,70.8645,-153.9067,Frost Probe Transect or Grid & Borehole,36.0,36.0,1,Brown_etal_2000_calm,
1993-09-01,Drew Point,70.8645,-153.9067,Frost Probe Transect or Grid & Borehole,29.0,29.0,1,Brown_etal_2000_calm,
1993-09-01,Drew Point,70.8645,-153.9067,Frost Probe Transect or Grid & Borehole,33.0,33.0,1,Brown_etal_2000_calm,
1993-09-01,Drew Point,70.8645,-153.9067,Frost Probe Transect or Grid & Borehole,29.0,29.0,1,Brown_etal_2000_calm,
1993-09-01,Drew Point,70.8645,-153.9067,Frost Probe Transect or Grid & Borehole,42.0,42.0,1,Brown_etal_2000_calm,
1993-09-01,Drew Point,70.8645,-153.9067,Frost Probe Transect or Grid & Borehole,39.0,39.0,1,Brown_etal_2000_calm,
1993-09-01,Drew Point,70.8645,-153.9067,Frost Probe Transect or Grid & Borehole,40.0,40.0,1,Brown_etal_2000_calm,
1993-09-01,Drew Point,70.8645,-153.9067,Frost Probe Transect or Grid & Borehole,40.0,40.0,1,Brown_etal_2000_calm,
1993-09-01,Drew Point,70.8645,-153.9067,Frost Probe Transect or Grid & Borehole,41.0,41.0,1,Brown_etal_2000_calm,
1993-09-01,Drew Point,70.8645,-153.9067,Frost Probe Transect or Grid & Borehole,41.0,41.0,1,Brown_etal_2000_calm,
1993-09-01,Drew Point,70.8645,-153.9067,Frost Probe Transect or Grid & Borehole,42.0,42.0,1,Brown_etal_2000_calm,
1993-09-01,Drew Point,70.8645,-153.9067,Frost Probe Transect or Grid & Borehole,44.0,44.0,1,Brown_etal_2000_calm,
1993-09-01,Drew Point,70.8645,-153.9067,Frost Probe Transect or Grid & Borehole,46.0,46.0,1,Brown_etal_2000_calm,
1993-09-01,Drew Point,70.8645,-153.9067,Frost Probe Transect or Grid & Borehole,45.0,45.0,1,Brown_etal_2000_calm,
1993-09-01,Drew Point,70.8645,-153.9067,Frost Probe Transect or Grid & Borehole,40.0,40.0,1,Brown_etal_2000_calm,
1993-09-01,Drew Point,70.8645,-153.9067,Frost Probe Transect or Grid & Borehole,41.0,41.0,1,Brown_etal_2000_calm,
1993-09-01,Drew Point,70.8645,-153.9067,Frost Probe Transect or Grid & Borehole,42.0,42.0,1,Brown_etal_2000_calm,
1993-09-01,Drew Point,70.8645,-153.9067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Drew Point,70.8645,-153.9067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Drew Point,70.8645,-153.9067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Drew Point,70.8645,-153.9067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Drew Point,70.8645,-153.9067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Drew Point,70.8645,-153.9067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Drew Point,70.8645,-153.9067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Inigok ,69.98962,-153.0938,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Inigok ,69.98962,-153.0938,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Inigok ,69.98962,-153.0938,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Inigok ,69.98962,-153.0938,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Inigok ,69.98962,-153.0938,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Inigok ,69.98962,-153.0938,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Inigok ,69.98962,-153.0938,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Inigok ,69.98962,-153.0938,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Inigok ,69.98962,-153.0938,Frost Probe Transect or Grid & Borehole,47.0,47.0,1,Brown_etal_2000_calm,
1993-09-01,Inigok ,69.98962,-153.0938,Frost Probe Transect or Grid & Borehole,48.0,48.0,1,Brown_etal_2000_calm,
1993-09-01,Inigok ,69.98962,-153.0938,Frost Probe Transect or Grid & Borehole,42.0,42.0,1,Brown_etal_2000_calm,
1993-09-01,Inigok ,69.98962,-153.0938,Frost Probe Transect or Grid & Borehole,40.0,40.0,1,Brown_etal_2000_calm,
1993-09-01,Inigok ,69.98962,-153.0938,Frost Probe Transect or Grid & Borehole,51.0,51.0,1,Brown_etal_2000_calm,
1993-09-01,Inigok ,69.98962,-153.0938,Frost Probe Transect or Grid & Borehole,44.0,44.0,1,Brown_etal_2000_calm,
1993-09-01,Inigok ,69.98962,-153.0938,Frost Probe Transect or Grid & Borehole,61.0,61.0,1,Brown_etal_2000_calm,
1993-09-01,Inigok ,69.98962,-153.0938,Frost Probe Transect or Grid & Borehole,42.0,42.0,1,Brown_etal_2000_calm,
1993-09-01,Inigok ,69.98962,-153.0938,Frost Probe Transect or Grid & Borehole,43.0,43.0,1,Brown_etal_2000_calm,
1993-09-01,Inigok ,69.98962,-153.0938,Frost Probe Transect or Grid & Borehole,37.0,37.0,1,Brown_etal_2000_calm,
1993-09-01,Inigok ,69.98962,-153.0938,Frost Probe Transect or Grid & Borehole,37.0,37.0,1,Brown_etal_2000_calm,
1993-09-01,Inigok ,69.98962,-153.0938,Frost Probe Transect or Grid & Borehole,41.0,41.0,1,Brown_etal_2000_calm,
1993-09-01,Inigok ,69.98962,-153.0938,Frost Probe Transect or Grid & Borehole,43.0,43.0,1,Brown_etal_2000_calm,
1993-09-01,Inigok ,69.98962,-153.0938,Frost Probe Transect or Grid & Borehole,41.0,41.0,1,Brown_etal_2000_calm,
1993-09-01,Inigok ,69.98962,-153.0938,Frost Probe Transect or Grid & Borehole,44.0,44.0,1,Brown_etal_2000_calm,
1993-09-01,Inigok ,69.98962,-153.0938,Frost Probe Transect or Grid & Borehole,45.0,45.0,1,Brown_etal_2000_calm,
1993-09-01,Inigok ,69.98962,-153.0938,Frost Probe Transect or Grid & Borehole,37.0,37.0,1,Brown_etal_2000_calm,
1993-09-01,Inigok ,69.98962,-153.0938,Frost Probe Transect or Grid & Borehole,36.0,36.0,1,Brown_etal_2000_calm,
1993-09-01,Inigok ,69.98962,-153.0938,Frost Probe Transect or Grid & Borehole,41.0,41.0,1,Brown_etal_2000_calm,
1993-09-01,Inigok ,69.98962,-153.0938,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Inigok ,69.98962,-153.0938,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Inigok ,69.98962,-153.0938,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Inigok ,69.98962,-153.0938,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Inigok ,69.98962,-153.0938,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Inigok ,69.98962,-153.0938,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Inigok ,69.98962,-153.0938,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Fish Creek ,70.33523,-152.052,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Fish Creek ,70.33523,-152.052,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Fish Creek ,70.33523,-152.052,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Fish Creek ,70.33523,-152.052,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Fish Creek ,70.33523,-152.052,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Fish Creek ,70.33523,-152.052,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Fish Creek ,70.33523,-152.052,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Fish Creek ,70.33523,-152.052,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Fish Creek ,70.33523,-152.052,Frost Probe Transect or Grid & Borehole,30.0,30.0,1,Brown_etal_2000_calm,
1993-09-01,Fish Creek ,70.33523,-152.052,Frost Probe Transect or Grid & Borehole,29.0,29.0,1,Brown_etal_2000_calm,
1993-09-01,Fish Creek ,70.33523,-152.052,Frost Probe Transect or Grid & Borehole,28.0,28.0,1,Brown_etal_2000_calm,
1993-09-01,Fish Creek ,70.33523,-152.052,Frost Probe Transect or Grid & Borehole,27.0,27.0,1,Brown_etal_2000_calm,
1993-09-01,Fish Creek ,70.33523,-152.052,Frost Probe Transect or Grid & Borehole,30.0,30.0,1,Brown_etal_2000_calm,
1993-09-01,Fish Creek ,70.33523,-152.052,Frost Probe Transect or Grid & Borehole,28.0,28.0,1,Brown_etal_2000_calm,
1993-09-01,Fish Creek ,70.33523,-152.052,Frost Probe Transect or Grid & Borehole,37.0,37.0,1,Brown_etal_2000_calm,
1993-09-01,Fish Creek ,70.33523,-152.052,Frost Probe Transect or Grid & Borehole,30.0,30.0,1,Brown_etal_2000_calm,
1993-09-01,Fish Creek ,70.33523,-152.052,Frost Probe Transect or Grid & Borehole,29.0,29.0,1,Brown_etal_2000_calm,
1993-09-01,Fish Creek ,70.33523,-152.052,Frost Probe Transect or Grid & Borehole,27.0,27.0,1,Brown_etal_2000_calm,
1993-09-01,Fish Creek ,70.33523,-152.052,Frost Probe Transect or Grid & Borehole,27.0,27.0,1,Brown_etal_2000_calm,
1993-09-01,Fish Creek ,70.33523,-152.052,Frost Probe Transect or Grid & Borehole,29.0,29.0,1,Brown_etal_2000_calm,
1993-09-01,Fish Creek ,70.33523,-152.052,Frost Probe Transect or Grid & Borehole,33.0,33.0,1,Brown_etal_2000_calm,
1993-09-01,Fish Creek ,70.33523,-152.052,Frost Probe Transect or Grid & Borehole,31.0,31.0,1,Brown_etal_2000_calm,
1993-09-01,Fish Creek ,70.33523,-152.052,Frost Probe Transect or Grid & Borehole,34.0,34.0,1,Brown_etal_2000_calm,
1993-09-01,Fish Creek ,70.33523,-152.052,Frost Probe Transect or Grid & Borehole,33.0,33.0,1,Brown_etal_2000_calm,
1993-09-01,Fish Creek ,70.33523,-152.052,Frost Probe Transect or Grid & Borehole,28.0,28.0,1,Brown_etal_2000_calm,
1993-09-01,Fish Creek ,70.33523,-152.052,Frost Probe Transect or Grid & Borehole,29.0,29.0,1,Brown_etal_2000_calm,
1993-09-01,Fish Creek ,70.33523,-152.052,Frost Probe Transect or Grid & Borehole,30.0,30.0,1,Brown_etal_2000_calm,
1993-09-01,Fish Creek ,70.33523,-152.052,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Fish Creek ,70.33523,-152.052,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Fish Creek ,70.33523,-152.052,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Fish Creek ,70.33523,-152.052,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Fish Creek ,70.33523,-152.052,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Fish Creek ,70.33523,-152.052,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Fish Creek ,70.33523,-152.052,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Awuna ,69.1704,-158.0067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Awuna ,69.1704,-158.0067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Awuna ,69.1704,-158.0067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Awuna ,69.1704,-158.0067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Awuna ,69.1704,-158.0067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Awuna ,69.1704,-158.0067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Awuna ,69.1704,-158.0067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Awuna ,69.1704,-158.0067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Awuna ,69.1704,-158.0067,Frost Probe Transect or Grid & Borehole,41.0,41.0,1,Brown_etal_2000_calm,
1993-09-01,Awuna ,69.1704,-158.0067,Frost Probe Transect or Grid & Borehole,42.0,42.0,1,Brown_etal_2000_calm,
1993-09-01,Awuna ,69.1704,-158.0067,Frost Probe Transect or Grid & Borehole,35.0,35.0,1,Brown_etal_2000_calm,
1993-09-01,Awuna ,69.1704,-158.0067,Frost Probe Transect or Grid & Borehole,31.0,31.0,1,Brown_etal_2000_calm,
1993-09-01,Awuna ,69.1704,-158.0067,Frost Probe Transect or Grid & Borehole,32.0,32.0,1,Brown_etal_2000_calm,
1993-09-01,Awuna ,69.1704,-158.0067,Frost Probe Transect or Grid & Borehole,30.0,30.0,1,Brown_etal_2000_calm,
1993-09-01,Awuna ,69.1704,-158.0067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Awuna ,69.1704,-158.0067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Awuna ,69.1704,-158.0067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Awuna ,69.1704,-158.0067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Awuna ,69.1704,-158.0067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Awuna ,69.1704,-158.0067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Awuna ,69.1704,-158.0067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Awuna ,69.1704,-158.0067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Awuna ,69.1704,-158.0067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Awuna ,69.1704,-158.0067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Awuna ,69.1704,-158.0067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Awuna ,69.1704,-158.0067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Awuna ,69.1704,-158.0067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Awuna ,69.1704,-158.0067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Awuna ,69.1704,-158.0067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Awuna ,69.1704,-158.0067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Awuna ,69.1704,-158.0067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Awuna ,69.1704,-158.0067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Awuna ,69.1704,-158.0067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Awuna ,69.1704,-158.0067,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Umiat ,69.3957,-152.1428,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Umiat ,69.3957,-152.1428,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Umiat ,69.3957,-152.1428,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Umiat ,69.3957,-152.1428,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Umiat ,69.3957,-152.1428,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Umiat ,69.3957,-152.1428,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Umiat ,69.3957,-152.1428,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Umiat ,69.3957,-152.1428,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Umiat ,69.3957,-152.1428,Frost Probe Transect or Grid & Borehole,42.0,42.0,1,Brown_etal_2000_calm,
1993-09-01,Umiat ,69.3957,-152.1428,Frost Probe Transect or Grid & Borehole,41.0,41.0,1,Brown_etal_2000_calm,
1993-09-01,Umiat ,69.3957,-152.1428,Frost Probe Transect or Grid & Borehole,33.0,33.0,1,Brown_etal_2000_calm,
1993-09-01,Umiat ,69.3957,-152.1428,Frost Probe Transect or Grid & Borehole,32.0,32.0,1,Brown_etal_2000_calm,
1993-09-01,Umiat ,69.3957,-152.1428,Frost Probe Transect or Grid & Borehole,35.0,35.0,1,Brown_etal_2000_calm,
1993-09-01,Umiat ,69.3957,-152.1428,Frost Probe Transect or Grid & Borehole,32.0,32.0,1,Brown_etal_2000_calm,
1993-09-01,Umiat ,69.3957,-152.1428,Frost Probe Transect or Grid & Borehole,43.0,43.0,1,Brown_etal_2000_calm,
1993-09-01,Umiat ,69.3957,-152.1428,Frost Probe Transect or Grid & Borehole,28.0,28.0,1,Brown_etal_2000_calm,
1993-09-01,Umiat ,69.3957,-152.1428,Frost Probe Transect or Grid & Borehole,40.0,40.0,1,Brown_etal_2000_calm,
1993-09-01,Umiat ,69.3957,-152.1428,Frost Probe Transect or Grid & Borehole,31.0,31.0,1,Brown_etal_2000_calm,
1993-09-01,Umiat ,69.3957,-152.1428,Frost Probe Transect or Grid & Borehole,35.0,35.0,1,Brown_etal_2000_calm,
1993-09-01,Umiat ,69.3957,-152.1428,Frost Probe Transect or Grid & Borehole,35.0,35.0,1,Brown_etal_2000_calm,
1993-09-01,Umiat ,69.3957,-152.1428,Frost Probe Transect or Grid & Borehole,37.0,37.0,1,Brown_etal_2000_calm,
1993-09-01,Umiat ,69.3957,-152.1428,Frost Probe Transect or Grid & Borehole,39.0,39.0,1,Brown_etal_2000_calm,
1993-09-01,Umiat ,69.3957,-152.1428,Frost Probe Transect or Grid & Borehole,40.0,40.0,1,Brown_etal_2000_calm,
1993-09-01,Umiat ,69.3957,-152.1428,Frost Probe Transect or Grid & Borehole,38.0,38.0,1,Brown_etal_2000_calm,
1993-09-01,Umiat ,69.3957,-152.1428,Frost Probe Transect or Grid & Borehole,37.0,37.0,1,Brown_etal_2000_calm,
1993-09-01,Umiat ,69.3957,-152.1428,Frost Probe Transect or Grid & Borehole,34.0,34.0,1,Brown_etal_2000_calm,
1993-09-01,Umiat ,69.3957,-152.1428,Frost Probe Transect or Grid & Borehole,34.0,34.0,1,Brown_etal_2000_calm,
1993-09-01,Umiat ,69.3957,-152.1428,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Umiat ,69.3957,-152.1428,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Umiat ,69.3957,-152.1428,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Umiat ,69.3957,-152.1428,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Umiat ,69.3957,-152.1428,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Umiat ,69.3957,-152.1428,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Umiat ,69.3957,-152.1428,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Tunalik  ,70.1959,-161.0781,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Tunalik  ,70.1959,-161.0781,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Tunalik  ,70.1959,-161.0781,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Tunalik  ,70.1959,-161.0781,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Tunalik  ,70.1959,-161.0781,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Tunalik  ,70.1959,-161.0781,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Tunalik  ,70.1959,-161.0781,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Tunalik  ,70.1959,-161.0781,Frost Probe Transect or Grid & Borehole,,,0,Brown_etal_2000_calm,
1993-09-01,Tunalik  ,70.1959,-161.0781,Frost Probe Transect or Grid & Borehole,44.0,44.0,1,Brown_etal_2000_calm,
1993-09-01,Tunalik  ,70.1959,-161.0781,Frost Probe Transect or Grid & Borehole,45.0,45.0,1,Brown_etal_2000_calm,
1993-09-01,Tunalik  ,70.1959,-161.0781,Frost Probe Transect or Grid & Borehole,41.0,41.0,1,Brown_etal_2000_calm,
1993-09-01,Tunalik  ,70.1959,-161.0781,Frost Probe Transect or Grid & Borehole,41.0,41.0,1,Brown_etal_2000_calm,
1993-09-01,Tunalik  ,70.1959,-161.0781,Frost Probe Transect or Grid & Borehole,42.0,42.0,1,Brown_etal_2000_calm,
1993-09-01,Tunalik  ,70.1959,-161.0781,Frost Probe Transect or Grid & Borehole,42.0,42.0,1,Brown_etal_2000_calm,
