site_id,source,date,lat,lon,pf_observed,pf_depth,thaw_depth,obs_limit,method,barrow_raw_file,barrow_plot_id,barrow_date_token,barrow_date_precision,barrow_n_cases,barrow_thaw_depth_min_cm,barrow_thaw_depth_max_cm,barrow_thaw_depth_mean_cm,barrow_thaw_depth_median_cm
U1_P22,Barrow_CALM_U1,1964-07-16,71.29058,-156.78872,1,24.15,24.15,,tp,64pl22.dat,P22,640716,day,20,19.0,30.0,24.15,23.5
U1_P25,Barrow_CALM_U1,1964-07-16,71.29058,-156.78872,1,20.1,20.1,,tp,64pl25.dat,P25,640716,day,20,13.0,28.0,20.1,19.0
U1_P26,Barrow_CALM_U1,1964-07-16,71.29058,-156.78872,1,19.5,19.5,,tp,64pl26.dat,P26,640716,day,20,15.0,25.0,19.5,19.5
U1_P29,Barrow_CALM_U1,1964-07-16,71.29058,-156.78872,1,24.2,24.2,,tp,64pl29.dat,P29,640716,day,20,16.0,30.0,24.2,24.5
U1_P30,Barrow_CALM_U1,1964-07-16,71.29058,-156.78872,1,20.55,20.55,,tp,64pl30.dat,P30,640716,day,20,16.0,26.0,20.55,21.0
U1_P31,Barrow_CALM_U1,1964-07-16,71.29058,-156.78872,1,18.2,18.2,,tp,64pl31.dat,P31,640716,day,20,14.0,23.0,18.2,17.0
U1_P33,Barrow_CALM_U1,1964-07-16,71.29058,-156.78872,1,24.05,24.05,,tp,64pl33.dat,P33,640716,day,20,16.0,33.0,24.05,23.5
U1_P34,Barrow_CALM_U1,1964-07-16,71.29058,-156.78872,1,21.4,21.4,,tp,64pl34.dat,P34,640716,day,20,13.0,26.0,21.4,22.0
U1_P36,Barrow_CALM_U1,1964-07-16,71.29058,-156.78872,1,26.15,26.15,,tp,64pl36.dat,P36,640716,day,20,19.0,34.0,26.15,25.5
U1_P37,Barrow_CALM_U1,1964-07-16,71.29058,-156.78872,1,27.3,27.3,,tp,64pl37.dat,P37,640716,day,20,21.0,40.0,27.3,26.5
U1_P40,Barrow_CALM_U1,1964-07-16,71.29058,-156.78872,1,22.4,22.4,,tp,64pl40.dat,P40,640716,day,20,14.0,36.0,22.4,20.5
U1_P41,Barrow_CALM_U1,1964-07-16,71.29058,-156.78872,1,24.15,24.15,,tp,64pl41.dat,P41,640716,day,20,14.0,34.0,24.15,24.0
U1_P44,Barrow_CALM_U1,1964-07-16,71.29058,-156.78872,1,25.65,25.65,,tp,64pl44.dat,P44,640716,day,20,15.0,39.0,25.65,25.0
U1_P45,Barrow_CALM_U1,1964-07-16,71.29058,-156.78872,1,19.8,19.8,,tp,64pl45.dat,P45,640716,day,20,10.0,28.0,19.8,21.0
U1_P46,Barrow_CALM_U1,1964-07-16,71.29058,-156.78872,1,26.3,26.3,,tp,64pl46.dat,P46,640716,day,20,15.0,38.0,26.3,25.5
U1_P48,Barrow_CALM_U1,1964-07-16,71.29058,-156.78872,1,29.55,29.55,,tp,64pl48.dat,P48,640716,day,20,20.0,44.0,29.55,28.5
U1_P5,Barrow_CALM_U1,1964-07-16,71.29058,-156.78872,1,26.35,26.35,,tp,64pl5.dat,P5,640716,day,20,15.0,38.0,26.35,26.0
U1_P50,Barrow_CALM_U1,1964-07-16,71.29058,-156.78872,1,28.05,28.05,,tp,64pl50.dat,P50,640716,day,20,14.0,40.0,28.05,27.0
U1_P6,Barrow_CALM_U1,1964-07-16,71.29058,-156.78872,1,20.55,20.55,,tp,64pl6.dat,P6,640716,day,20,10.0,35.0,20.55,19.5
U1_P7,Barrow_CALM_U1,1964-07-16,71.29058,-156.78872,1,23.45,23.45,,tp,64pl7.dat,P7,640716,day,20,17.0,32.0,23.45,24.0
U1_P8,Barrow_CALM_U1,1964-07-16,71.29058,-156.78872,1,20.55,20.55,,tp,64pl8.dat,P8,640716,day,20,16.0,33.0,20.55,20.0
U1_P1,Barrow_CALM_U1,1964-07-24,71.29058,-156.78872,1,26.1,26.1,,tp,64pl1.dat,P1,640724,day,20,11.0,35.0,26.1,26.5
U1_P11,Barrow_CALM_U1,1964-07-24,71.29058,-156.78872,1,22.7,22.7,,tp,64pl11.dat,P11,640724,day,20,13.0,45.0,22.7,20.5
U1_P14,Barrow_CALM_U1,1964-07-24,71.29058,-156.78872,1,33.75,33.75,,tp,64pl14.dat,P14,640724,day,20,27.0,39.0,33.75,34.5
U1_P15,Barrow_CALM_U1,1964-07-24,71.29058,-156.78872,1,35.2,35.2,,tp,64pl15.dat,P15,640724,day,20,28.0,41.0,35.2,35.0
U1_P16,Barrow_CALM_U1,1964-07-24,71.29058,-156.78872,1,29.2,29.2,,tp,64pl16.dat,P16,640724,day,20,22.0,40.0,29.2,28.0
U1_P17,Barrow_CALM_U1,1964-07-24,71.29058,-156.78872,1,31.1,31.1,,tp,64pl17.dat,P17,640724,day,20,21.0,39.0,31.1,32.5
U1_P19,Barrow_CALM_U1,1964-07-24,71.29058,-156.78872,1,35.55,35.55,,tp,64pl19.dat,P19,640724,day,20,20.0,47.0,35.55,34.0
U1_P2,Barrow_CALM_U1,1964-07-24,71.29058,-156.78872,1,28.7,28.7,,tp,64pl2.dat,P2,640724,day,20,14.0,43.0,28.7,27.5
U1_P21,Barrow_CALM_U1,1964-07-24,71.29058,-156.78872,1,30.65,30.65,,tp,64pl21.dat,P21,640724,day,20,23.0,39.0,30.65,29.5
U1_P22,Barrow_CALM_U1,1964-07-24,71.29058,-156.78872,1,27.15,27.15,,tp,64pl22.dat,P22,640724,day,20,20.0,33.0,27.15,27.0
U1_P25,Barrow_CALM_U1,1964-07-24,71.29058,-156.78872,1,22.2,22.2,,tp,64pl25.dat,P25,640724,day,20,15.0,30.0,22.2,22.0
U1_P26,Barrow_CALM_U1,1964-07-24,71.29058,-156.78872,1,20.55,20.55,,tp,64pl26.dat,P26,640724,day,20,14.0,28.0,20.55,20.0
U1_P29,Barrow_CALM_U1,1964-07-24,71.29058,-156.78872,1,27.0,27.0,,tp,64pl29.dat,P29,640724,day,20,14.0,33.0,27.0,28.0
U1_P30,Barrow_CALM_U1,1964-07-24,71.29058,-156.78872,1,21.3,21.3,,tp,64pl30.dat,P30,640724,day,20,15.0,30.0,21.3,21.0
U1_P31,Barrow_CALM_U1,1964-07-24,71.29058,-156.78872,1,19.7,19.7,,tp,64pl31.dat,P31,640724,day,20,13.0,25.0,19.7,19.0
U1_P33,Barrow_CALM_U1,1964-07-24,71.29058,-156.78872,1,26.15,26.15,,tp,64pl33.dat,P33,640724,day,20,18.0,33.0,26.15,26.0
U1_P34,Barrow_CALM_U1,1964-07-24,71.29058,-156.78872,1,23.8,23.8,,tp,64pl34.dat,P34,640724,day,20,18.0,31.0,23.8,23.5
U1_P36,Barrow_CALM_U1,1964-07-24,71.29058,-156.78872,1,27.75,27.75,,tp,64pl36.dat,P36,640724,day,20,22.0,35.0,27.75,27.5
U1_P37,Barrow_CALM_U1,1964-07-24,71.29058,-156.78872,1,30.2,30.2,,tp,64pl37.dat,P37,640724,day,20,23.0,42.0,30.2,29.5
U1_P40,Barrow_CALM_U1,1964-07-24,71.29058,-156.78872,1,27.2,27.2,,tp,64pl40.dat,P40,640724,day,20,18.0,48.0,27.2,25.0
U1_P41,Barrow_CALM_U1,1964-07-24,71.29058,-156.78872,1,26.85,26.85,,tp,64pl41.dat,P41,640724,day,20,17.0,38.0,26.85,27.0
U1_P44,Barrow_CALM_U1,1964-07-24,71.29058,-156.78872,1,29.1,29.1,,tp,64pl44.dat,P44,640724,day,20,20.0,43.0,29.1,27.5
U1_P45,Barrow_CALM_U1,1964-07-24,71.29058,-156.78872,1,22.8,22.8,,tp,64pl45.dat,P45,640724,day,20,18.0,28.0,22.8,21.5
U1_P46,Barrow_CALM_U1,1964-07-24,71.29058,-156.78872,1,29.55,29.55,,tp,64pl46.dat,P46,640724,day,20,17.0,43.0,29.55,28.0
U1_P48,Barrow_CALM_U1,1964-07-24,71.29058,-156.78872,1,32.25,32.25,,tp,64pl48.dat,P48,640724,day,20,22.0,44.0,32.25,31.5
U1_P5,Barrow_CALM_U1,1964-07-24,71.29058,-156.78872,1,29.5,29.5,,tp,64pl5.dat,P5,640724,day,20,16.0,42.0,29.5,30.0
U1_P50,Barrow_CALM_U1,1964-07-24,71.29058,-156.78872,1,30.85,30.85,,tp,64pl50.dat,P50,640724,day,20,18.0,44.0,30.85,30.0
U1_P6,Barrow_CALM_U1,1964-07-24,71.29058,-156.78872,1,22.6,22.6,,tp,64pl6.dat,P6,640724,day,20,11.0,38.0,22.6,21.0
U1_P7,Barrow_CALM_U1,1964-07-24,71.29058,-156.78872,1,25.35,25.35,,tp,64pl7.dat,P7,640724,day,20,20.0,34.0,25.35,25.5
U1_P8,Barrow_CALM_U1,1964-07-24,71.29058,-156.78872,1,22.6,22.6,,tp,64pl8.dat,P8,640724,day,20,17.0,37.0,22.6,22.0
U1_P1,Barrow_CALM_U1,1964-07-29,71.29058,-156.78872,1,27.6,27.6,,tp,64pl1.dat,P1,640729,day,20,12.0,36.0,27.6,27.5
U1_P11,Barrow_CALM_U1,1964-07-29,71.29058,-156.78872,1,23.8,23.8,,tp,64pl11.dat,P11,640729,day,20,14.0,43.0,23.8,21.0
U1_P14,Barrow_CALM_U1,1964-07-29,71.29058,-156.78872,1,35.45,35.45,,tp,64pl14.dat,P14,640729,day,20,29.0,41.0,35.45,36.5
U1_P15,Barrow_CALM_U1,1964-07-29,71.29058,-156.78872,1,37.95,37.95,,tp,64pl15.dat,P15,640729,day,20,31.0,43.0,37.95,38.5
U1_P16,Barrow_CALM_U1,1964-07-29,71.29058,-156.78872,1,32.0,32.0,,tp,64pl16.dat,P16,640729,day,20,23.0,42.0,32.0,31.0
U1_P17,Barrow_CALM_U1,1964-07-29,71.29058,-156.78872,1,33.5,33.5,,tp,64pl17.dat,P17,640729,day,20,22.0,40.0,33.5,34.5
U1_P19,Barrow_CALM_U1,1964-07-29,71.29058,-156.78872,1,40.35,40.35,,tp,64pl19.dat,P19,640729,day,20,25.0,64.0,40.35,35.5
U1_P2,Barrow_CALM_U1,1964-07-29,71.29058,-156.78872,1,29.5,29.5,,tp,64pl2.dat,P2,640729,day,20,18.0,41.0,29.5,29.5
U1_P21,Barrow_CALM_U1,1964-07-29,71.29058,-156.78872,1,32.9,32.9,,tp,64pl21.dat,P21,640729,day,20,27.0,41.0,32.9,32.5
U1_P22,Barrow_CALM_U1,1964-07-29,71.29058,-156.78872,1,29.85,29.85,,tp,64pl22.dat,P22,640729,day,20,24.0,35.0,29.85,30.0
U1_P25,Barrow_CALM_U1,1964-07-29,71.29058,-156.78872,1,23.6,23.6,,tp,64pl25.dat,P25,640729,day,20,16.0,31.0,23.6,23.0
U1_P26,Barrow_CALM_U1,1964-07-29,71.29058,-156.78872,1,22.0,22.0,,tp,64pl26.dat,P26,640729,day,20,14.0,30.0,22.0,22.0
U1_P29,Barrow_CALM_U1,1964-07-29,71.29058,-156.78872,1,28.85,28.85,,tp,64pl29.dat,P29,640729,day,20,16.0,34.0,28.85,30.5
U1_P30,Barrow_CALM_U1,1964-07-29,71.29058,-156.78872,1,22.25,22.25,,tp,64pl30.dat,P30,640729,day,20,17.0,28.0,22.25,22.0
U1_P31,Barrow_CALM_U1,1964-07-29,71.29058,-156.78872,1,21.6,21.6,,tp,64pl31.dat,P31,640729,day,20,15.0,28.0,21.6,21.0
U1_P33,Barrow_CALM_U1,1964-07-29,71.29058,-156.78872,1,28.45,28.45,,tp,64pl33.dat,P33,640729,day,20,20.0,36.0,28.45,28.5
U1_P34,Barrow_CALM_U1,1964-07-29,71.29058,-156.78872,1,25.45,25.45,,tp,64pl34.dat,P34,640729,day,20,20.0,33.0,25.45,25.0
U1_P36,Barrow_CALM_U1,1964-07-29,71.29058,-156.78872,1,29.5,29.5,,tp,64pl36.dat,P36,640729,day,20,24.0,37.0,29.5,29.0
U1_P37,Barrow_CALM_U1,1964-07-29,71.29058,-156.78872,1,31.9,31.9,,tp,64pl37.dat,P37,640729,day,20,23.0,46.0,31.9,31.5
U1_P40,Barrow_CALM_U1,1964-07-29,71.29058,-156.78872,1,29.65,29.65,,tp,64pl40.dat,P40,640729,day,20,21.0,50.0,29.65,26.0
U1_P41,Barrow_CALM_U1,1964-07-29,71.29058,-156.78872,1,28.35,28.35,,tp,64pl41.dat,P41,640729,day,20,18.0,39.0,28.35,28.5
U1_P44,Barrow_CALM_U1,1964-07-29,71.29058,-156.78872,1,31.3,31.3,,tp,64pl44.dat,P44,640729,day,20,22.0,46.0,31.3,29.0
U1_P45,Barrow_CALM_U1,1964-07-29,71.29058,-156.78872,1,24.55,24.55,,tp,64pl45.dat,P45,640729,day,20,19.0,29.0,24.55,23.5
U1_P46,Barrow_CALM_U1,1964-07-29,71.29058,-156.78872,1,30.85,30.85,,tp,64pl46.dat,P46,640729,day,20,17.0,43.0,30.85,30.5
U1_P48,Barrow_CALM_U1,1964-07-29,71.29058,-156.78872,1,33.5,33.5,,tp,64pl48.dat,P48,640729,day,20,22.0,45.0,33.5,32.5
U1_P5,Barrow_CALM_U1,1964-07-29,71.29058,-156.78872,1,31.3,31.3,,tp,64pl5.dat,P5,640729,day,20,17.0,43.0,31.3,31.0
U1_P50,Barrow_CALM_U1,1964-07-29,71.29058,-156.78872,1,31.7,31.7,,tp,64pl50.dat,P50,640729,day,20,18.0,47.0,31.7,31.5
U1_P6,Barrow_CALM_U1,1964-07-29,71.29058,-156.78872,1,24.8,24.8,,tp,64pl6.dat,P6,640729,day,20,13.0,41.0,24.8,24.0
U1_P7,Barrow_CALM_U1,1964-07-29,71.29058,-156.78872,1,27.2,27.2,,tp,64pl7.dat,P7,640729,day,20,20.0,35.0,27.2,28.0
U1_P8,Barrow_CALM_U1,1964-07-29,71.29058,-156.78872,1,24.5,24.5,,tp,64pl8.dat,P8,640729,day,20,18.0,38.0,24.5,24.0
U1_P1,Barrow_CALM_U1,1964-08-05,71.29058,-156.78872,1,28.0,28.0,,tp,64pl1.dat,P1,640805,day,20,15.0,36.0,28.0,29.5
U1_P11,Barrow_CALM_U1,1964-08-05,71.29058,-156.78872,1,23.85,23.85,,tp,64pl11.dat,P11,640805,day,20,14.0,43.0,23.85,21.5
U1_P14,Barrow_CALM_U1,1964-08-05,71.29058,-156.78872,1,34.9,34.9,,tp,64pl14.dat,P14,640805,day,20,27.0,41.0,34.9,36.0
U1_P15,Barrow_CALM_U1,1964-08-05,71.29058,-156.78872,1,37.6,37.6,,tp,64pl15.dat,P15,640805,day,20,30.0,43.0,37.6,38.0
U1_P16,Barrow_CALM_U1,1964-08-05,71.29058,-156.78872,1,31.2,31.2,,tp,64pl16.dat,P16,640805,day,20,24.0,42.0,31.2,31.0
U1_P17,Barrow_CALM_U1,1964-08-05,71.29058,-156.78872,1,33.05,33.05,,tp,64pl17.dat,P17,640805,day,20,22.0,43.0,33.05,34.0
U1_P19,Barrow_CALM_U1,1964-08-05,71.29058,-156.78872,1,39.65,39.65,,tp,64pl19.dat,P19,640805,day,20,24.0,61.0,39.65,36.5
U1_P2,Barrow_CALM_U1,1964-08-05,71.29058,-156.78872,1,30.05,30.05,,tp,64pl2.dat,P2,640805,day,20,17.0,43.0,30.05,29.0
U1_P21,Barrow_CALM_U1,1964-08-05,71.29058,-156.78872,1,32.8,32.8,,tp,64pl21.dat,P21,640805,day,20,26.0,41.0,32.8,33.0
U1_P22,Barrow_CALM_U1,1964-08-05,71.29058,-156.78872,1,29.35,29.35,,tp,64pl22.dat,P22,640805,day,20,22.0,36.0,29.35,29.0
U1_P25,Barrow_CALM_U1,1964-08-05,71.29058,-156.78872,1,23.35,23.35,,tp,64pl25.dat,P25,640805,day,20,17.0,31.0,23.35,22.0
U1_P26,Barrow_CALM_U1,1964-08-05,71.29058,-156.78872,1,22.1,22.1,,tp,64pl26.dat,P26,640805,day,20,15.0,29.0,22.1,22.0
U1_P29,Barrow_CALM_U1,1964-08-05,71.29058,-156.78872,1,29.4,29.4,,tp,64pl29.dat,P29,640805,day,20,19.0,34.0,29.4,30.5
U1_P30,Barrow_CALM_U1,1964-08-05,71.29058,-156.78872,1,23.5,23.5,,tp,64pl30.dat,P30,640805,day,20,20.0,32.0,23.5,23.0
U1_P31,Barrow_CALM_U1,1964-08-05,71.29058,-156.78872,1,21.9,21.9,,tp,64pl31.dat,P31,640805,day,20,16.0,27.0,21.9,22.0
U1_P33,Barrow_CALM_U1,1964-08-05,71.29058,-156.78872,1,28.45,28.45,,tp,64pl33.dat,P33,640805,day,20,20.0,36.0,28.45,29.5
U1_P34,Barrow_CALM_U1,1964-08-05,71.29058,-156.78872,1,26.05,26.05,,tp,64pl34.dat,P34,640805,day,20,20.0,34.0,26.05,26.0
U1_P36,Barrow_CALM_U1,1964-08-05,71.29058,-156.78872,1,29.4,29.4,,tp,64pl36.dat,P36,640805,day,20,23.0,37.0,29.4,28.5
U1_P37,Barrow_CALM_U1,1964-08-05,71.29058,-156.78872,1,32.05,32.05,,tp,64pl37.dat,P37,640805,day,20,25.0,44.0,32.05,30.5
U1_P40,Barrow_CALM_U1,1964-08-05,71.29058,-156.78872,1,29.35,29.35,,tp,64pl40.dat,P40,640805,day,20,20.0,51.0,29.35,26.5
U1_P41,Barrow_CALM_U1,1964-08-05,71.29058,-156.78872,1,29.05,29.05,,tp,64pl41.dat,P41,640805,day,20,20.0,43.0,29.05,29.0
U1_P44,Barrow_CALM_U1,1964-08-05,71.29058,-156.78872,1,31.6,31.6,,tp,64pl44.dat,P44,640805,day,20,21.0,46.0,31.6,29.5
U1_P45,Barrow_CALM_U1,1964-08-05,71.29058,-156.78872,1,24.85,24.85,,tp,64pl45.dat,P45,640805,day,20,20.0,31.0,24.85,24.5
U1_P46,Barrow_CALM_U1,1964-08-05,71.29058,-156.78872,1,29.75,29.75,,tp,64pl46.dat,P46,640805,day,20,18.0,43.0,29.75,28.0
U1_P48,Barrow_CALM_U1,1964-08-05,71.29058,-156.78872,1,33.25,33.25,,tp,64pl48.dat,P48,640805,day,20,22.0,45.0,33.25,33.5
U1_P5,Barrow_CALM_U1,1964-08-05,71.29058,-156.78872,1,31.2,31.2,,tp,64pl5.dat,P5,640805,day,20,17.0,45.0,31.2,31.5
U1_P50,Barrow_CALM_U1,1964-08-05,71.29058,-156.78872,1,31.1,31.1,,tp,64pl50.dat,P50,640805,day,20,18.0,46.0,31.1,30.0
U1_P6,Barrow_CALM_U1,1964-08-05,71.29058,-156.78872,1,24.2,24.2,,tp,64pl6.dat,P6,640805,day,20,13.0,41.0,24.2,22.5
U1_P7,Barrow_CALM_U1,1964-08-05,71.29058,-156.78872,1,26.2,26.2,,tp,64pl7.dat,P7,640805,day,20,19.0,34.0,26.2,27.0
U1_P8,Barrow_CALM_U1,1964-08-05,71.29058,-156.78872,1,24.45,24.45,,tp,64pl8.dat,P8,640805,day,20,19.0,38.0,24.45,23.0
U1_P1,Barrow_CALM_U1,1964-08-12,71.29058,-156.78872,1,29.25,29.25,,tp,64pl1.dat,P1,640812,day,20,21.0,40.0,29.25,29.5
U1_P11,Barrow_CALM_U1,1964-08-12,71.29058,-156.78872,1,24.55,24.55,,tp,64pl11.dat,P11,640812,day,20,14.0,46.0,24.55,23.5
U1_P14,Barrow_CALM_U1,1964-08-12,71.29058,-156.78872,1,36.15,36.15,,tp,64pl14.dat,P14,640812,day,20,29.0,41.0,36.15,37.5
U1_P15,Barrow_CALM_U1,1964-08-12,71.29058,-156.78872,1,39.6,39.6,,tp,64pl15.dat,P15,640812,day,20,31.0,45.0,39.6,40.0
U1_P16,Barrow_CALM_U1,1964-08-12,71.29058,-156.78872,1,32.25,32.25,,tp,64pl16.dat,P16,640812,day,20,25.0,42.0,32.25,32.0
U1_P17,Barrow_CALM_U1,1964-08-12,71.29058,-156.78872,1,33.95,33.95,,tp,64pl17.dat,P17,640812,day,20,24.0,42.0,33.95,34.5
U1_P19,Barrow_CALM_U1,1964-08-12,71.29058,-156.78872,1,42.45,42.45,,tp,64pl19.dat,P19,640812,day,20,25.0,66.0,42.45,40.5
U1_P2,Barrow_CALM_U1,1964-08-12,71.29058,-156.78872,1,31.1,31.1,,tp,64pl2.dat,P2,640812,day,20,19.0,46.0,31.1,30.0
U1_P21,Barrow_CALM_U1,1964-08-12,71.29058,-156.78872,1,33.3,33.3,,tp,64pl21.dat,P21,640812,day,20,27.0,43.0,33.3,32.0
U1_P22,Barrow_CALM_U1,1964-08-12,71.29058,-156.78872,1,30.7,30.7,,tp,64pl22.dat,P22,640812,day,20,26.0,36.0,30.7,30.0
U1_P25,Barrow_CALM_U1,1964-08-12,71.29058,-156.78872,1,23.15,23.15,,tp,64pl25.dat,P25,640812,day,20,15.0,30.0,23.15,22.0
U1_P26,Barrow_CALM_U1,1964-08-12,71.29058,-156.78872,1,21.45,21.45,,tp,64pl26.dat,P26,640812,day,20,14.0,31.0,21.45,21.0
U1_P29,Barrow_CALM_U1,1964-08-12,71.29058,-156.78872,1,28.9,28.9,,tp,64pl29.dat,P29,640812,day,20,15.0,34.0,28.9,31.0
U1_P30,Barrow_CALM_U1,1964-08-12,71.29058,-156.78872,1,23.05,23.05,,tp,64pl30.dat,P30,640812,day,20,17.0,31.0,23.05,23.0
U1_P31,Barrow_CALM_U1,1964-08-12,71.29058,-156.78872,1,22.45,22.45,,tp,64pl31.dat,P31,640812,day,20,16.0,28.0,22.45,22.0
U1_P33,Barrow_CALM_U1,1964-08-12,71.29058,-156.78872,1,28.8,28.8,,tp,64pl33.dat,P33,640812,day,20,20.0,37.0,28.8,29.0
U1_P34,Barrow_CALM_U1,1964-08-12,71.29058,-156.78872,1,25.55,25.55,,tp,64pl34.dat,P34,640812,day,20,19.0,32.0,25.55,26.0
U1_P36,Barrow_CALM_U1,1964-08-12,71.29058,-156.78872,1,30.1,30.1,,tp,64pl36.dat,P36,640812,day,20,24.0,39.0,30.1,29.0
U1_P37,Barrow_CALM_U1,1964-08-12,71.29058,-156.78872,1,32.25,32.25,,tp,64pl37.dat,P37,640812,day,20,21.0,46.0,32.25,31.5
U1_P40,Barrow_CALM_U1,1964-08-12,71.29058,-156.78872,1,30.3,30.3,,tp,64pl40.dat,P40,640812,day,20,21.0,52.0,30.3,27.0
U1_P41,Barrow_CALM_U1,1964-08-12,71.29058,-156.78872,1,29.15,29.15,,tp,64pl41.dat,P41,640812,day,20,18.0,44.0,29.15,29.5
U1_P44,Barrow_CALM_U1,1964-08-12,71.29058,-156.78872,1,32.95,32.95,,tp,64pl44.dat,P44,640812,day,20,24.0,48.0,32.95,32.0
U1_P45,Barrow_CALM_U1,1964-08-12,71.29058,-156.78872,1,24.1,24.1,,tp,64pl45.dat,P45,640812,day,20,18.0,31.0,24.1,24.5
U1_P46,Barrow_CALM_U1,1964-08-12,71.29058,-156.78872,1,30.7,30.7,,tp,64pl46.dat,P46,640812,day,20,18.0,42.0,30.7,29.0
U1_P48,Barrow_CALM_U1,1964-08-12,71.29058,-156.78872,1,34.95,34.95,,tp,64pl48.dat,P48,640812,day,20,23.0,48.0,34.95,34.0
U1_P5,Barrow_CALM_U1,1964-08-12,71.29058,-156.78872,1,31.5,31.5,,tp,64pl5.dat,P5,640812,day,20,16.0,44.0,31.5,32.0
U1_P50,Barrow_CALM_U1,1964-08-12,71.29058,-156.78872,1,31.55,31.55,,tp,64pl50.dat,P50,640812,day,20,19.0,45.0,31.55,30.5
U1_P6,Barrow_CALM_U1,1964-08-12,71.29058,-156.78872,1,24.05,24.05,,tp,64pl6.dat,P6,640812,day,20,12.0,39.0,24.05,23.5
U1_P7,Barrow_CALM_U1,1964-08-12,71.29058,-156.78872,1,27.25,27.25,,tp,64pl7.dat,P7,640812,day,20,20.0,35.0,27.25,28.0
U1_P8,Barrow_CALM_U1,1964-08-12,71.29058,-156.78872,1,24.3,24.3,,tp,64pl8.dat,P8,640812,day,20,18.0,40.0,24.3,24.0
U1_P1,Barrow_CALM_U1,1964-08-23,71.29058,-156.78872,1,29.7,29.7,,tp,64pl1.dat,P1,640823,day,20,17.0,42.0,29.7,30.0
U1_P11,Barrow_CALM_U1,1964-08-23,71.29058,-156.78872,1,24.3,24.3,,tp,64pl11.dat,P11,640823,day,20,13.0,46.0,24.3,22.5
U1_P14,Barrow_CALM_U1,1964-08-23,71.29058,-156.78872,1,35.45,35.45,,tp,64pl14.dat,P14,640823,day,20,29.0,41.0,35.45,36.0
U1_P15,Barrow_CALM_U1,1964-08-23,71.29058,-156.78872,1,39.25,39.25,,tp,64pl15.dat,P15,640823,day,20,32.0,45.0,39.25,40.0
U1_P16,Barrow_CALM_U1,1964-08-23,71.29058,-156.78872,1,32.25,32.25,,tp,64pl16.dat,P16,640823,day,20,26.0,44.0,32.25,32.0
U1_P17,Barrow_CALM_U1,1964-08-23,71.29058,-156.78872,1,34.2,34.2,,tp,64pl17.dat,P17,640823,day,20,22.0,42.0,34.2,35.0
U1_P19,Barrow_CALM_U1,1964-08-23,71.29058,-156.78872,1,41.95,41.95,,tp,64pl19.dat,P19,640823,day,20,27.0,66.0,41.95,41.0
U1_P2,Barrow_CALM_U1,1964-08-23,71.29058,-156.78872,1,30.6,30.6,,tp,64pl2.dat,P2,640823,day,20,21.0,43.0,30.6,29.5
U1_P21,Barrow_CALM_U1,1964-08-23,71.29058,-156.78872,1,33.35,33.35,,tp,64pl21.dat,P21,640823,day,20,28.0,43.0,33.35,34.5
U1_P22,Barrow_CALM_U1,1964-08-23,71.29058,-156.78872,1,29.95,29.95,,tp,64pl22.dat,P22,640823,day,20,22.0,36.0,29.95,30.0
U1_P25,Barrow_CALM_U1,1964-08-23,71.29058,-156.78872,1,23.45,23.45,,tp,64pl25.dat,P25,640823,day,20,15.0,31.0,23.45,22.5
U1_P26,Barrow_CALM_U1,1964-08-23,71.29058,-156.78872,1,20.9,20.9,,tp,64pl26.dat,P26,640823,day,20,14.0,29.0,20.9,20.5
U1_P29,Barrow_CALM_U1,1964-08-23,71.29058,-156.78872,1,29.0,29.0,,tp,64pl29.dat,P29,640823,day,20,15.0,35.0,29.0,30.5
U1_P30,Barrow_CALM_U1,1964-08-23,71.29058,-156.78872,1,22.75,22.75,,tp,64pl30.dat,P30,640823,day,20,18.0,30.0,22.75,22.0
U1_P31,Barrow_CALM_U1,1964-08-23,71.29058,-156.78872,1,22.75,22.75,,tp,64pl31.dat,P31,640823,day,20,14.0,30.0,22.75,22.0
U1_P33,Barrow_CALM_U1,1964-08-23,71.29058,-156.78872,1,28.9,28.9,,tp,64pl33.dat,P33,640823,day,20,21.0,37.0,28.9,29.0
U1_P34,Barrow_CALM_U1,1964-08-23,71.29058,-156.78872,1,25.95,25.95,,tp,64pl34.dat,P34,640823,day,20,19.0,34.0,25.95,25.0
U1_P36,Barrow_CALM_U1,1964-08-23,71.29058,-156.78872,1,30.15,30.15,,tp,64pl36.dat,P36,640823,day,20,25.0,38.0,30.15,29.0
U1_P37,Barrow_CALM_U1,1964-08-23,71.29058,-156.78872,1,33.55,33.55,,tp,64pl37.dat,P37,640823,day,20,26.0,45.0,33.55,32.0
U1_P40,Barrow_CALM_U1,1964-08-23,71.29058,-156.78872,1,30.15,30.15,,tp,64pl40.dat,P40,640823,day,20,20.0,53.0,30.15,27.5
U1_P41,Barrow_CALM_U1,1964-08-23,71.29058,-156.78872,1,29.05,29.05,,tp,64pl41.dat,P41,640823,day,20,17.0,43.0,29.05,29.0
U1_P44,Barrow_CALM_U1,1964-08-23,71.29058,-156.78872,1,32.65,32.65,,tp,64pl44.dat,P44,640823,day,20,24.0,46.0,32.65,32.0
U1_P45,Barrow_CALM_U1,1964-08-23,71.29058,-156.78872,1,24.55,24.55,,tp,64pl45.dat,P45,640823,day,20,18.0,31.0,24.55,24.0
