site_id,source,date,lat,lon,pf_observed,pf_depth,thaw_depth,obs_limit,method,barrow_raw_file,barrow_plot_id,barrow_date_token,barrow_date_precision,barrow_n_cases,barrow_thaw_depth_min_cm,barrow_thaw_depth_max_cm,barrow_thaw_depth_mean_cm,barrow_thaw_depth_median_cm
U1_P46,Barrow_CALM_U1,1964-08-23,71.29058,-156.78872,1,31.45,31.45,,tp,64pl46.dat,P46,640823,day,20,19.0,44.0,31.45,30.5
U1_P48,Barrow_CALM_U1,1964-08-23,71.29058,-156.78872,1,33.9,33.9,,tp,64pl48.dat,P48,640823,day,20,21.0,46.0,33.9,31.5
U1_P5,Barrow_CALM_U1,1964-08-23,71.29058,-156.78872,1,30.9,30.9,,tp,64pl5.dat,P5,640823,day,20,16.0,44.0,30.9,30.5
U1_P50,Barrow_CALM_U1,1964-08-23,71.29058,-156.78872,1,32.25,32.25,,tp,64pl50.dat,P50,640823,day,20,20.0,45.0,32.25,31.0
U1_P6,Barrow_CALM_U1,1964-08-23,71.29058,-156.78872,1,24.5,24.5,,tp,64pl6.dat,P6,640823,day,20,12.0,41.0,24.5,23.5
U1_P7,Barrow_CALM_U1,1964-08-23,71.29058,-156.78872,1,26.5,26.5,,tp,64pl7.dat,P7,640823,day,20,19.0,35.0,26.5,27.5
U1_P8,Barrow_CALM_U1,1964-08-23,71.29058,-156.78872,1,24.4,24.4,,tp,64pl8.dat,P8,640823,day,20,18.0,38.0,24.4,24.0
U1_P1,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,31.306,31.306,,tp,64pl1.dat,P1,640828,day,36,12.0,50.0,31.306,31.5
U1_P11,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,27.167,27.167,,tp,64pl11.dat,P11,640828,day,36,12.0,44.0,27.167,28.0
U1_P14,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,37.861,37.861,,tp,64pl14.dat,P14,640828,day,36,29.0,50.0,37.861,38.5
U1_P15,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,41.389,41.389,,tp,64pl15.dat,P15,640828,day,36,33.0,50.0,41.389,41.0
U1_P16,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,34.667,34.667,,tp,64pl16.dat,P16,640828,day,36,25.0,49.0,34.667,34.0
U1_P17,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,36.667,36.667,,tp,64pl17.dat,P17,640828,day,36,25.0,44.0,36.667,37.5
U1_P19,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,43.333,43.333,,tp,64pl19.dat,P19,640828,day,36,26.0,71.0,43.333,41.0
U1_P2,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,33.639,33.639,,tp,64pl2.dat,P2,640828,day,36,22.0,49.0,33.639,33.0
U1_P21,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,36.0,36.0,,tp,64pl21.dat,P21,640828,day,36,24.0,46.0,36.0,35.5
U1_P22,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,30.306,30.306,,tp,64pl22.dat,P22,640828,day,36,22.0,37.0,30.306,30.5
U1_P25,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,23.25,23.25,,tp,64pl25.dat,P25,640828,day,36,16.0,34.0,23.25,22.0
U1_P26,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,20.667,20.667,,tp,64pl26.dat,P26,640828,day,36,13.0,31.0,20.667,20.0
U1_P29,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,29.194,29.194,,tp,64pl29.dat,P29,640828,day,36,19.0,39.0,29.194,29.5
U1_P30,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,24.139,24.139,,tp,64pl30.dat,P30,640828,day,36,19.0,32.0,24.139,23.5
U1_P31,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,22.75,22.75,,tp,64pl31.dat,P31,640828,day,36,11.0,30.0,22.75,22.0
U1_P33,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,29.972,29.972,,tp,64pl33.dat,P33,640828,day,36,19.0,39.0,29.972,30.0
U1_P34,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,26.083,26.083,,tp,64pl34.dat,P34,640828,day,36,19.0,33.0,26.083,26.0
U1_P36,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,30.833,30.833,,tp,64pl36.dat,P36,640828,day,36,24.0,40.0,30.833,30.0
U1_P37,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,36.389,36.389,,tp,64pl37.dat,P37,640828,day,36,28.0,49.0,36.389,35.5
U1_P40,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,32.528,32.528,,tp,64pl40.dat,P40,640828,day,36,19.0,57.0,32.528,30.5
U1_P41,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,30.889,30.889,,tp,64pl41.dat,P41,640828,day,36,23.0,44.0,30.889,30.0
U1_P44,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,33.833,33.833,,tp,64pl44.dat,P44,640828,day,36,22.0,48.0,33.833,33.5
U1_P45,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,26.194,26.194,,tp,64pl45.dat,P45,640828,day,36,17.0,33.0,26.194,25.5
U1_P46,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,31.611,31.611,,tp,64pl46.dat,P46,640828,day,36,17.0,44.0,31.611,31.5
U1_P48,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,34.278,34.278,,tp,64pl48.dat,P48,640828,day,36,21.0,46.0,34.278,35.0
U1_P5,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,31.361,31.361,,tp,64pl5.dat,P5,640828,day,36,18.0,46.0,31.361,30.0
U1_P50,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,31.889,31.889,,tp,64pl50.dat,P50,640828,day,36,20.0,44.0,31.889,30.0
U1_P51,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,36.167,36.167,,tp,64pl51.dat,P51,640828,day,36,26.0,45.0,36.167,36.5
U1_P52,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,38.556,38.556,,tp,64pl52.dat,P52,640828,day,36,30.0,55.0,38.556,38.0
U1_P53,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,46.611,46.611,,tp,64pl53.dat,P53,640828,day,36,23.0,66.0,46.611,46.0
U1_P54,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,20.5,20.5,,tp,64pl54.dat,P54,640828,day,36,16.0,23.0,20.5,21.0
U1_P55,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,20.694,20.694,,tp,64pl55.dat,P55,640828,day,36,18.0,24.0,20.694,20.0
U1_P56,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,21.472,21.472,,tp,64pl56.dat,P56,640828,day,36,17.0,25.0,21.472,21.0
U1_P57,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,19.556,19.556,,tp,64pl57.dat,P57,640828,day,36,15.0,24.0,19.556,20.0
U1_P58,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,19.528,19.528,,tp,64pl58.dat,P58,640828,day,36,16.0,25.0,19.528,19.0
U1_P59,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,22.361,22.361,,tp,64pl59.dat,P59,640828,day,36,16.0,32.0,22.361,21.5
U1_P6,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,25.083,25.083,,tp,64pl6.dat,P6,640828,day,36,11.0,48.0,25.083,25.0
U1_P60,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,18.861,18.861,,tp,64pl60.dat,P60,640828,day,36,14.0,24.0,18.861,18.5
U1_P61,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,18.778,18.778,,tp,64pl61.dat,P61,640828,day,36,16.0,22.0,18.778,19.0
U1_P62,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,19.056,19.056,,tp,64pl62.dat,P62,640828,day,36,14.0,25.0,19.056,18.0
U1_P7,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,28.5,28.5,,tp,64pl7.dat,P7,640828,day,36,18.0,46.0,28.5,28.0
U1_P8,Barrow_CALM_U1,1964-08-28,71.29058,-156.78872,1,25.056,25.056,,tp,64pl8.dat,P8,640828,day,36,16.0,38.0,25.056,24.5
U1_P1,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,27.35,27.35,,tp,65pl1.dat,P1,650717,day,20,18.0,37.0,27.35,27.5
U1_P11,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,21.7,21.7,,tp,65pl11.dat,P11,650717,day,20,13.0,36.0,21.7,20.5
U1_P14,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,30.8,30.8,,tp,65pl14.dat,P14,650717,day,20,25.0,36.0,30.8,31.5
U1_P15,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,31.95,31.95,,tp,65pl15.dat,P15,650717,day,20,23.0,40.0,31.95,32.0
U1_P16,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,24.6,24.6,,tp,65pl16.dat,P16,650717,day,20,16.0,35.0,24.6,24.5
U1_P17,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,26.45,26.45,,tp,65pl17.dat,P17,650717,day,20,11.0,33.0,26.45,27.5
U1_P19,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,25.85,25.85,,tp,65pl19.dat,P19,650717,day,20,13.0,36.0,25.85,25.0
U1_P2,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,29.75,29.75,,tp,65pl2.dat,P2,650717,day,20,15.0,43.0,29.75,28.5
U1_P21,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,27.05,27.05,,tp,65pl21.dat,P21,650717,day,20,17.0,39.0,27.05,26.0
U1_P22,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,21.7,21.7,,tp,65pl22.dat,P22,650717,day,20,16.0,27.0,21.7,22.0
U1_P25,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,21.4,21.4,,tp,65pl25.dat,P25,650717,day,20,14.0,27.0,21.4,21.0
U1_P26,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,21.25,21.25,,tp,65pl26.dat,P26,650717,day,20,18.0,27.0,21.25,20.5
U1_P29,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,28.5,28.5,,tp,65pl29.dat,P29,650717,day,20,22.0,34.0,28.5,29.5
U1_P30,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,23.85,23.85,,tp,65pl30.dat,P30,650717,day,20,19.0,30.0,23.85,23.5
U1_P31,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,22.15,22.15,,tp,65pl31.dat,P31,650717,day,20,19.0,28.0,22.15,21.0
U1_P33,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,24.0,24.0,,tp,65pl33.dat,P33,650717,day,20,17.0,28.0,24.0,24.5
U1_P34,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,23.0,23.0,,tp,65pl34.dat,P34,650717,day,20,17.0,28.0,23.0,23.0
U1_P36,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,25.5,25.5,,tp,65pl36.dat,P36,650717,day,20,21.0,34.0,25.5,25.0
U1_P37,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,26.55,26.55,,tp,65pl37.dat,P37,650717,day,20,21.0,37.0,26.55,26.5
U1_P40,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,21.65,21.65,,tp,65pl40.dat,P40,650717,day,20,12.0,37.0,21.65,20.0
U1_P41,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,23.85,23.85,,tp,65pl41.dat,P41,650717,day,20,15.0,36.0,23.85,23.0
U1_P44,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,25.45,25.45,,tp,65pl44.dat,P44,650717,day,20,19.0,39.0,25.45,24.0
U1_P45,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,22.65,22.65,,tp,65pl45.dat,P45,650717,day,20,17.0,27.0,22.65,23.0
U1_P46,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,28.55,28.55,,tp,65pl46.dat,P46,650717,day,20,19.0,42.0,28.55,27.0
U1_P48,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,31.1,31.1,,tp,65pl48.dat,P48,650717,day,20,22.0,45.0,31.1,30.0
U1_P5,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,28.65,28.65,,tp,65pl5.dat,P5,650717,day,20,15.0,41.0,28.65,27.5
U1_P50,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,30.1,30.1,,tp,65pl50.dat,P50,650717,day,20,15.0,44.0,30.1,29.0
U1_P51,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,30.95,30.95,,tp,65pl51.dat,P51,650717,day,20,25.0,38.0,30.95,30.0
U1_P52,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,29.75,29.75,,tp,65pl52.dat,P52,650717,day,20,24.0,35.0,29.75,29.5
U1_P53,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,19.75,19.75,,tp,65pl53.dat,P53,650717,day,20,11.0,38.0,19.75,15.5
U1_P54,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,18.35,18.35,,tp,65pl54.dat,P54,650717,day,20,13.0,22.0,18.35,18.5
U1_P55,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,18.05,18.05,,tp,65pl55.dat,P55,650717,day,20,16.0,21.0,18.05,18.0
U1_P56,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,17.75,17.75,,tp,65pl56.dat,P56,650717,day,20,16.0,21.0,17.75,17.0
U1_P57,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,14.8,14.8,,tp,65pl57.dat,P57,650717,day,20,9.0,19.0,14.8,15.0
U1_P58,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,17.5,17.5,,tp,65pl58.dat,P58,650717,day,20,14.0,21.0,17.5,18.0
U1_P59,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,19.15,19.15,,tp,65pl59.dat,P59,650717,day,20,15.0,25.0,19.15,19.0
U1_P6,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,25.0,25.0,,tp,65pl6.dat,P6,650717,day,20,18.0,41.0,25.0,23.0
U1_P60,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,16.4,16.4,,tp,65pl60.dat,P60,650717,day,20,12.0,23.0,16.4,16.0
U1_P61,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,15.75,15.75,,tp,65pl61.dat,P61,650717,day,20,12.0,19.0,15.75,16.0
U1_P62,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,19.7,19.7,,tp,65pl62.dat,P62,650717,day,20,16.0,24.0,19.7,20.0
U1_P7,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,23.1,23.1,,tp,65pl7.dat,P7,650717,day,20,16.0,31.0,23.1,22.0
U1_P8,Barrow_CALM_U1,1965-07-17,71.29058,-156.78872,1,22.35,22.35,,tp,65pl8.dat,P8,650717,day,20,17.0,35.0,22.35,22.0
U1_P1,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,28.8,28.8,,tp,65pl1.dat,P1,650724,day,20,21.0,39.0,28.8,28.5
U1_P11,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,24.0,24.0,,tp,65pl11.dat,P11,650724,day,20,15.0,44.0,24.0,22.5
U1_P14,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,33.5,33.5,,tp,65pl14.dat,P14,650724,day,20,28.0,38.0,33.5,33.0
U1_P15,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,35.2,35.2,,tp,65pl15.dat,P15,650724,day,20,27.0,42.0,35.2,36.0
U1_P16,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,28.75,28.75,,tp,65pl16.dat,P16,650724,day,20,24.0,37.0,28.75,28.0
U1_P17,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,30.3,30.3,,tp,65pl17.dat,P17,650724,day,20,21.0,36.0,30.3,30.5
U1_P19,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,31.55,31.55,,tp,65pl19.dat,P19,650724,day,20,20.0,39.0,31.55,32.5
U1_P2,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,31.15,31.15,,tp,65pl2.dat,P2,650724,day,20,22.0,46.0,31.15,31.0
U1_P21,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,30.3,30.3,,tp,65pl21.dat,P21,650724,day,20,21.0,41.0,30.3,30.0
U1_P22,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,25.6,25.6,,tp,65pl22.dat,P22,650724,day,20,20.0,31.0,25.6,26.0
U1_P25,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,22.8,22.8,,tp,65pl25.dat,P25,650724,day,20,14.0,30.0,22.8,22.5
U1_P26,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,23.6,23.6,,tp,65pl26.dat,P26,650724,day,20,19.0,31.0,23.6,23.0
U1_P29,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,32.1,32.1,,tp,65pl29.dat,P29,650724,day,20,26.0,38.0,32.1,32.5
U1_P30,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,24.3,24.3,,tp,65pl30.dat,P30,650724,day,20,19.0,32.0,24.3,23.5
U1_P31,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,23.95,23.95,,tp,65pl31.dat,P31,650724,day,20,18.0,31.0,23.95,24.0
U1_P33,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,26.0,26.0,,tp,65pl33.dat,P33,650724,day,20,17.0,32.0,26.0,26.5
U1_P34,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,24.95,24.95,,tp,65pl34.dat,P34,650724,day,20,22.0,29.0,24.95,24.5
U1_P36,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,27.15,27.15,,tp,65pl36.dat,P36,650724,day,20,20.0,34.0,27.15,27.0
U1_P37,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,29.2,29.2,,tp,65pl37.dat,P37,650724,day,20,23.0,39.0,29.2,28.5
U1_P40,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,25.25,25.25,,tp,65pl40.dat,P40,650724,day,20,18.0,40.0,25.25,24.0
U1_P41,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,26.25,26.25,,tp,65pl41.dat,P41,650724,day,20,16.0,39.0,26.25,26.5
U1_P44,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,28.7,28.7,,tp,65pl44.dat,P44,650724,day,20,22.0,42.0,28.7,27.5
U1_P45,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,26.45,26.45,,tp,65pl45.dat,P45,650724,day,20,20.0,29.0,26.45,27.0
U1_P46,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,30.25,30.25,,tp,65pl46.dat,P46,650724,day,20,19.0,43.0,30.25,28.0
U1_P48,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,33.5,33.5,,tp,65pl48.dat,P48,650724,day,20,24.0,45.0,33.5,32.5
U1_P5,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,30.8,30.8,,tp,65pl5.dat,P5,650724,day,20,21.0,43.0,30.8,30.0
U1_P50,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,32.5,32.5,,tp,65pl50.dat,P50,650724,day,20,22.0,43.0,32.5,32.5
U1_P51,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,33.8,33.8,,tp,65pl51.dat,P51,650724,day,20,30.0,39.0,33.8,33.5
U1_P52,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,32.95,32.95,,tp,65pl52.dat,P52,650724,day,20,27.0,40.0,32.95,33.5
U1_P53,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,30.3,30.3,,tp,65pl53.dat,P53,650724,day,20,17.0,46.0,30.3,28.0
U1_P54,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,19.5,19.5,,tp,65pl54.dat,P54,650724,day,20,11.0,23.0,19.5,20.0
U1_P55,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,19.15,19.15,,tp,65pl55.dat,P55,650724,day,20,17.0,22.0,19.15,19.0
U1_P56,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,18.75,18.75,,tp,65pl56.dat,P56,650724,day,20,15.0,22.0,18.75,19.0
U1_P57,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,15.4,15.4,,tp,65pl57.dat,P57,650724,day,20,10.0,20.0,15.4,15.5
U1_P58,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,17.45,17.45,,tp,65pl58.dat,P58,650724,day,20,14.0,22.0,17.45,17.0
U1_P59,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,19.65,19.65,,tp,65pl59.dat,P59,650724,day,20,14.0,27.0,19.65,19.0
U1_P6,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,27.25,27.25,,tp,65pl6.dat,P6,650724,day,20,21.0,39.0,27.25,25.0
U1_P60,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,17.4,17.4,,tp,65pl60.dat,P60,650724,day,20,13.0,25.0,17.4,17.0
U1_P61,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,16.25,16.25,,tp,65pl61.dat,P61,650724,day,20,14.0,18.0,16.25,17.0
U1_P62,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,20.45,20.45,,tp,65pl62.dat,P62,650724,day,20,16.0,28.0,20.45,20.5
U1_P7,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,24.65,24.65,,tp,65pl7.dat,P7,650724,day,20,18.0,32.0,24.65,24.5
U1_P8,Barrow_CALM_U1,1965-07-24,71.29058,-156.78872,1,24.4,24.4,,tp,65pl8.dat,P8,650724,day,20,19.0,37.0,24.4,23.5
U1_P1,Barrow_CALM_U1,1965-07-31,71.29058,-156.78872,1,28.4,28.4,,tp,65pl1.dat,P1,650731,day,20,20.0,42.0,28.4,29.0
U1_P11,Barrow_CALM_U1,1965-07-31,71.29058,-156.78872,1,24.95,24.95,,tp,65pl11.dat,P11,650731,day,20,18.0,40.0,24.95,23.5
U1_P14,Barrow_CALM_U1,1965-07-31,71.29058,-156.78872,1,35.35,35.35,,tp,65pl14.dat,P14,650731,day,20,30.0,42.0,35.35,35.5
U1_P15,Barrow_CALM_U1,1965-07-31,71.29058,-156.78872,1,37.65,37.65,,tp,65pl15.dat,P15,650731,day,20,28.0,45.0,37.65,38.0
U1_P16,Barrow_CALM_U1,1965-07-31,71.29058,-156.78872,1,30.05,30.05,,tp,65pl16.dat,P16,650731,day,20,25.0,40.0,30.05,29.0
U1_P17,Barrow_CALM_U1,1965-07-31,71.29058,-156.78872,1,32.2,32.2,,tp,65pl17.dat,P17,650731,day,20,22.0,39.0,32.2,33.5
U1_P19,Barrow_CALM_U1,1965-07-31,71.29058,-156.78872,1,32.65,32.65,,tp,65pl19.dat,P19,650731,day,20,18.0,43.0,32.65,31.5
U1_P2,Barrow_CALM_U1,1965-07-31,71.29058,-156.78872,1,32.9,32.9,,tp,65pl2.dat,P2,650731,day,20,22.0,48.0,32.9,32.0
U1_P21,Barrow_CALM_U1,1965-07-31,71.29058,-156.78872,1,31.6,31.6,,tp,65pl21.dat,P21,650731,day,20,25.0,43.0,31.6,31.0
U1_P22,Barrow_CALM_U1,1965-07-31,71.29058,-156.78872,1,26.75,26.75,,tp,65pl22.dat,P22,650731,day,20,20.0,31.0,26.75,27.0
U1_P25,Barrow_CALM_U1,1965-07-31,71.29058,-156.78872,1,23.2,23.2,,tp,65pl25.dat,P25,650731,day,20,16.0,30.0,23.2,23.0
U1_P26,Barrow_CALM_U1,1965-07-31,71.29058,-156.78872,1,23.85,23.85,,tp,65pl26.dat,P26,650731,day,20,19.0,32.0,23.85,23.0
U1_P29,Barrow_CALM_U1,1965-07-31,71.29058,-156.78872,1,31.45,31.45,,tp,65pl29.dat,P29,650731,day,20,25.0,37.0,31.45,32.0
U1_P30,Barrow_CALM_U1,1965-07-31,71.29058,-156.78872,1,25.55,25.55,,tp,65pl30.dat,P30,650731,day,20,19.0,33.0,25.55,25.5
U1_P31,Barrow_CALM_U1,1965-07-31,71.29058,-156.78872,1,24.4,24.4,,tp,65pl31.dat,P31,650731,day,20,17.0,34.0,24.4,24.5
U1_P33,Barrow_CALM_U1,1965-07-31,71.29058,-156.78872,1,25.5,25.5,,tp,65pl33.dat,P33,650731,day,20,18.0,32.0,25.5,25.5
U1_P34,Barrow_CALM_U1,1965-07-31,71.29058,-156.78872,1,24.6,24.6,,tp,65pl34.dat,P34,650731,day,20,21.0,30.0,24.6,24.0
U1_P36,Barrow_CALM_U1,1965-07-31,71.29058,-156.78872,1,27.05,27.05,,tp,65pl36.dat,P36,650731,day,20,22.0,34.0,27.05,26.5
U1_P37,Barrow_CALM_U1,1965-07-31,71.29058,-156.78872,1,30.3,30.3,,tp,65pl37.dat,P37,650731,day,20,24.0,40.0,30.3,29.5
U1_P40,Barrow_CALM_U1,1965-07-31,71.29058,-156.78872,1,25.5,25.5,,tp,65pl40.dat,P40,650731,day,20,17.0,46.0,25.5,23.0
U1_P41,Barrow_CALM_U1,1965-07-31,71.29058,-156.78872,1,26.55,26.55,,tp,65pl41.dat,P41,650731,day,20,17.0,39.0,26.55,27.0
U1_P44,Barrow_CALM_U1,1965-07-31,71.29058,-156.78872,1,31.25,31.25,,tp,65pl44.dat,P44,650731,day,20,22.0,47.0,31.25,29.0
U1_P45,Barrow_CALM_U1,1965-07-31,71.29058,-156.78872,1,25.5,25.5,,tp,65pl45.dat,P45,650731,day,20,22.0,29.0,25.5,25.5
U1_P46,Barrow_CALM_U1,1965-07-31,71.29058,-156.78872,1,30.85,30.85,,tp,65pl46.dat,P46,650731,day,20,21.0,46.0,30.85,30.0
U1_P48,Barrow_CALM_U1,1965-07-31,71.29058,-156.78872,1,32.85,32.85,,tp,65pl48.dat,P48,650731,day,20,23.0,46.0,32.85,33.0
U1_P5,Barrow_CALM_U1,1965-07-31,71.29058,-156.78872,1,33.25,33.25,,tp,65pl5.dat,P5,650731,day,20,21.0,48.0,33.25,33.5
U1_P50,Barrow_CALM_U1,1965-07-31,71.29058,-156.78872,1,32.2,32.2,,tp,65pl50.dat,P50,650731,day,20,20.0,44.0,32.2,31.5
U1_P51,Barrow_CALM_U1,1965-07-31,71.29058,-156.78872,1,33.8,33.8,,tp,65pl51.dat,P51,650731,day,20,26.0,43.0,33.8,33.5
U1_P52,Barrow_CALM_U1,1965-07-31,71.29058,-156.78872,1,34.45,34.45,,tp,65pl52.dat,P52,650731,day,20,27.0,45.0,34.45,34.5
U1_P53,Barrow_CALM_U1,1965-07-31,71.29058,-156.78872,1,35.05,35.05,,tp,65pl53.dat,P53,650731,day,20,21.0,53.0,35.05,31.5
U1_P54,Barrow_CALM_U1,1965-07-31,71.29058,-156.78872,1,19.65,19.65,,tp,65pl54.dat,P54,650731,day,20,13.0,23.0,19.65,20.0
