date,site,stake,depth,flag,hit_type,crew,notes
9/21/2011,SL1B,10,78,G,,,
9/21/2011,SL1B,11,107,G,,,
9/21/2011,SL1B,12,76,G,,,
9/21/2011,SL1B,13,96,G,,,
9/21/2011,SL1B,14,48,G,,,
9/21/2011,SL1B,15,64,G,,,
9/21/2011,SL1B,16,69,G,,,
9/21/2011,SL1B,17,92,G,,,
9/21/2011,SL1B,18,75,G,,,
9/21/2011,SL1B,19,73,G,,,
9/21/2011,SL1B,20,101,G,,,
9/26/2012,SL1B,1,70,G,,,
9/26/2012,SL1B,2,53,G,,,
9/26/2012,SL1B,3,56,G,,,
9/26/2012,SL1B,4,57,G,,,
9/26/2012,SL1B,5,53,G,,,
9/26/2012,SL1B,6,86,G,,,
9/26/2012,SL1B,7,86,G,,,
9/26/2012,SL1B,8,46,G,,,
9/26/2012,SL1B,9,74,G,,,
9/26/2012,SL1B,10,89,G,,,
9/26/2012,SL1B,11,107,G,,,
9/26/2012,SL1B,12,86,G,,,
9/26/2012,SL1B,13,116,G,,,
9/26/2012,SL1B,14,55,G,,,
9/26/2012,SL1B,15,62,G,,,
9/26/2012,SL1B,16,78,G,,,
9/26/2012,SL1B,17,102,G,,,
9/26/2012,SL1B,18,85,G,,,
9/26/2012,SL1B,19,63,G,,,
9/26/2012,SL1B,20,65,G,,,
9/23/2013,SL1B,1,65,G,,,
9/23/2013,SL1B,2,82,G,,,
9/23/2013,SL1B,3,65,G,,,
9/23/2013,SL1B,4,96,G,,,
9/23/2013,SL1B,5,92,G,,,
9/23/2013,SL1B,6,72,G,,,
9/23/2013,SL1B,7,62,G,,,
9/23/2013,SL1B,8,105,G,,,
9/23/2013,SL1B,9,85,G,,,
9/23/2013,SL1B,10,102,G,,,
9/23/2013,SL1B,11,63,G,,,
9/23/2013,SL1B,12,72,G,,,
9/23/2013,SL1B,13,54,G,,,
9/23/2013,SL1B,14,97,G,,,
9/23/2013,SL1B,15,62,G,,,
9/23/2013,SL1B,16,51,G,,,
9/23/2013,SL1B,17,78,G,,,
9/23/2013,SL1B,18,47,G,,,
9/23/2013,SL1B,19,56,G,,,
9/23/2013,SL1B,20,74,G,,,
9/25/2014,SL1B,1,65,G,,,
9/25/2014,SL1B,2,61,G,,,
9/25/2014,SL1B,3,62,G,,,
9/25/2014,SL1B,4,69,G,,,
9/25/2014,SL1B,5,65,G,,,
9/25/2014,SL1B,6,96,G,,,
9/25/2014,SL1B,7,104,G,,,
9/25/2014,SL1B,8,67,G,,,
9/25/2014,SL1B,9,76,G,,,
9/25/2014,SL1B,10,94,G,,,
9/25/2014,SL1B,11,117,G,,,
9/25/2014,SL1B,12,90,G,,,
9/25/2014,SL1B,13,109,G,,,
9/25/2014,SL1B,14,66,G,,,
9/25/2014,SL1B,15,67,G,,,
9/25/2014,SL1B,16,90,G,,,
9/25/2014,SL1B,17,98,G,,,
9/25/2014,SL1B,18,56,G,,,
9/25/2014,SL1B,19,82,G,,,
9/25/2014,SL1B,20,55,G,,,
9/17/2015,SL1B,1,67,G,,,
9/17/2015,SL1B,2,62,G,,,
9/17/2015,SL1B,3,64,G,,,
9/17/2015,SL1B,4,48,G,,,
9/17/2015,SL1B,5,60,G,,,
9/17/2015,SL1B,6,74,G,,,
9/17/2015,SL1B,7,82,G,,,
9/17/2015,SL1B,8,62,G,,,
9/17/2015,SL1B,9,91,G,,,
9/17/2015,SL1B,10,86,G,,,
9/17/2015,SL1B,11,102,G,,,
9/17/2015,SL1B,12,82,G,,,
9/17/2015,SL1B,13,95,G,,,
9/17/2015,SL1B,14,69,G,,,
9/17/2015,SL1B,15,70,G,,,
9/17/2015,SL1B,16,46,G,,,
9/17/2015,SL1B,17,92,G,,,
9/17/2015,SL1B,18,73,G,,,
9/17/2015,SL1B,19,61,G,,,
9/17/2015,SL1B,20,49,G,,,
9/27/2016,SL1B,1,82,G,,,
9/27/2016,SL1B,2,62,G,,,
9/27/2016,SL1B,3,64,G,,,
9/27/2016,SL1B,4,76,G,,,
9/27/2016,SL1B,5,59,G,,,
9/27/2016,SL1B,6,87,G,,,
9/27/2016,SL1B,7,100,G,,,
9/27/2016,SL1B,8,72,G,,,
9/27/2016,SL1B,9,87,G,,,
9/27/2016,SL1B,10,91,G,,,
9/27/2016,SL1B,11,123,G,,,
9/27/2016,SL1B,12,104,G,,,
9/27/2016,SL1B,13,108,G,,,
9/27/2016,SL1B,14,66,G,,,
9/27/2016,SL1B,15,72,G,,,
9/27/2016,SL1B,16,91,G,,,
9/27/2016,SL1B,17,96,G,,,
9/27/2016,SL1B,18,60,G,,,
9/27/2016,SL1B,19,86,G,,,
9/27/2016,SL1B,20,80,G,,,
9/26/2017,SL1B,1,62,G,,,
9/26/2017,SL1B,2,57,G,,,
9/26/2017,SL1B,3,59,G,,,
9/26/2017,SL1B,4,66,G,,,
9/26/2017,SL1B,5,50,G,,,
9/26/2017,SL1B,6,80,G,,,
9/26/2017,SL1B,7,99,G,,,
9/26/2017,SL1B,8,54,G,,,
9/26/2017,SL1B,9,76,G,,,
9/26/2017,SL1B,10,73,G,,,
9/26/2017,SL1B,11,119,G,,,
9/26/2017,SL1B,12,91,G,,,
9/26/2017,SL1B,13,110,G,,,
9/26/2017,SL1B,14,58,G,,,
9/26/2017,SL1B,15,69,G,,,
9/26/2017,SL1B,16,92,G,,,
9/26/2017,SL1B,17,69,G,,,
9/26/2017,SL1B,18,57,G,,,
9/26/2017,SL1B,19,80,G,,,
9/26/2017,SL1B,20,72,G,,,
10/4/2018,SL1B,1,86,G,,,
10/4/2018,SL1B,2,63,G,,,
10/4/2018,SL1B,3,56,G,,,
10/4/2018,SL1B,4,81,G,,,
10/4/2018,SL1B,5,70,G,,,
10/4/2018,SL1B,6,84,G,,,
10/4/2018,SL1B,7,94,G,,,
10/4/2018,SL1B,8,55,G,,,
10/4/2018,SL1B,9,84,G,,,
10/4/2018,SL1B,10,95,G,,,
10/4/2018,SL1B,11,128,G,,,
10/4/2018,SL1B,12,103,G,,,
10/4/2018,SL1B,13,121,G,,,
10/4/2018,SL1B,14,81,G,,,
10/4/2018,SL1B,15,70,G,,,
10/4/2018,SL1B,16,87,G,,,
10/4/2018,SL1B,17,72,G,,,
10/4/2018,SL1B,18,72,G,,,
10/4/2018,SL1B,19,102,G,,,
10/4/2018,SL1B,20,136,G,,,
10/7/2019,SL1B,1,69,G,Ice,Kdo maw,
10/7/2019,SL1B,2,57,G,Ice,Kdo maw,
10/7/2019,SL1B,3,60,G,Ice,Kdo maw,
10/7/2019,SL1B,4,69,G,Ice,Kdo maw,
10/7/2019,SL1B,5,66,G,Ice,Kdo maw,
10/7/2019,SL1B,6,74,G,Ice,Kdo maw,
10/7/2019,SL1B,7,102,G,Ice,Kdo maw,
10/7/2019,SL1B,8,61,G,Ice,Kdo maw,
10/7/2019,SL1B,9,89,G,Ice,Kdo maw,
10/7/2019,SL1B,10,82,G,Ice,Kdo maw,
10/7/2019,SL1B,11,137,G,Ice,Kdo maw,
10/7/2019,SL1B,12,85,G,Ice,Kdo maw,
10/7/2019,SL1B,13,120,G,Ice,Kdo maw,
10/7/2019,SL1B,14,66,G,Ice,Kdo maw,
10/7/2019,SL1B,15,68,G,Ice,Kdo maw,
10/7/2019,SL1B,16,76,G,Ice,Kdo maw,
10/7/2019,SL1B,17,76,G,Ice,Kdo maw,
10/7/2019,SL1B,18,77,G,Ice,Kdo maw,
10/7/2019,SL1B,19,90,G,Ice,Kdo maw,
10/7/2019,SL1B,20,74,G,Ice,Kdo maw,
9/23/2020,SL1B,1,91,G,Rock,Jpd Lmd,
9/23/2020,SL1B,2,82,G,Rock,Jpd Lmd,
9/23/2020,SL1B,3,74,G,Rock,Jpd Lmd,
9/23/2020,SL1B,4,94,G,Rock,Jpd Lmd,
9/23/2020,SL1B,5,108,G,Ice,Jpd Lmd,
9/23/2020,SL1B,6,88,G,Ice,Jpd Lmd,
9/23/2020,SL1B,7,94,G,Ice,Jpd Lmd,
9/23/2020,SL1B,8,90,G,Rock,Jpd Lmd,
9/23/2020,SL1B,9,93,G,Rock,Jpd Lmd,
9/23/2020,SL1B,10,98,G,Rock,Jpd Lmd,
9/23/2020,SL1B,11,115,G,Ice,Jpd Lmd,
9/23/2020,SL1B,12,86,G,Rock,Jpd Lmd,
9/23/2020,SL1B,13,112,G,Ice,Jpd Lmd,
9/23/2020,SL1B,14,81,G,Ice,Jpd Lmd,
9/23/2020,SL1B,15,77,G,Ice,Jpd Lmd,
9/23/2020,SL1B,16,113,G,Ice,Jpd Lmd,
9/23/2020,SL1B,17,95,G,Ice,Jpd Lmd,
9/23/2020,SL1B,18,92,G,None,Jpd Lmd,
9/23/2020,SL1B,19,89,G,Rock,Jpd Lmd,
9/23/2020,SL1B,20,194,G,None,Jpd,
9/10/2021,SL1B,1,72,G,Ice,"MAW, OPH",
9/10/2021,SL1B,2,63,G,Ice,"MAW, OPH",
9/10/2021,SL1B,3,64,G,Ice,"MAW, OPH",
9/10/2021,SL1B,4,75,G,Ice,"MAW, OPH",
9/10/2021,SL1B,5,55,G,Ice,"MAW, OPH",
9/10/2021,SL1B,6,57,G,Ice,"MAW, OPH",
9/10/2021,SL1B,7,99,G,Ice,"MAW, OPH",
9/10/2021,SL1B,8,70,G,Ice,"MAW, OPH",
9/10/2021,SL1B,9,99,G,Ice,"MAW, OPH",
9/10/2021,SL1B,10,87,G,Ice,"MAW, OPH",
9/10/2021,SL1B,11,145,G,Ice,"MAW, OPH",
9/10/2021,SL1B,12,95,G,Ice,"MAW, OPH",
9/10/2021,SL1B,13,121,G,Ice,"MAW, OPH",
9/10/2021,SL1B,14,62,G,Ice,"MAW, OPH",
9/10/2021,SL1B,15,78,G,Ice,"MAW, OPH",
9/10/2021,SL1B,16,107,G,Ice,"MAW, OPH",
9/10/2021,SL1B,17,83,G,Ice,"MAW, OPH",
9/10/2021,SL1B,18,65,G,Ice,"MAW, OPH",
9/10/2021,SL1B,19,85,G,Ice,"MAW, OPH",
9/10/2021,SL1B,20,78,G,Ice,"MAW, OPH",
9/28/2022,SL1B,20,108,G,Ice,JSC MAW ERN OPH,
9/28/2022,SL1B,10,86,G,Ice,JSC MAW ERN OPH,
9/28/2022,SL1B,1,94,G,Ice,JSC MAW ERN OPH,
9/28/2022,SL1B,9,92,G,Ice,JSC MAW ERN OPH,
9/28/2022,SL1B,2,79,G,Ice,JSC MAW ERN OPH,
9/28/2022,SL1B,8,81,G,Ice,JSC MAW ERN OPH,
9/28/2022,SL1B,19,91,G,Ice,JSC MAW ERN OPH,
9/28/2022,SL1B,3,75,G,Ice,JSC MAW ERN OPH,
9/28/2022,SL1B,7,98,G,Ice,JSC MAW ERN OPH,
9/28/2022,SL1B,18,73,G,Ice,JSC MAW ERN OPH,
9/28/2022,SL1B,6,82,G,Ice,JSC MAW ERN OPH,
9/28/2022,SL1B,17,96,G,Ice,JSC MAW ERN OPH,
9/28/2022,SL1B,4,92,G,Ice,JSC MAW ERN OPH,
9/28/2022,SL1B,16,80,G,Ice,JSC MAW ERN OPH,
9/28/2022,SL1B,15,75,G,Ice,JSC MAW ERN OPH,
9/28/2022,SL1B,5,71,G,Ice,JSC MAW ERN OPH,
9/28/2022,SL1B,14,74,G,Ice,JSC MAW ERN OPH,
9/28/2022,SL1B,12,128,G,Ice,JSC MAW ERN OPH,
9/28/2022,SL1B,11,179,G,Ice,JSC MAW ERN OPH,
9/28/2022,SL1B,13,197,G,Ice,JSC MAW ERN OPH,
10/12/2023,SL1B,1,95,G,Ice,"KO, RO",
10/12/2023,SL1B,2,70,G,Ice,"KO, RO",
10/12/2023,SL1B,3,79,G,Ice,"KO, RO",
10/12/2023,SL1B,4,91,G,Ice,"KO, RO",
10/12/2023,SL1B,5,59,G,Ice,"KO, RO",
10/12/2023,SL1B,6,86,G,Ice,"KO, RO",
10/12/2023,SL1B,7,106,G,Ice,"KO, RO",
10/12/2023,SL1B,8,58,G,Ice,"KO, RO",
10/12/2023,SL1B,9,98,G,Ice,"KO, RO",
10/12/2023,SL1B,10,95,G,Ice,"KO, RO",
10/12/2023,SL1B,11,203,G,Ice,"KO, RO",
10/12/2023,SL1B,12,122,G,Ice,"KO, RO",
10/12/2023,SL1B,13,139,G,Ice,"KO, RO",
10/12/2023,SL1B,14,73,G,Ice,"KO, RO",
10/12/2023,SL1B,15,67,G,Ice,"KO, RO",
10/12/2023,SL1B,16,82,G,Ice,"KO, RO",
10/12/2023,SL1B,17,85,G,Ice,"KO, RO",
10/12/2023,SL1B,18,73,G,Ice,"KO, RO",
10/12/2023,SL1B,19,121,G,Ice,"KO, RO",
10/12/2023,SL1B,20,107,G,Ice,"KO, RO",
9/9/2024,SL1B,1,73,G,Ice,"SAM, MTK",
9/9/2024,SL1B,2,64,G,Ice,"SAM, MTK",
9/9/2024,SL1B,3,60,G,Ice,"SAM, MTK",
9/9/2024,SL1B,4,77,G,Ice,"SAM, MTK",
9/9/2024,SL1B,5,79,G,Ice,"SAM, MTK",
9/9/2024,SL1B,6,67,G,Ice,"SAM, MTK",
9/9/2024,SL1B,7,85,G,Ice,"SAM, MTK",
9/9/2024,SL1B,8,60,G,Ice,"SAM, MTK",
9/9/2024,SL1B,9,87,G,Ice,"SAM, MTK",
9/9/2024,SL1B,10,88,G,Ice,"SAM, MTK",
9/9/2024,SL1B,11,146,G,Ice,"SAM, MTK",
9/9/2024,SL1B,12,112,G,Ice,"SAM, MTK",
9/9/2024,SL1B,13,133,G,Ice,"SAM, MTK",
9/9/2024,SL1B,14,72,G,Ice,"SAM, MTK",
9/9/2024,SL1B,15,63,G,Ice,"SAM, MTK",
9/9/2024,SL1B,16,90,G,Ice,"SAM, MTK",
9/9/2024,SL1B,17,90,G,Ice,"SAM, MTK",
9/9/2024,SL1B,18,75,G,Ice,"SAM, MTK",
9/9/2024,SL1B,19,89,G,Ice,"SAM, MTK",
9/9/2024,SL1B,20,79,G,Ice,"SAM, MTK",
