FID,Date,SiteID,Adjacency,ThawDep_cm,Lat_WGS84,Lon_WGS84,X_UTMz6,Y_UTMz6,Altitude_m
542,20190908,APEX5,Seismometer,98,64.695741,-148.322539,436928.55647,7175204.32935,131.41
543,20190908,APEX6,Seismometer,87,64.696025,-148.322126,436948.89353,7175235.53899,133.20
544,20190908,APEX6,Seismometer,88,64.696025,-148.322126,436948.89353,7175235.53899,133.20
545,20190908,APEX6,Seismometer,83,64.696025,-148.322126,436948.89353,7175235.53899,133.20
546,20190908,APEX6,Seismometer,88,64.696025,-148.322126,436948.89353,7175235.53899,133.20
547,20190908,APEX6,Seismometer,86,64.696025,-148.322126,436948.89353,7175235.53899,133.20
548,20190908,APEX6,NMR borehole,87,64.696031,-148.322053,436952.41816,7175236.22367,131.97
549,20190908,APEX6,NMR borehole,96,64.696031,-148.322053,436952.41816,7175236.22367,131.97
550,20190908,APEX6,NMR borehole,76,64.696031,-148.322053,436952.41816,7175236.22367,131.97
551,20190908,APEX6,NMR borehole,88,64.696031,-148.322053,436952.41816,7175236.22367,131.97
552,20190908,APEX6,NMR borehole,86,64.696031,-148.322053,436952.41816,7175236.22367,131.97
553,20190908,APEX7,Seismometer,60,64.695877,-148.321758,436966.11058,7175218.73856,132.09
554,20190908,APEX7,Seismometer,55,64.695877,-148.321758,436966.11058,7175218.73856,132.09
555,20190908,APEX7,Seismometer,56,64.695877,-148.321758,436966.11058,7175218.73856,132.09
556,20190908,APEX7,Seismometer,65,64.695877,-148.321758,436966.11058,7175218.73856,132.09
557,20190908,APEX7,Seismometer,59,64.695877,-148.321758,436966.11058,7175218.73856,132.09
558,20190908,APEX7,NMR borehole,63,64.695863,-148.321719,436967.95071,7175217.07208,132.00
559,20190908,APEX7,NMR borehole,75,64.695863,-148.321719,436967.95071,7175217.07208,132.00
560,20190908,APEX7,NMR borehole,67,64.695863,-148.321719,436967.95071,7175217.07208,132.00
561,20190908,APEX7,NMR borehole,65,64.695863,-148.321719,436967.95071,7175217.07208,132.00
562,20190908,APEX7,NMR borehole,67,64.695863,-148.321719,436967.95071,7175217.07208,132.00
563,20190908,APEX8,Seismometer,76,64.695796,-148.321285,436988.47224,7175209.17033,132.36
564,20190908,APEX8,Seismometer,68,64.695796,-148.321285,436988.47224,7175209.17033,132.36
565,20190908,APEX8,Seismometer,58,64.695796,-148.321285,436988.47224,7175209.17033,132.36
566,20190908,APEX8,Seismometer,54,64.695796,-148.321285,436988.47224,7175209.17033,132.36
567,20190908,APEX8,Seismometer,64,64.695796,-148.321285,436988.47224,7175209.17033,132.36
568,20190908,APEX9,Seismometer,45,64.695894,-148.320937,437005.29342,7175219.81061,131.27
569,20190908,APEX9,Seismometer,56,64.695894,-148.320937,437005.29342,7175219.81061,131.27
570,20190908,APEX9,Seismometer,54,64.695894,-148.320937,437005.29342,7175219.81061,131.27
571,20190908,APEX9,Seismometer,50,64.695894,-148.320937,437005.29342,7175219.81061,131.27
572,20190908,APEX9,Seismometer,51,64.695894,-148.320937,437005.29342,7175219.81061,131.27
573,20190908,APEX9,NMR borehole,100,64.695892,-148.320929,437005.66454,7175219.51673,131.67
574,20190908,APEX9,NMR borehole,72,64.695892,-148.320929,437005.66454,7175219.51673,131.67
575,20190908,APEX9,NMR borehole,116,64.695892,-148.320929,437005.66454,7175219.51673,131.67
576,20190908,APEX9,NMR borehole,118,64.695892,-148.320929,437005.66454,7175219.51673,131.67
577,20190908,APEX9,NMR borehole,101,64.695892,-148.320929,437005.66454,7175219.51673,131.67
