SampleDate,SiteID,ElectrodeNumber,distance,Long_deg,Lat_deg,Height,Satellites,PDOP,Status,HRMS,VRMS,X_UTMz6,Y_UTMz6,LinDist_m,ActiveLayerThickness,SurfOrg,DepthtoRejection,Comment
9/1/16,307WTU,12,16.5,-146.915174,65.343005,582.16,-9999,-9999,-9999,-9999,-9999,503948.7589,7246685.306,16.27105816,-9999,-9999,-9999,Unburned
9/1/16,307WTU,13,18,-146.915162,65.343017,582.2,-9999,-9999,-9999,-9999,-9999,503949.311,7246686.683,17.75461585,-9999,-9999,-9999,Unburned
9/1/16,307WTU,14,19.5,-146.91515,65.343029,582.24,-9999,-9999,-9999,-9999,-9999,503949.8585,7246688.062,19.23832649,76,18,-9999,Unburned
9/1/16,307WTU,15,21,-146.915138,65.343042,582.27,-9999,-9999,-9999,-9999,-9999,503950.4199,7246689.438,20.72444423,-9999,-9999,-9999,Unburned
9/1/16,307WTU,16,22.5,-146.915126,65.343054,582.28,-9999,-9999,-9999,-9999,-9999,503950.9859,7246690.814,22.21230579,-9999,-9999,-9999,Unburned
9/1/16,307WTU,17,24,-146.915114,65.343066,582.3,-9999,-9999,-9999,-9999,-9999,503951.5474,7246692.189,23.69753548,-9999,-9999,-9999,Unburned
9/1/16,307WTU,18,25.5,-146.915101,65.343079,582.31,-9999,-9999,-9999,-9999,-9999,503952.1134,7246693.565,25.18539704,-9999,-9999,-9999,Unburned
9/1/16,307WTU,19,27,-146.915089,65.343091,582.32,-9999,-9999,-9999,-9999,-9999,503952.6795,7246694.94,26.67237189,-9999,-9999,-9999,Unburned
9/1/16,307WTU,20,28.5,-146.915077,65.343103,582.34,-9999,-9999,-9999,-9999,-9999,503953.2409,7246696.316,28.15848963,-9999,-9999,-9999,Unburned
9/1/16,307WTU,21,30,-146.915065,65.343116,582.35,13,1.3,SDGPS,0.476,0.829,503953.807,7246697.691,29.64546449,89,21,-9999,Unburned
9/1/16,307WTU,22,31.5,-146.915053,65.343128,582.39,-9999,-9999,-9999,-9999,-9999,503954.3684,7246699.074,31.13806589,-9999,-9999,-9999,Unburned
9/1/16,307WTU,23,33,-146.915041,65.343141,582.42,-9999,-9999,-9999,-9999,-9999,503954.9298,7246700.457,32.6306673,-9999,-9999,-9999,Unburned
9/1/16,307WTU,24,34.5,-146.915029,65.343153,582.45,-9999,-9999,-9999,-9999,-9999,503955.4912,7246701.839,34.12234218,-9999,-9999,-9999,Unburned
9/1/16,307WTU,25,36,-146.915017,65.343165,582.49,-9999,-9999,-9999,-9999,-9999,503956.0526,7246703.222,35.61494359,-9999,-9999,-9999,Unburned
9/1/16,307WTU,26,37.5,-146.915005,65.343178,582.52,-9999,-9999,-9999,-9999,-9999,503956.6093,7246704.605,37.10578359,-9999,-9999,-9999,Unburned
9/1/16,307WTU,27,39,-146.914992,65.34319,582.55,-9999,-9999,-9999,-9999,-9999,503957.1707,7246705.988,38.59838499,-9999,-9999,-9999,Unburned
9/1/16,307WTU,28,40.5,-146.91498,65.343202,582.58,-9999,-9999,-9999,-9999,-9999,503957.7368,7246707.369,40.09090977,98,29,-9999,Unburned
9/1/16,307WTU,29,42,-146.914968,65.343215,582.61,-9999,-9999,-9999,-9999,-9999,503958.2982,7246708.746,41.57795347,-9999,-9999,-9999,Unburned
9/1/16,307WTU,30,43.5,-146.914956,65.343227,582.64,-9999,-9999,-9999,-9999,-9999,503958.8643,7246710.124,43.06770285,-9999,-9999,-9999,Unburned: Major lichen presence
9/1/16,307WTU,31,45,-146.914944,65.34324,582.66,-9999,-9999,-9999,-9999,-9999,503959.4257,7246711.501,44.55474655,-9999,-9999,-9999,Unburned: Major lichen presence
9/1/16,307WTU,32,46.5,-146.914932,65.343252,582.69,-9999,-9999,-9999,-9999,-9999,503959.9917,7246712.877,46.0426081,-9999,-9999,-9999,Unburned: Major lichen presence
9/1/16,307WTU,33,48,-146.914919,65.343264,582.72,-9999,-9999,-9999,-9999,-9999,503960.5578,7246714.254,47.53143254,-9999,-9999,-9999,Unburned: Major lichen presence
9/1/16,307WTU,34,49.5,-146.914907,65.343277,582.75,-9999,-9999,-9999,-9999,-9999,503961.1192,7246715.631,49.01847623,>30,9,30,Unburned: Major lichen presence; Rocky
9/1/16,307WTU,35,51,-146.914895,65.343289,582.78,-9999,-9999,-9999,-9999,-9999,503961.6853,7246717.001,50.50082883,-9999,-9999,-9999,Unburned: Major lichen presence
9/1/16,307WTU,36,52.5,-146.914883,65.343301,582.81,-9999,-9999,-9999,-9999,-9999,503962.2467,7246718.365,51.97584271,-9999,-9999,-9999,Unburned: Major lichen presence
9/1/16,307WTU,37,54,-146.914871,65.343313,582.85,-9999,-9999,-9999,-9999,-9999,503962.8081,7246719.729,53.4508566,-9999,-9999,-9999,Unburned: Major lichen presence
9/1/16,307WTU,38,55.5,-146.914859,65.343326,582.89,-9999,-9999,-9999,-9999,-9999,503963.3695,7246721.093,54.92587048,-9999,-9999,-9999,Unburned: Major lichen presence
9/1/16,307WTU,39,57,-146.914847,65.343338,582.92,-9999,-9999,-9999,-9999,-9999,503963.931,7246722.457,56.40092243,-9999,-9999,-9999,Unburned: Major lichen presence
9/1/16,307WTU,40,58.5,-146.914835,65.34335,582.96,-9999,-9999,-9999,-9999,-9999,503964.4924,7246723.822,57.8768611,-9999,-9999,-9999,Unburned: Major lichen presence
9/1/16,307WTU,41,60,-146.914823,65.343362,582.99,14,1.4,SDGPS,0.56,0.859,503965.0538,7246725.186,59.35187499,59,5,-9999,Unburned: Major lichen presence; Rocky
9/1/16,307WTU,42,61.5,-146.91481,65.343375,583.06,-9999,-9999,-9999,-9999,-9999,503965.6478,7246726.568,60.85612231,-9999,-9999,-9999,Unburned: Major lichen presence
9/1/16,307WTU,43,63,-146.914797,65.343387,583.12,-9999,-9999,-9999,-9999,-9999,503966.2418,7246727.949,62.35945095,-9999,-9999,-9999,Unburned: Major lichen presence
9/1/16,307WTU,44,64.5,-146.914784,65.343399,583.18,-9999,-9999,-9999,-9999,-9999,503966.8404,7246729.331,63.86552065,-9999,-9999,-9999,Unburned: Major lichen presence
9/1/16,307WTU,45,66,-146.914771,65.343412,583.24,-9999,-9999,-9999,-9999,-9999,503967.4344,7246730.712,65.36884929,-9999,-9999,-9999,Unburned
9/1/16,307WTU,46,67.5,-146.914758,65.343424,583.3,-9999,-9999,-9999,-9999,-9999,503968.0283,7246732.093,66.87213842,-9999,-9999,-9999,Unburned
9/1/16,307WTU,47,69,-146.914746,65.343437,583.36,-9999,-9999,-9999,-9999,-9999,503968.6223,7246733.475,68.37638574,-9999,-9999,-9999,Unburned
9/1/16,307WTU,48,70.5,-146.914733,65.343449,583.41,-9999,-9999,-9999,-9999,-9999,503969.2163,7246734.861,69.88430882,82,39,-9999,Unburned
9/1/16,307WTU,49,72,-146.91472,65.343462,583.46,-9999,-9999,-9999,-9999,-9999,503969.8009,7246736.255,71.3959282,-9999,-9999,-9999,Unburned
9/1/16,307WTU,50,73.5,-146.914708,65.343474,583.5,-9999,-9999,-9999,-9999,-9999,503970.3856,7246737.65,72.90850848,-9999,-9999,-9999,Unburned
9/1/16,307WTU,51,75,-146.914695,65.343487,583.54,-9999,-9999,-9999,-9999,-9999,503970.9656,7246739.044,74.41835483,-9999,-9999,-9999,Unburned
9/1/16,307WTU,52,76.5,-146.914683,65.343499,583.58,-9999,-9999,-9999,-9999,-9999,503971.5502,7246740.438,75.92997421,-9999,-9999,-9999,Unburned
9/1/16,307WTU,53,78,-146.91467,65.343512,583.63,-9999,-9999,-9999,-9999,-9999,503972.1349,7246741.833,77.44255448,-9999,-9999,-9999,Unburned
9/1/16,307WTU,54,79.5,-146.914657,65.343524,583.67,-9999,-9999,-9999,-9999,-9999,503972.7195,7246743.227,78.95417387,83,16,-9999,Unburned
9/1/16,307WTU,55,81,-146.914644,65.343536,583.71,-9999,-9999,-9999,-9999,-9999,503973.3461,7246744.601,80.46430749,-9999,-9999,-9999,Unburned
9/1/16,307WTU,56,82.5,-146.91463,65.343549,583.75,-9999,-9999,-9999,-9999,-9999,503973.9866,7246745.963,81.96939362,-9999,-9999,-9999,Unburned
9/1/16,307WTU,57,84,-146.914616,65.343561,583.79,-9999,-9999,-9999,-9999,-9999,503974.6318,7246747.326,83.47738965,-9999,-9999,-9999,Unburned
9/1/16,307WTU,58,85.5,-146.914602,65.343573,583.83,-9999,-9999,-9999,-9999,-9999,503975.277,7246748.689,84.98538569,-9999,-9999,-9999,Unburned
9/1/16,307WTU,59,87,-146.914588,65.343585,583.87,-9999,-9999,-9999,-9999,-9999,503975.9222,7246750.052,86.49338172,-9999,-9999,-9999,Unburned
9/1/16,307WTU,60,88.5,-146.914574,65.343597,583.91,-9999,-9999,-9999,-9999,-9999,503976.5674,7246751.413,87.9995703,-9999,-9999,-9999,Unburned
9/1/16,307WTU,61,90,-146.91456,65.34361,583.95,14,1.4,SDGPS,0.456,0.771,503977.2126,7246752.776,89.50756634,71,10,-9999,Unburned
9/1/16,307WTU,62,91.5,-146.914546,65.343622,583.93,-9999,-9999,-9999,-9999,-9999,503977.8811,7246754.144,91.03016814,-9999,-9999,-9999,Unburned
9/1/16,307WTU,63,93,-146.914532,65.343634,583.91,-9999,-9999,-9999,-9999,-9999,503978.5496,7246755.513,92.55366847,-9999,-9999,-9999,Unburned
9/1/16,307WTU,64,94.5,-146.914517,65.343646,583.89,-9999,-9999,-9999,-9999,-9999,503979.218,7246756.881,94.07622637,-9999,-9999,-9999,Unburned
9/1/16,307WTU,65,96,-146.914503,65.343659,583.87,-9999,-9999,-9999,-9999,-9999,503979.8819,7246758.25,95.59771387,-9999,-9999,-9999,Unburned
9/1/16,307WTU,66,97.5,-146.914489,65.343671,583.85,-9999,-9999,-9999,-9999,-9999,503980.5503,7246759.618,97.12027177,-9999,-9999,-9999,Unburned
9/1/16,307WTU,67,99,-146.914474,65.343683,583.83,-9999,-9999,-9999,-9999,-9999,503981.2188,7246760.987,98.6437721,-9999,-9999,-9999,Unburned
9/1/16,307WTU,68,100.5,-146.91446,65.343695,583.85,-9999,-9999,-9999,-9999,-9999,503981.8919,7246762.329,100.145114,90,31,-9999,Unburned
9/1/16,307WTU,69,102,-146.914445,65.343707,583.96,-9999,-9999,-9999,-9999,-9999,503982.5745,7246763.621,101.6063487,-9999,-9999,-9999,Unburned
9/1/16,307WTU,70,103.5,-146.91443,65.343718,584.06,-9999,-9999,-9999,-9999,-9999,503983.257,7246764.913,103.0675367,-9999,-9999,-9999,Unburned
9/1/16,307WTU,71,105,-146.914416,65.34373,584.16,-9999,-9999,-9999,-9999,-9999,503983.9349,7246766.204,104.5256963,-9999,-9999,-9999,Unburned
9/1/16,307WTU,72,106.5,-146.914401,65.343742,584.26,-9999,-9999,-9999,-9999,-9999,503984.6174,7246767.496,105.9868842,-9999,-9999,-9999,Unburned
9/1/16,307WTU,73,108,-146.914386,65.343753,584.36,-9999,-9999,-9999,-9999,-9999,503985.2999,7246768.787,107.447188,-9999,-9999,-9999,Unburned
9/1/16,307WTU,74,109.5,-146.914372,65.343765,584.46,-9999,-9999,-9999,-9999,-9999,503985.9825,7246770.079,108.9084227,92,38,-9999,Unburned
9/1/16,307WTU,75,111,-146.914357,65.343777,584.47,-9999,-9999,-9999,-9999,-9999,503986.6836,7246771.397,110.4012942,-9999,-9999,-9999,Unburned
9/1/16,307WTU,76,112.5,-146.914341,65.343789,584.44,-9999,-9999,-9999,-9999,-9999,503987.3893,7246772.729,111.9086881,-9999,-9999,-9999,Unburned
9/1/16,307WTU,77,114,-146.914326,65.343801,584.41,-9999,-9999,-9999,-9999,-9999,503988.0951,7246774.061,113.4161289,-9999,-9999,-9999,Unburned
9/1/16,307WTU,78,115.5,-146.914311,65.343812,584.38,-9999,-9999,-9999,-9999,-9999,503988.8008,7246775.393,114.9235228,-9999,-9999,-9999,Unburned
9/1/16,307WTU,79,117,-146.914296,65.343824,584.35,-9999,-9999,-9999,-9999,-9999,503989.5112,7246776.725,116.4331228,-9999,-9999,-9999,Unburned
9/1/16,307WTU,80,118.5,-146.91428,65.343836,584.31,-9999,-9999,-9999,-9999,-9999,503990.217,7246778.057,117.9405636,-9999,-9999,-9999,Unburned
9/1/16,307WTU,81,120,-146.914265,65.343848,584.28,14,1.3,SDGPS,0.513,0.866,503990.9227,7246779.389,119.4479575,101,8,-9999,Unburned
9/1/16,307WTU,82,121.5,-146.91425,65.34386,584.33,-9999,-9999,-9999,-9999,-9999,503991.6192,7246780.659,120.8964092,-9999,-9999,-9999,Unburned
9/1/16,307WTU,83,123,-146.914235,65.343871,584.37,-9999,-9999,-9999,-9999,-9999,503992.3204,7246781.93,122.3480023,-9999,-9999,-9999,Unburned
9/1/16,307WTU,84,124.5,-146.91422,65.343882,584.42,14,1.3,SDGPS,0.71,1.88,503993.0169,7246783.201,123.7973308,-9999,-9999,-9999,Unburned
9/2/16,308WFD,1,0,-150.349043,66.268017,468.22,14,1.3,SDGPS,1.2,1.977,349653.2716,7353808.513,0,>120,4,-9999,"Salix, pic mar, vacinium, sphagnum, ledium, bet nan, low cranberry"
9/2/16,308WFD,2,1.5,-150.349052,66.268004,467.91,-9999,-9999,-9999,-9999,-9999,349652.7503,7353807.096,1.509848566,-9999,-9999,-9999,"Salix, pic mar, vacinium, sphagnum, ledium, bet nan, low cranberry"
9/2/16,308WFD,3,3,-150.349062,66.267991,467.59,-9999,-9999,-9999,-9999,-9999,349652.2336,7353805.679,3.018115084,-9999,-9999,-9999,"Salix, pic mar, vacinium, sphagnum, ledium, bet nan, low cranberry"
9/2/16,308WFD,4,4.5,-150.349072,66.267979,467.28,-9999,-9999,-9999,-9999,-9999,349651.7123,7353804.262,4.527963649,-9999,-9999,-9999,"Salix, pic mar, vacinium, sphagnum, ledium, bet nan, low cranberry"
9/2/16,308WFD,5,6,-150.349082,66.267966,466.96,-9999,-9999,-9999,-9999,-9999,349651.1955,7353802.845,6.036264428,-9999,-9999,-9999,"Salix, pic mar, vacinium, sphagnum, ledium, bet nan, low cranberry"
9/2/16,308WFD,6,7.5,-150.349092,66.267953,466.65,-9999,-9999,-9999,-9999,-9999,349650.6743,7353801.429,7.545139983,-9999,-9999,-9999,"Salix, pic mar, vacinium, sphagnum, ledium, bet nan, low cranberry"
9/2/16,308WFD,7,9,-150.349102,66.26794,466.33,-9999,-9999,-9999,-9999,-9999,349650.1575,7353800.012,9.053440762,-9999,-9999,-9999,"Salix, pic mar, vacinium, sphagnum, ledium, bet nan, low cranberry"
9/2/16,308WFD,8,10.5,-150.349112,66.267927,466.06,-9999,-9999,-9999,-9999,-9999,349649.6276,7353798.602,10.5597256,>245,4,-9999,"Grass, sedge, salix, and wet"
9/2/16,308WFD,9,12,-150.349122,66.267914,465.88,-9999,-9999,-9999,-9999,-9999,349649.0895,7353797.206,12.05584311,-9999,-9999,-9999,"Grass, sedge, salix, and wet"
9/2/16,308WFD,10,13.5,-150.349132,66.267901,465.7,-9999,-9999,-9999,-9999,-9999,349648.5468,7353795.81,13.55362123,-9999,-9999,-9999,"Grass, sedge, salix, and wet"
9/2/16,308WFD,11,15,-150.349143,66.267889,465.51,-9999,-9999,-9999,-9999,-9999,349648.0042,7353794.415,15.05043109,-9999,-9999,-9999,"Grass, sedge, salix, and wet"
9/2/16,308WFD,12,16.5,-150.349153,66.267876,465.33,-9999,-9999,-9999,-9999,-9999,349647.4615,7353793.018,16.5491413,-9999,-9999,-9999,"Salix, pic mar, vacinium, sphagnum, ledium, bet nan, low cranberry"
9/2/16,308WFD,13,18,-150.349164,66.267863,465.15,-9999,-9999,-9999,-9999,-9999,349646.9189,7353791.622,18.04688319,-9999,-9999,-9999,"Salix, pic mar, vacinium, sphagnum, ledium, bet nan, low cranberry"
9/2/16,308WFD,14,19.5,-150.349174,66.26785,464.97,-9999,-9999,-9999,-9999,-9999,349646.3807,7353790.226,19.54303667,>245,4,-9999,"Salix, pic mar, vacinium, sphagnum, ledium, bet nan, low cranberry"
9/2/16,308WFD,15,21,-150.349184,66.267837,464.67,-9999,-9999,-9999,-9999,-9999,349645.8318,7353788.796,21.07476484,-9999,-9999,-9999,"Salix, pic mar, vacinium, sphagnum, ledium, bet nan, low cranberry"
9/2/16,308WFD,16,22.5,-150.349195,66.267824,464.31,-9999,-9999,-9999,-9999,-9999,349645.2818,7353787.349,22.62276646,-9999,-9999,-9999,"Salix, pic mar, vacinium, sphagnum, ledium, bet nan, low cranberry"
9/2/16,308WFD,17,24,-150.349205,66.267811,463.96,-9999,-9999,-9999,-9999,-9999,349644.7319,7353785.901,24.17166736,-9999,-9999,-9999,"Salix, pic mar, vacinium, sphagnum, ledium, bet nan, low cranberry"
9/2/16,308WFD,18,25.5,-150.349216,66.267798,463.6,-9999,-9999,-9999,-9999,-9999,349644.1776,7353784.454,25.72120197,-9999,-9999,-9999,"Salix, pic mar, vacinium, sphagnum, ledium, bet nan, low cranberry"
9/2/16,308WFD,19,27,-150.349227,66.267784,463.25,-9999,-9999,-9999,-9999,-9999,349643.6276,7353783.007,27.26920358,-9999,-9999,-9999,"Grass, sedge, salix, and wet"
9/2/16,308WFD,20,28.5,-150.349237,66.267771,462.89,-9999,-9999,-9999,-9999,-9999,349643.0777,7353781.559,28.81810449,-9999,-9999,-9999,"Grass, sedge, salix, and wet"
9/2/16,308WFD,21,30,-150.349248,66.267758,462.54,14,1.3,SDGPS,1.36,2.64,349642.5278,7353780.111,30.36700539,194,7,-9999,"Grass, sedge, salix, and wet"
9/2/16,308WFD,22,31.5,-150.349258,66.267743,462.41,-9999,-9999,-9999,-9999,-9999,349641.956,7353778.507,32.06987686,-9999,-9999,-9999,"Grass, sedge, salix, and wet"
9/2/16,308WFD,23,33,-150.349269,66.267729,462.29,-9999,-9999,-9999,-9999,-9999,349641.3843,7353776.904,33.77177283,-9999,-9999,-9999,"Grass, sedge, salix, and wet"
9/2/16,308WFD,24,34.5,-150.34928,66.267714,462.16,-9999,-9999,-9999,-9999,-9999,349640.8125,7353775.3,35.4746443,-9999,-9999,-9999,"Grass, sedge, salix, and wet"
9/2/16,308WFD,25,36,-150.349291,66.267699,462.04,-9999,-9999,-9999,-9999,-9999,349640.2452,7353773.696,37.17601001,-9999,-9999,-9999,"Grass, sedge, salix, and wet"
9/2/16,308WFD,26,37.5,-150.349301,66.267685,461.91,-9999,-9999,-9999,-9999,-9999,349639.6734,7353772.093,38.87793957,-9999,-9999,-9999,"Grass, sedge, salix, and wet"
9/2/16,308WFD,27,39,-150.349312,66.26767,461.79,-9999,-9999,-9999,-9999,-9999,349639.1016,7353770.489,40.58081104,-9999,-9999,-9999,"Grass, sedge, salix, and wet"
9/2/16,308WFD,28,40.5,-150.349323,66.267656,461.75,-9999,-9999,-9999,-9999,-9999,349638.5399,7353768.906,42.26051217,>245,1,-9999,"Salix, slump, grass"
9/2/16,308WFD,29,42,-150.349333,66.267642,461.89,-9999,-9999,-9999,-9999,-9999,349638.0075,7353767.364,43.89183488,-9999,-9999,-9999,"Salix, slump, grass"
9/2/16,308WFD,30,43.5,-150.349343,66.267627,462.03,-9999,-9999,-9999,-9999,-9999,349637.4705,7353765.823,45.52372029,-9999,-9999,-9999,"Salix, slump, grass"
9/2/16,308WFD,31,45,-150.349353,66.267613,462.17,-9999,-9999,-9999,-9999,-9999,349636.9337,7353764.283,47.15459559,-9999,-9999,-9999,"Burned: grass, willow, pic mar"
9/2/16,308WFD,32,46.5,-150.349363,66.267599,462.3,-9999,-9999,-9999,-9999,-9999,349636.3967,7353762.742,48.786481,-9999,-9999,-9999,"Burned: grass, willow, pic mar"
9/2/16,308WFD,33,48,-150.349373,66.267585,462.44,-9999,-9999,-9999,-9999,-9999,349635.8598,7353761.201,50.41833351,-9999,-9999,-9999,"Burned: grass, willow, pic mar"
9/2/16,308WFD,34,49.5,-150.349383,66.267571,462.58,-9999,-9999,-9999,-9999,-9999,349635.3273,7353759.659,52.04968885,>245,4,-9999,"Burned: grass, willow, pic mar"
9/2/16,308WFD,35,51,-150.349394,66.267557,462.67,-9999,-9999,-9999,-9999,-9999,349634.7632,7353758.115,53.69350904,-9999,-9999,-9999,"Burned: grass, willow, pic mar"
9/2/16,308WFD,36,52.5,-150.349405,66.267543,462.73,-9999,-9999,-9999,-9999,-9999,349634.1901,7353756.57,55.34137694,-9999,-9999,-9999,"Burned: grass, willow, pic mar"
9/2/16,308WFD,37,54,-150.349416,66.267529,462.79,-9999,-9999,-9999,-9999,-9999,349633.6125,7353755.026,56.98987861,-9999,-9999,-9999,"Burned: grass, willow, pic mar"
9/2/16,308WFD,38,55.5,-150.349427,66.267515,462.85,-9999,-9999,-9999,-9999,-9999,349633.0394,7353753.481,58.63774651,-9999,-9999,-9999,"Burned: grass, willow, pic mar"
9/2/16,308WFD,39,57,-150.349438,66.267501,462.91,-9999,-9999,-9999,-9999,-9999,349632.4662,7353751.935,60.28658678,-9999,-9999,-9999,"Burned: grass, willow, pic mar"
9/2/16,308WFD,40,58.5,-150.349449,66.267487,462.98,-9999,-9999,-9999,-9999,-9999,349631.8886,7353750.391,61.93508845,-9999,-9999,-9999,"Burned: grass, willow, pic mar"
9/2/16,308WFD,41,60,-150.34946,66.267472,463.04,14,1.4,SDGPS,1.1,1.95,349631.3154,7353748.846,63.58299113,>245,2,-9999,"Burned: grass, willow, pic mar"
9/2/16,308WFD,42,61.5,-150.349469,66.267459,462.99,-9999,-9999,-9999,-9999,-9999,349630.8245,7353747.408,65.10247354,-9999,-9999,-9999,"Burned: grass, willow, pic mar"
9/2/16,308WFD,43,63,-150.349478,66.267446,462.94,-9999,-9999,-9999,-9999,-9999,349630.3381,7353745.969,66.62145543,-9999,-9999,-9999,"Burned: grass, willow, pic mar"
9/2/16,308WFD,44,64.5,-150.349487,66.267433,462.89,-9999,-9999,-9999,-9999,-9999,349629.8472,7353744.532,68.1399915,-9999,-9999,-9999,"Burned: grass, willow, pic mar"
9/2/16,308WFD,45,66,-150.349496,66.26742,462.84,-9999,-9999,-9999,-9999,-9999,349629.3607,7353743.093,69.65900541,-9999,-9999,-9999,"Burned: grass, willow, pic mar"
9/2/16,308WFD,46,67.5,-150.349505,66.267407,462.79,-9999,-9999,-9999,-9999,-9999,349628.8698,7353741.656,71.17754148,-9999,-9999,-9999,"Burned: grass, willow, pic mar"
9/2/16,308WFD,47,69,-150.349514,66.267394,462.73,-9999,-9999,-9999,-9999,-9999,349628.3833,7353740.217,72.69655539,-9999,-9999,-9999,"Unburned: pic mar, crow berry, lichen, sphagnum, vacinium, salix, and upland"
9/2/16,308WFD,48,70.5,-150.349524,66.267381,462.77,-9999,-9999,-9999,-9999,-9999,349627.8935,7353738.799,74.19676472,161,1,-9999,"Unburned: pic mar, crow berry, lichen, sphagnum, vacinium, salix, and upland"
9/2/16,308WFD,49,72,-150.349533,66.267368,462.99,-9999,-9999,-9999,-9999,-9999,349627.3969,7353737.424,75.65869378,-9999,-9999,-9999,"Unburned: pic mar, crow berry, lichen, sphagnum, vacinium, salix, and upland"
9/2/16,308WFD,50,73.5,-150.349542,66.267356,463.21,-9999,-9999,-9999,-9999,-9999,349626.9003,7353736.049,77.12062283,-9999,-9999,-9999,"Unburned: pic mar, crow berry, lichen, sphagnum, vacinium, salix, and upland"
9/2/16,308WFD,51,75,-150.349552,66.267343,463.43,-9999,-9999,-9999,-9999,-9999,349626.4037,7353734.673,78.58349246,-9999,-9999,-9999,"Unburned: pic mar, crow berry, lichen, sphagnum, vacinium, salix, and upland"
9/2/16,308WFD,52,76.5,-150.349561,66.267331,463.65,-9999,-9999,-9999,-9999,-9999,349625.9071,7353733.297,80.04636209,-9999,-9999,-9999,"Unburned: pic mar, crow berry, lichen, sphagnum, vacinium, salix, and upland"
9/2/16,308WFD,53,78,-150.349571,66.267318,463.86,-9999,-9999,-9999,-9999,-9999,349625.4105,7353731.921,81.50923173,-9999,-9999,-9999,"Unburned: pic mar, crow berry, lichen, sphagnum, vacinium, salix, and upland"
9/2/16,308WFD,54,79.5,-150.34958,66.267305,464.08,-9999,-9999,-9999,-9999,-9999,349624.914,7353730.547,82.97018629,91,12,-9999,"Unburned: pic mar, crow berry, lichen, sphagnum, vacinium, salix, and upland"
9/2/16,308WFD,55,81,-150.349589,66.267293,464.16,-9999,-9999,-9999,-9999,-9999,349624.4472,7353729.139,84.45354945,-9999,-9999,-9999,"Unburned: pic mar, crow berry, lichen, sphagnum, vacinium, salix, and upland"
9/2/16,308WFD,56,82.5,-150.349597,66.26728,464.16,-9999,-9999,-9999,-9999,-9999,349623.9885,7353727.715,85.94960482,-9999,-9999,-9999,"Unburned: pic mar, crow berry, lichen, sphagnum, vacinium, salix, and upland"
9/2/16,308WFD,57,84,-150.349606,66.267267,464.17,-9999,-9999,-9999,-9999,-9999,349623.5299,7353726.293,87.44372596,-9999,-9999,-9999,"Unburned: pic mar, crow berry, lichen, sphagnum, vacinium, salix, and upland"
9/2/16,308WFD,58,85.5,-150.349614,66.267254,464.17,-9999,-9999,-9999,-9999,-9999,349623.0757,7353724.869,88.93840774,-9999,-9999,-9999,"Unburned: pic mar, crow berry, lichen, sphagnum, vacinium, salix, and upland"
9/2/16,308WFD,59,87,-150.349623,66.267241,464.18,-9999,-9999,-9999,-9999,-9999,349622.6171,7353723.446,90.43348064,-9999,-9999,-9999,"Unburned: pic mar, crow berry, lichen, sphagnum, vacinium, salix, and upland"
9/2/16,308WFD,60,88.5,-150.349631,66.267228,464.18,-9999,-9999,-9999,-9999,-9999,349622.1629,7353722.023,91.92720974,-9999,-9999,-9999,"Unburned: pic mar, crow berry, lichen, sphagnum, vacinium, salix, and upland"
9/2/16,308WFD,61,90,-150.34964,66.267215,464.19,14,1.3,SDGPS,1.396,2.633,349621.7043,7353720.6,93.42228264,98,6,-9999,"Unburned: pic mar, crow berry, lichen, sphagnum, vacinium, salix, and upland"
9/2/16,308WFD,62,91.5,-150.34965,66.267201,464.1,-9999,-9999,-9999,-9999,-9999,349621.1623,7353719.048,95.06620112,-9999,-9999,-9999,"Unburned: pic mar, crow berry, lichen, sphagnum, vacinium, salix, and upland"
9/2/16,308WFD,63,93,-150.34966,66.267187,464.02,-9999,-9999,-9999,-9999,-9999,349620.6203,7353717.497,96.70917556,-9999,-9999,-9999,"Unburned: pic mar, crow berry, lichen, sphagnum, vacinium, salix, and upland"
9/2/16,308WFD,64,94.5,-150.34967,66.267172,463.94,-9999,-9999,-9999,-9999,-9999,349620.0782,7353715.945,98.35312702,-9999,-9999,-9999,"Unburned: pic mar, crow berry, lichen, sphagnum, vacinium, salix, and upland"
9/2/16,308WFD,65,96,-150.34968,66.267158,463.86,-9999,-9999,-9999,-9999,-9999,349619.5317,7353714.393,99.99853465,-9999,-9999,-9999,"Unburned: pic mar, crow berry, lichen, sphagnum, vacinium, salix, and upland"
9/2/16,308WFD,66,97.5,-150.349691,66.267144,463.78,-9999,-9999,-9999,-9999,-9999,349618.9897,7353712.842,101.6415091,-9999,-9999,-9999,"Unburned: pic mar, crow berry, lichen, sphagnum, vacinium, salix, and upland"
9/2/16,308WFD,67,99,-150.349701,66.26713,463.7,-9999,-9999,-9999,-9999,-9999,349618.4477,7353711.29,103.2854276,-9999,-9999,-9999,"Unburned: pic mar, crow berry, lichen, sphagnum, vacinium, salix, and upland"
9/2/16,308WFD,68,100.5,-150.34971,66.267116,463.65,-9999,-9999,-9999,-9999,-9999,349617.9767,7353709.805,104.8433319,>123,4,-9999,"Unburned: pic mar, crow berry, lichen, sphagnum, vacinium, salix, and upland; Questionable thaw depths: Sandy soils with low-ice content"
9/2/16,308WFD,69,102,-150.349715,66.267104,463.67,-9999,-9999,-9999,-9999,-9999,349617.6522,7353708.45,106.2366464,-9999,-9999,-9999,"Unburned: pic mar, crow berry, lichen, sphagnum, vacinium, salix, and upland"
