site_id,date,lat,lon,thaw_depth,method,source,quality_flag_date_assigned,gpr_native_count,gpr_aggregation_spacing_m,quality_flag_summary_statistic,pf_observed,pf_depth,obs_limit
BS,2013-08-12,71.25194,-156.5518985,41.76995,gp,Jafarov_2016,True,16,5.0,True,1,41.76995,
BS,2013-08-12,71.25189606666666,-156.55189526666666,42.539226666666664,gp,Jafarov_2016,True,15,5.0,True,1,42.539226666666664,
BS,2013-08-12,71.25185028571428,-156.55186814285713,42.78216428571428,gp,Jafarov_2016,True,14,5.0,True,1,42.78216428571428,
BS,2013-08-12,71.25180747368421,-156.55189657894735,43.655831578947364,gp,Jafarov_2016,True,19,5.0,True,1,43.655831578947364,
BS,2013-08-12,71.25176135714285,-156.55194364285714,40.68065,gp,Jafarov_2016,True,14,5.0,True,1,40.68065,
BS,2013-08-12,71.25172043243242,-156.5519734054054,39.32065135135135,gp,Jafarov_2016,True,37,5.0,True,1,39.32065135135135,
BS,2013-08-12,71.25167433333334,-156.55193742857142,42.750033333333334,gp,Jafarov_2016,True,21,5.0,True,1,42.750033333333334,
BS,2013-08-12,71.25165,-156.55188049999998,46.696,gp,Jafarov_2016,True,2,5.0,True,1,46.696,
BS,2013-08-12,71.25162584210526,-156.55182463157894,43.03077894736842,gp,Jafarov_2016,True,19,5.0,True,1,43.03077894736842,
BS,2013-08-12,71.251601,-156.5517585,38.463449999999995,gp,Jafarov_2016,True,2,5.0,True,1,38.463449999999995,
BS,2013-08-12,71.2515802,-156.55168205,43.03857,gp,Jafarov_2016,True,20,5.0,True,1,43.03857,
BS,2013-08-12,71.25155833333334,-156.551605,43.996833333333335,gp,Jafarov_2016,True,3,5.0,True,1,43.996833333333335,
BS,2013-08-12,71.25153910526315,-156.5515463157895,41.738,gp,Jafarov_2016,True,19,5.0,True,1,41.738,
BS,2013-08-12,71.2515145,-156.5514551,44.23974,gp,Jafarov_2016,True,10,5.0,True,1,44.23974,
BS,2013-08-12,71.25149123529411,-156.55138864705881,44.441382352941176,gp,Jafarov_2016,True,17,5.0,True,1,44.441382352941176,
BS,2013-08-12,71.25146996428572,-156.55130385714284,44.05464285714286,gp,Jafarov_2016,True,28,5.0,True,1,44.05464285714286,
BS,2013-08-12,71.25148895238095,-156.55113276190477,43.0456619047619,gp,Jafarov_2016,True,21,5.0,True,1,43.0456619047619,
BS,2013-08-12,71.251505,-156.551066,40.7578,gp,Jafarov_2016,True,1,5.0,False,1,40.7578,
BS,2013-08-12,71.25152419999999,-156.5510042,44.37468,gp,Jafarov_2016,True,15,5.0,True,1,44.37468,
BS,2013-08-12,71.2515532,-156.5509352,42.86316,gp,Jafarov_2016,True,5,5.0,True,1,42.86316,
BS,2013-08-12,71.25157238888889,-156.55085222222223,43.15205,gp,Jafarov_2016,True,18,5.0,True,1,43.15205,
BS,2013-08-12,71.25156976470588,-156.55070864705883,41.428758823529414,gp,Jafarov_2016,True,17,5.0,True,1,41.428758823529414,
BS,2013-08-12,71.25155775,-156.55057225000002,40.112218750000004,gp,Jafarov_2016,True,16,5.0,True,1,40.112218750000004,
BS,2013-08-12,71.25154366666668,-156.55048116666669,40.27015,gp,Jafarov_2016,True,6,5.0,True,1,40.27015,
BS,2013-08-12,71.2515303076923,-156.55041092307692,41.795192307692304,gp,Jafarov_2016,True,13,5.0,True,1,41.795192307692304,
BS,2013-08-12,71.2515065625,-156.5502991875,42.50985625,gp,Jafarov_2016,True,16,5.0,True,1,42.50985625,
BS,2013-08-12,71.25149,-156.55023433333335,41.7654,gp,Jafarov_2016,True,3,5.0,True,1,41.7654,
BS,2013-08-12,71.25146747619048,-156.55016238095237,41.52847142857143,gp,Jafarov_2016,True,21,5.0,True,1,41.52847142857143,
BS,2013-08-12,71.251445,-156.5501,41.559200000000004,gp,Jafarov_2016,True,1,5.0,False,1,41.559200000000004,
BS,2013-08-12,71.251423,-156.55003535,42.07866,gp,Jafarov_2016,True,20,5.0,True,1,42.07866,
