SiteIDYear,SiteID,Year,Date,Project,ObservEnv,ObservSoil,ObservVeg,LocEcoregion,LocLandmark,LatWGS84,LonWGS84,ElevEllip_m,PlotType,PlotSize,PhysiogName,TopoMacroName,TopoMicroName,Terrain Title,TkarstName,DrainageName,NWI_name,SoilMoistureName,WaterDep_cm,DomText_Name,SiteChem_name,SitepH,SiteEC_uScm,SoilOrgSurfThk_cm,SoilOrgCum40_cm,SoilOrgPostTK_cm,SoilThawDep_cm,SoilCryoturb,SoilPFrost,SoilRockDep_cm,SoilIceWdgDep_cm,SoilObsDep_cm,SoilStrat,SoilSamples,VegetationTitle,EcoStructName,VegMethod,Disturbance_Name
JG-C26-2018,JG-C26,2018,8/1/2018 0:00,NSF Polygon Ecosystems,Jorgenson,Kanevskiy,Jorgenson,Beaufort Coastal Plain,Jago,70.03167,-147.29167,155,Perm-Veg,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,none,Somewhat poorly drained,Saturated,Moist,-26,Organic-rich,Acidic,5,999,22,30,0,23,p,p,999,105,142,y,y,Open Low Shrub Birch-Willow,Low Scrub,O,Absent/none (mature vegetation)
JG-C50-2018,JG-C50,2018,8/2/2018 0:00,NSF Polygon Ecosystems,Jorgenson,Kanevskiy,na,Beaufort Coastal Plain,Jago,70.15167,-147.25833,154,Perm-Veg,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,none,Somewhat poorly drained,Saturated,Moist,-20,Organic-rich,Circumneutral,999,999,31,34,0,34,p,p,999,34,77,y,n,Moist Sedge–Willow Tundra,Sedge-Dwarf Shrub Meadow,O,Absent/none (mature vegetation)
JG-DI2-2009,JG-DI2,2009,8/12/2009 0:00,NSF Ice-wedge Degradation,Jorgenson,Jorgenson/Kanevskiy,Jorgenson,Beaufort Coastal Plain,Jago,70.11833,-147.23333,144,Monit-Perm-Veg-Dlog,5x1m,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Somewhat poorly drained,Saturated,Moist,-10,Organic-rich,Circumneutral,6.3,112,20,21,0,44,p,p,999,59,73,y,Y,Moist Sedge–Willow Tundra,Sedge-Dwarf Shrub Meadow,P,Thermokarst
JG-DI3-2009,JG-DI3,2009,8/12/2009 0:00,NSF Ice-wedge Degradation,Jorgenson,Jorgenson/Kanevskiy,Jorgenson,Beaufort Coastal Plain,Jago,70.12194,-147.21167,149,Monit-Perm-Veg-Dlog,5x1m,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Somewhat poorly drained,Saturated,Moist,-5,Organic-rich,Circumneutral,6.8,235,23,28,0,33,p,p,999,60,80,y,Y,Moist Sedge–Dryas Tundra,Sedge-Dwarf Shrub Meadow,P,Thermokarst
JG-G10-2011,JG-G10,2011,8/3/2011 0:00,NSF Ice-wedge Degradation,Jorgenson,Jorgenson,JCJ-Boldenow,Beaufort Coastal Plain,Jago,70.13333,-147.23556,147,Soil-Veg,5m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Somewhat poorly drained,Saturated,Moist,-19,Organic-rich,Circumneutral,6.5,84,19,34,4,34,p,p,999,999,34,y,n,Moist Sedge–Willow Tundra,Sedge-Dwarf Shrub Meadow,O,Thermokarst
JG-C32-2018,JG-C32,2018,7/31/2018 0:00,NSF Polygon Ecosystems,Jorgenson,Kanevskiy,Jorgenson,Beaufort Coastal Plain,Jago,70.14889,-148.13889,154,Perm-Veg,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Somewhat poorly drained,Saturated,Moist,-26,Organic-rich,Circumneutral,6.6,999,18,24,17,32,p,p,999,120,127,y,n,Open Low Shrub Birch-Willow,Low Scrub,O,Thermokarst
JG-C33-2018,JG-C33,2018,7/27/2018 23:10,NSF Polygon Ecosystems,Jorgenson,Kanevskiy,Jorgenson,Beaufort Coastal Plain,Jago,70.18056,-148.00556,148,Perm-Veg,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Somewhat poorly drained,Saturated,Moist,-18,Organic-rich,Circumneutral,999,999,21,24,15,24,p,p,999,104,128,y,y,Open Low Shrub Birch-Willow,Low Scrub,O,Thermokarst
JG-C48-2018,JG-C48,2018,8/2/2018 0:00,NSF Polygon Ecosystems,Jorgenson,Kanevskiy,na,Beaufort Coastal Plain,Jago,70.18389,-147.99722,159,Perm-Veg,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,none,Somewhat poorly drained,Saturated,Moist,-20,Organic-rich,Circumneutral,999,999,19,28,0,31,p,p,999,70,156,y,n,Moist Sedge–Willow Tundra,Sedge-Dwarf Shrub Meadow,O,Absent/none (mature vegetation)
JG-C49-2018,JG-C49,2018,8/2/2018 0:00,NSF Polygon Ecosystems,Jorgenson,Kanevskiy,na,Beaufort Coastal Plain,Jago,70.21583,-147.98806,159,Perm-Veg,1 m rad,Upland,Plateau,Mixed pits and polygons,Sandy Older Till,Not determined,Moderately well drained,Saturated,Moist,-40,Organic-rich,Circumneutral,999,999,268,40,0,30,p,p,999,39,317,y,n,Open Low Mesic Shrub Birch-Ericaceous Shrub,Low Scrub,O,not determined
JG-JR1-2009,JG-JR1,2009,8/13/2009 0:00,NSF Ice-wedge Degradation,Jorgenson,Jorgenson/Kanevskiy,na,Beaufort Coastal Plain,Jago,70.21778,-148.02389,140,Perm,none,Upland,Upper Slope,no data,Sandy Older Till,Not determined,Moderately well drained,no data,Moist,999,No Data,no data,999,999,19,19,0,999,p,p,999,999,270,y,y,Open Low Willow,Low Scrub,N,Fluvial Erosion/channel migration
JG-JR2-2009,JG-JR2,2009,8/13/2009 0:00,NSF Ice-wedge Degradation,Jorgenson,Jorgenson/Kanevskiy,na,Beaufort Coastal Plain,Jago,70.02500,-147.74222,140,Perm,none,Upland,Upper Slope,no data,Sandy Older Till,Not determined,Moderately well drained,no data,Moist,999,Organic-rich,no data,999,999,20,20,0,999,p,p,999,999,200,y,y,Open Low Willow,Low Scrub,N,Fluvial Erosion/channel migration
JG-JR3-2009,JG-JR3,2009,8/13/2009 0:00,NSF Ice-wedge Degradation,Jorgenson,Jorgenson/Kanevskiy,na,Beaufort Coastal Plain,Jago,70.04167,-147.70083,140,Perm,none,Upland,Upper Slope,no data,Sandy Older Till,Not determined,Moderately well drained,no data,Moist,999,No Data,no data,999,999,15,15,0,999,p,p,999,999,300,y,y,Open Low Willow,Low Scrub,N,Fluvial Erosion/channel migration
JG-MS1-2009,JG-MS1,2009,8/12/2009 0:00,NSF Ice-wedge Degradation,Jorgenson,Jorgenson/Kanevskiy,Jorgenson,Beaufort Coastal Plain,Jago,70.14083,-147.65667,151,Perm-Veg,3m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,none,Somewhat poorly drained,Saturated,Moist,-21,Loamy,Circumneutral,5.9,81,17,17,0,32,p,p,999,999,250,y,Y,Moist Sedge–Willow Tundra,Sedge-Dwarf Shrub Meadow,O,Absent/none (mature vegetation)
JG-TT1-2009,JG-TT1,2009,8/10/2009 0:00,NSF Ice-wedge Degradation,Jorgenson,Jorgenson/Kanevskiy,Jorgenson,Beaufort Coastal Plain,Jago,70.17222,-147.65583,151,Monit-Perm-Veg-Dlog,8x2m,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,none,Somewhat poorly drained,Saturated,Moist,999,Organic-rich,Acidic,4.8,77,16,21,0,31,p,p,999,74,110,y,Y,Tussock Tundra,Tussock Meadow,P,Absent/none (mature vegetation)
JG-TT1b-2009,JG-TT1b,2009,8/10/2009 0:00,NSF Ice-wedge Degradation,Jorgenson,Jorgenson/Kanevskiy,Jorgenson,Beaufort Coastal Plain,Jago,69.88140,-142.27580,151,Perm,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,none,Somewhat poorly drained,Saturated,Moist,-25,Loamy,Circumneutral,6.1,51,17,17,0,31,p,p,999,999,250,y,y,Tussock Tundra,Tussock Meadow,N,Absent/none (mature vegetation)
JG-TT2-2009,JG-TT2,2009,8/12/2009 0:00,NSF Ice-wedge Degradation,Jorgenson,Jorgenson/Kanevskiy,Jorgenson,Beaufort Coastal Plain,Jago,62.48338,-144.72660,148,Monit-Perm-Veg-Dlog,8x2m,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,none,Somewhat poorly drained,Saturated,Moist,-25,Loamy,Acidic,5.4,67,13,18,0,32,p,p,999,83,100,y,Y,Tussock Tundra,Tussock Meadow,P,Absent/none (mature vegetation)
JG-TT3-2011,JG-TT3,2011,7/29/2011 0:00,NSF Ice-wedge Degradation,Jorgenson,Jorgenson,JCJ-Boldenow,Beaufort Coastal Plain,Jago,69.74686,-143.60722,149,Monit-Perm-Veg-Dlog,8x2m,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,none,Somewhat poorly drained,Saturated,Moist,-23,Loamy,Acidic,5.4,114,18,18,0,23,p,p,999,999,23,y,y,Tussock Tundra,Tussock Meadow,P,Absent/none (mature vegetation)
JG-UD1-2018,JG-UD1,2018,7/29/2018 3:26,NSF Polygon Ecosystems,Jorgenson,Jorgenson/Kanevskiy,Jorgenson,Beaufort Coastal Plain,Jago,69.74709,-143.60337,150,Monit-Perm-Veg,5x1m,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,none,Somewhat poorly drained,Saturated,Moist,-21,Organic-rich,Circumneutral,999,999,32,32,0,45,p,p,999,59,72,y,y,Tussock Tundra,Tussock Meadow,P,Absent/none (mature vegetation)
JG-UD2-2018,JG-UD2,2018,7/29/2018 3:26,NSF Polygon Ecosystems,Jorgenson,Jorgenson/Kanevskiy,Jorgenson,Beaufort Coastal Plain,Jago,69.74704,-143.60582,154,Monit-Perm-Veg,5x1m,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,none,Somewhat poorly drained,Saturated,Moist,-15,Organic-rich,Circumneutral,999,999,20,27,0,28,p,p,999,44,66,y,y,Tussock Tundra,Tussock Meadow,P,Absent/none (mature vegetation)
JG-UD3-2018,JG-UD3,2018,7/29/2018 3:26,NSF Polygon Ecosystems,Jorgenson,Jorgenson/Kanevskiy,Jorgenson,Beaufort Coastal Plain,Jago,70.19389,-147.65667,158,Monit-Perm-Veg,5x1m,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,none,Somewhat poorly drained,Saturated,Moist,-11,Organic-rich,Acidic,999,999,21,21,0,33,p,p,999,47,72,y,y,Tussock Tundra,Tussock Meadow,P,Absent/none (mature vegetation)
JG-C40-2018,JG-C40,2018,8/1/2018 0:00,NSF Polygon Ecosystems,Jorgenson,Kanevskiy,na,Beaufort Coastal Plain,Jago,70.03083,-148.19472,149,Perm,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,none,Somewhat poorly drained,Saturated,Moist,-10,Organic-rich,Circumneutral,999,999,23,23,0,33,p,p,999,56,85,y,n,Moist Sedge–Dryas Tundra,Sedge-Dwarf Shrub Meadow,N,Thermokarst
JG-MS1-2018,JG-MS1,2018,8/1/2018 0:00,NSF Ice-wedge Degradation,na,Kanevskiy,na,Beaufort Coastal Plain,Jago,70.24250,-148.26306,153,Perm,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,none,Somewhat poorly drained,Saturated,Moist,-18,Organic-rich,Circumneutral,999,999,22,22,0,36,p,p,999,999,257,y,y,Moist Sedge–Willow Tundra,Sedge-Dwarf Shrub Meadow,N,Absent/none (mature vegetation)
JG-PT1-2018,JG-PT1,2018,7/30/2018 0:00,NSF Polygon Ecosystems,Jorgenson,na,na,Beaufort Coastal Plain,Jago,70.08083,-148.25444,153,Photo,3 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Somewhat poorly drained,Semipermanently flooded,Moist,999,Organic-rich,no data,999,999,999,999,999,999,U,P,999,999,999,n,n,Tussock Tundra,Tussock Meadow,N,Thermokarst
JG-TT1-2014,JG-TT1,2014,7/30/2014 0:00,NSF Ice-wedge Degradation,Jorgenson,na,na,Beaufort Coastal Plain,Jago,70.08889,-148.22333,151,Monit-Perm-Veg-Dlog,8x2m,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,none,Moderately well drained,Saturated,Moist,-30,Organic-rich,Acidic,999,999,999,999,0,38,U,P,999,999,999,n,n,Tussock Tundra,Tussock Meadow,N,Absent/none (mature vegetation)
JG-TT2-2014,JG-TT2,2014,7/30/2014 0:00,NSF Ice-wedge Degradation,Jorgenson,na,na,Beaufort Coastal Plain,Jago,70.24095,-148.20808,148,Monit-Perm-Dlog,8x2m,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,none,Somewhat poorly drained,Saturated,Moist,-25,Organic-rich,Circumneutral,999,999,999,999,0,37,U,P,999,999,999,n,n,Tussock Tundra,Tussock Meadow,N,Absent/none (mature vegetation)
JG-TT3-2014,JG-TT3,2014,7/30/2014 0:00,NSF Ice-wedge Degradation,Jorgenson,na,na,Beaufort Coastal Plain,Jago,70.10972,-148.63278,149,Monit-Perm-Dlog,8x2m,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,none,Somewhat poorly drained,Saturated,Moist,-18,Organic-rich,Circumneutral,999,999,999,999,0,27,U,P,999,999,999,n,n,Tussock Tundra,Tussock Meadow,N,Absent/none (mature vegetation)
JG-TT3-2016,JG-TT3,2016,7/27/2016 0:00,NSF Ice-wedge Degradation,Jorgenson,Jorgenson,Jorgenson,Beaufort Coastal Plain,Jago,70.06278,-148.46722,149,Monit-Perm-Veg-Dlog,8x2m,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,none,Somewhat poorly drained,Saturated,Moist,999,Organic-rich,Circumneutral,999,999,999,999,0,33,U,P,999,999,999,n,n,Tussock Tundra,Tussock Meadow,P,Absent/none (mature vegetation)
JG-TT2-2018,JG-TT2,2018,7/29/2018 3:26,NSF Ice-wedge Degradation,Jorgenson,na,na,Beaufort Coastal Plain,Jago,70.10139,-148.99972,148,Monit-Perm-Dlog,8x2m,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,none,Somewhat poorly drained,Saturated,Moist,999,Organic-rich,Circumneutral,999,999,999,999,0,29,U,P,999,999,999,n,n,Tussock Tundra,Tussock Meadow,P,Absent/none (mature vegetation)
JG-TT1-2018,JG-TT1,2018,7/29/2018 0:00,NSF Ice-wedge Degradation,Jorgenson,na,Jorgenson,Beaufort Coastal Plain,Jago,70.57560,-152.53778,151,Monit-Perm-Dlog,8x2m,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,none,Somewhat poorly drained,Saturated,Moist,-5,Organic-rich,Acidic,999,146,999,999,0,27,U,P,999,999,999,n,n,Tussock Tundra,Tussock Meadow,P,Absent/none (mature vegetation)
JG-DI2-2011,JG-DI2,2011,7/30/2011 0:00,NSF Ice-wedge Degradation,Jorgenson,Jorgenson/Kanevskiy,JCJ-Boldenow,Beaufort Coastal Plain,Jago,70.49579,-151.73306,144,Monit-Perm-Veg-Dlog,5x1m,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Somewhat poorly drained,Saturated,Moist,-8,Organic-rich,Circumneutral,6.8,134,21,21,0,41,p,p,999,999,41,y,y,Moist Sedge–Willow Tundra,Sedge-Dwarf Shrub Meadow,P,Thermokarst
JG-DI2-2016,JG-DI2,2016,7/29/2016 0:00,NSF Ice-wedge Degradation,Jorgenson,Jorgenson/Kanevskiy,JCJ-Orndahl,Beaufort Coastal Plain,Jago,70.43465,-151.61695,144,Monit-Perm-Veg-Dlog,5x1m,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Somewhat poorly drained,Saturated,Moist,999,Organic-rich,Circumneutral,999,999,999,999,999,41,u,p,999,999,999,n,n,Moist Sedge–Willow Tundra,Sedge-Dwarf Shrub Meadow,P,Thermokarst
JG-DI3-2011,JG-DI3,2011,7/30/2011 0:00,NSF Ice-wedge Degradation,Jorgenson,Jorgenson/Kanevskiy,JCJ-Boldenow,Beaufort Coastal Plain,Jago,70.41146,-151.07340,149,Monit-Perm-Veg-Dlog,5x1m,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,none,Somewhat poorly drained,Saturated,Moist,-12,Organic-rich,Circumneutral,7.3,83,28,28,0,41,p,p,999,999,41,y,y,Moist Sedge–Dryas Tundra,Sedge-Dwarf Shrub Meadow,P,Thermokarst
JG-DI3-2016,JG-DI3,2016,7/29/2016 0:00,NSF Ice-wedge Degradation,Jorgenson,Jorgenson/Kanevskiy,JCJ-Orndahl,Beaufort Coastal Plain,Jago,70.43334,-150.93944,149,Monit-Perm-Veg-Dlog,5x1m,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,none,Somewhat poorly drained,Saturated,Moist,999,Organic-rich,Circumneutral,999,999,999,999,999,41,u,p,999,999,999,n,n,Moist Sedge–Dryas Tundra,Sedge-Dwarf Shrub Meadow,P,Thermokarst
JG-MS1-2011,JG-MS1,2011,7/30/2011 0:00,NSF Ice-wedge Degradation,Jorgenson,Jorgenson/Kanevskiy,JCJ-Boldenow,Beaufort Coastal Plain,Jago,62.48288,-144.72980,151,Perm,3m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,none,Somewhat poorly drained,Saturated,Moist,999,Organic-rich,Circumneutral,999,999,999,999,999,999,u,p,999,999,999,n,n,Moist Sedge–Willow Tundra,Sedge-Dwarf Shrub Meadow,O,Absent/none (mature vegetation)
JG-TT1-2011,JG-TT1,2011,7/29/2011 0:00,NSF Ice-wedge Degradation,Jorgenson,Jorgenson/Kanevskiy,JCJ-Boldenow,Beaufort Coastal Plain,Jago,69.88212,-142.33942,151,Monit-Perm-Veg-Dlog,8x2m,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,none,Moderately well drained,Saturated,Moist,-32,Loamy,Circumneutral,6.1,146,17,17,0,36,p,p,999,999,36,y,y,Tussock Tundra,Tussock Meadow,P,Absent/none (mature vegetation)
JG-TT1-2016,JG-TT1,2016,7/27/2016 0:00,NSF Ice-wedge Degradation,Jorgenson,Jorgenson/Kanevskiy,Jorgenson,Beaufort Coastal Plain,Jago,71.29516,-156.71476,151,Monit-Perm-Dlog,8x2m,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,none,Somewhat poorly drained,Saturated,Moist,-10,Organic-rich,Acidic,999,999,999,999,0,40,U,P,999,999,999,n,n,Tussock Tundra,Tussock Meadow,P,Absent/none (mature vegetation)
JG-TT2-2011,JG-TT2,2011,7/29/2011 0:00,NSF Ice-wedge Degradation,Jorgenson,Jorgenson/Kanevskiy,JCJ-Boldenow,Beaufort Coastal Plain,Jago,71.29497,-156.71371,148,Monit-Perm-Veg-Dlog,8x2m,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,none,Somewhat poorly drained,Saturated,Moist,-29,Loamy,Acidic,999,118,11,11,0,29,p,p,999,999,29,y,y,Tussock Tundra,Tussock Meadow,P,Absent/none (mature vegetation)
JG-TT2-2016,JG-TT2,2016,7/27/2016 0:00,NSF Ice-wedge Degradation,Jorgenson,Jorgenson/Kanevskiy,Jorgenson,Beaufort Coastal Plain,Jago,70.89333,-152.94014,148,Monit-Perm-Veg-Dlog,8x2m,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,none,Somewhat poorly drained,Saturated,Moist,999,Organic-rich,Circumneutral,999,999,999,999,0,47,U,P,999,999,999,n,n,Tussock Tundra,Tussock Meadow,P,Absent/none (mature vegetation)
JG-DI3-2014,JG-DI3,2014,7/30/2014 0:00,NSF Polygon Ecosystems,Jorgenson,na,na,Beaufort Coastal Plain,Jago,70.90658,-153.17809,149,Monit-Perm-Dlog,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,none,Poorly drained,Saturated,Wet,-8,Organic-rich,Circumneutral,999,999,999,999,999,63,U,P,999,999,999,n,n,Wet Sedge–Willow Tundra,Sedge-Dwarf Shrub Meadow,N,Thermokarst
JG-SA1-2014,JG-SA1,2014,7/30/2014 0:00,NSF Polygon Ecosystems,Jorgenson,na,na,Beaufort Coastal Plain,Jago,70.90651,-153.17920,153,Monit-Perm-Dlog,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Very poorly drained,Semipermanently flooded,Wet,5,Organic-rich,Circumneutral,999,999,999,999,999,64,U,P,999,999,999,n,n,Wet Sedge Meadow Tundra,Sedge Meadow,N,Thermokarst
JG-DI1-2014,JG-DI1,2014,7/30/2014 0:00,NSF Polygon Ecosystems,Jorgenson,na,na,Beaufort Coastal Plain,Jago,70.90612,-153.18559,153,Monit-Perm-Dlog,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Very poorly drained,Saturated,Wet,-3,Organic-rich,Circumneutral,999,999,999,999,999,44,U,P,999,999,999,n,n,Wet Sedge–Willow Tundra,Sedge-Dwarf Shrub Meadow,N,Thermokarst
JG-DI2-2014,JG-DI2,2014,7/30/2014 0:00,NSF Polygon Ecosystems,Jorgenson,na,na,Beaufort Coastal Plain,Jago,70.90574,-153.19161,153,Monit-Perm-Dlog,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Very poorly drained,Saturated,Wet,5,Organic-rich,Circumneutral,999,999,999,999,999,51,U,P,999,999,999,n,n,Wet Sedge–Willow Tundra,Sedge-Dwarf Shrub Meadow,N,Thermokarst
JG-SA1-2009,JG-SA1,2009,8/10/2009 0:00,NSF Ice-wedge Degradation,Jorgenson,Jorgenson/Kanevskiy,Jorgenson,Beaufort Coastal Plain,Jago,63.90534,-151.90886,153,Monit-Perm-Veg-Dlog,8x2m,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Very poorly drained,Seasonally flooded,Wet,-2,Organic-rich,Circumneutral,6.8,385,30,36,13,49,p,p,999,66,120,y,Y,Wet Sedge Meadow Tundra,Sedge Meadow,P,Thermokarst
JG-SA2-2009,JG-SA2,2009,8/11/2009 0:00,NSF Ice-wedge Degradation,Jorgenson,Jorgenson/Kanevskiy,Jorgenson,Beaufort Coastal Plain,Jago,63.90534,-151.90886,148,Monit-Perm-Veg-Dlog,8x2m,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Very poorly drained,Seasonally flooded,Wet,-3,Organic-rich,Circumneutral,6.2,103,29,36,12,55,p,p,999,75,115,y,Y,Wet Sedge Meadow Tundra,Sedge Meadow,P,Thermokarst
JG-SA3-2009,JG-SA3,2009,8/11/2009 0:00,NSF Ice-wedge Degradation,Jorgenson,Jorgenson/Kanevskiy,Jorgenson,Beaufort Coastal Plain,Jago,63.90535,-151.90850,148,Monit-Perm-Veg-Dlog,8x2m,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Very poorly drained,Seasonally flooded,Wet,-1,Organic-rich,Circumneutral,6.8,105,27,33,10,32,p,p,999,68,104,y,Y,Wet Sedge Meadow Tundra,Sedge Meadow,P,Thermokarst
JG-SA4-2009,JG-SA4,2009,8/12/2009 0:00,NSF Ice-wedge Degradation,Jorgenson,Jorgenson/Kanevskiy,Jorgenson,Beaufort Coastal Plain,Jago,63.90533,-151.90735,150,Perm-Veg,1 m rad,Lowland,Plateau,Mixed pits and polygons,Organic Fen,Thermokarst Troughs and Pits,Very poorly drained,Seasonally flooded,Wet,-3,Peat,Circumneutral,6,132,35,40,8,47,p,p,999,63,80,y,Y,Wet Sedge Meadow Tundra,Sedge Meadow,P,Thermokarst
JG-C02-2018,JG-C02,2018,7/31/2018 0:00,NSF Polygon Ecosystems,Jorgenson,Kanevskiy,Jorgenson,Beaufort Coastal Plain,Jago,71.29499,-156.71366,146,Perm-Veg,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,none,Poorly drained,Saturated,Wet,-10,Organic-rich,Circumneutral,6.1,999,15,18,0,32,p,p,999,47,90,y,y,Open Low Willow,Low Scrub,O,Absent/none (mature vegetation)
JG-C03-2018,JG-C03,2018,7/31/2018 0:00,NSF Polygon Ecosystems,Jorgenson,Kanevskiy,Jorgenson,Beaufort Coastal Plain,Jago,71.29498,-156.71367,156,Perm-Veg,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Poorly drained,Saturated,Wet,-8,Organic-rich,Circumneutral,6,999,19,22,11,33,p,p,999,55,90,y,y,Open Low Willow,Low Scrub,O,Thermokarst
JG-C05-2018,JG-C05,2018,7/31/2018 0:00,NSF Polygon Ecosystems,Jorgenson,Kanevskiy,Jorgenson,Beaufort Coastal Plain,Jago,71.29498,-156.71368,152,Perm-Veg,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Very poorly drained,Seasonally flooded,Wet,-4,Organic-rich,Circumneutral,6.2,999,21,21,0,28,p,p,999,52,59,y,n,Wet Sedge–Willow Tundra,Sedge-Dwarf Shrub Meadow,O,Thermokarst
JG-C07-2018,JG-C07,2018,7/31/2018 0:00,NSF Polygon Ecosystems,Jorgenson,Kanevskiy,Jorgenson,Beaufort Coastal Plain,Jago,71.29496,-156.71374,157,Perm-Veg,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Poorly drained,Saturated,Wet,-6,Organic-rich,Circumneutral,6.1,999,19,23,14,31,p,p,999,51,77,y,n,Wet Sedge–Willow Tundra,Sedge-Dwarf Shrub Meadow,O,Thermokarst
JG-C08-2018,JG-C08,2018,7/31/2018 0:00,NSF Polygon Ecosystems,Jorgenson,Kanevskiy,Jorgenson,Beaufort Coastal Plain,Jago,71.29496,-156.71375,163,Perm-Veg,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Poorly drained,Saturated,Wet,-8,Organic-rich,Circumneutral,6.3,999,24,24,13,39,p,p,999,54,65,y,n,Wet Sedge Meadow Tundra,Sedge Meadow,O,Thermokarst
JG-C09-2018,JG-C09,2018,7/31/2018 0:00,NSF Polygon Ecosystems,Jorgenson,Kanevskiy,Jorgenson,Beaufort Coastal Plain,Jago,71.29495,-156.71376,154,Perm-Veg,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Very poorly drained,Seasonally flooded,Wet,-1,Organic-rich,Circumneutral,6.3,999,33,33,26,32,p,p,999,64,81,y,y,Wet Sedge Meadow Tundra,Sedge Meadow,O,Thermokarst
JG-C10-2018,JG-C10,2018,8/1/2018 0:00,NSF Polygon Ecosystems,Jorgenson,Kanevskiy,Jorgenson,Beaufort Coastal Plain,Jago,71.29495,-156.71377,161,Perm-Veg,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Poorly drained,Saturated,Wet,-7,Organic-rich,Circumneutral,6.1,999,27,30,17,39,p,p,999,60,63,y,y,Open Low Shrub Birch-Willow,Low Scrub,O,Thermokarst
JG-C11-2018,JG-C11,2018,8/1/2018 0:00,NSF Polygon Ecosystems,Jorgenson,Kanevskiy,Jorgenson,Beaufort Coastal Plain,Jago,71.29495,-156.71378,165,Perm-Veg,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Very poorly drained,Seasonally flooded,Wet,-3,Organic-rich,Circumneutral,6.3,999,27,27,14,30,p,p,999,62,83,y,y,Wet Sedge Meadow Tundra,Sedge Meadow,O,Thermokarst
