thaw_depth,pf_observed,pf_depth,date,org_thick,obs_limit,site_id,lat,lon,source,method
176.0,0,,2015-08-29,,132,AK201-DANA,64.75217297,-148.1071991,Minsley_2015,tp
163.0,0,,2015-08-29,,132,AK201-DANA,64.75216475,-148.1072044,Minsley_2015,tp
165.0,0,,2015-08-29,,132,AK201-DANA,64.75215653,-148.1072098,Minsley_2015,tp
159.0,0,,2015-08-29,,132,AK201-DANA,64.75214831,-148.1072151,Minsley_2015,tp
142.0,0,,2015-08-29,7.0,132,AK201-DANA,64.75214009,-148.1072204,Minsley_2015,tp
116.0,1,116.0,2015-08-29,,132,AK201-DANA,64.75213186,-148.1072257,Minsley_2015,tp
74.0,1,74.0,2015-08-29,,132,AK201-DANA,64.75212364,-148.107231,Minsley_2015,tp
61.0,1,61.0,2015-08-29,,132,AK201-DANA,64.75211542,-148.1072364,Minsley_2015,tp
54.0,1,54.0,2015-08-29,,132,AK201-DANA,64.7521072,-148.1072417,Minsley_2015,tp
51.0,1,51.0,2015-08-29,13.0,132,AK201-DANA,64.75209898,-148.107247,Minsley_2015,tp
56.0,1,56.0,2015-08-29,,132,AK201-DANA,64.75209086,-148.1072506,Minsley_2015,tp
44.0,1,44.0,2015-08-29,,132,AK201-DANA,64.75208273,-148.1072542,Minsley_2015,tp
48.0,1,48.0,2015-08-29,,132,AK201-DANA,64.75207461,-148.1072578,Minsley_2015,tp
59.0,1,59.0,2015-08-29,,132,AK201-DANA,64.75206648,-148.1072614,Minsley_2015,tp
56.0,1,56.0,2015-08-29,11.0,132,AK201-DANA,64.75205836,-148.107265,Minsley_2015,tp
50.0,1,50.0,2015-08-29,,132,AK201-DANA,64.75205023,-148.1072686,Minsley_2015,tp
62.0,1,62.0,2015-08-29,,132,AK201-DANA,64.75204211,-148.1072722,Minsley_2015,tp
85.0,1,85.0,2015-08-29,,132,AK201-DANA,64.75203398,-148.1072758,Minsley_2015,tp
79.0,1,79.0,2015-08-29,,132,AK201-DANA,64.75202586,-148.1072794,Minsley_2015,tp
77.0,1,77.0,2015-08-29,28.0,132,AK201-DANA,64.75201773,-148.107283,Minsley_2015,tp
68.0,1,68.0,2015-08-29,,132,AK201-DANA,64.75200858,-148.1072872,Minsley_2015,tp
62.0,1,62.0,2015-08-29,,132,AK201-DANA,64.75199943,-148.1072915,Minsley_2015,tp
57.0,1,57.0,2015-08-29,,132,AK201-DANA,64.75199028,-148.1072957,Minsley_2015,tp
63.0,1,63.0,2015-08-29,,132,AK201-DANA,64.75198113,-148.1072999,Minsley_2015,tp
61.0,1,61.0,2015-08-29,16.0,132,AK201-DANA,64.75197198,-148.1073042,Minsley_2015,tp
80.0,1,80.0,2015-08-29,,132,AK201-DANA,64.75196283,-148.1073084,Minsley_2015,tp
68.0,1,68.0,2015-08-29,,132,AK201-DANA,64.75195368,-148.1073126,Minsley_2015,tp
67.0,1,67.0,2015-08-29,,132,AK201-DANA,64.75194453,-148.1073168,Minsley_2015,tp
62.0,1,62.0,2015-08-29,,132,AK201-DANA,64.75193538,-148.1073211,Minsley_2015,tp
62.0,1,62.0,2015-08-29,13.0,132,AK201-DANA,64.75192623,-148.1073253,Minsley_2015,tp
60.0,1,60.0,2015-08-29,,132,AK201-DANA,64.75191722,-148.107331,Minsley_2015,tp
67.0,1,67.0,2015-08-29,,132,AK201-DANA,64.75190821,-148.1073366,Minsley_2015,tp
68.0,1,68.0,2015-08-29,,132,AK201-DANA,64.7518992,-148.1073423,Minsley_2015,tp
67.0,1,67.0,2015-08-29,,132,AK201-DANA,64.75189019,-148.1073479,Minsley_2015,tp
64.0,1,64.0,2015-08-29,13.0,132,AK201-DANA,64.75188118,-148.1073536,Minsley_2015,tp
64.0,1,64.0,2015-08-29,,132,AK201-DANA,64.75187218,-148.1073592,Minsley_2015,tp
63.0,1,63.0,2015-08-29,,132,AK201-DANA,64.75186317,-148.1073649,Minsley_2015,tp
221.0,0,,2015-08-29,,132,AK201-DANA,64.75185416,-148.1073705,Minsley_2015,tp
60.0,1,60.0,2015-08-29,,132,AK201-DANA,64.75184515,-148.1073762,Minsley_2015,tp
46.0,1,46.0,2015-08-29,15.0,132,AK201-DANA,64.75183614,-148.1073818,Minsley_2015,tp
51.0,1,51.0,2015-08-29,,132,AK201-DANA,64.75182713,-148.1073875,Minsley_2015,tp
194.0,0,,2015-08-29,,132,AK201-DANA,64.75181812,-148.1073931,Minsley_2015,tp
76.0,1,76.0,2015-08-29,,132,AK201-DANA,64.7518108,-148.1074006,Minsley_2015,tp
251.0,0,,2015-08-29,,132,AK201-DANA,64.75180347,-148.1074081,Minsley_2015,tp
74.0,1,74.0,2015-08-29,13.0,132,AK201-DANA,64.75179615,-148.1074157,Minsley_2015,tp
74.0,1,74.0,2015-08-29,,132,AK201-DANA,64.75178883,-148.1074232,Minsley_2015,tp
251.0,0,,2015-08-29,,132,AK201-DANA,64.75178151,-148.1074307,Minsley_2015,tp
215.0,0,,2015-08-29,,132,AK201-DANA,64.75177418,-148.1074382,Minsley_2015,tp
49.0,1,49.0,2015-08-29,,132,AK201-DANA,64.75176686,-148.1074457,Minsley_2015,tp
68.0,1,68.0,2015-08-29,14.0,132,AK201-DANA,64.75175954,-148.1074532,Minsley_2015,tp
60.0,1,60.0,2015-08-29,,132,AK201-DANA,64.75175222,-148.1074608,Minsley_2015,tp
61.0,1,61.0,2015-08-29,,132,AK201-DANA,64.75174489,-148.1074683,Minsley_2015,tp
54.0,1,54.0,2015-08-29,,132,AK201-DANA,64.75173757,-148.1074758,Minsley_2015,tp
54.0,1,54.0,2015-08-29,,132,AK201-DANA,64.75172798,-148.1074865,Minsley_2015,tp
52.0,1,52.0,2015-08-29,14.0,132,AK201-DANA,,,Minsley_2015,tp
45.0,1,45.0,2015-08-29,,132,AK201-DANA,64.7517088,-148.1075079,Minsley_2015,tp
46.0,1,46.0,2015-08-29,,132,AK201-DANA,,,Minsley_2015,tp
47.0,1,47.0,2015-08-29,,132,AK201-DANA,64.75168962,-148.1075292,Minsley_2015,tp
54.0,1,54.0,2015-08-29,,132,AK201-DANA,,,Minsley_2015,tp
51.0,1,51.0,2015-08-29,10.0,132,AK201-DANA,64.75167044,-148.1075506,Minsley_2015,tp
49.0,1,49.0,2015-08-29,,132,AK201-DANA,,,Minsley_2015,tp
251.0,0,,2015-08-29,,132,AK201-DANA,64.75165127,-148.107572,Minsley_2015,tp
251.0,0,,2015-08-29,,132,AK201-DANA,,,Minsley_2015,tp
251.0,0,,2015-08-29,,132,AK201-DANA,64.75163209,-148.1075934,Minsley_2015,tp
135.0,0,,2015-08-29,18.0,132,AK201-DANA,,,Minsley_2015,tp
130.0,1,130.0,2015-08-29,,132,AK201-DANA,64.75161291,-148.1076147,Minsley_2015,tp
251.0,0,,2015-08-29,,132,AK201-DANA,,,Minsley_2015,tp
251.0,0,,2015-08-29,,132,AK201-DANA,64.75159373,-148.1076361,Minsley_2015,tp
227.0,0,,2015-08-29,,132,AK201-DANA,,,Minsley_2015,tp
77.0,1,77.0,2015-08-29,18.0,132,AK201-DANA,64.75157455,-148.1076575,Minsley_2015,tp
62.0,1,62.0,2015-08-29,,132,AK201-DANA,,,Minsley_2015,tp
66.0,1,66.0,2015-08-29,,132,AK201-DANA,64.75155899,-148.1076741,Minsley_2015,tp
251.0,0,,2015-08-29,,132,AK201-DANA,,,Minsley_2015,tp
251.0,0,,2015-08-29,,132,AK201-DANA,64.75154342,-148.1076907,Minsley_2015,tp
251.0,0,,2015-08-29,2.0,132,AK201-DANA,,,Minsley_2015,tp
251.0,0,,2015-08-29,,132,AK201-DANA,64.75152786,-148.1077074,Minsley_2015,tp
251.0,0,,2015-08-29,,132,AK201-DANA,,,Minsley_2015,tp
80.0,1,80.0,2015-08-29,,132,AK201-DANA,64.75151229,-148.107724,Minsley_2015,tp
86.0,1,86.0,2015-08-29,,132,AK201-DANA,,,Minsley_2015,tp
85.0,1,85.0,2015-08-29,7.0,132,AK201-DANA,64.75149673,-148.1077406,Minsley_2015,tp
67.0,1,67.0,2015-08-29,,132,AK201-DANA,,,Minsley_2015,tp
70.0,1,70.0,2015-08-29,,132,AK201-DANA,,,Minsley_2015,tp
164.0,0,,2015-08-29,5.0,132,AK202-FISH,65.76135974,-149.3851048,Minsley_2015,tp
177.0,0,,2015-08-29,,132,AK202-FISH,65.76134747,-149.3850934,Minsley_2015,tp
177.0,0,,2015-08-29,,132,AK202-FISH,65.76133521,-149.3850819,Minsley_2015,tp
196.0,0,,2015-08-29,7.0,132,AK202-FISH,65.76132294,-149.3850705,Minsley_2015,tp
186.0,0,,2015-08-29,,132,AK202-FISH,65.76131067,-149.3850591,Minsley_2015,tp
186.0,0,,2015-08-29,,132,AK202-FISH,65.7612984,-149.3850477,Minsley_2015,tp
177.0,0,,2015-08-29,,132,AK202-FISH,65.76128614,-149.3850362,Minsley_2015,tp
194.0,0,,2015-08-29,12.0,132,AK202-FISH,65.76127387,-149.3850248,Minsley_2015,tp
187.0,0,,2015-08-29,,132,AK202-FISH,65.76126021,-149.3850136,Minsley_2015,tp
184.0,0,,2015-08-29,,132,AK202-FISH,65.76124655,-149.3850025,Minsley_2015,tp
192.0,0,,2015-08-29,8.0,132,AK202-FISH,65.76123288,-149.3849913,Minsley_2015,tp
187.0,0,,2015-08-29,,132,AK202-FISH,65.76121922,-149.3849801,Minsley_2015,tp
194.0,0,,2015-08-29,,132,AK202-FISH,65.76120556,-149.3849689,Minsley_2015,tp
178.0,0,,2015-08-29,6.0,132,AK202-FISH,65.76119243,-149.3849577,Minsley_2015,tp
199.0,0,,2015-08-29,,132,AK202-FISH,65.76118036,-149.3849462,Minsley_2015,tp
198.0,0,,2015-08-29,,132,AK202-FISH,65.76116829,-149.3849347,Minsley_2015,tp
193.0,0,,2015-08-29,,132,AK202-FISH,65.76115623,-149.3849232,Minsley_2015,tp
194.0,0,,2015-08-29,6.0,132,AK202-FISH,65.76114416,-149.3849117,Minsley_2015,tp
195.0,0,,2015-08-29,,132,AK202-FISH,65.76113209,-149.3849003,Minsley_2015,tp
180.0,0,,2015-08-29,,132,AK202-FISH,65.76112003,-149.3848888,Minsley_2015,tp
175.0,0,,2015-08-29,6.0,132,AK202-FISH,65.76110796,-149.3848773,Minsley_2015,tp
171.0,0,,2015-08-29,,132,AK202-FISH,65.7610952,-149.3848664,Minsley_2015,tp
175.0,0,,2015-08-29,,132,AK202-FISH,65.76108244,-149.3848556,Minsley_2015,tp
166.0,0,,2015-08-29,5.0,132,AK202-FISH,65.76106968,-149.3848447,Minsley_2015,tp
182.0,0,,2015-08-29,,132,AK202-FISH,65.76105691,-149.3848339,Minsley_2015,tp
206.0,0,,2015-08-29,,132,AK202-FISH,65.76104415,-149.384823,Minsley_2015,tp
216.0,0,,2015-08-29,,132,AK202-FISH,65.76103139,-149.3848122,Minsley_2015,tp
228.0,0,,2015-08-29,5.0,132,AK202-FISH,65.76101863,-149.3848013,Minsley_2015,tp
244.0,0,,2015-08-29,,132,AK202-FISH,65.76100616,-149.3847894,Minsley_2015,tp
241.0,0,,2015-08-29,,132,AK202-FISH,65.76099368,-149.3847774,Minsley_2015,tp
,0,,2015-08-29,5.0,132,AK202-FISH,65.76098121,-149.3847655,Minsley_2015,tp
141.0,0,,2015-08-29,,132,AK202-FISH,65.76095627,-149.3847416,Minsley_2015,tp
244.0,0,,2015-08-29,7.0,132,AK202-FISH,65.76094379,-149.3847296,Minsley_2015,tp
241.0,0,,2015-08-29,,132,AK202-FISH,65.76090543,-149.3846998,Minsley_2015,tp
225.0,0,,2015-08-29,5.0,132,AK202-FISH,65.76089248,-149.3846908,Minsley_2015,tp
233.0,0,,2015-08-29,,132,AK202-FISH,65.76087954,-149.3846818,Minsley_2015,tp
221.0,0,,2015-08-29,,132,AK202-FISH,65.76086659,-149.3846729,Minsley_2015,tp
213.0,0,,2015-08-29,6.0,132,AK202-FISH,65.76085365,-149.3846639,Minsley_2015,tp
209.0,0,,2015-08-29,,132,AK202-FISH,65.76084031,-149.3846555,Minsley_2015,tp
210.0,0,,2015-08-29,,132,AK202-FISH,65.76082698,-149.3846471,Minsley_2015,tp
214.0,0,,2015-08-29,7.0,132,AK202-FISH,65.76081364,-149.3846387,Minsley_2015,tp
206.0,0,,2015-08-29,,132,AK202-FISH,65.76080031,-149.3846304,Minsley_2015,tp
231.0,0,,2015-08-29,,132,AK202-FISH,65.76078697,-149.384622,Minsley_2015,tp
230.0,0,,2015-08-29,,132,AK202-FISH,65.76077364,-149.3846136,Minsley_2015,tp
234.0,0,,2015-08-29,11.0,132,AK202-FISH,65.7607603,-149.3846052,Minsley_2015,tp
238.0,0,,2015-08-29,,132,AK202-FISH,65.76074763,-149.384594,Minsley_2015,tp
243.0,0,,2015-08-29,,132,AK202-FISH,65.76073496,-149.3845828,Minsley_2015,tp
243.0,0,,2015-08-29,6.0,132,AK202-FISH,65.76072229,-149.3845716,Minsley_2015,tp
244.0,0,,2015-08-29,,132,AK202-FISH,65.76070963,-149.3845604,Minsley_2015,tp
233.0,0,,2015-08-29,,132,AK202-FISH,65.76069696,-149.3845492,Minsley_2015,tp
244.0,0,,2015-08-29,6.0,132,AK202-FISH,65.76068429,-149.384538,Minsley_2015,tp
223.0,0,,2015-08-29,,132,AK202-FISH,65.76065868,-149.3845176,Minsley_2015,tp
216.0,0,,2015-08-29,,132,AK202-FISH,65.76064575,-149.3845084,Minsley_2015,tp
208.0,0,,2015-08-29,5.0,132,AK202-FISH,65.76063281,-149.3844992,Minsley_2015,tp
228.0,0,,2015-08-29,,132,AK202-FISH,65.76061988,-149.38449,Minsley_2015,tp
237.0,0,,2015-08-29,,132,AK202-FISH,65.76060695,-149.3844808,Minsley_2015,tp
,0,,2015-08-29,7.0,132,AK202-FISH,65.76059401,-149.3844716,Minsley_2015,tp
,0,,2015-08-29,7.0,132,AK202-FISH,65.76055551,-149.3844373,Minsley_2015,tp
207.0,0,,2015-08-29,,132,AK202-FISH,65.76054267,-149.3844259,Minsley_2015,tp
214.0,0,,2015-08-29,,132,AK202-FISH,65.76052984,-149.3844145,Minsley_2015,tp
205.0,0,,2015-08-29,,132,AK202-FISH,65.760517,-149.384403,Minsley_2015,tp
181.0,0,,2015-08-29,7.0,132,AK202-FISH,65.76050417,-149.3843916,Minsley_2015,tp
156.0,0,,2015-08-29,,132,AK202-FISH,65.76049118,-149.3843778,Minsley_2015,tp
136.0,0,,2015-08-29,,132,AK202-FISH,65.76047818,-149.3843641,Minsley_2015,tp
93.0,1,93.0,2015-08-29,7.0,132,AK202-FISH,65.76046519,-149.3843503,Minsley_2015,tp
58.0,1,58.0,2015-08-29,,132,AK202-FISH,65.7604522,-149.3843365,Minsley_2015,tp
49.0,1,49.0,2015-08-29,,132,AK202-FISH,65.7604392,-149.3843228,Minsley_2015,tp
53.0,1,53.0,2015-08-29,17.0,132,AK202-FISH,65.76042621,-149.384309,Minsley_2015,tp
55.0,1,55.0,2015-08-29,,132,AK202-FISH,65.76041371,-149.3843011,Minsley_2015,tp
55.0,1,55.0,2015-08-29,,132,AK202-FISH,65.76040121,-149.3842932,Minsley_2015,tp
49.0,1,49.0,2015-08-29,,132,AK202-FISH,65.76038871,-149.3842853,Minsley_2015,tp
75.0,1,75.0,2015-08-29,13.0,132,AK202-FISH,65.76037621,-149.3842773,Minsley_2015,tp
60.0,1,60.0,2015-08-29,,132,AK202-FISH,65.76036371,-149.3842694,Minsley_2015,tp
58.0,1,58.0,2015-08-29,,132,AK202-FISH,65.76035121,-149.3842615,Minsley_2015,tp
67.0,1,67.0,2015-08-29,15.0,132,AK202-FISH,65.76033871,-149.3842536,Minsley_2015,tp
65.0,1,65.0,2015-08-29,,132,AK202-FISH,65.76032724,-149.3842404,Minsley_2015,tp
66.0,1,66.0,2015-08-29,,132,AK202-FISH,65.76031577,-149.3842272,Minsley_2015,tp
53.0,1,53.0,2015-08-29,13.0,132,AK202-FISH,65.76030431,-149.384214,Minsley_2015,tp
56.0,1,56.0,2015-08-29,,132,AK202-FISH,65.76029284,-149.3842007,Minsley_2015,tp
46.0,1,46.0,2015-08-29,,132,AK202-FISH,65.76028137,-149.3841875,Minsley_2015,tp
60.0,1,60.0,2015-08-29,,132,AK202-FISH,65.7602699,-149.3841743,Minsley_2015,tp
60.0,1,60.0,2015-08-29,12.0,132,AK202-FISH,65.76025723,-149.3841625,Minsley_2015,tp
61.0,1,61.0,2015-08-29,,132,AK202-FISH,65.76024455,-149.3841508,Minsley_2015,tp
41.0,1,41.0,2015-08-29,,132,AK202-FISH,65.76023188,-149.384139,Minsley_2015,tp
46.0,1,46.0,2015-08-29,9.0,132,AK202-FISH,65.76021921,-149.3841273,Minsley_2015,tp
53.0,1,53.0,2015-08-29,,132,AK202-FISH,65.76020654,-149.3841155,Minsley_2015,tp
55.0,1,55.0,2015-08-29,,132,AK202-FISH,65.76019386,-149.3841038,Minsley_2015,tp
57.0,1,57.0,2015-08-29,11.0,132,AK202-FISH,65.76018119,-149.384092,Minsley_2015,tp
74.0,1,74.0,2015-08-29,,132,AK202-FISH,65.76016842,-149.3840819,Minsley_2015,tp
62.0,1,62.0,2015-08-29,,132,AK202-FISH,65.76015565,-149.3840718,Minsley_2015,tp
64.0,1,64.0,2015-08-29,,132,AK202-FISH,65.76014288,-149.3840617,Minsley_2015,tp
50.0,1,50.0,2015-08-29,16.0,132,AK202-FISH,65.76013012,-149.3840515,Minsley_2015,tp
67.0,1,67.0,2015-08-29,,132,AK202-FISH,65.76011735,-149.3840414,Minsley_2015,tp
69.0,1,69.0,2015-08-29,,132,AK202-FISH,65.76010458,-149.3840313,Minsley_2015,tp
67.0,1,67.0,2015-08-29,11.0,132,AK202-FISH,65.76009181,-149.3840212,Minsley_2015,tp
61.0,1,61.0,2015-08-29,,132,AK202-FISH,65.76007934,-149.384009,Minsley_2015,tp
71.0,1,71.0,2015-08-29,,132,AK202-FISH,65.76006686,-149.3839968,Minsley_2015,tp
61.0,1,61.0,2015-08-29,9.0,132,AK202-FISH,65.76005439,-149.3839846,Minsley_2015,tp
63.0,1,63.0,2015-08-29,,132,AK202-FISH,65.76004191,-149.3839723,Minsley_2015,tp
62.0,1,62.0,2015-08-29,,132,AK202-FISH,65.76002944,-149.3839601,Minsley_2015,tp
61.0,1,61.0,2015-08-29,,132,AK202-FISH,65.76001696,-149.3839479,Minsley_2015,tp
70.0,1,70.0,2015-08-29,7.0,132,AK202-FISH,65.76000449,-149.3839357,Minsley_2015,tp
66.0,1,66.0,2015-08-29,,132,AK202-FISH,65.75999189,-149.3839293,Minsley_2015,tp
85.0,1,85.0,2015-08-29,,132,AK202-FISH,65.75997929,-149.3839229,Minsley_2015,tp
79.0,1,79.0,2015-08-29,,132,AK202-FISH,65.75996669,-149.3839164,Minsley_2015,tp
78.0,1,78.0,2015-08-29,,132,AK202-FISH,65.75995409,-149.38391,Minsley_2015,tp
132.0,0,,2015-08-29,3.0,132,AK203-HESS,65.81340418,-149.5803447,Minsley_2015,tp
155.0,0,,2015-08-29,,132,AK203-HESS,65.81343831,-149.5803882,Minsley_2015,tp
171.0,0,,2015-08-29,3.0,132,AK203-HESS,65.81348392,-149.5804464,Minsley_2015,tp
135.0,0,,2015-08-29,,132,AK203-HESS,65.81351888,-149.5804924,Minsley_2015,tp
133.0,0,,2015-08-29,3.0,132,AK203-HESS,65.81355385,-149.5805383,Minsley_2015,tp
101.0,0,,2015-08-29,,132,AK203-HESS,65.81358634,-149.5805974,Minsley_2015,tp
101.0,1,101.0,2015-08-29,1.0,132,AK203-HESS,65.81362925,-149.5806783,Minsley_2015,tp
82.0,1,82.0,2015-08-29,,132,AK203-HESS,65.81366261,-149.5807348,Minsley_2015,tp
141.0,0,,2015-08-29,1.0,132,AK203-HESS,65.81370678,-149.5808106,Minsley_2015,tp
147.0,0,,2015-08-29,,132,AK203-HESS,65.81373737,-149.5808716,Minsley_2015,tp
147.0,0,,2015-08-29,1.0,132,AK203-HESS,65.81376795,-149.5809325,Minsley_2015,tp
128.0,1,128.0,2015-08-29,,132,AK203-HESS,65.81381095,-149.5810131,Minsley_2015,tp
114.0,0,,2015-08-29,1.0,132,AK203-HESS,65.81384335,-149.5810734,Minsley_2015,tp
120.0,1,120.0,2015-08-29,,132,AK203-HESS,65.81387377,-149.5811295,Minsley_2015,tp
134.0,0,,2015-08-29,1.0,132,AK203-HESS,65.81391392,-149.5812046,Minsley_2015,tp
98.0,1,98.0,2015-08-29,,132,AK203-HESS,65.81394071,-149.5812639,Minsley_2015,tp
204.0,0,,2015-08-29,3.0,132,AK203-HESS,65.8139675,-149.5813232,Minsley_2015,tp
83.0,1,83.0,2015-08-29,,132,AK203-HESS,65.81400503,-149.5814071,Minsley_2015,tp
152.0,0,,2015-08-29,11.0,132,AK203-HESS,65.81403329,-149.5814704,Minsley_2015,tp
142.0,0,,2015-08-29,,132,AK203-HESS,65.81406502,-149.5815526,Minsley_2015,tp
51.0,1,51.0,2015-08-29,11.0,132,AK203-HESS,65.81410625,-149.5816598,Minsley_2015,tp
34.0,1,34.0,2015-08-29,,132,AK203-HESS,65.8141282,-149.5817208,Minsley_2015,tp
58.0,1,58.0,2015-08-29,16.0,132,AK203-HESS,65.81415015,-149.5817818,Minsley_2015,tp
60.0,1,60.0,2015-08-29,,132,AK203-HESS,65.81418248,-149.5818803,Minsley_2015,tp
47.0,1,47.0,2015-08-29,15.0,132,AK203-HESS,65.81420694,-149.5819554,Minsley_2015,tp
36.0,1,36.0,2015-08-29,,132,AK203-HESS,65.81423129,-149.5820346,Minsley_2015,tp
48.0,1,48.0,2015-08-29,8.0,132,AK203-HESS,65.81426399,-149.5821403,Minsley_2015,tp
53.0,1,53.0,2015-08-29,,132,AK203-HESS,65.81429042,-149.5822208,Minsley_2015,tp
53.0,1,53.0,2015-08-29,9.0,132,AK203-HESS,65.81431684,-149.5823012,Minsley_2015,tp
63.0,1,63.0,2015-08-29,,132,AK203-HESS,65.81434867,-149.5824078,Minsley_2015,tp
57.0,1,57.0,2015-08-29,9.0,132,AK203-HESS,65.8143723,-149.5824878,Minsley_2015,tp
53.0,1,53.0,2015-08-29,,132,AK203-HESS,65.81439389,-149.5825737,Minsley_2015,tp
69.0,1,69.0,2015-08-29,10.0,132,AK203-HESS,65.81442275,-149.582688,Minsley_2015,tp
44.0,1,44.0,2015-08-29,,132,AK203-HESS,65.81444503,-149.582773,Minsley_2015,tp
35.0,1,35.0,2015-08-29,20.0,132,AK204-ROAD,65.78327622,-149.4413415,Minsley_2015,tp
40.0,1,40.0,2015-08-29,,132,AK204-ROAD,65.78323929,-149.4413165,Minsley_2015,tp
41.0,1,41.0,2015-08-29,16.0,132,AK204-ROAD,65.78318994,-149.4412827,Minsley_2015,tp
40.0,1,40.0,2015-08-29,,132,AK204-ROAD,65.78315193,-149.4412539,Minsley_2015,tp
40.0,1,40.0,2015-08-29,21.0,132,AK204-ROAD,65.78311391,-149.441225,Minsley_2015,tp
43.0,1,43.0,2015-08-29,,132,AK204-ROAD,65.7830652,-149.4411752,Minsley_2015,tp
35.0,1,35.0,2015-08-29,20.0,132,AK204-ROAD,65.78302879,-149.441137,Minsley_2015,tp
40.0,1,40.0,2015-08-29,,132,AK204-ROAD,65.78299223,-149.4411033,Minsley_2015,tp
40.0,1,40.0,2015-08-29,27.0,132,AK204-ROAD,65.78294283,-149.4410585,Minsley_2015,tp
45.0,1,45.0,2015-08-29,,132,AK204-ROAD,65.78290037,-149.441025,Minsley_2015,tp
,0,,2015-08-29,0.0,132,AK204-ROAD,65.78285791,-149.4409915,Minsley_2015,tp
,0,,2015-08-29,0.0,132,AK204-ROAD,65.78276873,-149.44092,Minsley_2015,tp
177.0,0,,2015-08-29,,132,AK204-ROAD,65.78273188,-149.4408884,Minsley_2015,tp
40.0,1,40.0,2015-08-29,15.0,132,AK204-ROAD,65.78268264,-149.4408462,Minsley_2015,tp
140.0,0,,2015-08-29,5.0,132,AK204-ROAD,65.78260713,-149.440784,Minsley_2015,tp
57.0,1,57.0,2015-08-29,5.0,132,AK204-ROAD,65.78251611,-149.4407182,Minsley_2015,tp
202.0,0,,2015-08-29,13.0,132,AK204-ROAD,65.78242597,-149.4406575,Minsley_2015,tp
59.0,1,59.0,2015-08-29,9.0,132,AK204-ROAD,65.78234769,-149.440611,Minsley_2015,tp
180.0,0,,2015-08-29,6.0,132,AK204-ROAD,65.78225906,-149.4405621,Minsley_2015,tp
237.0,0,,2015-08-29,6.0,132,AK204-ROAD,65.78216648,-149.4405409,Minsley_2015,tp
