Year,date,site,probe,depth,Hit Type,crew,notes,latitude,longitude
2023,2023-10-12,WCM2,8,42,Ice,MAW,,65.1363399992811,-147.97132
2023,2023-10-12,WCM2,9,88,Ice,MAW,,65.1363399992811,-147.97132
2023,2023-10-12,WCM2,10,39,Ice,MAW,,65.1363399992811,-147.97132
2023,2023-10-12,WCM2,11,47,Ice,MAW,,65.1363399992811,-147.97132
2023,2023-10-12,WCM2,12,58,Ice,MAW,,65.1363399992811,-147.97132
2023,2023-10-12,WCM2,13,44,Ice,MAW,,65.1363399992811,-147.97132
2023,2023-10-12,WCM2,14,43,Ice,MAW,,65.1363399992811,-147.97132
2023,2023-10-12,WCM2,15,45,Ice,MAW,,65.1363399992811,-147.97132
2023,2023-10-12,WCM2,16,35,Ice,MAW,,65.1363399992811,-147.97132
2023,2023-10-12,WCM2,17,64,Ice,MAW,,65.1363399992811,-147.97132
2023,2023-10-12,WCM2,18,49,Ice,MAW,,65.1363399992811,-147.97132
2023,2023-10-12,WCM2,19,53,Ice,MAW,,65.1363399992811,-147.97132
2023,2023-10-12,WCM2,20,48,Ice,MAW,,65.1363399992811,-147.97132
2023,2023-10-11,WCM3,1,42,Ice,MAW,,65.1546599992815,-147.86305
2023,2023-10-11,WCM3,2,64,Ice,MAW,,65.1546599992815,-147.86305
2023,2023-10-11,WCM3,3,45,Ice,MAW,,65.1546599992815,-147.86305
2023,2023-10-11,WCM3,4,48,Ice,MAW,,65.1546599992815,-147.86305
2023,2023-10-11,WCM3,5,50,Ice,MAW,,65.1546599992815,-147.86305
2023,2023-10-11,WCM3,6,55,Ice,MAW,,65.1546599992815,-147.86305
2023,2023-10-11,WCM3,7,51,Ice,MAW,,65.1546599992815,-147.86305
2023,2023-10-11,WCM3,8,54,Ice,MAW,,65.1546599992815,-147.86305
2023,2023-10-11,WCM3,9,64,Ice,MAW,,65.1546599992815,-147.86305
2023,2023-10-11,WCM3,10,68,Ice,MAW,,65.1546599992815,-147.86305
2023,2023-10-11,WCM3,11,47,Ice,MAW,,65.1546599992815,-147.86305
2023,2023-10-11,WCM3,12,52,Ice,MAW,,65.1546599992815,-147.86305
2023,2023-10-11,WCM3,13,44,Ice,MAW,,65.1546599992815,-147.86305
2023,2023-10-11,WCM3,14,47,Ice,MAW,,65.1546599992815,-147.86305
2023,2023-10-11,WCM3,15,49,Ice,MAW,,65.1546599992815,-147.86305
2023,2023-10-11,WCM3,16,54,Ice,MAW,,65.1546599992815,-147.86305
2023,2023-10-11,WCM3,17,64,Ice,MAW,,65.1546599992815,-147.86305
2023,2023-10-11,WCM3,18,55,Ice,MAW,,65.1546599992815,-147.86305
2023,2023-10-11,WCM3,19,43,Ice,MAW,,65.1546599992815,-147.86305
2023,2023-10-11,WCM3,20,55,Ice,MAW,,65.1546599992815,-147.86305
2023,2023-09-29,WDI1,1,81,Ice,DCM,,65.1166019992807,-148.080849
2023,2023-09-29,WDI1,2,78,Ice,DCM,,65.1166019992807,-148.080849
2023,2023-09-29,WDI1,3,91,Ice,DCM,,65.1166019992807,-148.080849
2023,2023-09-29,WDI1,4,226,Ice,DCM,,65.1166019992807,-148.080849
2023,2023-09-29,WDI1,5,93,Ice,DCM,,65.1166019992807,-148.080849
2023,2023-09-29,WDI1,6,81,Ice,DCM,Veg plots 6-9 laid out on wrong side of stakes; probing done on correct side,65.1166019992807,-148.080849
2023,2023-09-29,WDI1,7,-9999,None,DCM,,65.1166019992807,-148.080849
2023,2023-09-29,WDI1,8,-9999,None,DCM,,65.1166019992807,-148.080849
2023,2023-09-29,WDI1,9,94,Ice,DCM,,65.1166019992807,-148.080849
2023,2023-09-29,WDI1,10,61,Ice,DCM,,65.1166019992807,-148.080849
2023,2023-09-29,WDI1,11,88,Ice,DCM,,65.1166019992807,-148.080849
2023,2023-09-29,WDI1,12,-9999,None,DCM,,65.1166019992807,-148.080849
2023,2023-09-29,WDI1,13,-9999,None,DCM,,65.1166019992807,-148.080849
2023,2023-09-29,WDI1,14,-9999,None,DCM,,65.1166019992807,-148.080849
2023,2023-09-29,WDI1,15,172,Ice,DCM,,65.1166019992807,-148.080849
2023,2023-09-29,WDI1,16,84,Ice,DCM,,65.1166019992807,-148.080849
2023,2023-09-29,WDI1,17,90,Rock,DCM,,65.1166019992807,-148.080849
2023,2023-09-29,WDI1,18,72,Ice,DCM,,65.1166019992807,-148.080849
2023,2023-09-29,WDI1,19,89,Ice,DCM,,65.1166019992807,-148.080849
2023,2023-09-29,WDI1,20,-9999,None,DCM,,65.1166019992807,-148.080849
2023,2023-09-26,YRm1,1,40,Ice,KO,,65.5660499992904,-148.92284
2023,2023-09-26,YRm1,2,41,Ice,KO,,65.5660499992904,-148.92284
2023,2023-09-26,YRm1,3,40,Ice,KO,,65.5660499992904,-148.92284
2023,2023-09-26,YRm1,4,44,Ice,KO,,65.5660499992904,-148.92284
2023,2023-09-26,YRm1,5,29,Ice,KO,,65.5660499992904,-148.92284
2023,2023-09-26,YRm1,6,44,Ice,KO,,65.5660499992904,-148.92284
2023,2023-09-26,YRm1,7,62,Ice,KO,,65.5660499992904,-148.92284
2023,2023-09-26,YRm1,8,33,Ice,KO,,65.5660499992904,-148.92284
2023,2023-09-26,YRm1,9,31,Ice,KO,,65.5660499992904,-148.92284
2023,2023-09-26,YRm1,10,63,Ice,KO,,65.5660499992904,-148.92284
2023,2023-09-26,YRm1,11,39,Ice,KO,,65.5660499992904,-148.92284
2023,2023-09-26,YRm1,12,34,Ice,KO,,65.5660499992904,-148.92284
2023,2023-09-26,YRm1,13,49,Ice,KO,,65.5660499992904,-148.92284
2023,2023-09-26,YRm1,14,38,Ice,KO,,65.5660499992904,-148.92284
2023,2023-09-26,YRm1,15,40,Ice,KO,,65.5660499992904,-148.92284
2023,2023-09-26,YRm1,16,43,Ice,KO,,65.5660499992904,-148.92284
2023,2023-09-26,YRm1,17,59,Ice,KO,,65.5660499992904,-148.92284
2023,2023-09-26,YRm1,18,65,Ice,KO,,65.5660499992904,-148.92284
2023,2023-09-26,YRm1,19,51,Ice,KO,,65.5660499992904,-148.92284
2023,2023-09-26,YRm1,20,34,Ice,KO,,65.5660499992904,-148.92284
2022,2022-09-28,BCEFM2,1,49,Ice,JH,,64.6951599992718,-148.32324
2022,2022-09-28,BCEFM2,2,47,Ice,JH,,64.6951599992718,-148.32324
2022,2022-09-28,BCEFM2,3,46,Ice,JH,,64.6951599992718,-148.32324
2022,2022-09-28,BCEFM2,4,51,Ice,JH,,64.6951599992718,-148.32324
2022,2022-09-28,BCEFM2,5,43,Ice,JH,,64.6951599992718,-148.32324
2022,2022-09-28,BCEFM2,6,44,Ice,JH,,64.6951599992718,-148.32324
2022,2022-09-28,BCEFM2,7,44,Ice,JH,,64.6951599992718,-148.32324
2022,2022-09-28,BCEFM2,8,40,Ice,JH,,64.6951599992718,-148.32324
2022,2022-09-28,BCEFM2,9,46,Ice,JH,,64.6951599992718,-148.32324
2022,2022-09-28,BCEFM2,10,38,Ice,JH,,64.6951599992718,-148.32324
2022,2022-09-28,BCEFM2,11,50,Ice,JH,,64.6951599992718,-148.32324
2022,2022-09-28,BCEFM2,12,48,Ice,JH,,64.6951599992718,-148.32324
2022,2022-09-28,BCEFM2,13,52,Ice,JH,,64.6951599992718,-148.32324
2022,2022-09-28,BCEFM2,14,42,Ice,JH,,64.6951599992718,-148.32324
2022,2022-09-28,BCEFM2,15,43,Ice,JH,,64.6951599992718,-148.32324
2022,2022-09-28,BCEFM2,16,42,Ice,JH,,64.6951599992718,-148.32324
2022,2022-09-28,BCEFM2,17,40,Ice,JH,,64.6951599992718,-148.32324
2022,2022-09-28,BCEFM2,18,42,Ice,JH,,64.6951599992718,-148.32324
2022,2022-09-28,BCEFM2,19,38,Ice,JH,,64.6951599992718,-148.32324
2022,2022-09-28,BCEFM2,20,35,Ice,JH,,64.6951599992718,-148.32324
2022,2022-09-22,BDI5,1,165,Ice,Oph ern,,65.0951974592802,-150.28272274
2022,2022-09-22,BDI5,2,159,Ice,Oph ern,,65.0951974592802,-150.28272274
2022,2022-09-22,BDI5,3,144,Ice,Oph ern,,65.0951974592802,-150.28272274
2022,2022-09-22,BDI5,4,104,Ice,Oph ern,,65.0951974592802,-150.28272274
2022,2022-09-22,BDI5,5,103,Ice,Oph ern,,65.0951974592802,-150.28272274
2022,2022-09-22,BDI5,6,98,Ice,Oph ern,,65.0951974592802,-150.28272274
2022,2022-09-22,BDI5,7,78,Ice,Oph ern,,65.0951974592802,-150.28272274
2022,2022-09-22,BDI5,8,147,Ice,Oph ern,,65.0951974592802,-150.28272274
2022,2022-09-22,BDI5,9,166,Ice,Oph ern,,65.0951974592802,-150.28272274
2022,2022-09-22,BDI5,10,176,Ice,Oph ern,,65.0951974592802,-150.28272274
2022,2022-09-22,BDI5,11,242,Ice,Oph ern,,65.0951974592802,-150.28272274
2022,2022-09-22,BDI5,12,156,Ice,Oph ern,,65.0951974592802,-150.28272274
2022,2022-09-22,BDI5,13,145,Ice,Oph ern,,65.0951974592802,-150.28272274
2022,2022-09-22,BDI5,14,86,Ice,Oph ern,,65.0951974592802,-150.28272274
2022,2022-09-22,BDI5,15,107,Ice,Oph ern,,65.0951974592802,-150.28272274
2022,2022-09-22,BDI5,16,137,Ice,Oph ern,,65.0951974592802,-150.28272274
2022,2022-09-22,BDI5,17,185,Ice,Oph ern,,65.0951974592802,-150.28272274
2022,2022-09-22,BDI5,18,230,Ice,Oph ern,,65.0951974592802,-150.28272274
2022,2022-09-22,BDI5,19,130,Ice,Oph ern,,65.0951974592802,-150.28272274
2022,2022-09-22,BDI5,20,211,Ice,Oph ern,,65.0951974592802,-150.28272274
2022,2022-09-22,BDI6,1,102,Ice,Oph ern,,65.1008404492804,-150.26987625
2022,2022-09-22,BDI6,2,90,Ice,Oph ern,,65.1008404492804,-150.26987625
2022,2022-09-22,BDI6,3,51,Ice,Oph ern,,65.1008404492804,-150.26987625
2022,2022-09-22,BDI6,4,88,Ice,Oph ern,,65.1008404492804,-150.26987625
2022,2022-09-22,BDI6,5,98,Ice,Oph ern,,65.1008404492804,-150.26987625
2022,2022-09-22,BDI6,6,66,Ice,Oph ern,,65.1008404492804,-150.26987625
2022,2022-09-22,BDI6,7,78,Ice,Oph ern,,65.1008404492804,-150.26987625
2022,2022-09-22,BDI6,8,67,Ice,Oph ern,,65.1008404492804,-150.26987625
2022,2022-09-22,BDI6,9,89,Ice,Oph ern,,65.1008404492804,-150.26987625
2022,2022-09-22,BDI6,10,61,Ice,Oph ern,,65.1008404492804,-150.26987625
2022,2022-09-22,BDI6,11,101,Ice,Oph ern,,65.1008404492804,-150.26987625
2022,2022-09-22,BDI6,12,68,Ice,Oph ern,,65.1008404492804,-150.26987625
2022,2022-09-22,BDI6,13,59,Ice,Oph ern,,65.1008404492804,-150.26987625
2022,2022-09-22,BDI6,14,66,Ice,Oph ern,,65.1008404492804,-150.26987625
2022,2022-09-22,BDI6,15,105,Ice,Oph ern,,65.1008404492804,-150.26987625
2022,2022-09-22,BDI6,16,72,Ice,Oph ern,,65.1008404492804,-150.26987625
2022,2022-09-22,BDI6,17,67,Ice,Oph ern,,65.1008404492804,-150.26987625
2022,2022-09-22,BDI6,18,85,Ice,Oph ern,,65.1008404492804,-150.26987625
2022,2022-09-22,BDI6,19,92,Ice,Oph ern,,65.1008404492804,-150.26987625
2022,2022-09-22,BDI6,20,94,Ice,Oph ern,,65.1008404492804,-150.26987625
2022,2022-09-22,BDM1,1,70,Ice,Oph ern,,65.1579899992816,-150.13574
2022,2022-09-22,BDM1,2,57,Ice,Oph ern,,65.1579899992816,-150.13574
2022,2022-09-22,BDM1,3,74,Ice,Oph ern,,65.1579899992816,-150.13574
2022,2022-09-22,BDM1,4,64,Ice,Oph ern,,65.1579899992816,-150.13574
2022,2022-09-22,BDM1,5,55,Ice,Oph ern,,65.1579899992816,-150.13574
2022,2022-09-22,BDM1,6,49,Ice,Oph ern,,65.1579899992816,-150.13574
2022,2022-09-22,BDM1,7,56,Ice,Oph ern,,65.1579899992816,-150.13574
2022,2022-09-22,BDM1,8,68,Ice,Oph ern,,65.1579899992816,-150.13574
2022,2022-09-22,BDM1,9,61,Ice,Oph ern,,65.1579899992816,-150.13574
2022,2022-09-22,BDM1,10,71,Ice,Oph ern,,65.1579899992816,-150.13574
2022,2022-09-22,BDM1,11,53,Ice,Oph ern,,65.1579899992816,-150.13574
2022,2022-09-22,BDM1,12,52,Ice,Oph ern,,65.1579899992816,-150.13574
2022,2022-09-22,BDM1,13,56,Ice,Oph ern,,65.1579899992816,-150.13574
2022,2022-09-22,BDM1,14,54,Ice,Oph ern,,65.1579899992816,-150.13574
2022,2022-09-22,BDM1,15,58,Ice,Oph ern,,65.1579899992816,-150.13574
2022,2022-09-22,BDM1,16,67,Ice,Oph ern,,65.1579899992816,-150.13574
2022,2022-09-22,BDM1,17,38,Ice,Oph ern,,65.1579899992816,-150.13574
2022,2022-09-22,BDM1,18,37,Ice,Oph ern,,65.1579899992816,-150.13574
2022,2022-09-22,BDM1,19,53,Ice,Oph ern,,65.1579899992816,-150.13574
2022,2022-09-22,BDM1,20,63,Ice,Oph ern,,65.1579899992816,-150.13574
2022,2022-09-27,BFy7,1,79,Ice,MAW,,65.1536518992815,-147.47723033
2022,2022-09-27,BFy7,2,79,Ice,MAW,,65.1536518992815,-147.47723033
2022,2022-09-27,BFy7,3,167,Ice,MAW,,65.1536518992815,-147.47723033
2022,2022-09-27,BFy7,4,85,Ice,MAW,,65.1536518992815,-147.47723033
2022,2022-09-27,BFy7,5,196,Ice,MAW,,65.1536518992815,-147.47723033
2022,2022-09-27,BFy7,6,115,Ice,MAW,,65.1536518992815,-147.47723033
2022,2022-09-27,BFy7,7,175,Ice,MAW,,65.1536518992815,-147.47723033
2022,2022-09-27,BFy7,8,70,Ice,MAW,,65.1536518992815,-147.47723033
2022,2022-09-27,BFy7,9,82,Ice,MAW,,65.1536518992815,-147.47723033
2022,2022-09-27,BFy7,10,64,Ice,MAW,,65.1536518992815,-147.47723033
2022,2022-09-27,BFy7,11,62,Ice,MAW,,65.1536518992815,-147.47723033
2022,2022-09-27,BFy7,12,63,Ice,MAW,,65.1536518992815,-147.47723033
2022,2022-09-27,BFy7,13,58,Ice,MAW,,65.1536518992815,-147.47723033
2022,2022-09-27,BFy7,14,60,Ice,MAW,,65.1536518992815,-147.47723033
2022,2022-09-27,BFy7,15,73,Ice,MAW,,65.1536518992815,-147.47723033
2022,2022-09-27,BFy7,16,67,Ice,MAW,,65.1536518992815,-147.47723033
2022,2022-09-27,BFy7,17,69,Ice,MAW,,65.1536518992815,-147.47723033
2022,2022-09-27,BFy7,18,76,Ice,MAW,,65.1536518992815,-147.47723033
2022,2022-09-27,BFy7,19,53,Ice,MAW,,65.1536518992815,-147.47723033
2022,2022-09-27,BFy7,20,59,Ice,MAW,,65.1536518992815,-147.47723033
2022,2022-09-29,DCM1,1,75,Ice,ERN OPH,,66.2403953693052,-150.3124929
2022,2022-09-29,DCM1,2,82,Ice,ERN OPH,,66.2403953693052,-150.3124929
2022,2022-09-29,DCM1,3,69,Ice,ERN OPH,,66.2403953693052,-150.3124929
2022,2022-09-29,DCM1,4,55,Ice,ERN OPH,,66.2403953693052,-150.3124929
2022,2022-09-29,DCM1,5,46,Ice,ERN OPH,,66.2403953693052,-150.3124929
2022,2022-09-29,DCM1,6,132,Ice,ERN OPH,,66.2403953693052,-150.3124929
2022,2022-09-29,DCM1,7,71,Ice,ERN OPH,,66.2403953693052,-150.3124929
2022,2022-09-29,DCM1,8,48,Ice,ERN OPH,,66.2403953693052,-150.3124929
2022,2022-09-29,DCM1,9,72,Ice,ERN OPH,,66.2403953693052,-150.3124929
2022,2022-09-29,DCM1,10,57,Ice,ERN OPH,,66.2403953693052,-150.3124929
2022,2022-09-29,DCM1,11,82,Ice,ERN OPH,,66.2403953693052,-150.3124929
2022,2022-09-29,DCM1,12,74,Ice,ERN OPH,,66.2403953693052,-150.3124929
2022,2022-09-29,DCM1,13,60,Ice,ERN OPH,,66.2403953693052,-150.3124929
2022,2022-09-29,DCM1,14,68,Ice,ERN OPH,,66.2403953693052,-150.3124929
2022,2022-09-29,DCM1,15,49,Ice,ERN OPH,,66.2403953693052,-150.3124929
2022,2022-09-29,DCM1,16,103,Ice,ERN OPH,,66.2403953693052,-150.3124929
2022,2022-09-29,DCM1,17,138,Ice,ERN OPH,,66.2403953693052,-150.3124929
2022,2022-09-29,DCM1,18,104,Ice,ERN OPH,,66.2403953693052,-150.3124929
2022,2022-09-29,DCM1,19,78,Ice,ERN OPH,,66.2403953693052,-150.3124929
2022,2022-09-29,DCM1,20,78,Ice,ERN OPH,,66.2403953693052,-150.3124929
2022,2022-09-29,DCY1,1,154,Rock,OPH ERN,,65.9105963992979,-149.77952047
2022,2022-09-29,DCY1,2,124,Rock,OPH ERN,,65.9105963992979,-149.77952047
2022,2022-09-29,DCY1,3,-9999,None,OPH ERN,,65.9105963992979,-149.77952047
2022,2022-09-29,DCY1,4,98,Rock,OPH ERN,,65.9105963992979,-149.77952047
2022,2022-09-29,DCY1,5,-9999,None,OPH ERN,,65.9105963992979,-149.77952047
2022,2022-09-29,DCY1,6,72,Rock,OPH ERN,,65.9105963992979,-149.77952047
2022,2022-09-29,DCY1,7,-9999,None,OPH ERN,,65.9105963992979,-149.77952047
2022,2022-09-29,DCY1,8,-9999,None,OPH ERN,,65.9105963992979,-149.77952047
2022,2022-09-29,DCY1,9,229,Ice,OPH ERN,,65.9105963992979,-149.77952047
2022,2022-09-29,DCY1,10,-9999,None,OPH ERN,,65.9105963992979,-149.77952047
2022,2022-09-29,DCY1,11,-9999,None,OPH ERN,,65.9105963992979,-149.77952047
2022,2022-09-29,DCY1,12,159,Rock,OPH ERN,,65.9105963992979,-149.77952047
2022,2022-09-29,DCY1,13,207,Rock,OPH ERN,,65.9105963992979,-149.77952047
2022,2022-09-29,DCY1,14,184,Rock,OPH ERN,,65.9105963992979,-149.77952047
2022,2022-09-29,DCY1,15,132,Rock,OPH ERN,,65.9105963992979,-149.77952047
2022,2022-09-29,DCY1,16,217,Rock,OPH ERN,,65.9105963992979,-149.77952047
2022,2022-09-29,DCY1,17,108,Rock,OPH ERN,,65.9105963992979,-149.77952047
2022,2022-09-29,DCY1,18,230,Rock,OPH ERN,,65.9105963992979,-149.77952047
2022,2022-09-29,DCY1,19,-9999,None,OPH ERN,,65.9105963992979,-149.77952047
2022,2022-09-29,DCY1,20,-9999,None,OPH ERN,,65.9105963992979,-149.77952047
2022,2022-09-29,DCY14,1,63,Ice,OPH ERN,,66.1203357893025,-150.16320042
2022,2022-09-29,DCY14,2,51,Ice,OPH ERN,,66.1203357893025,-150.16320042
2022,2022-09-29,DCY14,3,53,Ice,OPH ERN,,66.1203357893025,-150.16320042
2022,2022-09-29,DCY14,4,53,Ice,OPH ERN,,66.1203357893025,-150.16320042
2022,2022-09-29,DCY14,5,52,Ice,OPH ERN,,66.1203357893025,-150.16320042
2022,2022-09-29,DCY14,6,56,Ice,OPH ERN,,66.1203357893025,-150.16320042
2022,2022-09-29,DCY14,7,57,Ice,OPH ERN,,66.1203357893025,-150.16320042
2022,2022-09-29,DCY14,8,60,Ice,OPH ERN,,66.1203357893025,-150.16320042
2022,2022-09-29,DCY14,9,50,Ice,OPH ERN,,66.1203357893025,-150.16320042
2022,2022-09-29,DCY14,10,74,Ice,OPH ERN,,66.1203357893025,-150.16320042
2022,2022-09-29,DCY14,11,70,Ice,OPH ERN,,66.1203357893025,-150.16320042
2022,2022-09-29,DCY14,12,56,Ice,OPH ERN,,66.1203357893025,-150.16320042
2022,2022-09-29,DCY14,13,59,Ice,OPH ERN,,66.1203357893025,-150.16320042
2022,2022-09-29,DCY14,14,70,Ice,OPH ERN,,66.1203357893025,-150.16320042
2022,2022-09-29,DCY14,15,58,Ice,OPH ERN,,66.1203357893025,-150.16320042
2022,2022-09-29,DCY14,16,65,Ice,OPH ERN,,66.1203357893025,-150.16320042
2022,2022-09-29,DCY14,17,55,Ice,OPH ERN,,66.1203357893025,-150.16320042
2022,2022-09-29,DCY14,18,64,Ice,OPH ERN,,66.1203357893025,-150.16320042
2022,2022-09-29,DCY14,19,54,Ice,OPH ERN,,66.1203357893025,-150.16320042
2022,2022-09-29,DCY14,20,64,Ice,OPH ERN,,66.1203357893025,-150.16320042
2022,2022-09-29,DCY4,1,98,Ice,OPH ERN,,66.1052616793021,-150.15132572
2022,2022-09-29,DCY4,2,187,Ice,OPH ERN,,66.1052616793021,-150.15132572
2022,2022-09-29,DCY4,3,219,Ice,OPH ERN,,66.1052616793021,-150.15132572
2022,2022-09-29,DCY4,4,161,Ice,OPH ERN,,66.1052616793021,-150.15132572
2022,2022-09-29,DCY4,5,70,Ice,OPH ERN,,66.1052616793021,-150.15132572
2022,2022-09-29,DCY4,6,106,Ice,OPH ERN,,66.1052616793021,-150.15132572
2022,2022-09-29,DCY4,7,112,Ice,OPH ERN,,66.1052616793021,-150.15132572
2022,2022-09-29,DCY4,8,214,Ice,OPH ERN,,66.1052616793021,-150.15132572
2022,2022-09-29,DCY4,9,191,Ice,OPH ERN,,66.1052616793021,-150.15132572
2022,2022-09-29,DCY4,10,114,Ice,OPH ERN,,66.1052616793021,-150.15132572
2022,2022-09-29,DCY4,11,124,Ice,OPH ERN,,66.1052616793021,-150.15132572
2022,2022-09-29,DCY4,12,148,Ice,OPH ERN,,66.1052616793021,-150.15132572
2022,2022-09-29,DCY4,13,94,Ice,OPH ERN,,66.1052616793021,-150.15132572
2022,2022-09-29,DCY4,14,219,Ice,OPH ERN,,66.1052616793021,-150.15132572
2022,2022-09-29,DCY4,15,193,Ice,OPH ERN,,66.1052616793021,-150.15132572
2022,2022-09-29,DCY4,16,173,Ice,OPH ERN,,66.1052616793021,-150.15132572
2022,2022-09-29,DCY4,17,227,Ice,OPH ERN,,66.1052616793021,-150.15132572
2022,2022-09-29,DCY4,18,65,Ice,OPH ERN,,66.1052616793021,-150.15132572
2022,2022-09-29,DCY4,19,158,Ice,OPH ERN,,66.1052616793021,-150.15132572
2022,2022-09-29,DCY4,20,110,Ice,OPH ERN,,66.1052616793021,-150.15132572
2022,2022-09-27,DDM1,1,94,Ice,ERN OPH,Missing stake; estimated location,63.8466199992544,-145.723333
2022,2022-09-27,DDM1,2,66,Ice,ERN OPH,,63.8466199992544,-145.723333
2022,2022-09-27,DDM1,3,51,Ice,ERN OPH,,63.8466199992544,-145.723333
2022,2022-09-27,DDM1,4,71,Ice,ERN OPH,,63.8466199992544,-145.723333
2022,2022-09-27,DDM1,5,46,Ice,ERN OPH,,63.8466199992544,-145.723333
2022,2022-09-27,DDM1,6,54,Ice,ERN OPH,,63.8466199992544,-145.723333
2022,2022-09-27,DDM1,7,59,Ice,ERN OPH,,63.8466199992544,-145.723333
2022,2022-09-27,DDM1,8,53,Ice,ERN OPH,Missing tag,63.8466199992544,-145.723333
2022,2022-09-27,DDM1,9,63,Ice,ERN OPH,,63.8466199992544,-145.723333
2022,2022-09-27,DDM1,10,44,Ice,ERN OPH,,63.8466199992544,-145.723333
2022,2022-09-27,DDM1,11,68,Ice,ERN OPH,,63.8466199992544,-145.723333
2022,2022-09-27,DDM1,12,59,Ice,ERN OPH,,63.8466199992544,-145.723333
2022,2022-09-27,DDM1,13,60,Ice,ERN OPH,,63.8466199992544,-145.723333
2022,2022-09-27,DDM1,14,65,Ice,ERN OPH,,63.8466199992544,-145.723333
2022,2022-09-27,DDM1,15,70,Ice,ERN OPH,,63.8466199992544,-145.723333
2022,2022-09-27,DDM1,16,76,Ice,ERN OPH,,63.8466199992544,-145.723333
2022,2022-09-27,DDM1,17,109,Ice,ERN OPH,,63.8466199992544,-145.723333
2022,2022-09-27,DDM1,18,91,Ice,ERN OPH,,63.8466199992544,-145.723333
2022,2022-09-27,DDM1,19,78,Ice,ERN OPH,,63.8466199992544,-145.723333
2022,2022-09-27,DDM1,20,67,Ice,ERN OPH,,63.8466199992544,-145.723333
2022,2022-09-28,FP5B,1,150,Ice,JFC ERN OPH MAW,,,
2022,2022-09-28,FP5B,2,78,Ice,JFC ERN OPH MAW,,,
2022,2022-09-28,FP5B,3,203,Ice,JFC ERN OPH MAW,,,
2022,2022-09-28,FP5B,4,183,Rock,JFC ERN OPH MAW,,,
2022,2022-09-28,FP5B,5,205,Ice,JFC ERN OPH MAW,,,
2022,2022-09-28,FP5B,6,166,Rock,JFC ERN OPH MAW,,,
2022,2022-09-28,FP5B,7,160,Rock,JFC ERN OPH MAW,,,
2022,2022-09-28,FP5B,8,152,Ice,JFC ERN OPH MAW,,,
2022,2022-09-28,FP5B,9,170,Ice,JFC ERN OPH MAW,,,
2022,2022-09-28,FP5B,10,153,Ice,JFC ERN OPH MAW,,,
2022,2022-09-28,FP5B,11,145,Ice,JFC ERN OPH MAW,,,
2022,2022-09-28,FP5B,12,176,Ice,JFC ERN OPH MAW,,,
2022,2022-09-28,FP5B,13,196,Ice,JFC ERN OPH MAW,,,
2022,2022-09-28,FP5B,14,126,Ice,JFC ERN OPH MAW,,,
2022,2022-09-28,FP5B,15,108,Rock,JFC ERN OPH MAW,,,
2022,2022-09-28,FP5B,16,175,Ice,JFC ERN OPH MAW,,,
2022,2022-09-28,FP5B,17,138,Ice,JFC ERN OPH MAW,,,
2022,2022-09-28,FP5B,18,104,Ice,JFC ERN OPH MAW,,,
2022,2022-09-28,FP5B,19,154,Ice,JFC ERN OPH MAW,,,
2022,2022-09-28,FP5B,20,148,Ice,JFC ERN OPH MAW,,,
2022,2022-09-28,FP5C,1,238,Ice,OPH ERN MAW JFC,,64.7136122892722,-148.14723709
2022,2022-09-28,FP5C,2,215,Ice,OPH ERN MAW JFC,,64.7136122892722,-148.14723709
2022,2022-09-28,FP5C,3,238,Ice,OPH ERN MAW JFC,,64.7136122892722,-148.14723709
2022,2022-09-28,FP5C,4,218,Ice,OPH ERN MAW JFC,,64.7136122892722,-148.14723709
2022,2022-09-28,FP5C,5,339,Ice,OPH ERN MAW JFC,,64.7136122892722,-148.14723709
2022,2022-09-28,FP5C,6,239,Ice,OPH ERN MAW JFC,,64.7136122892722,-148.14723709
2022,2022-09-28,FP5C,7,383,Ice,OPH ERN MAW JFC,,64.7136122892722,-148.14723709
2022,2022-09-28,FP5C,8,222,Ice,OPH ERN MAW JFC,,64.7136122892722,-148.14723709
2022,2022-09-28,FP5C,9,233,Ice,OPH ERN MAW JFC,,64.7136122892722,-148.14723709
2022,2022-09-28,FP5C,10,313,Ice,OPH ERN MAW JFC,,64.7136122892722,-148.14723709
2022,2022-09-28,FP5C,11,310,Ice,OPH ERN MAW JFC,,64.7136122892722,-148.14723709
2022,2022-09-28,FP5C,12,307,Ice,OPH ERN MAW JFC,,64.7136122892722,-148.14723709
2022,2022-09-28,FP5C,13,324,Ice,OPH ERN MAW JFC,,64.7136122892722,-148.14723709
2022,2022-09-28,FP5C,14,338,Ice,OPH ERN MAW JFC,,64.7136122892722,-148.14723709
2022,2022-09-28,FP5C,15,391,Ice,OPH ERN MAW JFC,,64.7136122892722,-148.14723709
2022,2022-09-28,FP5C,16,303,Ice,OPH ERN MAW JFC,,64.7136122892722,-148.14723709
2022,2022-09-28,FP5C,17,241,Ice,OPH ERN MAW JFC,,64.7136122892722,-148.14723709
2022,2022-09-28,FP5C,18,352,Ice,OPH ERN MAW JFC,,64.7136122892722,-148.14723709
2022,2022-09-28,FP5C,19,286,Ice,OPH ERN MAW JFC,,64.7136122892722,-148.14723709
2022,2022-09-28,FP5C,20,274,Ice,OPH ERN MAW JFC,,64.7136122892722,-148.14723709
2022,2022-09-28,FP5D,1,65,Ice,ERN OPH JFC MAW,,64.7254099992724,-148.19274
