Year,date,site,probe,depth,Hit Type,crew,notes,latitude,longitude
2023,2023-10-04,BCEFM2,1,64,Ice,"MAW, KDO",,64.6951599992718,-148.32324
2023,2023-10-04,BCEFM2,2,49,Ice,"MAW, KDO",,64.6951599992718,-148.32324
2023,2023-10-04,BCEFM2,3,54,Ice,"MAW, KDO",,64.6951599992718,-148.32324
2023,2023-10-04,BCEFM2,4,49,Ice,"MAW, KDO",,64.6951599992718,-148.32324
2023,2023-10-04,BCEFM2,5,46,Ice,"MAW, KDO",,64.6951599992718,-148.32324
2023,2023-10-04,BCEFM2,6,45,Ice,"MAW, KDO",,64.6951599992718,-148.32324
2023,2023-10-04,BCEFM2,7,47,Ice,"MAW, KDO",,64.6951599992718,-148.32324
2023,2023-10-04,BCEFM2,8,43,Ice,"MAW, KDO",,64.6951599992718,-148.32324
2023,2023-10-04,BCEFM2,9,47,Ice,"MAW, KDO",,64.6951599992718,-148.32324
2023,2023-10-04,BCEFM2,10,52,Ice,"MAW, KDO",,64.6951599992718,-148.32324
2023,2023-10-04,BCEFM2,11,63,Ice,"MAW, KDO",,64.6951599992718,-148.32324
2023,2023-10-04,BCEFM2,12,66,Ice,"MAW, KDO",,64.6951599992718,-148.32324
2023,2023-10-04,BCEFM2,13,62,Ice,"MAW, KDO",,64.6951599992718,-148.32324
2023,2023-10-04,BCEFM2,14,47,Ice,"MAW, KDO",,64.6951599992718,-148.32324
2023,2023-10-04,BCEFM2,15,47,Ice,"MAW, KDO",,64.6951599992718,-148.32324
2023,2023-10-04,BCEFM2,16,44,Ice,"MAW, KDO",,64.6951599992718,-148.32324
2023,2023-10-04,BCEFM2,17,40,Ice,"MAW, KDO",,64.6951599992718,-148.32324
2023,2023-10-04,BCEFM2,18,44,Ice,"MAW, KDO",,64.6951599992718,-148.32324
2023,2023-10-04,BCEFM2,19,54,Ice,"MAW, KDO",,64.6951599992718,-148.32324
2023,2023-10-04,BCEFM2,20,54,Ice,"MAW, KDO",,64.6951599992718,-148.32324
2023,2023-09-26,BDi6,1,95,Ice,MAW,,65.1008404492804,-150.26987625
2023,2023-09-26,BDi6,2,100,Ice,MAW,,65.1008404492804,-150.26987625
2023,2023-09-26,BDi6,3,62,Ice,MAW,,65.1008404492804,-150.26987625
2023,2023-09-26,BDi6,4,83,Ice,MAW,,65.1008404492804,-150.26987625
2023,2023-09-26,BDi6,5,82,Ice,MAW,,65.1008404492804,-150.26987625
2023,2023-09-26,BDi6,6,67,Ice,MAW,,65.1008404492804,-150.26987625
2023,2023-09-26,BDi6,7,85,Ice,MAW,,65.1008404492804,-150.26987625
2023,2023-09-26,BDi6,8,63,Ice,MAW,,65.1008404492804,-150.26987625
2023,2023-09-26,BDi6,9,78,Ice,MAW,,65.1008404492804,-150.26987625
2023,2023-09-26,BDi6,10,52,Ice,MAW,,65.1008404492804,-150.26987625
2023,2023-09-26,BDi6,11,109,Ice,MAW,,65.1008404492804,-150.26987625
2023,2023-09-26,BDi6,12,72,Ice,MAW,,65.1008404492804,-150.26987625
2023,2023-09-26,BDi6,13,65,Ice,MAW,,65.1008404492804,-150.26987625
2023,2023-09-26,BDi6,14,75,Ice,MAW,,65.1008404492804,-150.26987625
2023,2023-09-26,BDi6,15,75,Ice,MAW,,65.1008404492804,-150.26987625
2023,2023-09-26,BDi6,16,70,Ice,MAW,,65.1008404492804,-150.26987625
2023,2023-09-26,BDi6,17,65,Ice,MAW,,65.1008404492804,-150.26987625
2023,2023-09-26,BDi6,18,80,Ice,MAW,,65.1008404492804,-150.26987625
2023,2023-09-26,BDi6,19,75,Ice,MAW,,65.1008404492804,-150.26987625
2023,2023-09-26,BDi6,20,97,Ice,MAW,,65.1008404492804,-150.26987625
2023,2023-09-26,BDM1,1,60,Ice,MAW,,65.1579899992816,-150.13574
2023,2023-09-26,BDM1,2,65,Ice,MAW,,65.1579899992816,-150.13574
2023,2023-09-26,BDM1,3,74,Ice,MAW,,65.1579899992816,-150.13574
2023,2023-09-26,BDM1,4,68,Ice,MAW,,65.1579899992816,-150.13574
2023,2023-09-26,BDM1,5,58,Ice,MAW,,65.1579899992816,-150.13574
2023,2023-09-26,BDM1,6,53,Ice,MAW,,65.1579899992816,-150.13574
2023,2023-09-26,BDM1,7,73,Ice,MAW,,65.1579899992816,-150.13574
2023,2023-09-26,BDM1,8,82,Ice,MAW,,65.1579899992816,-150.13574
2023,2023-09-26,BDM1,9,63,Ice,MAW,,65.1579899992816,-150.13574
2023,2023-09-26,BDM1,10,75,Ice,MAW,,65.1579899992816,-150.13574
2023,2023-09-26,BDM1,11,58,Ice,MAW,,65.1579899992816,-150.13574
2023,2023-09-26,BDM1,12,51,Ice,MAW,,65.1579899992816,-150.13574
2023,2023-09-26,BDM1,13,59,Ice,MAW,,65.1579899992816,-150.13574
2023,2023-09-26,BDM1,14,57,Ice,MAW,,65.1579899992816,-150.13574
2023,2023-09-26,BDM1,15,61,Ice,MAW,,65.1579899992816,-150.13574
2023,2023-09-26,BDM1,16,69,Ice,MAW,,65.1579899992816,-150.13574
2023,2023-09-26,BDM1,17,44,Ice,MAW,,65.1579899992816,-150.13574
2023,2023-09-26,BDM1,18,55,Ice,MAW,,65.1579899992816,-150.13574
2023,2023-09-26,BDM1,19,55,Ice,MAW,,65.1579899992816,-150.13574
2023,2023-09-26,BDM1,20,67,Ice,MAW,,65.1579899992816,-150.13574
2023,2023-10-03,BFy7,1,79,Ice,KO,,65.1536518992815,-147.47723033
2023,2023-10-03,BFy7,2,186,Ice,KO,,65.1536518992815,-147.47723033
2023,2023-10-03,BFy7,3,150,Ice,KO,,65.1536518992815,-147.47723033
2023,2023-10-03,BFy7,4,91,Ice,KO,,65.1536518992815,-147.47723033
2023,2023-10-03,BFy7,5,186,Ice,KO,,65.1536518992815,-147.47723033
2023,2023-10-03,BFy7,6,104,Ice,KO,,65.1536518992815,-147.47723033
2023,2023-10-03,BFy7,7,161,Ice,KO,,65.1536518992815,-147.47723033
2023,2023-10-03,BFy7,8,69,Ice,KO,,65.1536518992815,-147.47723033
2023,2023-10-03,BFy7,9,74,Ice,KO,,65.1536518992815,-147.47723033
2023,2023-10-03,BFy7,10,97,Ice,KO,,65.1536518992815,-147.47723033
2023,2023-10-03,BFy7,11,76,Ice,KO,,65.1536518992815,-147.47723033
2023,2023-10-03,BFy7,12,76,Ice,KO,,65.1536518992815,-147.47723033
2023,2023-10-03,BFy7,13,72,Ice,KO,,65.1536518992815,-147.47723033
2023,2023-10-03,BFy7,14,75,Ice,KO,,65.1536518992815,-147.47723033
2023,2023-10-03,BFy7,15,79,Ice,KO,,65.1536518992815,-147.47723033
2023,2023-10-03,BFy7,16,180,Ice,KO,,65.1536518992815,-147.47723033
2023,2023-10-03,BFy7,17,94,Ice,KO,,65.1536518992815,-147.47723033
2023,2023-10-03,BFy7,18,100,Ice,KO,,65.1536518992815,-147.47723033
2023,2023-10-03,BFy7,19,145,Ice,KO,,65.1536518992815,-147.47723033
2023,2023-10-03,BFy7,20,82,Ice,KO,,65.1536518992815,-147.47723033
2023,2023-09-26,DCm1,1,62,Ice,KO,,66.2403953693052,-150.3124929
2023,2023-09-26,DCm1,2,82,Ice,KO,,66.2403953693052,-150.3124929
2023,2023-09-26,DCm1,3,72,Ice,KO,,66.2403953693052,-150.3124929
2023,2023-09-26,DCm1,4,54,Ice,KO,,66.2403953693052,-150.3124929
2023,2023-09-26,DCm1,5,51,Ice,KO,,66.2403953693052,-150.3124929
2023,2023-09-26,DCm1,6,126,Ice,KO,,66.2403953693052,-150.3124929
2023,2023-09-26,DCm1,7,89,Ice,KO,,66.2403953693052,-150.3124929
2023,2023-09-26,DCm1,8,51,Ice,KO,,66.2403953693052,-150.3124929
2023,2023-09-26,DCm1,9,63,Ice,KO,,66.2403953693052,-150.3124929
2023,2023-09-26,DCm1,10,54,Ice,KO,,66.2403953693052,-150.3124929
2023,2023-09-26,DCm1,11,62,Ice,KO,,66.2403953693052,-150.3124929
2023,2023-09-26,DCm1,12,63,Ice,KO,,66.2403953693052,-150.3124929
2023,2023-09-26,DCm1,13,58,Ice,KO,,66.2403953693052,-150.3124929
2023,2023-09-26,DCm1,14,58,Ice,KO,,66.2403953693052,-150.3124929
2023,2023-09-26,DCm1,15,45,Ice,KO,,66.2403953693052,-150.3124929
2023,2023-09-26,DCm1,16,127,Ice,KO,,66.2403953693052,-150.3124929
2023,2023-09-26,DCm1,17,64,Ice,KO,,66.2403953693052,-150.3124929
2023,2023-09-26,DCm1,18,102,Ice,KO,,66.2403953693052,-150.3124929
2023,2023-09-26,DCm1,19,89,Ice,KO,,66.2403953693052,-150.3124929
2023,2023-09-26,DCm1,20,102,Ice,KO,,66.2403953693052,-150.3124929
2023,2023-09-26,DCy1,1,156,Ice,KO,,65.9105963992979,-149.77952047
2023,2023-09-26,DCy1,2,134,Ice,KO,,65.9105963992979,-149.77952047
2023,2023-09-26,DCy1,3,150,Ice,KO,,65.9105963992979,-149.77952047
2023,2023-09-26,DCy1,4,92,Ice,KO,,65.9105963992979,-149.77952047
2023,2023-09-26,DCy1,5,245,None,KO,,65.9105963992979,-149.77952047
2023,2023-09-26,DCy1,6,96,Ice,KO,,65.9105963992979,-149.77952047
2023,2023-09-26,DCy1,7,245,None,KO,,65.9105963992979,-149.77952047
2023,2023-09-26,DCy1,8,162,Ice,KO,,65.9105963992979,-149.77952047
2023,2023-09-26,DCy1,9,194,Ice,KO,,65.9105963992979,-149.77952047
2023,2023-09-26,DCy1,10,245,None,KO,,65.9105963992979,-149.77952047
2023,2023-09-26,DCy1,11,245,None,KO,,65.9105963992979,-149.77952047
2023,2023-09-26,DCy1,12,160,Ice,KO,Could be a layer of clay. Tip not cold.,65.9105963992979,-149.77952047
2023,2023-09-26,DCy1,13,96,Ice,KO,,65.9105963992979,-149.77952047
2023,2023-09-26,DCy1,14,179,Ice,KO,,65.9105963992979,-149.77952047
2023,2023-09-26,DCy1,15,95,Ice,KO,,65.9105963992979,-149.77952047
2023,2023-09-26,DCy1,16,103,Ice,KO,,65.9105963992979,-149.77952047
2023,2023-09-26,DCy1,17,110,Ice,KO,,65.9105963992979,-149.77952047
2023,2023-09-26,DCy1,18,172,Ice,KO,,65.9105963992979,-149.77952047
2023,2023-09-26,DCy1,19,245,None,KO,,65.9105963992979,-149.77952047
2023,2023-09-26,DCy1,20,245,None,KO,,65.9105963992979,-149.77952047
2023,2023-09-26,DCy14,1,60,Ice,KO,,66.1203357893025,-150.16320042
2023,2023-09-26,DCy14,2,68,Ice,KO,,66.1203357893025,-150.16320042
2023,2023-09-26,DCy14,3,72,Ice,KO,,66.1203357893025,-150.16320042
2023,2023-09-26,DCy14,4,58,Ice,KO,,66.1203357893025,-150.16320042
2023,2023-09-26,DCy14,5,65,Ice,KO,,66.1203357893025,-150.16320042
2023,2023-09-26,DCy14,6,62,Ice,KO,,66.1203357893025,-150.16320042
2023,2023-09-26,DCy14,7,59,Ice,KO,,66.1203357893025,-150.16320042
2023,2023-09-26,DCy14,8,67,Ice,KO,,66.1203357893025,-150.16320042
2023,2023-09-26,DCy14,9,47,Ice,KO,,66.1203357893025,-150.16320042
2023,2023-09-26,DCy14,10,56,Ice,KO,,66.1203357893025,-150.16320042
2023,2023-09-26,DCy14,11,63,Ice,KO,,66.1203357893025,-150.16320042
2023,2023-09-26,DCy14,12,64,Ice,KO,,66.1203357893025,-150.16320042
2023,2023-09-26,DCy14,13,62,Ice,KO,,66.1203357893025,-150.16320042
2023,2023-09-26,DCy14,14,73,Ice,KO,,66.1203357893025,-150.16320042
2023,2023-09-26,DCy14,15,58,Ice,KO,,66.1203357893025,-150.16320042
2023,2023-09-26,DCy14,16,63,Ice,KO,,66.1203357893025,-150.16320042
2023,2023-09-26,DCy14,17,74,Ice,KO,,66.1203357893025,-150.16320042
2023,2023-09-26,DCy14,18,61,Ice,KO,,66.1203357893025,-150.16320042
2023,2023-09-26,DCy14,19,56,Ice,KO,,66.1203357893025,-150.16320042
2023,2023-09-26,DCy14,20,62,Ice,KO,,66.1203357893025,-150.16320042
2023,2023-09-26,DCy4,1,88,Ice,KO,,66.1052616793021,-150.15132572
2023,2023-09-26,DCy4,2,169,Ice,KO,,66.1052616793021,-150.15132572
2023,2023-09-26,DCy4,3,185,Ice,KO,,66.1052616793021,-150.15132572
2023,2023-09-26,DCy4,4,149,Ice,KO,,66.1052616793021,-150.15132572
2023,2023-09-26,DCy4,5,78,Ice,KO,,66.1052616793021,-150.15132572
2023,2023-09-26,DCy4,6,96,Ice,KO,,66.1052616793021,-150.15132572
2023,2023-09-26,DCy4,7,81,Ice,KO,,66.1052616793021,-150.15132572
2023,2023-09-26,DCy4,8,197,Ice,KO,,66.1052616793021,-150.15132572
2023,2023-09-26,DCy4,9,194,Ice,KO,,66.1052616793021,-150.15132572
2023,2023-09-26,DCy4,10,87,Ice,KO,,66.1052616793021,-150.15132572
2023,2023-09-26,DCy4,11,130,Ice,KO,,66.1052616793021,-150.15132572
2023,2023-09-26,DCy4,12,138,Ice,KO,,66.1052616793021,-150.15132572
2023,2023-09-26,DCy4,13,102,Ice,KO,,66.1052616793021,-150.15132572
2023,2023-09-26,DCy4,14,244,Ice,KO,,66.1052616793021,-150.15132572
2023,2023-09-26,DCy4,15,73,Ice,KO,,66.1052616793021,-150.15132572
2023,2023-09-26,DCy4,16,160,Rock,KO,Gravel,66.1052616793021,-150.15132572
2023,2023-09-26,DCy4,17,209,Ice,KO,,66.1052616793021,-150.15132572
2023,2023-09-26,DCy4,18,92,Ice,KO,,66.1052616793021,-150.15132572
2023,2023-09-26,DCy4,19,137,Ice,KO,,66.1052616793021,-150.15132572
2023,2023-09-26,DCy4,20,115,Ice,KO,,66.1052616793021,-150.15132572
2023,2023-10-03,DDM1,1,-9999,None,,Not probed due to snow depth,63.8466199992544,-145.723333
2023,2023-10-03,DDM1,2,-9999,None,,Not probed due to snow depth,63.8466199992544,-145.723333
2023,2023-10-03,DDM1,3,-9999,None,,Not probed due to snow depth,63.8466199992544,-145.723333
2023,2023-10-03,DDM1,4,-9999,None,,Not probed due to snow depth,63.8466199992544,-145.723333
2023,2023-10-03,DDM1,5,-9999,None,,Not probed due to snow depth,63.8466199992544,-145.723333
2023,2023-10-03,DDM1,6,-9999,None,,Not probed due to snow depth,63.8466199992544,-145.723333
2023,2023-10-03,DDM1,7,-9999,None,,Not probed due to snow depth,63.8466199992544,-145.723333
2023,2023-10-03,DDM1,8,-9999,None,,Not probed due to snow depth,63.8466199992544,-145.723333
2023,2023-10-03,DDM1,9,-9999,None,,Not probed due to snow depth,63.8466199992544,-145.723333
2023,2023-10-03,DDM1,10,-9999,None,,Not probed due to snow depth,63.8466199992544,-145.723333
2023,2023-10-03,DDM1,11,-9999,None,,Not probed due to snow depth,63.8466199992544,-145.723333
2023,2023-10-03,DDM1,12,-9999,None,,Not probed due to snow depth,63.8466199992544,-145.723333
2023,2023-10-03,DDM1,13,-9999,None,,Not probed due to snow depth,63.8466199992544,-145.723333
2023,2023-10-03,DDM1,14,-9999,None,,Not probed due to snow depth,63.8466199992544,-145.723333
2023,2023-10-03,DDM1,15,-9999,None,,Not probed due to snow depth,63.8466199992544,-145.723333
2023,2023-10-03,DDM1,16,-9999,None,,Not probed due to snow depth,63.8466199992544,-145.723333
2023,2023-10-03,DDM1,17,-9999,None,,Not probed due to snow depth,63.8466199992544,-145.723333
2023,2023-10-03,DDM1,18,-9999,None,,Not probed due to snow depth,63.8466199992544,-145.723333
2023,2023-10-03,DDM1,19,-9999,None,,Not probed due to snow depth,63.8466199992544,-145.723333
2023,2023-10-03,DDM1,20,-9999,None,,Not probed due to snow depth,63.8466199992544,-145.723333
2023,2023-10-12,FP5B,1,145,Ice,"KO, RO",,,
2023,2023-10-12,FP5B,2,160,Ice,"KO, RO",,,
2023,2023-10-12,FP5B,3,216,Ice,"KO, RO",,,
2023,2023-10-12,FP5B,4,179,Ice,"KO, RO",,,
2023,2023-10-12,FP5B,5,201,Ice,"KO, RO",,,
2023,2023-10-12,FP5B,6,170,Ice,"KO, RO",,,
2023,2023-10-12,FP5B,7,151,Ice,"KO, RO",,,
2023,2023-10-12,FP5B,8,108,Ice,"KO, RO",,,
2023,2023-10-12,FP5B,9,171,Ice,"KO, RO",,,
2023,2023-10-12,FP5B,10,172,Ice,"KO, RO",,,
2023,2023-10-12,FP5B,11,140,Ice,"KO, RO",,,
2023,2023-10-12,FP5B,12,164,Ice,"KO, RO",,,
2023,2023-10-12,FP5B,13,177,Ice,"KO, RO",,,
2023,2023-10-12,FP5B,14,97,Ice,"KO, RO",,,
2023,2023-10-12,FP5B,15,126,Ice,"KO, RO",,,
2023,2023-10-12,FP5B,16,179,Ice,"KO, RO",,,
2023,2023-10-12,FP5B,17,173,Ice,"KO, RO",,,
2023,2023-10-12,FP5B,18,114,Ice,"KO, RO",,,
2023,2023-10-12,FP5B,19,161,Ice,"KO, RO",,,
2023,2023-10-12,FP5B,20,164,Ice,"KO, RO",,,
2023,2023-10-06,FP5C,1,200,Ice,"MAW, KDO",,64.7136122892722,-148.14723709
2023,2023-10-06,FP5C,2,199,Ice,"MAW, KDO",,64.7136122892722,-148.14723709
2023,2023-10-06,FP5C,3,229,Ice,"MAW, KDO",,64.7136122892722,-148.14723709
2023,2023-10-06,FP5C,4,162,Ice,"MAW, KDO",,64.7136122892722,-148.14723709
2023,2023-10-06,FP5C,5,233,Ice,"MAW, KDO",,64.7136122892722,-148.14723709
2023,2023-10-06,FP5C,6,227,Ice,"MAW, KDO",,64.7136122892722,-148.14723709
2023,2023-10-06,FP5C,7,390,Ice,"MAW, KDO",,64.7136122892722,-148.14723709
2023,2023-10-06,FP5C,8,192,Ice,"MAW, KDO",,64.7136122892722,-148.14723709
2023,2023-10-06,FP5C,9,222,Ice,"MAW, KDO",,64.7136122892722,-148.14723709
2023,2023-10-06,FP5C,10,174,Ice,"MAW, KDO",,64.7136122892722,-148.14723709
2023,2023-10-06,FP5C,11,266,Ice,"MAW, KDO",,64.7136122892722,-148.14723709
2023,2023-10-06,FP5C,12,268,Ice,"MAW, KDO",,64.7136122892722,-148.14723709
2023,2023-10-06,FP5C,13,320,Ice,"MAW, KDO",,64.7136122892722,-148.14723709
2023,2023-10-06,FP5C,14,234,Ice,"MAW, KDO",,64.7136122892722,-148.14723709
2023,2023-10-06,FP5C,15,213,Ice,"MAW, KDO",,64.7136122892722,-148.14723709
2023,2023-10-06,FP5C,16,178,Ice,"MAW, KDO",,64.7136122892722,-148.14723709
2023,2023-10-06,FP5C,17,266,Ice,"MAW, KDO",,64.7136122892722,-148.14723709
2023,2023-10-06,FP5C,18,359,Ice,"MAW, KDO",,64.7136122892722,-148.14723709
2023,2023-10-06,FP5C,19,263,Ice,"MAW, KDO",,64.7136122892722,-148.14723709
2023,2023-10-06,FP5C,20,266,Ice,"MAW, KDO",Rain gauge data: diameter of tip bucket 24.5 cm,64.7136122892722,-148.14723709
2023,2023-10-12,FP5D,1,84,Ice,"KO, RO",,64.7254099992724,-148.19274
2023,2023-10-12,FP5D,2,67,Ice,"KO, RO",,64.7254099992724,-148.19274
2023,2023-10-12,FP5D,3,81,Ice,"KO, RO",,64.7254099992724,-148.19274
2023,2023-10-12,FP5D,4,62,Ice,"KO, RO",,64.7254099992724,-148.19274
2023,2023-10-12,FP5D,5,82,Ice,"KO, RO",,64.7254099992724,-148.19274
2023,2023-10-12,FP5D,6,92,Ice,"KO, RO",,64.7254099992724,-148.19274
2023,2023-10-12,FP5D,7,58,Ice,"KO, RO",,64.7254099992724,-148.19274
2023,2023-10-12,FP5D,8,78,Ice,"KO, RO",,64.7254099992724,-148.19274
2023,2023-10-12,FP5D,9,65,Ice,"KO, RO",,64.7254099992724,-148.19274
2023,2023-10-12,FP5D,10,70,Ice,"KO, RO",,64.7254099992724,-148.19274
2023,2023-10-12,FP5D,11,105,Ice,"KO, RO",,64.7254099992724,-148.19274
2023,2023-10-12,FP5D,12,85,Ice,"KO, RO",,64.7254099992724,-148.19274
2023,2023-10-12,FP5D,13,79,Ice,"KO, RO",,64.7254099992724,-148.19274
2023,2023-10-12,FP5D,14,112,Ice,"KO, RO",,64.7254099992724,-148.19274
2023,2023-10-12,FP5D,15,151,Ice,"KO, RO",,64.7254099992724,-148.19274
2023,2023-10-12,FP5D,16,69,Ice,"KO, RO",,64.7254099992724,-148.19274
2023,2023-10-12,FP5D,17,88,Ice,"KO, RO",,64.7254099992724,-148.19274
2023,2023-10-12,FP5D,18,79,Ice,"KO, RO",,64.7254099992724,-148.19274
2023,2023-10-12,FP5D,19,72,Ice,"KO, RO",,64.7254099992724,-148.19274
2023,2023-10-12,FP5D,20,121,Ice,"KO, RO",,64.7254099992724,-148.19274
2023,2023-10-03,GRi1,1,-9999,,,Site not probed. Too much snow,63.7721159992529,-145.079202
2023,2023-10-03,GRi1,2,-9999,,,Site not probed. Too much snow,63.7721159992529,-145.079202
2023,2023-10-03,GRi1,3,-9999,,,Site not probed. Too much snow,63.7721159992529,-145.079202
2023,2023-10-03,GRi1,4,-9999,,,Site not probed. Too much snow,63.7721159992529,-145.079202
2023,2023-10-03,GRi1,5,-9999,,,Site not probed. Too much snow,63.7721159992529,-145.079202
2023,2023-10-03,GRi1,6,-9999,,,Site not probed. Too much snow,63.7721159992529,-145.079202
2023,2023-10-03,GRi1,7,-9999,,,Site not probed. Too much snow,63.7721159992529,-145.079202
2023,2023-10-03,GRi1,8,-9999,,,Site not probed. Too much snow,63.7721159992529,-145.079202
2023,2023-10-03,GRi1,9,-9999,,,Site not probed. Too much snow,63.7721159992529,-145.079202
2023,2023-10-03,GRi1,10,-9999,,,Site not probed. Too much snow,63.7721159992529,-145.079202
2023,2023-10-03,GRi1,11,-9999,,,Site not probed. Too much snow,63.7721159992529,-145.079202
2023,2023-10-03,GRi1,12,-9999,,,Site not probed. Too much snow,63.7721159992529,-145.079202
2023,2023-10-03,GRi1,13,-9999,,,Site not probed. Too much snow,63.7721159992529,-145.079202
2023,2023-10-03,GRi1,14,-9999,,,Site not probed. Too much snow,63.7721159992529,-145.079202
2023,2023-10-03,GRi1,15,-9999,,,Site not probed. Too much snow,63.7721159992529,-145.079202
2023,2023-10-03,GRi1,16,-9999,,,Site not probed. Too much snow,63.7721159992529,-145.079202
2023,2023-10-03,GRi1,17,-9999,,,Site not probed. Too much snow,63.7721159992529,-145.079202
2023,2023-10-03,GRi1,18,-9999,,,Site not probed. Too much snow,63.7721159992529,-145.079202
2023,2023-10-03,GRi1,19,-9999,,,Site not probed. Too much snow,63.7721159992529,-145.079202
2023,2023-10-03,GRi1,20,-9999,,,Site not probed. Too much snow,63.7721159992529,-145.079202
2023,2023-10-03,GrM1,1,85,Ice,MAW,,63.6957718492514,-144.3317838
2023,2023-10-03,GrM1,2,134,Ice,MAW,,63.6957718492514,-144.3317838
2023,2023-10-03,GrM1,3,72,Ice,MAW,,63.6957718492514,-144.3317838
2023,2023-10-03,GrM1,4,65,Ice,MAW,,63.6957718492514,-144.3317838
2023,2023-10-03,GrM1,5,55,Ice,MAW,,63.6957718492514,-144.3317838
2023,2023-10-03,GrM1,6,69,Ice,MAW,,63.6957718492514,-144.3317838
2023,2023-10-03,GrM1,7,53,Ice,MAW,,63.6957718492514,-144.3317838
2023,2023-10-03,GrM1,8,69,Ice,MAW,,63.6957718492514,-144.3317838
2023,2023-10-03,GrM1,9,113,Ice,MAW,,63.6957718492514,-144.3317838
2023,2023-10-03,GrM1,10,62,Ice,MAW,,63.6957718492514,-144.3317838
2023,2023-10-03,GrM1,11,116,Ice,MAW,,63.6957718492514,-144.3317838
2023,2023-10-03,GrM1,12,108,Ice,MAW,,63.6957718492514,-144.3317838
2023,2023-10-03,GrM1,13,70,Ice,MAW,,63.6957718492514,-144.3317838
2023,2023-10-03,GrM1,14,66,Ice,MAW,,63.6957718492514,-144.3317838
2023,2023-10-03,GrM1,15,63,Ice,MAW,,63.6957718492514,-144.3317838
2023,2023-10-03,GrM1,16,70,Ice,MAW,,63.6957718492514,-144.3317838
2023,2023-10-03,GrM1,17,64,Ice,MAW,,63.6957718492514,-144.3317838
2023,2023-10-03,GrM1,18,81,Ice,MAW,,63.6957718492514,-144.3317838
2023,2023-10-03,GrM1,19,119,Ice,MAW,,63.6957718492514,-144.3317838
2023,2023-10-03,GrM1,20,110,Ice,MAW,,63.6957718492514,-144.3317838
2023,2023-10-03,GRM3,1,61,Ice,MAW,,63.8136534592537,-144.95382471
2023,2023-10-03,GRM3,2,121,Ice,MAW,,63.8136534592537,-144.95382471
2023,2023-10-03,GRM3,3,107,Ice,MAW,,63.8136534592537,-144.95382471
2023,2023-10-03,GRM3,4,112,Ice,MAW,,63.8136534592537,-144.95382471
2023,2023-10-03,GRM3,5,112,Ice,MAW,,63.8136534592537,-144.95382471
2023,2023-10-03,GRM3,6,78,Ice,MAW,,63.8136534592537,-144.95382471
2023,2023-10-03,GRM3,7,110,Ice,MAW,"Stake missing, can't find because of snow. Took depth in approx location",63.8136534592537,-144.95382471
2023,2023-10-03,GRM3,8,109,Ice,MAW,,63.8136534592537,-144.95382471
2023,2023-10-03,GRM3,9,114,Ice,MAW,Gravelly,63.8136534592537,-144.95382471
2023,2023-10-03,GRM3,10,128,Ice,MAW,,63.8136534592537,-144.95382471
2023,2023-10-03,GRM3,11,86,Ice,MAW,Gravelly substrate,63.8136534592537,-144.95382471
2023,2023-10-03,GRM3,12,94,Ice,MAW,,63.8136534592537,-144.95382471
2023,2023-10-03,GRM3,13,100,Ice,MAW,,63.8136534592537,-144.95382471
2023,2023-10-03,GRM3,14,117,Rock,MAW,,63.8136534592537,-144.95382471
2023,2023-10-03,GRM3,15,134,Ice,MAW,,63.8136534592537,-144.95382471
2023,2023-10-03,GRM3,16,121,Rock,MAW,,63.8136534592537,-144.95382471
2023,2023-10-03,GRM3,17,122,Rock,MAW,,63.8136534592537,-144.95382471
2023,2023-10-03,GRM3,18,84,Ice,MAW,,63.8136534592537,-144.95382471
2023,2023-10-03,GRM3,19,62,Ice,MAW,,63.8136534592537,-144.95382471
2023,2023-10-03,GRM3,20,63,Ice,MAW,,63.8136534592537,-144.95382471
2023,2023-10-03,GRM4,1,103,Ice,MAW,,63.8151307392538,-144.95546709
2023,2023-10-03,GRM4,2,69,Ice,MAW,,63.8151307392538,-144.95546709
2023,2023-10-03,GRM4,3,59,Ice,MAW,,63.8151307392538,-144.95546709
2023,2023-10-03,GRM4,4,69,Ice,MAW,,63.8151307392538,-144.95546709
2023,2023-10-03,GRM4,5,82,Ice,MAW,,63.8151307392538,-144.95546709
2023,2023-10-03,GRM4,6,133,Ice,MAW,,63.8151307392538,-144.95546709
2023,2023-10-03,GRM4,7,106,Ice,MAW,,63.8151307392538,-144.95546709
2023,2023-10-03,GRM4,8,55,Ice,MAW,,63.8151307392538,-144.95546709
2023,2023-10-03,GRM4,9,73,Ice,MAW,,63.8151307392538,-144.95546709
2023,2023-10-03,GRM4,10,60,Ice,MAW,,63.8151307392538,-144.95546709
2023,2023-10-03,GRM4,11,64,Ice,MAW,,63.8151307392538,-144.95546709
2023,2023-10-03,GRM4,12,81,Ice,MAW,,63.8151307392538,-144.95546709
2023,2023-10-03,GRM4,13,74,Ice,MAW,,63.8151307392538,-144.95546709
2023,2023-10-03,GRM4,14,101,Ice,MAW,,63.8151307392538,-144.95546709
2023,2023-10-03,GRM4,15,60,Ice,MAW,,63.8151307392538,-144.95546709
2023,2023-10-03,GRM4,16,108,Ice,MAW,,63.8151307392538,-144.95546709
2023,2023-10-03,GRM4,17,60,Ice,MAW,,63.8151307392538,-144.95546709
2023,2023-10-03,GRM4,18,58,Ice,MAW,,63.8151307392538,-144.95546709
2023,2023-10-03,GRM4,19,62,Ice,MAW,,63.8151307392538,-144.95546709
