site_id,source,date,lat,lon,pf_observed,pf_depth,thaw_depth,obs_limit,method,permos_alt_id,permos_borehole_id,permos_borehole_name,permos_borehole_alternate_name,permos_site_abbr,permos_site_name,permos_region,permos_canton,permos_year,permos_alt_m,permos_bound_type,permos_bound_cm,permos_date_source,permos_guess,permos_upper_therm_m,permos_lower_therm_m,permos_alt_comment,permos_coordinate_source,permos_borehole_elevation_m,permos_site_elevation_min_m,permos_site_elevation_max_m,permos_borehole_depth_m,permos_borehole_inclination_deg,permos_borehole_slope_deg,permos_borehole_aspect_deg,permos_morphology,permos_surface_type,permos_pf_thickness,permos_borehole_class,permos_gtnp_id,permos_gtnp_dms_id,permos_calm_id,permos_borehole_comment,permos_site_comment
COR_0200,PERMOS_2024,2017-08-31,46.428534,9.82202,1,246.0,246.0,,temp,504,39,COR_0200,2/2000,COR,Murtèl-Corvatsch,Engadine,GR,2017,2.46,exact,,reported_max_alt_date,,2.0,2.5,,borehole,2672.3,2500,3300,63.2,0.0,10.0,315.0,rock glacier,coarse blocks,>62 m,IB,CH 14,870.0,,"Borehole is situated directly on Murtel rock glacier about 30 m upslope from borehole COR_0287. A good description of the borehole instrumentation and installation is given in Arenson (2002): Unstable alpine permafrost: A potentially important natural hazard - Variations of geotechnical behaviour with time and temperature. PhD, ETH Zurich, 97-125.",
COR_0200,PERMOS_2024,2018-09-24,46.428534,9.82202,1,246.0,246.0,,temp,505,39,COR_0200,2/2000,COR,Murtèl-Corvatsch,Engadine,GR,2018,2.46,exact,,reported_max_alt_date,,2.0,2.5,,borehole,2672.3,2500,3300,63.2,0.0,10.0,315.0,rock glacier,coarse blocks,>62 m,IB,CH 14,870.0,,"Borehole is situated directly on Murtel rock glacier about 30 m upslope from borehole COR_0287. A good description of the borehole instrumentation and installation is given in Arenson (2002): Unstable alpine permafrost: A potentially important natural hazard - Variations of geotechnical behaviour with time and temperature. PhD, ETH Zurich, 97-125.",
COR_0200,PERMOS_2024,2019-08-29,46.428534,9.82202,1,246.0,246.0,,temp,506,39,COR_0200,2/2000,COR,Murtèl-Corvatsch,Engadine,GR,2019,2.46,exact,,reported_max_alt_date,,2.0,2.5,,borehole,2672.3,2500,3300,63.2,0.0,10.0,315.0,rock glacier,coarse blocks,>62 m,IB,CH 14,870.0,,"Borehole is situated directly on Murtel rock glacier about 30 m upslope from borehole COR_0287. A good description of the borehole instrumentation and installation is given in Arenson (2002): Unstable alpine permafrost: A potentially important natural hazard - Variations of geotechnical behaviour with time and temperature. PhD, ETH Zurich, 97-125.",
COR_0200,PERMOS_2024,2020-09-25,46.428534,9.82202,1,252.99999999999997,252.99999999999997,,temp,507,39,COR_0200,2/2000,COR,Murtèl-Corvatsch,Engadine,GR,2020,2.53,exact,,reported_max_alt_date,,2.5,3.0,,borehole,2672.3,2500,3300,63.2,0.0,10.0,315.0,rock glacier,coarse blocks,>62 m,IB,CH 14,870.0,,"Borehole is situated directly on Murtel rock glacier about 30 m upslope from borehole COR_0287. A good description of the borehole instrumentation and installation is given in Arenson (2002): Unstable alpine permafrost: A potentially important natural hazard - Variations of geotechnical behaviour with time and temperature. PhD, ETH Zurich, 97-125.",
COR_0200,PERMOS_2024,2021-09-17,46.428534,9.82202,1,249.00000000000003,249.00000000000003,,temp,508,39,COR_0200,2/2000,COR,Murtèl-Corvatsch,Engadine,GR,2021,2.49,exact,,reported_max_alt_date,false,2.0,2.5,,borehole,2672.3,2500,3300,63.2,0.0,10.0,315.0,rock glacier,coarse blocks,>62 m,IB,CH 14,870.0,,"Borehole is situated directly on Murtel rock glacier about 30 m upslope from borehole COR_0287. A good description of the borehole instrumentation and installation is given in Arenson (2002): Unstable alpine permafrost: A potentially important natural hazard - Variations of geotechnical behaviour with time and temperature. PhD, ETH Zurich, 97-125.",
COR_0287,PERMOS_2024,1987-09-24,46.42879,9.821836,1,335.0,335.0,,temp,92,6,COR_0287,"RMc, 2/1987",COR,Murtèl-Corvatsch,Engadine,GR,1987,3.35,exact,,reported_max_alt_date,,2.55,3.55,,borehole,2670.2,2500,3300,62.0,0.0,10.0,315.0,rock glacier,coarse blocks,>60 m,IB,CH 13,871.0,CH1,"Borehole is situated directly on Murtel rock glacier about 30 m downslope from borehole COR_0200. At the moment only aggregated 24 h values are stored in the DB and the data for several depths are not completely included in the DB, since these data seems to be corrupted. The uppermost thermistor temperatures are theoretically also available with 6 h interval prior to the renovation, and since the renovation all thermistor temperatures are measured every 2 h. The thermistor chain is stuck and could not be recalibrated since 1997.;Some additional information about the borehole instrumentation and further references can be found in Arenson (2002): Unstable alpine permafrost: A potentially important natural hazard - Variations of geotechnical behaviour with time and temperature. PhD, ETH Zurich, 97-108.",
COR_0287,PERMOS_2024,1988-08-03,46.42879,9.821836,1,322.0,322.0,,temp,93,6,COR_0287,"RMc, 2/1987",COR,Murtèl-Corvatsch,Engadine,GR,1988,3.22,exact,,reported_max_alt_date,,2.55,3.55,,borehole,2670.2,2500,3300,62.0,0.0,10.0,315.0,rock glacier,coarse blocks,>60 m,IB,CH 13,871.0,CH1,"Borehole is situated directly on Murtel rock glacier about 30 m downslope from borehole COR_0200. At the moment only aggregated 24 h values are stored in the DB and the data for several depths are not completely included in the DB, since these data seems to be corrupted. The uppermost thermistor temperatures are theoretically also available with 6 h interval prior to the renovation, and since the renovation all thermistor temperatures are measured every 2 h. The thermistor chain is stuck and could not be recalibrated since 1997.;Some additional information about the borehole instrumentation and further references can be found in Arenson (2002): Unstable alpine permafrost: A potentially important natural hazard - Variations of geotechnical behaviour with time and temperature. PhD, ETH Zurich, 97-108.",
COR_0287,PERMOS_2024,1989-10-01,46.42879,9.821836,1,312.0,312.0,,temp,94,6,COR_0287,"RMc, 2/1987",COR,Murtèl-Corvatsch,Engadine,GR,1989,3.12,exact,,reported_max_alt_date,,2.55,3.55,,borehole,2670.2,2500,3300,62.0,0.0,10.0,315.0,rock glacier,coarse blocks,>60 m,IB,CH 13,871.0,CH1,"Borehole is situated directly on Murtel rock glacier about 30 m downslope from borehole COR_0200. At the moment only aggregated 24 h values are stored in the DB and the data for several depths are not completely included in the DB, since these data seems to be corrupted. The uppermost thermistor temperatures are theoretically also available with 6 h interval prior to the renovation, and since the renovation all thermistor temperatures are measured every 2 h. The thermistor chain is stuck and could not be recalibrated since 1997.;Some additional information about the borehole instrumentation and further references can be found in Arenson (2002): Unstable alpine permafrost: A potentially important natural hazard - Variations of geotechnical behaviour with time and temperature. PhD, ETH Zurich, 97-108.",
COR_0315,PERMOS_2024,2016-09-10,46.428791,9.82181,1,337.0,337.0,,temp,346,48,COR_0315,"Murtel2015, COR_0287_2",COR,Murtèl-Corvatsch,Engadine,GR,2016,3.37,exact,,reported_max_alt_date,,3.01,3.5,,site,2666.0,2500,3300,60.0,0.0,10.0,315.0,rock glacier,coarse blocks,>60 m,IB,,,,Replacement borehole for COR_0287,
COR_0315,PERMOS_2024,2017-09-02,46.428791,9.82181,1,334.0,334.0,,temp,347,48,COR_0315,"Murtel2015, COR_0287_2",COR,Murtèl-Corvatsch,Engadine,GR,2017,3.34,exact,,reported_max_alt_date,,3.01,3.5,,site,2666.0,2500,3300,60.0,0.0,10.0,315.0,rock glacier,coarse blocks,>60 m,IB,,,,Replacement borehole for COR_0287,
COR_0315,PERMOS_2024,2018-09-24,46.428791,9.82181,1,341.0,341.0,,temp,348,48,COR_0315,"Murtel2015, COR_0287_2",COR,Murtèl-Corvatsch,Engadine,GR,2018,3.41,exact,,reported_max_alt_date,,3.01,3.5,,site,2666.0,2500,3300,60.0,0.0,10.0,315.0,rock glacier,coarse blocks,>60 m,IB,,,,Replacement borehole for COR_0287,
COR_0315,PERMOS_2024,2019-08-31,46.428791,9.82181,1,345.0,345.0,,temp,380,48,COR_0315,"Murtel2015, COR_0287_2",COR,Murtèl-Corvatsch,Engadine,GR,2019,3.45,exact,,reported_max_alt_date,,3.01,3.5,,site,2666.0,2500,3300,60.0,0.0,10.0,315.0,rock glacier,coarse blocks,>60 m,IB,,,,Replacement borehole for COR_0287,
COR_0315,PERMOS_2024,2020-08-18,46.428791,9.82181,1,348.0,348.0,,temp,409,48,COR_0315,"Murtel2015, COR_0287_2",COR,Murtèl-Corvatsch,Engadine,GR,2020,3.48,exact,,reported_max_alt_date,,3.01,3.5,,site,2666.0,2500,3300,60.0,0.0,10.0,315.0,rock glacier,coarse blocks,>60 m,IB,,,,Replacement borehole for COR_0287,
COR_0315,PERMOS_2024,2021-08-23,46.428791,9.82181,1,348.0,348.0,,temp,453,48,COR_0315,"Murtel2015, COR_0287_2",COR,Murtèl-Corvatsch,Engadine,GR,2021,3.48,exact,,reported_max_alt_date,,3.01,3.5,,site,2666.0,2500,3300,60.0,0.0,10.0,315.0,rock glacier,coarse blocks,>60 m,IB,,,,Replacement borehole for COR_0287,
COR_0315,PERMOS_2024,2022-09-17,46.428791,9.82181,1,379.0,379.0,,temp,487,48,COR_0315,"Murtel2015, COR_0287_2",COR,Murtèl-Corvatsch,Engadine,GR,2022,3.79,exact,,reported_max_alt_date,false,3.5,4.0,,site,2666.0,2500,3300,60.0,0.0,10.0,315.0,rock glacier,coarse blocks,>60 m,IB,,,,Replacement borehole for COR_0287,
COR_0315,PERMOS_2024,2023-09-01,46.428791,9.82181,0,,,350.0,temp,536,48,COR_0315,"Murtel2015, COR_0287_2",COR,Murtèl-Corvatsch,Engadine,GR,2023,,lower,350.0,year_only_september_1,true,3.5,5.01,"Thermistors at 4 , 4.5 and 5 m depth lost after rock fall Sep 2023. 5m on second chain ok. ALT between 3.5 and 5 m.",site,2666.0,2500,3300,60.0,0.0,10.0,315.0,rock glacier,coarse blocks,>60 m,IB,,,,Replacement borehole for COR_0287,
GEN_0102,PERMOS_2024,2003-08-02,46.083705,7.302472,1,145.0,145.0,,temp,45,13,GEN_0102,none,GEN,Gentianes,Lower Valais,VS,2003,1.45,exact,,reported_max_alt_date,,1.0,1.5,,borehole,2888.0,2870,2895,20.04,0.0,20.0,90.0,moraine,debris,>20 m,SH,CH 07,879.0,T_0311,,"The site is located on the left lateral moraine of the Glacier de Tortin, near the Col des Gentianes."
GEN_0102,PERMOS_2024,2004-09-13,46.083705,7.302472,1,142.0,142.0,,temp,46,13,GEN_0102,none,GEN,Gentianes,Lower Valais,VS,2004,1.42,exact,,reported_max_alt_date,,1.0,1.5,,borehole,2888.0,2870,2895,20.04,0.0,20.0,90.0,moraine,debris,>20 m,SH,CH 07,879.0,T_0311,,"The site is located on the left lateral moraine of the Glacier de Tortin, near the Col des Gentianes."
GEN_0102,PERMOS_2024,2005-09-04,46.083705,7.302472,1,148.0,148.0,,temp,47,13,GEN_0102,none,GEN,Gentianes,Lower Valais,VS,2005,1.48,exact,,reported_max_alt_date,,1.0,1.5,,borehole,2888.0,2870,2895,20.04,0.0,20.0,90.0,moraine,debris,>20 m,SH,CH 07,879.0,T_0311,,"The site is located on the left lateral moraine of the Glacier de Tortin, near the Col des Gentianes."
GEN_0102,PERMOS_2024,2006-10-04,46.083705,7.302472,1,138.0,138.0,,temp,48,13,GEN_0102,none,GEN,Gentianes,Lower Valais,VS,2006,1.38,exact,,reported_max_alt_date,,1.0,1.5,,borehole,2888.0,2870,2895,20.04,0.0,20.0,90.0,moraine,debris,>20 m,SH,CH 07,879.0,T_0311,,"The site is located on the left lateral moraine of the Glacier de Tortin, near the Col des Gentianes."
GEN_0102,PERMOS_2024,2007-09-24,46.083705,7.302472,1,146.0,146.0,,temp,49,13,GEN_0102,none,GEN,Gentianes,Lower Valais,VS,2007,1.46,exact,,reported_max_alt_date,,1.0,1.5,,borehole,2888.0,2870,2895,20.04,0.0,20.0,90.0,moraine,debris,>20 m,SH,CH 07,879.0,T_0311,,"The site is located on the left lateral moraine of the Glacier de Tortin, near the Col des Gentianes."
GEN_0102,PERMOS_2024,2009-10-01,46.083705,7.302472,1,214.0,214.0,,temp,51,13,GEN_0102,none,GEN,Gentianes,Lower Valais,VS,2009,2.14,exact,,reported_max_alt_date,,1.5,2.3,,borehole,2888.0,2870,2895,20.04,0.0,20.0,90.0,moraine,debris,>20 m,SH,CH 07,879.0,T_0311,,"The site is located on the left lateral moraine of the Glacier de Tortin, near the Col des Gentianes."
GEN_0102,PERMOS_2024,2010-09-25,46.083705,7.302472,1,200.99999999999997,200.99999999999997,,temp,52,13,GEN_0102,none,GEN,Gentianes,Lower Valais,VS,2010,2.01,exact,,reported_max_alt_date,,1.5,2.3,,borehole,2888.0,2870,2895,20.04,0.0,20.0,90.0,moraine,debris,>20 m,SH,CH 07,879.0,T_0311,,"The site is located on the left lateral moraine of the Glacier de Tortin, near the Col des Gentianes."
GEN_0102,PERMOS_2024,2011-10-07,46.083705,7.302472,1,278.0,278.0,,temp,53,13,GEN_0102,none,GEN,Gentianes,Lower Valais,VS,2011,2.78,exact,,reported_max_alt_date,,2.3,3.6,,borehole,2888.0,2870,2895,20.04,0.0,20.0,90.0,moraine,debris,>20 m,SH,CH 07,879.0,T_0311,,"The site is located on the left lateral moraine of the Glacier de Tortin, near the Col des Gentianes."
GEN_0102,PERMOS_2024,2012-09-13,46.083705,7.302472,1,330.0,330.0,,temp,207,13,GEN_0102,none,GEN,Gentianes,Lower Valais,VS,2012,3.3,exact,,reported_max_alt_date,true,2.3,3.6,"Thermistor at 2.3 m not properly working, int",borehole,2888.0,2870,2895,20.04,0.0,20.0,90.0,moraine,debris,>20 m,SH,CH 07,879.0,T_0311,,"The site is located on the left lateral moraine of the Glacier de Tortin, near the Col des Gentianes."
GEN_0102,PERMOS_2024,2013-10-10,46.083705,7.302472,1,396.0,396.0,,temp,251,13,GEN_0102,none,GEN,Gentianes,Lower Valais,VS,2013,3.96,exact,,reported_max_alt_date,true,1.5,5.09,Thermistor at 3.6 m erroneous,borehole,2888.0,2870,2895,20.04,0.0,20.0,90.0,moraine,debris,>20 m,SH,CH 07,879.0,T_0311,,"The site is located on the left lateral moraine of the Glacier de Tortin, near the Col des Gentianes."
GEN_0102,PERMOS_2024,2014-09-22,46.083705,7.302472,1,467.0,467.0,,temp,252,13,GEN_0102,none,GEN,Gentianes,Lower Valais,VS,2014,4.67,exact,,reported_max_alt_date,true,1.5,5.09,Thermistor at 3.6 m erroneous,borehole,2888.0,2870,2895,20.04,0.0,20.0,90.0,moraine,debris,>20 m,SH,CH 07,879.0,T_0311,,"The site is located on the left lateral moraine of the Glacier de Tortin, near the Col des Gentianes."
GEN_0102,PERMOS_2024,2015-09-01,46.083705,7.302472,1,499.0,499.0,,temp,268,13,GEN_0102,none,GEN,Gentianes,Lower Valais,VS,2015,4.99,exact,,reported_max_alt_date,true,1.5,5.09,Thermistor at 3.6 m erroneous,borehole,2888.0,2870,2895,20.04,0.0,20.0,90.0,moraine,debris,>20 m,SH,CH 07,879.0,T_0311,,"The site is located on the left lateral moraine of the Glacier de Tortin, near the Col des Gentianes."
GEN_0102,PERMOS_2024,2016-10-03,46.083705,7.302472,1,438.99999999999994,438.99999999999994,,temp,329,13,GEN_0102,none,GEN,Gentianes,Lower Valais,VS,2016,4.39,exact,,reported_max_alt_date,true,1.5,5.09,Thermistor at 3.6 m erroneous,borehole,2888.0,2870,2895,20.04,0.0,20.0,90.0,moraine,debris,>20 m,SH,CH 07,879.0,T_0311,,"The site is located on the left lateral moraine of the Glacier de Tortin, near the Col des Gentianes."
GEN_0102,PERMOS_2024,2017-09-01,46.083705,7.302472,1,492.0,492.0,,temp,349,13,GEN_0102,none,GEN,Gentianes,Lower Valais,VS,2017,4.92,exact,,reported_max_alt_date,true,1.5,5.09,Thermistor at 3.6 m erroneous,borehole,2888.0,2870,2895,20.04,0.0,20.0,90.0,moraine,debris,>20 m,SH,CH 07,879.0,T_0311,,"The site is located on the left lateral moraine of the Glacier de Tortin, near the Col des Gentianes."
GEN_0102,PERMOS_2024,2018-09-24,46.083705,7.302472,1,496.0,496.0,,temp,350,13,GEN_0102,none,GEN,Gentianes,Lower Valais,VS,2018,4.96,exact,,reported_max_alt_date,true,1.5,5.09,Thermistor at 3.6 m erroneous,borehole,2888.0,2870,2895,20.04,0.0,20.0,90.0,moraine,debris,>20 m,SH,CH 07,879.0,T_0311,,"The site is located on the left lateral moraine of the Glacier de Tortin, near the Col des Gentianes."
GEN_0102,PERMOS_2024,2019-10-24,46.083705,7.302472,1,523.0,523.0,,temp,405,13,GEN_0102,none,GEN,Gentianes,Lower Valais,VS,2019,5.23,exact,,reported_max_alt_date,false,5.09,7.08,,borehole,2888.0,2870,2895,20.04,0.0,20.0,90.0,moraine,debris,>20 m,SH,CH 07,879.0,T_0311,,"The site is located on the left lateral moraine of the Glacier de Tortin, near the Col des Gentianes."
GEN_0102,PERMOS_2024,2020-10-17,46.083705,7.302472,1,512.0,512.0,,temp,456,13,GEN_0102,none,GEN,Gentianes,Lower Valais,VS,2020,5.12,exact,,reported_max_alt_date,false,5.09,7.08,,borehole,2888.0,2870,2895,20.04,0.0,20.0,90.0,moraine,debris,>20 m,SH,CH 07,879.0,T_0311,,"The site is located on the left lateral moraine of the Glacier de Tortin, near the Col des Gentianes."
GEN_0102,PERMOS_2024,2021-10-13,46.083705,7.302472,1,589.0,589.0,,temp,457,13,GEN_0102,none,GEN,Gentianes,Lower Valais,VS,2021,5.89,exact,,reported_max_alt_date,false,5.09,7.08,,borehole,2888.0,2870,2895,20.04,0.0,20.0,90.0,moraine,debris,>20 m,SH,CH 07,879.0,T_0311,,"The site is located on the left lateral moraine of the Glacier de Tortin, near the Col des Gentianes."
GEN_0222,PERMOS_2024,2023-09-01,46.083705,7.302472,1,397.0,397.0,,temp,528,84,GEN_0222,,GEN,Gentianes,Lower Valais,VS,2023,3.97,exact,,reported_max_alt_date,true,3.0,4.0,Not all data 2023 available yet.,site,,2870,2895,,,,,,,,,,,,,"The site is located on the left lateral moraine of the Glacier de Tortin, near the Col des Gentianes."
LAP_0198,PERMOS_2024,1999-10-07,46.106117,7.284349,1,370.0,370.0,,temp,283,3,LAP_0198,F01,LAP,Lapires,Lower Valais,VS,1999,3.7,exact,,reported_max_alt_date,true,,,"Guess by PI, +/-0.2 m",borehole,2500.0,2380,2700,19.6,0.0,25.0,45.0,talus slope,coarse blocks,>20 m,SH,CH 08,877.0,,,
LAP_0198,PERMOS_2024,2000-10-14,46.106117,7.284349,1,380.0,380.0,,temp,284,3,LAP_0198,F01,LAP,Lapires,Lower Valais,VS,2000,3.8,exact,,reported_max_alt_date,true,,,"Guess by PI, +/-0.2 m",borehole,2500.0,2380,2700,19.6,0.0,25.0,45.0,talus slope,coarse blocks,>20 m,SH,CH 08,877.0,,,
LAP_0198,PERMOS_2024,2001-09-15,46.106117,7.284349,1,390.0,390.0,,temp,285,3,LAP_0198,F01,LAP,Lapires,Lower Valais,VS,2001,3.9,exact,,reported_max_alt_date,true,,,"Guess by PI, +/-0.2 m",borehole,2500.0,2380,2700,19.6,0.0,25.0,45.0,talus slope,coarse blocks,>20 m,SH,CH 08,877.0,,,
LAP_0198,PERMOS_2024,2003-10-01,46.106117,7.284349,1,440.00000000000006,440.00000000000006,,temp,287,3,LAP_0198,F01,LAP,Lapires,Lower Valais,VS,2003,4.4,exact,,reported_max_alt_date,true,,,"Guess by PI, +/-0.2 m",borehole,2500.0,2380,2700,19.6,0.0,25.0,45.0,talus slope,coarse blocks,>20 m,SH,CH 08,877.0,,,
LAP_0198,PERMOS_2024,2004-10-15,46.106117,7.284349,1,450.0,450.0,,temp,288,3,LAP_0198,F01,LAP,Lapires,Lower Valais,VS,2004,4.5,exact,,reported_max_alt_date,true,,,"Guess by PI, +/-0.2 m",borehole,2500.0,2380,2700,19.6,0.0,25.0,45.0,talus slope,coarse blocks,>20 m,SH,CH 08,877.0,,,
LAP_0198,PERMOS_2024,2005-10-15,46.106117,7.284349,1,459.99999999999994,459.99999999999994,,temp,289,3,LAP_0198,F01,LAP,Lapires,Lower Valais,VS,2005,4.6,exact,,reported_max_alt_date,true,,,"Guess by PI, +/-0.2 m",borehole,2500.0,2380,2700,19.6,0.0,25.0,45.0,talus slope,coarse blocks,>20 m,SH,CH 08,877.0,,,
LAP_0198,PERMOS_2024,2007-10-20,46.106117,7.284349,1,459.99999999999994,459.99999999999994,,temp,291,3,LAP_0198,F01,LAP,Lapires,Lower Valais,VS,2007,4.6,exact,,reported_max_alt_date,true,,,"Guess by PI, +/-0.2 m",borehole,2500.0,2380,2700,19.6,0.0,25.0,45.0,talus slope,coarse blocks,>20 m,SH,CH 08,877.0,,,
LAP_0198,PERMOS_2024,2009-10-07,46.106117,7.284349,1,509.99999999999994,509.99999999999994,,temp,269,3,LAP_0198,F01,LAP,Lapires,Lower Valais,VS,2009,5.1,exact,,reported_max_alt_date,true,5.0,5.6,"Guess by PI, +/-0.1 m",borehole,2500.0,2380,2700,19.6,0.0,25.0,45.0,talus slope,coarse blocks,>20 m,SH,CH 08,877.0,,,
LAP_0198,PERMOS_2024,2010-10-03,46.106117,7.284349,1,540.0,540.0,,temp,270,3,LAP_0198,F01,LAP,Lapires,Lower Valais,VS,2010,5.4,exact,,reported_max_alt_date,false,5.0,5.6,,borehole,2500.0,2380,2700,19.6,0.0,25.0,45.0,talus slope,coarse blocks,>20 m,SH,CH 08,877.0,,,
LAP_0198,PERMOS_2024,2011-10-10,46.106117,7.284349,1,556.0,556.0,,temp,271,3,LAP_0198,F01,LAP,Lapires,Lower Valais,VS,2011,5.56,exact,,reported_max_alt_date,false,5.0,5.6,,borehole,2500.0,2380,2700,19.6,0.0,25.0,45.0,talus slope,coarse blocks,>20 m,SH,CH 08,877.0,,,
LAP_0198,PERMOS_2024,2012-10-09,46.106117,7.284349,1,557.0,557.0,,temp,272,3,LAP_0198,F01,LAP,Lapires,Lower Valais,VS,2012,5.57,exact,,reported_max_alt_date,false,5.0,5.6,,borehole,2500.0,2380,2700,19.6,0.0,25.0,45.0,talus slope,coarse blocks,>20 m,SH,CH 08,877.0,,,
LAP_0198,PERMOS_2024,2013-09-16,46.106117,7.284349,1,560.0,560.0,,temp,273,3,LAP_0198,F01,LAP,Lapires,Lower Valais,VS,2013,5.6,exact,,reported_max_alt_date,false,4.5,5.6,,borehole,2500.0,2380,2700,19.6,0.0,25.0,45.0,talus slope,coarse blocks,>20 m,SH,CH 08,877.0,,,
LAP_0198,PERMOS_2024,2014-09-20,46.106117,7.284349,1,568.0,568.0,,temp,274,3,LAP_0198,F01,LAP,Lapires,Lower Valais,VS,2014,5.68,exact,,reported_max_alt_date,false,5.6,6.7,,borehole,2500.0,2380,2700,19.6,0.0,25.0,45.0,talus slope,coarse blocks,>20 m,SH,CH 08,877.0,,,
LAP_0198,PERMOS_2024,2015-08-16,46.106117,7.284349,1,560.0,560.0,,temp,275,3,LAP_0198,F01,LAP,Lapires,Lower Valais,VS,2015,5.6,exact,,reported_max_alt_date,false,5.0,5.6,,borehole,2500.0,2380,2700,19.6,0.0,25.0,45.0,talus slope,coarse blocks,>20 m,SH,CH 08,877.0,,,
LAP_0198,PERMOS_2024,2016-09-18,46.106117,7.284349,1,558.0,558.0,,temp,313,3,LAP_0198,F01,LAP,Lapires,Lower Valais,VS,2016,5.58,exact,,reported_max_alt_date,false,5.0,5.6,,borehole,2500.0,2380,2700,19.6,0.0,25.0,45.0,talus slope,coarse blocks,>20 m,SH,CH 08,877.0,,,
LAP_0198,PERMOS_2024,2017-09-02,46.106117,7.284349,1,560.0,560.0,,temp,354,3,LAP_0198,F01,LAP,Lapires,Lower Valais,VS,2017,5.6,exact,,reported_max_alt_date,false,5.0,5.6,,borehole,2500.0,2380,2700,19.6,0.0,25.0,45.0,talus slope,coarse blocks,>20 m,SH,CH 08,877.0,,,
LAP_0198,PERMOS_2024,2018-10-13,46.106117,7.284349,1,639.0,639.0,,temp,355,3,LAP_0198,F01,LAP,Lapires,Lower Valais,VS,2018,6.39,exact,,reported_max_alt_date,false,5.6,6.7,,borehole,2500.0,2380,2700,19.6,0.0,25.0,45.0,talus slope,coarse blocks,>20 m,SH,CH 08,877.0,,,
LAP_0198,PERMOS_2024,2019-10-10,46.106117,7.284349,1,653.0,653.0,,temp,387,3,LAP_0198,F01,LAP,Lapires,Lower Valais,VS,2019,6.53,exact,,reported_max_alt_date,,5.6,6.7,,borehole,2500.0,2380,2700,19.6,0.0,25.0,45.0,talus slope,coarse blocks,>20 m,SH,CH 08,877.0,,,
LAP_0198,PERMOS_2024,2020-10-07,46.106117,7.284349,1,660.0,660.0,,temp,408,3,LAP_0198,F01,LAP,Lapires,Lower Valais,VS,2020,6.6,exact,,reported_max_alt_date,,5.6,6.7,,borehole,2500.0,2380,2700,19.6,0.0,25.0,45.0,talus slope,coarse blocks,>20 m,SH,CH 08,877.0,,,
LAP_0198,PERMOS_2024,2021-10-09,46.106117,7.284349,1,643.0,643.0,,temp,444,3,LAP_0198,F01,LAP,Lapires,Lower Valais,VS,2021,6.43,exact,,reported_max_alt_date,,5.6,6.7,,borehole,2500.0,2380,2700,19.6,0.0,25.0,45.0,talus slope,coarse blocks,>20 m,SH,CH 08,877.0,,,
LAP_0198,PERMOS_2024,2022-10-02,46.106117,7.284349,1,666.0,666.0,,temp,488,3,LAP_0198,F01,LAP,Lapires,Lower Valais,VS,2022,6.66,exact,,reported_max_alt_date,false,5.6,6.7,,borehole,2500.0,2380,2700,19.6,0.0,25.0,45.0,talus slope,coarse blocks,>20 m,SH,CH 08,877.0,,,
LAP_0198,PERMOS_2024,2023-09-18,46.106117,7.284349,1,667.0,667.0,,temp,530,3,LAP_0198,F01,LAP,Lapires,Lower Valais,VS,2023,6.67,exact,,reported_max_alt_date,,5.6,6.7,,borehole,2500.0,2380,2700,19.6,0.0,25.0,45.0,talus slope,coarse blocks,>20 m,SH,CH 08,877.0,,,
LAP_1108,PERMOS_2024,2009-10-08,46.106225,7.284724,1,450.0,450.0,,temp,54,4,LAP_1108,F11,LAP,Lapires,Lower Valais,VS,2009,4.5,exact,,reported_max_alt_date,,4.5,5.0,,borehole,2500.0,2380,2700,40.0,0.0,25.0,45.0,talus slope,coarse blocks,ca. 15 m,IB,CH 32,1712.0,,,
LAP_1108,PERMOS_2024,2010-10-13,46.106225,7.284724,1,444.00000000000006,444.00000000000006,,temp,55,4,LAP_1108,F11,LAP,Lapires,Lower Valais,VS,2010,4.44,exact,,reported_max_alt_date,,4.0,6.2,,borehole,2500.0,2380,2700,40.0,0.0,25.0,45.0,talus slope,coarse blocks,ca. 15 m,IB,CH 32,1712.0,,,
LAP_1108,PERMOS_2024,2011-10-16,46.106225,7.284724,1,459.0,459.0,,temp,56,4,LAP_1108,F11,LAP,Lapires,Lower Valais,VS,2011,4.59,exact,,reported_max_alt_date,,4.5,5.0,,borehole,2500.0,2380,2700,40.0,0.0,25.0,45.0,talus slope,coarse blocks,ca. 15 m,IB,CH 32,1712.0,,,
LAP_1108,PERMOS_2024,2012-10-11,46.106225,7.284724,1,475.0,475.0,,temp,205,4,LAP_1108,F11,LAP,Lapires,Lower Valais,VS,2012,4.75,exact,,reported_max_alt_date,,4.5,5.0,,borehole,2500.0,2380,2700,40.0,0.0,25.0,45.0,talus slope,coarse blocks,ca. 15 m,IB,CH 32,1712.0,,,
LAP_1108,PERMOS_2024,2015-11-23,46.106225,7.284724,1,528.0,528.0,,temp,276,4,LAP_1108,F11,LAP,Lapires,Lower Valais,VS,2015,5.28,exact,,reported_max_alt_date,,5.0,5.6,,borehole,2500.0,2380,2700,40.0,0.0,25.0,45.0,talus slope,coarse blocks,ca. 15 m,IB,CH 32,1712.0,,,
