FID,SiteID,DataType,Date,Lon_WGS84,Lat_WGS84,x_UTMz6N,y_UTMz6N,Altitude,ALT,OLT,Vegetation,Comments,xERT_plan,xERT_true
191,Vault lake,ERT,20210914,-147.6991328,65.03053966,467069.4,7212040.31,228.57,-9999,-9999,-9999,-9999,214,215.37
192,Vault lake,ERT,20210914,-147.6991339,65.03055518,467069.37,7212042.04,228.68,-9999,-9999,-9999,-9999,216,217.1
193,Vault lake,ERT,20210914,-147.6991293,65.03057351,467069.61,7212044.08,228.7,-9999,-9999,-9999,-9999,218,219.15
194,Vault lake,ERT,20210914,-147.6991231,65.03059067,467069.92,7212045.99,228.72,58,-9999,Tussock some bl spruce,-9999,220,221.09
195,Vault lake,ERT,20210914,-147.6991221,65.03060934,467069.99,7212048.07,228.66,-9999,-9999,-9999,Eol,222,223.17
196,North Star Line A,ERT,20210915,-147.6354855,64.89422352,469914.57,7196817.17,196.4,-9999,-9999,-9999,Edge of pond off fairway,0,0
197,North Star Line A,ERT,20210915,-147.6355232,64.89421698,469912.78,7196816.46,196.63,-9999,-9999,-9999,-9999,2,1.92
198,North Star Line A,ERT,20210915,-147.635561,64.89420893,469910.98,7196815.58,196.64,-9999,-9999,-9999,-9999,4,3.93
199,North Star Line A,ERT,20210915,-147.6355991,64.89420158,469909.17,7196814.78,196.62,-9999,-9999,-9999,-9999,6,5.91
200,North Star Line A,ERT,20210915,-147.6356391,64.89419531,469907.27,7196814.1,196.24,-9999,-9999,-9999,-9999,8,7.92
201,North Star Line A,ERT,20210915,-147.6356775,64.8941877,469905.44,7196813.27,195.97,-9999,-9999,-9999,Fairway,10,9.93
202,North Star Line A,ERT,20210915,-147.635716,64.8941809,469903.61,7196812.53,196.05,-9999,-9999,-9999,-9999,12,11.91
203,North Star Line A,ERT,20210915,-147.6357526,64.89417257,469901.87,7196811.62,196.13,-9999,-9999,-9999,-9999,14,13.87
204,North Star Line A,ERT,20210915,-147.6357909,64.89416613,469900.05,7196810.92,196.02,-9999,-9999,-9999,-9999,16,15.82
205,North Star Line A,ERT,20210915,-147.6358319,64.89415851,469898.1,7196810.09,195.74,-9999,-9999,-9999,-9999,18,17.94
206,North Star Line A,ERT,20210915,-147.6358695,64.89415162,469896.31,7196809.34,195.3,-9999,-9999,-9999,Edge of thermokarst gulley,20,19.88
207,North Star Line A,ERT,20210915,-147.6359082,64.89414266,469894.47,7196808.36,194.82,-9999,-9999,-9999,In gulley water,22,21.96
208,North Star Line A,ERT,20210915,-147.635944,64.89413595,469892.77,7196807.63,195.17,-9999,-9999,-9999,Far edge gulley,24,23.81
209,North Star Line A,ERT,20210915,-147.6359835,64.89412879,469890.89,7196806.85,195.21,-9999,-9999,-9999,-9999,26,25.85
210,North Star Line A,ERT,20210915,-147.6360252,64.89412251,469888.91,7196806.17,195.11,-9999,-9999,-9999,-9999,28,27.94
211,North Star Line A,ERT,20210915,-147.6360594,64.89411419,469887.28,7196805.26,194.91,-9999,-9999,-9999,-9999,30,29.81
212,North Star Line A,ERT,20210915,-147.6360992,64.89410738,469885.39,7196804.52,194.74,-9999,-9999,-9999,-9999,32,31.83
213,North Star Line A,ERT,20210915,-147.6361351,64.89409915,469883.68,7196803.62,194.67,-9999,-9999,-9999,-9999,34,33.77
214,North Star Line A,ERT,20210915,-147.6361742,64.89409172,469881.82,7196802.81,194.76,-9999,-9999,-9999,-9999,36,35.8
215,North Star Line A,ERT,20210915,-147.6362127,64.89408438,469879.99,7196802.01,194.61,-9999,-9999,-9999,-9999,38,37.8
216,North Star Line A,ERT,20210915,-147.6362516,64.89407811,469878.14,7196801.33,194.5,-9999,-9999,-9999,Grassy wet,40,39.77
217,North Star Line A,ERT,20210915,-147.636289,64.89406915,469876.36,7196800.35,194.58,-9999,-9999,-9999,-9999,42,41.8
218,North Star Line A,ERT,20210915,-147.6363277,64.89406253,469874.52,7196799.63,194.89,-9999,-9999,-9999,-9999,44,43.78
219,North Star Line A,ERT,20210915,-147.6363675,64.89405626,469872.63,7196798.95,195.09,-9999,-9999,-9999,-9999,46,45.79
220,North Star Line A,ERT,20210915,-147.636403,64.89404866,469870.94,7196798.12,195.28,-9999,-9999,-9999,-9999,48,47.67
221,North Star Line A,ERT,20210915,-147.6364438,64.8940405,469869,7196797.23,195.34,-9999,-9999,-9999,-9999,50,49.8
222,North Star Line A,ERT,20210915,-147.6364842,64.89403404,469867.08,7196796.53,195.27,-9999,-9999,-9999,-9999,52,51.84
223,North Star Line A,ERT,20210915,-147.6365195,64.8940251,469865.4,7196795.55,195.23,-9999,-9999,-9999,-9999,54,53.79
224,North Star Line A,ERT,20210915,-147.636559,64.89401766,469863.52,7196794.74,195.23,-9999,-9999,-9999,-9999,56,55.84
225,North Star Line A,ERT,20210915,-147.6365983,64.89401031,469861.65,7196793.94,195.11,-9999,-9999,-9999,-9999,58,57.87
226,North Star Line A,ERT,20210915,-147.6366362,64.8940036,469859.85,7196793.21,195.34,-9999,-9999,-9999,-9999,60,59.82
227,North Star Line A,ERT,20210915,-147.6366755,64.893995,469857.98,7196792.27,195.59,-9999,-9999,-9999,-9999,62,61.9
228,North Star Line A,ERT,20210915,-147.63671,64.89398893,469856.34,7196791.61,195.69,-9999,-9999,-9999,Gold cart trail,64,63.67
229,North Star Line A,ERT,20210915,-147.6367483,64.89398159,469854.52,7196790.81,195.78,-9999,-9999,-9999,Golf cart trail,66,65.66
230,North Star Line A,ERT,20210915,-147.6367899,64.89397459,469852.54,7196790.05,195.78,-9999,-9999,-9999,-9999,68,67.78
231,North Star Line A,ERT,20210915,-147.6368282,64.8939668,469850.72,7196789.2,195.47,-9999,-9999,-9999,Edge center ditch,70,69.78
232,North Star Line A,ERT,20210915,-147.6368664,64.89395919,469848.9,7196788.37,195.14,-9999,-9999,-9999,-9999,72,71.79
233,North Star Line A,ERT,20210915,-147.6369045,64.89395131,469847.09,7196787.51,195.13,-9999,-9999,-9999,-9999,74,73.79
234,North Star Line A,ERT,20210915,-147.6369436,64.89394315,469845.23,7196786.62,195.39,-9999,-9999,-9999,center ditch,76,75.85
235,North Star Line A,ERT,20210915,-147.6369764,64.89393673,469843.67,7196785.92,195.6,-9999,-9999,-9999,Edge center ditch,78,77.57
236,North Star Line A,ERT,20210915,-147.6370183,64.89393,469841.68,7196785.19,195.73,-9999,-9999,-9999,-9999,80,79.68
237,North Star Line A,ERT,20210915,-147.6370612,64.89392237,469839.64,7196784.36,195.75,-9999,-9999,-9999,Solar panel,82,81.88
238,North Star Line A,ERT,20210915,-147.6370937,64.8939146,469838.09,7196783.51,195.68,-9999,-9999,-9999,-9999,84,83.66
239,North Star Line A,ERT,20210915,-147.637133,64.89390708,469836.22,7196782.69,195.55,-9999,-9999,-9999,-9999,86,85.7
240,North Star Line A,ERT,20210915,-147.6371722,64.89389955,469834.36,7196781.87,195.34,-9999,-9999,-9999,-9999,88,87.73
241,North Star Line A,ERT,20210915,-147.6372129,64.89389157,469832.42,7196781,195.2,-9999,-9999,-9999,-9999,90,89.86
242,North Star Line A,ERT,20210915,-147.6372487,64.89388415,469830.72,7196780.19,195.2,-9999,-9999,-9999,-9999,92,91.74
243,North Star Line A,ERT,20210915,-147.6372865,64.89387663,469828.92,7196779.37,195.19,-9999,-9999,-9999,-9999,94,93.72
244,North Star Line A,ERT,20210915,-147.6373256,64.8938691,469827.06,7196778.55,195.15,-9999,-9999,-9999,Tower 4 m north,96,95.75
245,North Star Line A,ERT,20210915,-147.6373639,64.89386221,469825.24,7196777.8,195.13,-9999,-9999,-9999,-9999,98,97.72
246,North Star Line A,ERT,20210915,-147.6374021,64.89385298,469823.42,7196776.79,195.02,-9999,-9999,-9999,-9999,100,99.8
247,North Star Line A,ERT,20210915,-147.6374385,64.8938452,469821.69,7196775.94,194.95,-9999,-9999,-9999,-9999,102,101.73
248,North Star Line A,ERT,20210915,-147.6374776,64.8938383,469819.83,7196775.19,194.88,-9999,-9999,-9999,-9999,104,103.73
249,North Star Line A,ERT,20210915,-147.6375144,64.89383034,469818.08,7196774.32,194.85,-9999,-9999,-9999,-9999,106,105.69
250,North Star Line A,ERT,20210915,-147.6375537,64.89382219,469816.21,7196773.43,194.83,-9999,-9999,-9999,-9999,108,107.76
251,North Star Line A,ERT,20210915,-147.6375901,64.89381431,469814.48,7196772.57,194.82,-9999,-9999,-9999,-9999,110,109.69
252,North Star Line A,ERT,20210915,-147.6376315,64.8938066,469812.51,7196771.73,194.86,-9999,-9999,-9999,-9999,112,111.83
253,North Star Line A,ERT,20210915,-147.6376664,64.89379963,469810.85,7196770.97,194.82,-9999,-9999,-9999,-9999,114,113.66
254,North Star Line A,ERT,20210915,-147.6377049,64.89379238,469809.02,7196770.18,194.8,-9999,-9999,-9999,-9999,116,115.65
255,North Star Line A,ERT,20210915,-147.6377438,64.89378521,469807.17,7196769.4,194.9,-9999,-9999,-9999,-9999,118,117.65
256,North Star Line A,ERT,20210915,-147.6377863,64.89377731,469805.15,7196768.54,195.01,-9999,-9999,-9999,-9999,120,119.86
257,North Star Line A,ERT,20210915,-147.6378209,64.893769,469803.5,7196767.63,195.07,-9999,-9999,-9999,-9999,122,121.74
258,North Star Line A,ERT,20210915,-147.6378603,64.89376246,469801.63,7196766.92,195.13,-9999,-9999,-9999,-9999,124,123.74
259,North Star Line A,ERT,20210915,-147.6378983,64.89375458,469799.82,7196766.06,195.23,-9999,-9999,-9999,-9999,126,125.74
260,North Star Line A,ERT,20210915,-147.6379355,64.89374706,469798.05,7196765.24,195.24,-9999,-9999,-9999,-9999,128,127.7
261,North Star Line A,ERT,20210915,-147.6379754,64.89373863,469796.15,7196764.32,195.23,-9999,-9999,-9999,-9999,130,129.8
262,North Star Line A,ERT,20210915,-147.6380133,64.89373102,469794.35,7196763.49,195.25,-9999,-9999,-9999,-9999,132,131.79
263,North Star Line A,ERT,20210915,-147.6380499,64.89372333,469792.61,7196762.65,195.2,-9999,-9999,-9999,-9999,134,133.72
264,North Star Line A,ERT,20210915,-147.6380928,64.89371615,469790.57,7196761.87,195.16,-9999,-9999,-9999,-9999,136,135.9
265,North Star Line A,ERT,20210915,-147.6381271,64.89370954,469788.94,7196761.15,195.04,-9999,-9999,-9999,-9999,138,137.69
266,North Star Line A,ERT,20210915,-147.6381666,64.89370093,469787.06,7196760.21,194.87,-9999,-9999,-9999,-9999,140,139.79
267,North Star Line A,ERT,20210915,-147.6382035,64.89369216,469785.3,7196759.25,194.71,-9999,-9999,-9999,-9999,142,141.79
268,North Star Line A,ERT,20210915,-147.6382424,64.89368544,469783.45,7196758.52,194.65,-9999,-9999,-9999,-9999,144,143.78
269,North Star Line A,ERT,20210915,-147.6382815,64.89367738,469781.59,7196757.64,194.65,-9999,-9999,-9999,-9999,146,145.84
270,North Star Line A,ERT,20210915,-147.6383188,64.89367004,469779.82,7196756.84,194.65,-9999,-9999,-9999,-9999,148,147.78
271,North Star Line A,ERT,20210915,-147.6383583,64.89366108,469777.94,7196755.86,194.59,-9999,-9999,-9999,-9999,150,149.9
272,North Star Line A,ERT,20210915,-147.6383946,64.89365446,469776.21,7196755.14,194.49,-9999,-9999,-9999,-9999,152,151.78
273,North Star Line A,ERT,20210915,-147.638434,64.89364765,469774.34,7196754.4,194.55,-9999,-9999,-9999,-9999,154,153.78
274,North Star Line A,ERT,20210915,-147.6384722,64.89364031,469772.52,7196753.6,194.45,-9999,-9999,-9999,-9999,156,155.77
275,North Star Line A,ERT,20210915,-147.6385086,64.89363208,469770.79,7196752.7,194.47,-9999,-9999,-9999,-9999,158,157.73
276,North Star Line A,ERT,20210915,-147.6385456,64.89362447,469769.03,7196751.87,194.36,-9999,-9999,-9999,Edge fairway before forest,160,159.67
277,North Star Line A,ERT,20210915,-147.6385834,64.8936157,469767.23,7196750.91,194.26,-9999,-9999,-9999,-9999,162,161.71
278,North Star Line A,ERT,20210915,-147.6386231,64.89360772,469765.34,7196750.04,194.05,-9999,-9999,-9999,-9999,164,163.79
279,North Star Line A,ERT,20210915,-147.6386591,64.89360074,469763.63,7196749.28,193.98,-9999,-9999,-9999,-9999,166,165.66
280,North Star Line A,ERT,20210915,-147.6386973,64.89359268,469761.81,7196748.4,193.79,-9999,-9999,-9999,Edge drainage,168,167.69
281,North Star Line A,ERT,20210915,-147.638738,64.89358704,469759.88,7196747.79,193.62,-9999,-9999,-9999,In Drainage,170,169.7
282,North Star Line A,ERT,20210915,-147.6387794,64.89358013,469757.91,7196747.04,193.83,-9999,-9999,-9999,Edge drainage,172,171.81
283,North Star Line A,ERT,20210915,-147.6388135,64.89357253,469756.29,7196746.21,194.01,-9999,-9999,-9999,-9999,174,173.64
284,North Star Line A,ERT,20210915,-147.6388476,64.89356216,469754.66,7196745.07,194.06,-9999,-9999,-9999,-9999,176,175.62
285,North Star Line A,ERT,20210915,-147.6388897,64.89355417,469752.66,7196744.2,192.83,-9999,-9999,-9999,Edge forest,178,177.81
286,North Star Line A,ERT,20210915,-147.638928,64.89354826,469750.84,7196743.56,194.18,-9999,-9999,-9999,Forest,180,179.74
287,North Star Line A,ERT,20210915,-147.6389648,64.89353985,469749.09,7196742.64,194.19,-9999,-9999,-9999,-9999,182,181.71
288,North Star Line A,ERT,20210915,-147.6390047,64.8935325,469747.19,7196741.84,193.83,-9999,-9999,-9999,-9999,184,183.77
289,North Star Line A,ERT,20210915,-147.639037,64.89352393,469745.65,7196740.9,193.78,-9999,-9999,-9999,-9999,186,185.57
290,North Star Line A,ERT,20210915,-147.6390702,64.89351616,469744.07,7196740.05,193.68,-9999,-9999,-9999,-9999,188,187.37
291,North Star Line A,ERT,20210915,-147.639111,64.89350513,469742.13,7196738.84,194.23,-9999,-9999,-9999,Forest,190,189.66
292,North Star Line A,ERT,20210915,-147.6391454,64.89349654,469740.49,7196737.9,194.25,-9999,-9999,-9999,-9999,192,191.55
293,North Star Line A,ERT,20210915,-147.6391821,64.8934858,469738.74,7196736.72,193.85,-9999,-9999,-9999,-9999,194,193.66
294,North Star Line A,ERT,20210915,-147.6392195,64.89347702,469736.96,7196735.76,193.34,-9999,-9999,-9999,-9999,196,195.68
295,North Star Line A,ERT,20210915,-147.639252,64.89346899,469735.41,7196734.88,194.03,-9999,-9999,-9999,-9999,198,197.46
296,North Star Line A,ERT,20210915,-147.6393104,64.89346263,469732.64,7196734.2,190,-9999,-9999,-9999,-9999,200,200.32
297,North Star Line A,ERT,20210915,-147.639344,64.89345307,469731.04,7196733.15,190.24,-9999,-9999,-9999,-9999,202,202.23
298,North Star Line A,ERT,20210915,-147.6393771,64.89344108,469729.46,7196731.83,190.13,-9999,-9999,-9999,-9999,204,204.29
299,North Star Line A,ERT,20210915,-147.6394144,64.89343222,469727.68,7196730.86,190.06,-9999,-9999,-9999,-9999,206,206.32
300,North Star Line A,ERT,20210915,-147.6394512,64.89342335,469725.93,7196729.89,189.67,-9999,-9999,-9999,-9999,208,208.32
301,North Star Line A,ERT,20210915,-147.6394907,64.89341367,469724.05,7196728.83,189.53,-9999,-9999,-9999,Forest,210,210.48
302,North Star Line A,ERT,20210915,-147.6395251,64.89340428,469722.41,7196727.8,189.14,-9999,-9999,-9999,-9999,212,212.42
303,North Star Line A,ERT,20210915,-147.6395561,64.89339545,469720.93,7196726.83,188.99,-9999,-9999,-9999,-9999,214,214.19
304,North Star Line A,ERT,20210915,-147.6395874,64.89338634,469719.44,7196725.83,188.51,-9999,-9999,-9999,-9999,216,215.97
305,North Star Line A,ERT,20210915,-147.6396147,64.89337106,469718.13,7196724.14,193.01,-9999,-9999,-9999,-9999,218,218.12
306,North Star Line A,ERT,20210915,-147.6396512,64.89336094,469716.39,7196723.03,193.1,-9999,-9999,-9999,Forest,220,220.18
307,North Star Line A,ERT,20210915,-147.6396864,64.89334814,469714.71,7196721.62,193.23,-9999,-9999,-9999,EOL,222,222.38
308,North Star Line D,ERT,20210915,-147.6358056,64.89230635,469897.27,7196603.67,202.78,-9999,-9999,Spruce birch,Forest,0,0
309,North Star Line D,ERT,20210915,-147.6358089,64.89232052,469897.13,7196605.25,202.41,-9999,-9999,-9999,-9999,2,1.59
310,North Star Line D,ERT,20210915,-147.6358148,64.89233898,469896.87,7196607.31,201.83,-9999,-9999,-9999,-9999,4,3.67
311,North Star Line D,ERT,20210915,-147.6358178,64.89235512,469896.75,7196609.11,201.47,-9999,-9999,-9999,-9999,6,5.47
312,North Star Line D,ERT,20210915,-147.6358264,64.89237321,469896.36,7196611.13,201.47,-9999,-9999,-9999,-9999,8,7.53
313,North Star Line D,ERT,20210915,-147.6358362,64.8923921,469895.92,7196613.24,201.5,-9999,-9999,Spruce birch,Forest,10,9.68
314,North Star Line D,ERT,20210915,-147.6358431,64.8924075,469895.61,7196614.96,200.99,-9999,-9999,-9999,-9999,12,11.42
315,North Star Line D,ERT,20210915,-147.6358547,64.89242441,469895.08,7196616.85,200.82,-9999,-9999,-9999,-9999,14,13.39
316,North Star Line D,ERT,20210915,-147.6358632,64.89244457,469894.7,7196619.1,200.2,-9999,-9999,-9999,-9999,16,15.67
317,North Star Line D,ERT,20210915,-147.635873,64.89246005,469894.25,7196620.83,199.97,-9999,-9999,-9999,-9999,18,17.46
318,North Star Line D,ERT,20210915,-147.6358833,64.89247571,469893.78,7196622.58,199.7,-9999,-9999,-9999,Edge forest,20,19.27
319,North Star Line D,ERT,20210915,-147.6358893,64.89249417,469893.52,7196624.64,199.78,-9999,-9999,-9999,-9999,22,21.35
320,North Star Line D,ERT,20210915,-147.6358977,64.892511,469893.14,7196626.52,200.18,-9999,-9999,-9999,-9999,24,23.27
321,North Star Line D,ERT,20210915,-147.6359091,64.89252746,469892.62,7196628.36,200.58,-9999,-9999,-9999,-9999,26,25.18
322,North Star Line D,ERT,20210915,-147.6359167,64.89254556,469892.28,7196630.38,200.73,-9999,-9999,-9999,-9999,28,27.23
323,North Star Line D,ERT,20210915,-147.6359217,64.89256258,469892.06,7196632.28,200.82,-9999,-9999,-9999,-9999,30,29.14
324,North Star Line D,ERT,20210915,-147.635926,64.89258114,469891.88,7196634.35,200.28,-9999,-9999,-9999,-9999,32,31.22
325,North Star Line D,ERT,20210915,-147.6359338,64.89259968,469891.53,7196636.42,200.16,-9999,-9999,-9999,-9999,34,33.32
326,North Star Line D,ERT,20210915,-147.635941,64.89261751,469891.21,7196638.41,200.3,-9999,-9999,-9999,-9999,36,35.33
327,North Star Line D,ERT,20210915,-147.635949,64.89263506,469890.85,7196640.37,200.43,-9999,-9999,-9999,-9999,38,37.33
328,North Star Line D,ERT,20210915,-147.6359556,64.89265388,469890.56,7196642.47,200.33,-9999,-9999,-9999,-9999,40,39.44
329,North Star Line D,ERT,20210915,-147.6359625,64.89267027,469890.25,7196644.3,200.25,-9999,-9999,-9999,-9999,42,41.3
330,North Star Line D,ERT,20210915,-147.6359682,64.89268837,469890,7196646.32,200.36,-9999,-9999,-9999,-9999,44,43.34
331,North Star Line D,ERT,20210915,-147.6359758,64.89270584,469889.66,7196648.27,200.27,-9999,-9999,-9999,-9999,46,45.31
332,North Star Line D,ERT,20210915,-147.6359834,64.89272321,469889.32,7196650.21,200.15,-9999,-9999,-9999,-9999,48,47.29
333,North Star Line D,ERT,20210915,-147.6359883,64.8927415,469889.11,7196652.25,200.14,-9999,-9999,-9999,-9999,50,49.33
334,North Star Line D,ERT,20210915,-147.6359965,64.89275977,469888.74,7196654.29,200.09,-9999,-9999,-9999,-9999,52,51.41
335,North Star Line D,ERT,20210915,-147.6360022,64.89277679,469888.49,7196656.19,199.97,-9999,-9999,-9999,-9999,54,53.33
336,North Star Line D,ERT,20210915,-147.6360123,64.89279461,469888.03,7196658.18,199.78,-9999,-9999,-9999,-9999,56,55.37
337,North Star Line D,ERT,20210915,-147.636018,64.89281172,469887.78,7196660.09,199.82,-9999,-9999,-9999,-9999,58,57.3
338,North Star Line D,ERT,20210915,-147.6360271,64.89283008,469887.37,7196662.14,199.98,-9999,-9999,-9999,-9999,60,59.38
339,North Star Line D,ERT,20210915,-147.6360341,64.89284701,469887.06,7196664.03,200.01,-9999,-9999,-9999,-9999,62,61.3
340,North Star Line D,ERT,20210915,-147.6360421,64.8928651,469886.7,7196666.05,199.91,-9999,-9999,-9999,-9999,64,63.35
341,North Star Line D,ERT,20210915,-147.6360484,64.89288302,469886.42,7196668.05,199.84,-9999,-9999,-9999,-9999,66,65.37
342,North Star Line D,ERT,20210915,-147.6360548,64.89289995,469886.14,7196669.94,199.93,-9999,-9999,-9999,-9999,68,67.28
343,North Star Line D,ERT,20210915,-147.6360624,64.89291894,469885.8,7196672.06,199.95,-9999,-9999,-9999,-9999,70,69.43
344,North Star Line D,ERT,20210915,-147.6360685,64.8929356,469885.53,7196673.92,199.9,-9999,-9999,-9999,-9999,72,71.31
345,North Star Line D,ERT,20210915,-147.6360775,64.89295279,469885.12,7196675.84,199.65,-9999,-9999,-9999,-9999,74,73.27
346,North Star Line D,ERT,20210915,-147.6360858,64.89297107,469884.75,7196677.88,199.58,-9999,-9999,-9999,Sand traps,76,75.34
347,North Star Line D,ERT,20210915,-147.6360898,64.89298873,469884.58,7196679.85,199.53,-9999,-9999,-9999,-9999,78,77.32
348,North Star Line D,ERT,20210915,-147.6360989,64.8930069,469884.17,7196681.88,199.56,-9999,-9999,-9999,-9999,80,79.39
349,North Star Line D,ERT,20210915,-147.6361046,64.89302482,469883.92,7196683.88,199.44,-9999,-9999,-9999,-9999,82,81.42
350,North Star Line D,ERT,20210915,-147.6361119,64.89304086,469883.59,7196685.67,199.35,-9999,-9999,-9999,-9999,84,83.23
351,North Star Line D,ERT,20210915,-147.6361206,64.89306002,469883.2,7196687.81,199.36,-9999,-9999,-9999,-9999,86,85.41
352,North Star Line D,ERT,20210915,-147.6361287,64.89307757,469882.84,7196689.77,199.34,-9999,-9999,-9999,-9999,88,87.4
353,North Star Line D,ERT,20210915,-147.6361342,64.89309604,469882.6,7196691.83,199.29,-9999,-9999,-9999,-9999,90,89.47
354,North Star Line D,ERT,20210915,-147.6361419,64.89311206,469882.25,7196693.62,199.14,-9999,-9999,-9999,-9999,92,91.3
355,North Star Line D,ERT,20210915,-147.6361476,64.89313017,469882,7196695.64,199.08,-9999,-9999,-9999,-9999,94,93.33
356,North Star Line D,ERT,20210915,-147.636155,64.89314799,469881.67,7196697.63,199.08,-9999,-9999,-9999,-9999,96,95.35
357,North Star Line D,ERT,20210915,-147.6361666,64.89316436,469881.14,7196699.46,199.08,-9999,-9999,-9999,-9999,98,97.26
358,North Star Line D,ERT,20210915,-147.6361721,64.8931813,469880.9,7196701.35,199,-9999,-9999,-9999,-9999,100,99.16
359,North Star Line D,ERT,20210915,-147.6361772,64.8932003,469880.68,7196703.47,198.98,-9999,-9999,-9999,-9999,102,101.29
360,North Star Line D,ERT,20210915,-147.6361825,64.89321939,469880.45,7196705.6,198.99,-9999,-9999,-9999,-9999,104,103.43
361,North Star Line D,ERT,20210915,-147.6361894,64.89323578,469880.14,7196707.43,198.86,-9999,-9999,-9999,-9999,106,105.29
362,North Star Line D,ERT,20210915,-147.6361977,64.89325414,469879.77,7196709.48,198.85,-9999,-9999,-9999,-9999,108,107.37
363,North Star Line D,ERT,20210915,-147.6362038,64.89327215,469879.5,7196711.49,198.72,-9999,-9999,-9999,-9999,110,109.4
364,North Star Line D,ERT,20210915,-147.6362093,64.89328927,469879.26,7196713.4,198.48,-9999,-9999,-9999,-9999,112,111.33
365,North Star Line D,ERT,20210915,-147.6362188,64.89330664,469878.83,7196715.34,198.49,-9999,-9999,-9999,-9999,114,113.31
366,North Star Line D,ERT,20210915,-147.6362249,64.89332492,469878.56,7196717.38,198.38,-9999,-9999,-9999,-9999,116,115.38
367,North Star Line D,ERT,20210915,-147.6362319,64.89334301,469878.25,7196719.4,198.28,-9999,-9999,-9999,-9999,118,117.41
368,North Star Line D,ERT,20210915,-147.636242,64.8933602,469877.79,7196721.32,198.25,-9999,-9999,-9999,-9999,120,119.39
369,North Star Line D,ERT,20210915,-147.6362539,64.8933789,469877.25,7196723.41,198.13,-9999,-9999,-9999,-9999,122,121.55
370,North Star Line D,ERT,20210915,-147.6362596,64.89339646,469877,7196725.37,197.99,-9999,-9999,-9999,-9999,124,123.52
371,North Star Line D,ERT,20210915,-147.6362663,64.8934133,469876.7,7196727.25,197.95,-9999,-9999,-9999,-9999,126,125.43
372,North Star Line D,ERT,20210915,-147.6362726,64.89343167,469876.42,7196729.3,197.99,-9999,-9999,-9999,-9999,128,127.49
373,North Star Line D,ERT,20210915,-147.6362796,64.89344869,469876.11,7196731.2,197.97,-9999,-9999,-9999,-9999,130,129.42
374,North Star Line D,ERT,20210915,-147.6362864,64.89346688,469875.81,7196733.23,197.87,-9999,-9999,-9999,-9999,132,131.48
375,North Star Line D,ERT,20210915,-147.6362938,64.89348479,469875.48,7196735.23,197.75,-9999,-9999,-9999,-9999,134,133.5
376,North Star Line D,ERT,20210915,-147.6363014,64.89350289,469875.14,7196737.25,197.6,-9999,-9999,-9999,-9999,136,135.55
377,North Star Line D,ERT,20210915,-147.6363085,64.89351919,469874.82,7196739.07,197.61,-9999,-9999,-9999,-9999,138,137.4
378,North Star Line D,ERT,20210915,-147.6363138,64.89353693,469874.59,7196741.05,197.63,-9999,-9999,-9999,-9999,140,139.39
379,North Star Line D,ERT,20210915,-147.6363212,64.89355592,469874.26,7196743.17,197.55,-9999,-9999,-9999,-9999,142,141.53
380,North Star Line D,ERT,20210915,-147.6363307,64.8935732,469873.83,7196745.1,197.34,-9999,-9999,-9999,-9999,144,143.52
381,North Star Line D,ERT,20210915,-147.636336,64.89359059,469873.6,7196747.04,197.22,-9999,-9999,-9999,-9999,146,145.47
382,North Star Line D,ERT,20210915,-147.6363419,64.89360815,469873.34,7196749,197.12,-9999,-9999,-9999,-9999,148,147.45
383,North Star Line D,ERT,20210915,-147.6363501,64.89362588,469872.97,7196750.98,197.03,-9999,-9999,-9999,-9999,150,149.45
384,North Star Line D,ERT,20210915,-147.6363577,64.89364317,469872.63,7196752.91,197.05,-9999,-9999,-9999,-9999,152,151.42
385,North Star Line D,ERT,20210915,-147.636367,64.89366063,469872.21,7196754.86,197.06,-9999,-9999,-9999,-9999,154,153.41
386,North Star Line D,ERT,20210915,-147.6363714,64.89367909,469872.02,7196756.92,197.09,-9999,-9999,-9999,-9999,156,155.48
387,North Star Line D,ERT,20210915,-147.6363775,64.89369549,469871.75,7196758.75,197.12,-9999,-9999,-9999,-9999,158,157.33
388,North Star Line D,ERT,20210915,-147.6363835,64.8937144,469871.49,7196760.86,197.19,-9999,-9999,-9999,-9999,160,159.46
389,North Star Line D,ERT,20210915,-147.6363921,64.8937324,469871.1,7196762.87,197.18,-9999,-9999,-9999,-9999,162,161.5
390,North Star Line D,ERT,20210915,-147.6363985,64.8937496,469870.82,7196764.79,197.24,-9999,-9999,-9999,-9999,164,163.44
391,North Star Line D,ERT,20210915,-147.6364061,64.89376805,469870.48,7196766.85,197.25,-9999,-9999,-9999,-9999,166,165.53
392,North Star Line D,ERT,20210915,-147.6364168,64.89378514,469869.99,7196768.76,197.16,-9999,-9999,-9999,-9999,168,167.5
393,North Star Line D,ERT,20210915,-147.6364249,64.89380279,469869.63,7196770.73,197.09,-9999,-9999,-9999,-9999,170,169.51
394,North Star Line D,ERT,20210915,-147.636431,64.89381954,469869.36,7196772.6,197.09,-9999,-9999,-9999,-9999,172,171.39
395,North Star Line D,ERT,20210915,-147.6364399,64.89383888,469868.96,7196774.76,197.02,-9999,-9999,-9999,-9999,174,173.6
396,North Star Line D,ERT,20210915,-147.6364491,64.89385473,469868.54,7196776.53,196.89,-9999,-9999,-9999,-9999,176,175.41
397,North Star Line D,ERT,20210915,-147.6364559,64.89387345,469868.24,7196778.62,196.8,-9999,-9999,-9999,-9999,178,177.52
