station,name,lat,long,elevation,DATE,TAVG,TMAX,TMIN,TOBS
USS0048U01S,"SAGWON, AK US",69.42,-148.69,304.8,2022-12-06,-9.4,-3.9,-14.4,-11.1
USS0048U01S,"SAGWON, AK US",69.42,-148.69,304.8,2022-12-07,-7.8,-5.6,-12.2,-6.7
USS0048U01S,"SAGWON, AK US",69.42,-148.69,304.8,2022-12-08,-7.8,-6.1,-8.3,-8.3
USS0048U01S,"SAGWON, AK US",69.42,-148.69,304.8,2022-12-09,-11.7,-8.3,-15,-13.9
USS0048U01S,"SAGWON, AK US",69.42,-148.69,304.8,2022-12-10,-14.4,-11.1,-17.2,-13.9
USS0048U01S,"SAGWON, AK US",69.42,-148.69,304.8,2022-12-11,-11.1,-7.2,-17.2,-8.3
USS0048U01S,"SAGWON, AK US",69.42,-148.69,304.8,2022-12-12,-8.9,-5,-12.8,-12.8
USS0048U01S,"SAGWON, AK US",69.42,-148.69,304.8,2022-12-13,-13.3,-9.4,-16.1,-15.6
USS0048U01S,"SAGWON, AK US",69.42,-148.69,304.8,2022-12-14,-17.8,-15,-20.6,-15.6
USS0048U01S,"SAGWON, AK US",69.42,-148.69,304.8,2022-12-15,-15,-10,-20,-16.7
USS0048U01S,"SAGWON, AK US",69.42,-148.69,304.8,2022-12-16,-24.4,-16.7,-27.2,-21.7
USS0048U01S,"SAGWON, AK US",69.42,-148.69,304.8,2022-12-17,-20,-14.4,-24.4,-18.3
USS0048U01S,"SAGWON, AK US",69.42,-148.69,304.8,2022-12-18,-16.1,-14.4,-20.6,-16.1
USS0048U01S,"SAGWON, AK US",69.42,-148.69,304.8,2022-12-19,-17.8,-13.9,-19.4,-19.4
USS0048U01S,"SAGWON, AK US",69.42,-148.69,304.8,2022-12-20,-21.7,-19.4,-23.3,-23.3
USS0048U01S,"SAGWON, AK US",69.42,-148.69,304.8,2022-12-21,-23.9,-15.6,-27.8,-16.1
USS0048U01S,"SAGWON, AK US",69.42,-148.69,304.8,2022-12-22,-16.7,-13.9,-22.8,-21.7
USS0048U01S,"SAGWON, AK US",69.42,-148.69,304.8,2022-12-23,-21.7,-20,-23.9,-21.7
USS0048U01S,"SAGWON, AK US",69.42,-148.69,304.8,2022-12-24,-28.3,-21.1,-33.3,-30.6
USS0048U01S,"SAGWON, AK US",69.42,-148.69,304.8,2022-12-25,-31.7,-29.4,-36.7,-36.7
USS0048U01S,"SAGWON, AK US",69.42,-148.69,304.8,2022-12-26,-37.8,-36.1,-38.9,-36.7
USS0048U01S,"SAGWON, AK US",69.42,-148.69,304.8,2022-12-27,-36.7,-33.9,-38.3,-33.9
USS0048U01S,"SAGWON, AK US",69.42,-148.69,304.8,2022-12-28,-31.1,-28.9,-33.9,-28.9
USS0048U01S,"SAGWON, AK US",69.42,-148.69,304.8,2022-12-29,-26.7,-23.3,-28.9,-23.3
USS0048U01S,"SAGWON, AK US",69.42,-148.69,304.8,2022-12-30,-22.2,-18.3,-23.3,-21.1
USS0048U01S,"SAGWON, AK US",69.42,-148.69,304.8,2022-12-31,-22.8,-20,-25,-20.6
