date,site_name,site_code,latitude ,longitude ,transect,sample_location,thaw_depth,notes 
2017-09-24,YK Delta Burned ,YKDB ,-9999,-9999,1,10,78,NA
2017-09-24,YK Delta Burned ,YKDB ,-9999,-9999,1,11,74,NA
2017-09-24,YK Delta Burned ,YKDB ,-9999,-9999,1,12,61,NA
2017-09-24,YK Delta Burned ,YKDB ,-9999,-9999,1,13,64,NA
2017-09-24,YK Delta Burned ,YKDB ,-9999,-9999,1,14,66,NA
2017-09-24,YK Delta Burned ,YKDB ,-9999,-9999,1,15,70,NA
2017-09-24,YK Delta Burned ,YKDB ,-9999,-9999,1,16,63,NA
2017-09-24,YK Delta Burned ,YKDB ,-9999,-9999,1,17,68,NA
2017-09-24,YK Delta Burned ,YKDB ,-9999,-9999,1,18,68,NA
2017-09-24,YK Delta Burned ,YKDB ,-9999,-9999,1,19,63,NA
2017-09-24,YK Delta Burned ,YKDB ,-9999,-9999,1,20,68,NA
2017-09-24,YK Delta Burned ,YKDB ,-9999,-9999,1,21,64,NA
2017-09-24,YK Delta Burned ,YKDB ,-9999,-9999,1,22,64,NA
2017-09-24,YK Delta Burned ,YKDB ,-9999,-9999,1,23,65,NA
2017-09-24,YK Delta Burned ,YKDB ,-9999,-9999,1,24,65,NA
2017-09-24,YK Delta Burned ,YKDB ,61.269958,-163.235446,1,25,69,NA
2018-07-04,Eight Mile Lake ,EML,63.880063,-149.256049,1,0,44,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,1,1,44,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,1,2,34,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,1,3,36,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,1,4,64,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,1,5,61,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,1,6,37,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,1,7,38,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,1,8,42,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,1,9,43,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,1,10,38,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,1,11,36,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,1,12,58,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,1,13,35,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,1,14,34,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,1,15,42,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,1,16,39,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,1,17,34,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,1,18,32,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,1,19,34,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,1,20,28,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,1,21,30,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,1,22,27,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,1,23,28,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,1,24,23,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,1,25,25,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,1,26,24,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,1,27,21,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,1,28,27,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,1,29,26,NA
2018-07-04,Eight Mile Lake ,EML,63.880167,-149.256606,1,30,29,NA
2018-07-04,Eight Mile Lake ,EML,63.880225,-149.255864,2,0,26,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,2,1,26,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,2,2,29,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,2,3,2,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,2,4,3,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,2,5,43,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,2,6,40,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,2,7,52,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,2,8,54,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,2,9,33,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,2,10,30,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,2,11,34,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,2,12,35,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,2,13,39,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,2,14,28,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,2,15,35,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,2,16,28,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,2,17,30,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,2,18,37,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,2,19,3,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,2,20,30,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,2,21,31,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,2,22,35,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,2,23,26,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,2,24,30,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,2,25,27,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,2,26,26,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,2,27,34,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,2,28,28,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,2,29,29,NA
2018-07-04,Eight Mile Lake ,EML,63.880339,-149.256394,2,30,28,NA
2018-07-04,Eight Mile Lake ,EML,63.880332,-149.255684,3,0,33,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,3,1,54,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,3,2,34,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,3,3,34,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,3,4,7,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,3,5,36,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,3,6,32,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,3,7,32,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,3,8,30,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,3,9,32,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,3,10,30,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,3,11,31,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,3,12,33,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,3,13,35,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,3,14,39,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,3,15,30,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,3,16,23,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,3,17,28,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,3,18,2,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,3,19,37,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,3,20,31,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,3,21,25,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,3,22,23,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,3,23,28,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,3,24,30,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,3,25,38,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,3,26,30,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,3,27,35,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,3,28,28,NA
2018-07-04,Eight Mile Lake ,EML,-9999,-9999,3,29,30,NA
2018-07-04,Eight Mile Lake ,EML,63.880476,-149.256213,3,30,27,NA
2018-07-05,Hess Creek Unburned,HCU,65.567191,-148.925705,1,0,33,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,1,1,24,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,1,2,27,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,1,3,26,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,1,4,34,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,1,5,31,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,1,6,30,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,1,7,28,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,1,8,29,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,1,9,31,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,1,10,24,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,1,11,25,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,1,12,33,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,1,13,41,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,1,14,29,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,1,15,30,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,1,16,35,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,1,17,39,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,1,18,32,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,1,19,29,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,1,20,29,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,1,21,30,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,1,22,34,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,1,23,33,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,1,24,30,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,1,25,34,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,1,26,33,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,1,27,34,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,1,28,27,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,1,29,30,NA
2018-07-05,Hess Creek Unburned,HCU,65.567478,-148.925804,1,30,30,NA
2018-07-05,Hess Creek Unburned,HCU,65.567228,-148.925424,2,0,26,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,2,1,39,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,2,2,30,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,2,3,35,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,2,4,27,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,2,5,33,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,2,6,32,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,2,7,34,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,2,8,32,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,2,9,38,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,2,10,41,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,2,11,23,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,2,12,29,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,2,13,34,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,2,14,50,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,2,15,45,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,2,16,33,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,2,17,31,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,2,18,33,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,2,19,31,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,2,20,34,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,2,21,28,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,2,22,32,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,2,23,34,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,2,24,30,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,2,25,27,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,2,26,34,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,2,27,34,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,2,28,38,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,2,29,34,NA
2018-07-05,Hess Creek Unburned,HCU,65.567456,-148.925592,2,30,39,NA
2018-07-05,Hess Creek Unburned,HCU,65.567277,-148.925009,3,0,30,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,3,1,36,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,3,2,33,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,3,3,30,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,3,4,29,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,3,5,31,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,3,6,34,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,3,7,29,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,3,8,34,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,3,9,42,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,3,10,31,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,3,11,31,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,3,12,34,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,3,13,28,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,3,14,31,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,3,15,38,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,3,16,35,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,3,17,30,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,3,18,35,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,3,19,38,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,3,20,47,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,3,21,35,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,3,22,27,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,3,23,31,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,3,24,27,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,3,25,41,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,3,26,34,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,3,27,28,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,3,28,25,NA
2018-07-05,Hess Creek Unburned,HCU,-9999,-9999,3,29,30,NA
2018-07-05,Hess Creek Unburned,HCU,65.567562,-148.925063,3,30,30,NA
2018-07-05,Hess Creek Burned ,HCB,65.568741,-148.924115,1,0,41,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,1,1,31,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,1,2,48,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,1,3,50,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,1,4,48,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,1,5,49,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,1,6,47,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,1,7,42,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,1,8,38,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,1,9,49,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,1,10,31,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,1,11,40,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,1,12,44,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,1,13,45,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,1,14,41,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,1,15,39,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,1,16,43,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,1,17,39,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,1,18,50,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,1,19,38,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,1,20,46,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,1,21,55,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,1,22,55,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,1,23,43,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,1,24,62,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,1,25,49,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,1,26,44,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,1,27,32,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,1,28,46,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,1,29,53,NA
2018-07-05,Hess Creek Burned ,HCB,65.568988,-148.923983,1,30,42,NA
2018-07-05,Hess Creek Burned ,HCB,65.568618,-148.923751,2,0,60,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,2,1,47,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,2,2,38,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,2,3,28,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,2,4,55,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,2,5,41,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,2,6,44,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,2,7,45,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,2,8,46,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,2,9,43,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,2,10,49,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,2,11,51,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,2,12,59,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,2,13,57,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,2,14,51,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,2,15,46,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,2,16,37,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,2,17,52,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,2,18,37,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,2,19,48,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,2,20,44,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,2,21,49,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,2,22,56,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,2,23,56,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,2,24,54,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,2,25,49,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,2,26,49,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,2,27,29,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,2,28,52,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,2,29,45,NA
2018-07-05,Hess Creek Burned ,HCB,65.5689,-148.923787,2,30,48,NA
2018-07-05,Hess Creek Burned ,HCB,65.568631,-148.923241,3,0,66,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,3,1,57,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,3,2,34,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,3,3,55,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,3,4,60,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,3,5,53,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,3,6,59,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,3,7,56,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,3,8,47,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,3,9,52,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,3,10,56,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,3,11,50,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,3,12,50,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,3,13,47,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,3,14,57,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,3,15,48,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,3,16,49,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,3,17,54,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,3,18,43,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,3,19,52,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,3,20,49,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,3,21,53,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,3,22,52,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,3,23,31,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,3,24,49,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,3,25,59,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,3,26,60,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,3,27,56,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,3,28,44,NA
2018-07-05,Hess Creek Burned ,HCB,-9999,-9999,3,29,40,NA
2018-07-05,Hess Creek Burned ,HCB,65.568907,-148.923177,3,30,41,NA
2018-07-06,Bonanza Creek ,BNZ,64.695864,-148.32514,1,0,35,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,1,1,29,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,1,2,29,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,1,3,31,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,1,4,34,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,1,5,23,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,1,6,39,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,1,7,52,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,1,8,25,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,1,9,35,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,1,10,39,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,1,11,45,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,1,12,41,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,1,13,39,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,1,14,43,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,1,15,36,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,1,16,33,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,1,17,35,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,1,18,30,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,1,19,34,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,1,20,29,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,1,21,32,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,1,22,29,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,1,23,31,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,1,24,35,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,1,25,34,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,1,26,31,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,1,27,30,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,1,28,30,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,1,29,34,NA
2018-07-06,Bonanza Creek ,BNZ,64.69613,-148.325408,1,30,29,NA
2018-07-06,Bonanza Creek ,BNZ,64.695761,-148.325296,2,0,19,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,2,1,29,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,2,2,23,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,2,3,42,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,2,4,35,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,2,5,27,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,2,6,30,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,2,7,28,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,2,8,32,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,2,9,36,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,2,10,36,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,2,11,31,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,2,12,31,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,2,13,34,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,2,14,30,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,2,15,25,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,2,16,28,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,2,17,32,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,2,18,33,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,2,19,44,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,2,20,29,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,2,21,30,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,2,22,26,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,2,23,33,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,2,24,42,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,2,25,28,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,2,26,26,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,2,27,30,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,2,28,31,NA
2018-07-06,Bonanza Creek ,BNZ,-9999,-9999,2,29,41,NA
2018-07-06,Bonanza Creek ,BNZ,64.695999,-148.325677,2,30,83,NA
2018-07-06,Bonanza Creek ,BNZ,64.695689,-148.325588,3,0,38,NA
