site_id,date,lat,lon,thaw_depth,pf_observed,pf_depth,obs_limit,method,source,site_name,transect_name,transect_point,natali_source_thaw_depth_cm,natali_notes,natali_coordinate_source,quality_flag_coord_lookup_or_interpolated,quality_flag_source_unit_or_code_recoded,quality_flag_refusal_or_obstruction_note
Natali_2023_BNZ_T2_L3,2017-09-17,64.6957848,-148.32533410000002,53.0,1,53.0,,tp,Natali_2023,Bonanza Creek,2,3,53.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T2_L4,2017-09-17,64.69579273333333,-148.3253468,52.0,1,52.0,,tp,Natali_2023,Bonanza Creek,2,4,52.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T2_L5,2017-09-17,64.69580066666667,-148.32535950000002,52.0,1,52.0,,tp,Natali_2023,Bonanza Creek,2,5,52.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T2_L6,2017-09-17,64.6958086,-148.3253722,50.0,1,50.0,,tp,Natali_2023,Bonanza Creek,2,6,50.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T2_L7,2017-09-17,64.69581653333334,-148.32538490000002,50.0,1,50.0,,tp,Natali_2023,Bonanza Creek,2,7,50.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T2_L8,2017-09-17,64.69582446666666,-148.3253976,64.0,1,64.0,,tp,Natali_2023,Bonanza Creek,2,8,64.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T2_L9,2017-09-17,64.6958324,-148.32541030000002,47.0,1,47.0,,tp,Natali_2023,Bonanza Creek,2,9,47.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T2_L10,2017-09-17,64.69584033333334,-148.325423,58.0,1,58.0,,tp,Natali_2023,Bonanza Creek,2,10,58.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T2_L11,2017-09-17,64.69584826666667,-148.3254357,52.0,1,52.0,,tp,Natali_2023,Bonanza Creek,2,11,52.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T2_L12,2017-09-17,64.69585620000001,-148.3254484,55.0,1,55.0,,tp,Natali_2023,Bonanza Creek,2,12,55.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T2_L13,2017-09-17,64.69586413333333,-148.3254611,54.0,1,54.0,,tp,Natali_2023,Bonanza Creek,2,13,54.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T2_L14,2017-09-17,64.69587206666667,-148.3254738,46.0,1,46.0,,tp,Natali_2023,Bonanza Creek,2,14,46.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T2_L15,2017-09-17,64.69588,-148.3254865,54.0,1,54.0,,tp,Natali_2023,Bonanza Creek,2,15,54.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T2_L16,2017-09-17,64.69588793333334,-148.32549920000002,51.0,1,51.0,,tp,Natali_2023,Bonanza Creek,2,16,51.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T2_L17,2017-09-17,64.69589586666667,-148.3255119,60.0,1,60.0,,tp,Natali_2023,Bonanza Creek,2,17,60.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T2_L18,2017-09-17,64.6959038,-148.32552460000002,46.0,1,46.0,,tp,Natali_2023,Bonanza Creek,2,18,46.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T2_L19,2017-09-17,64.69591173333333,-148.3255373,41.0,1,41.0,,tp,Natali_2023,Bonanza Creek,2,19,41.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T2_L20,2017-09-17,64.69591966666667,-148.32555000000002,47.0,1,47.0,,tp,Natali_2023,Bonanza Creek,2,20,47.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T2_L21,2017-09-17,64.6959276,-148.3255627,44.0,1,44.0,,tp,Natali_2023,Bonanza Creek,2,21,44.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T2_L22,2017-09-17,64.69593553333334,-148.32557540000002,56.0,1,56.0,,tp,Natali_2023,Bonanza Creek,2,22,56.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T2_L23,2017-09-17,64.69594346666666,-148.3255881,60.0,1,60.0,,tp,Natali_2023,Bonanza Creek,2,23,60.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T2_L24,2017-09-17,64.6959514,-148.32560080000002,54.0,1,54.0,,tp,Natali_2023,Bonanza Creek,2,24,54.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T2_L25,2017-09-17,64.69595933333333,-148.3256135,57.0,1,57.0,,tp,Natali_2023,Bonanza Creek,2,25,57.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T2_L26,2017-09-17,64.69596726666667,-148.32562620000002,59.0,1,59.0,,tp,Natali_2023,Bonanza Creek,2,26,59.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T2_L27,2017-09-17,64.6959752,-148.3256389,63.0,1,63.0,,tp,Natali_2023,Bonanza Creek,2,27,63.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T2_L28,2017-09-17,64.69598313333333,-148.32565160000001,62.0,1,62.0,,tp,Natali_2023,Bonanza Creek,2,28,62.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T2_L29,2017-09-17,64.69599106666666,-148.3256643,49.0,1,49.0,,tp,Natali_2023,Bonanza Creek,2,29,49.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T2_L30,2017-09-17,64.695999,-148.325677,56.0,1,56.0,,tp,Natali_2023,Bonanza Creek,2,30,56.0,,source_endpoint,False,False,False
Natali_2023_BNZ_T3_L0,2017-09-17,64.695689,-148.325588,36.0,1,36.0,,tp,Natali_2023,Bonanza Creek,3,0,36.0,,source_endpoint,False,False,False
Natali_2023_BNZ_T3_L1,2017-09-17,64.6956938,-148.32560546666667,48.0,1,48.0,,tp,Natali_2023,Bonanza Creek,3,1,48.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T3_L2,2017-09-17,64.6956986,-148.32562293333334,52.0,1,52.0,,tp,Natali_2023,Bonanza Creek,3,2,52.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T3_L3,2017-09-17,64.6957034,-148.3256404,51.0,1,51.0,,tp,Natali_2023,Bonanza Creek,3,3,51.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T3_L4,2017-09-17,64.6957082,-148.3256578666667,40.0,1,40.0,,tp,Natali_2023,Bonanza Creek,3,4,40.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T3_L5,2017-09-17,64.695713,-148.32567533333335,40.0,1,40.0,,tp,Natali_2023,Bonanza Creek,3,5,40.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T3_L6,2017-09-17,64.6957178,-148.3256928,49.0,1,49.0,,tp,Natali_2023,Bonanza Creek,3,6,49.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T3_L7,2017-09-17,64.6957226,-148.32571026666668,50.0,1,50.0,,tp,Natali_2023,Bonanza Creek,3,7,50.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T3_L8,2017-09-17,64.6957274,-148.32572773333334,52.0,1,52.0,,tp,Natali_2023,Bonanza Creek,3,8,52.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T3_L9,2017-09-17,64.6957322,-148.3257452,41.0,1,41.0,,tp,Natali_2023,Bonanza Creek,3,9,41.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T3_L10,2017-09-17,64.695737,-148.32576266666666,42.0,1,42.0,,tp,Natali_2023,Bonanza Creek,3,10,42.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T3_L11,2017-09-17,64.6957418,-148.32578013333332,49.0,1,49.0,,tp,Natali_2023,Bonanza Creek,3,11,49.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T3_L12,2017-09-17,64.69574659999999,-148.32579760000002,65.0,1,65.0,,tp,Natali_2023,Bonanza Creek,3,12,65.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T3_L13,2017-09-17,64.69575139999999,-148.32581506666668,54.0,1,54.0,,tp,Natali_2023,Bonanza Creek,3,13,54.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T3_L14,2017-09-17,64.69575619999999,-148.32583253333334,60.0,1,60.0,,tp,Natali_2023,Bonanza Creek,3,14,60.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T3_L15,2017-09-17,64.695761,-148.32585,51.0,1,51.0,,tp,Natali_2023,Bonanza Creek,3,15,51.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T3_L16,2017-09-17,64.6957658,-148.32586746666666,43.0,1,43.0,,tp,Natali_2023,Bonanza Creek,3,16,43.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T3_L17,2017-09-17,64.6957706,-148.32588493333333,49.0,1,49.0,,tp,Natali_2023,Bonanza Creek,3,17,49.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T3_L18,2017-09-17,64.6957754,-148.3259024,47.0,1,47.0,,tp,Natali_2023,Bonanza Creek,3,18,47.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T3_L19,2017-09-17,64.6957802,-148.32591986666668,52.0,1,52.0,,tp,Natali_2023,Bonanza Creek,3,19,52.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T3_L20,2017-09-17,64.695785,-148.32593733333334,48.0,1,48.0,,tp,Natali_2023,Bonanza Creek,3,20,48.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T3_L21,2017-09-17,64.6957898,-148.3259548,56.0,1,56.0,,tp,Natali_2023,Bonanza Creek,3,21,56.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T3_L22,2017-09-17,64.6957946,-148.32597226666667,52.0,1,52.0,,tp,Natali_2023,Bonanza Creek,3,22,52.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T3_L23,2017-09-17,64.6957994,-148.32598973333333,52.0,1,52.0,,tp,Natali_2023,Bonanza Creek,3,23,52.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T3_L24,2017-09-17,64.6958042,-148.3260072,56.0,1,56.0,,tp,Natali_2023,Bonanza Creek,3,24,56.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T3_L25,2017-09-17,64.695809,-148.32602466666665,49.0,1,49.0,,tp,Natali_2023,Bonanza Creek,3,25,49.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T3_L26,2017-09-17,64.6958138,-148.32604213333332,55.0,1,55.0,,tp,Natali_2023,Bonanza Creek,3,26,55.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T3_L27,2017-09-17,64.6958186,-148.3260596,60.0,1,60.0,,tp,Natali_2023,Bonanza Creek,3,27,60.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T3_L28,2017-09-17,64.6958234,-148.32607706666667,52.0,1,52.0,,tp,Natali_2023,Bonanza Creek,3,28,52.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T3_L29,2017-09-17,64.6958282,-148.32609453333333,55.0,1,55.0,,tp,Natali_2023,Bonanza Creek,3,29,55.0,,interpolated_transect,True,False,False
Natali_2023_BNZ_T3_L30,2017-09-17,64.695833,-148.326112,46.0,1,46.0,,tp,Natali_2023,Bonanza Creek,3,30,46.0,,source_endpoint,False,False,False
Natali_2023_IMNL_T1_L0,2017-09-11,68.559256,-149.515924,33.0,1,33.0,,tp,Natali_2023,I-Minus Low,1,0,33.0,,source_endpoint,False,False,False
Natali_2023_IMNL_T1_L1,2017-09-11,68.5592635,-149.51591136666667,43.0,1,43.0,,tp,Natali_2023,I-Minus Low,1,1,43.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T1_L2,2017-09-11,68.55927100000001,-149.51589873333336,31.0,1,31.0,,tp,Natali_2023,I-Minus Low,1,2,31.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T1_L3,2017-09-11,68.5592785,-149.51588610000002,34.0,1,34.0,,tp,Natali_2023,I-Minus Low,1,3,34.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T1_L4,2017-09-11,68.559286,-149.51587346666668,36.0,1,36.0,,tp,Natali_2023,I-Minus Low,1,4,36.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T1_L5,2017-09-11,68.55929350000001,-149.51586083333333,34.0,1,34.0,,tp,Natali_2023,I-Minus Low,1,5,34.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T1_L6,2017-09-11,68.559301,-149.51584820000002,32.0,1,32.0,,tp,Natali_2023,I-Minus Low,1,6,32.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T1_L7,2017-09-11,68.5593085,-149.51583556666668,30.0,1,30.0,,tp,Natali_2023,I-Minus Low,1,7,30.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T1_L8,2017-09-11,68.55931600000001,-149.51582293333334,33.0,1,33.0,,tp,Natali_2023,I-Minus Low,1,8,33.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T1_L9,2017-09-11,68.5593235,-149.5158103,36.0,1,36.0,,tp,Natali_2023,I-Minus Low,1,9,36.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T1_L10,2017-09-11,68.559331,-149.51579766666669,31.0,1,31.0,,tp,Natali_2023,I-Minus Low,1,10,31.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T1_L11,2017-09-11,68.55933850000001,-149.51578503333334,32.0,1,32.0,,tp,Natali_2023,I-Minus Low,1,11,32.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T1_L12,2017-09-11,68.559346,-149.5157724,33.0,1,33.0,,tp,Natali_2023,I-Minus Low,1,12,33.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T1_L13,2017-09-11,68.5593535,-149.51575976666666,30.0,1,30.0,,tp,Natali_2023,I-Minus Low,1,13,30.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T1_L14,2017-09-11,68.55936100000001,-149.51574713333335,29.0,1,29.0,,tp,Natali_2023,I-Minus Low,1,14,29.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T1_L15,2017-09-11,68.5593685,-149.5157345,27.0,1,27.0,,tp,Natali_2023,I-Minus Low,1,15,27.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T1_L16,2017-09-11,68.559376,-149.51572186666667,28.0,1,28.0,,tp,Natali_2023,I-Minus Low,1,16,28.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T1_L17,2017-09-11,68.55938350000001,-149.51570923333335,48.0,1,48.0,,tp,Natali_2023,I-Minus Low,1,17,48.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T1_L18,2017-09-11,68.559391,-149.5156966,81.0,1,81.0,,tp,Natali_2023,I-Minus Low,1,18,81.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T1_L19,2017-09-11,68.5593985,-149.51568396666667,86.0,1,86.0,,tp,Natali_2023,I-Minus Low,1,19,86.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T1_L20,2017-09-11,68.55940600000001,-149.51567133333333,49.0,1,49.0,,tp,Natali_2023,I-Minus Low,1,20,49.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T1_L21,2017-09-11,68.5594135,-149.51565870000002,44.0,1,44.0,,tp,Natali_2023,I-Minus Low,1,21,44.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T1_L22,2017-09-11,68.559421,-149.51564606666668,58.0,1,58.0,,tp,Natali_2023,I-Minus Low,1,22,58.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T1_L23,2017-09-11,68.55942850000001,-149.51563343333333,52.0,1,52.0,,tp,Natali_2023,I-Minus Low,1,23,52.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T1_L24,2017-09-11,68.559436,-149.5156208,24.0,1,24.0,,tp,Natali_2023,I-Minus Low,1,24,24.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T1_L25,2017-09-11,68.5594435,-149.51560816666668,30.0,1,30.0,,tp,Natali_2023,I-Minus Low,1,25,30.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T1_L26,2017-09-11,68.55945100000001,-149.51559553333334,17.0,1,17.0,,tp,Natali_2023,I-Minus Low,1,26,17.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T1_L27,2017-09-11,68.5594585,-149.5155829,23.0,1,23.0,,tp,Natali_2023,I-Minus Low,1,27,23.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T1_L28,2017-09-11,68.559466,-149.51557026666666,23.0,1,23.0,,tp,Natali_2023,I-Minus Low,1,28,23.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T1_L29,2017-09-11,68.55947350000001,-149.51555763333334,36.0,1,36.0,,tp,Natali_2023,I-Minus Low,1,29,36.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T1_L30,2017-09-11,68.559481,-149.515545,39.0,1,39.0,,tp,Natali_2023,I-Minus Low,1,30,39.0,,source_endpoint,False,False,False
Natali_2023_IMNL_T2_L0,2017-09-11,68.559285,-149.51616,39.0,1,39.0,,tp,Natali_2023,I-Minus Low,2,0,39.0,,source_endpoint,False,False,False
Natali_2023_IMNL_T2_L1,2017-09-11,68.55929286666667,-149.5161462,40.0,1,40.0,,tp,Natali_2023,I-Minus Low,2,1,40.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T2_L2,2017-09-11,68.55930073333333,-149.5161324,38.0,1,38.0,,tp,Natali_2023,I-Minus Low,2,2,38.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T2_L3,2017-09-11,68.55930860000001,-149.51611860000003,33.0,1,33.0,,tp,Natali_2023,I-Minus Low,2,3,33.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T2_L4,2017-09-11,68.55931646666667,-149.51610480000002,33.0,1,33.0,,tp,Natali_2023,I-Minus Low,2,4,33.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T2_L5,2017-09-11,68.55932433333334,-149.51609100000002,30.0,1,30.0,,tp,Natali_2023,I-Minus Low,2,5,30.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T2_L6,2017-09-11,68.5593322,-149.5160772,29.0,1,29.0,,tp,Natali_2023,I-Minus Low,2,6,29.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T2_L7,2017-09-11,68.55934006666666,-149.5160634,33.0,1,33.0,,tp,Natali_2023,I-Minus Low,2,7,33.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T2_L8,2017-09-11,68.55934793333334,-149.5160496,32.0,1,32.0,,tp,Natali_2023,I-Minus Low,2,8,32.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T2_L9,2017-09-11,68.5593558,-149.5160358,31.0,1,31.0,,tp,Natali_2023,I-Minus Low,2,9,31.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T2_L10,2017-09-11,68.55936366666667,-149.51602200000002,31.0,1,31.0,,tp,Natali_2023,I-Minus Low,2,10,31.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T2_L11,2017-09-11,68.55937153333333,-149.51600820000002,31.0,1,31.0,,tp,Natali_2023,I-Minus Low,2,11,31.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T2_L12,2017-09-11,68.5593794,-149.5159944,28.0,1,28.0,,tp,Natali_2023,I-Minus Low,2,12,28.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T2_L13,2017-09-11,68.55938726666668,-149.5159806,32.0,1,32.0,,tp,Natali_2023,I-Minus Low,2,13,32.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T2_L14,2017-09-11,68.55939513333334,-149.5159668,38.0,1,38.0,,tp,Natali_2023,I-Minus Low,2,14,38.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T2_L15,2017-09-11,68.559403,-149.51595300000002,33.0,1,33.0,,tp,Natali_2023,I-Minus Low,2,15,33.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T2_L16,2017-09-11,68.55941086666667,-149.51593920000002,33.0,1,33.0,,tp,Natali_2023,I-Minus Low,2,16,33.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T2_L17,2017-09-11,68.55941873333333,-149.51592540000001,31.0,1,31.0,,tp,Natali_2023,I-Minus Low,2,17,31.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T2_L18,2017-09-11,68.55942660000001,-149.5159116,35.0,1,35.0,,tp,Natali_2023,I-Minus Low,2,18,35.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T2_L19,2017-09-11,68.55943446666667,-149.5158978,39.0,1,39.0,,tp,Natali_2023,I-Minus Low,2,19,39.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T2_L20,2017-09-11,68.55944233333334,-149.515884,36.0,1,36.0,,tp,Natali_2023,I-Minus Low,2,20,36.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T2_L21,2017-09-11,68.5594502,-149.5158702,31.0,1,31.0,,tp,Natali_2023,I-Minus Low,2,21,31.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T2_L22,2017-09-11,68.55945806666666,-149.51585640000002,35.0,1,35.0,,tp,Natali_2023,I-Minus Low,2,22,35.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T2_L23,2017-09-11,68.55946593333334,-149.5158426,36.0,1,36.0,,tp,Natali_2023,I-Minus Low,2,23,36.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T2_L24,2017-09-11,68.5594738,-149.5158288,39.0,1,39.0,,tp,Natali_2023,I-Minus Low,2,24,39.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T2_L25,2017-09-11,68.55948166666667,-149.515815,38.0,1,38.0,,tp,Natali_2023,I-Minus Low,2,25,38.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T2_L26,2017-09-11,68.55948953333333,-149.5158012,36.0,1,36.0,,tp,Natali_2023,I-Minus Low,2,26,36.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T2_L27,2017-09-11,68.5594974,-149.51578740000002,39.0,1,39.0,,tp,Natali_2023,I-Minus Low,2,27,39.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T2_L28,2017-09-11,68.55950526666668,-149.51577360000002,43.0,1,43.0,,tp,Natali_2023,I-Minus Low,2,28,43.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T2_L29,2017-09-11,68.55951313333334,-149.5157598,37.0,1,37.0,,tp,Natali_2023,I-Minus Low,2,29,37.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T2_L30,2017-09-11,68.559521,-149.515746,35.0,1,35.0,,tp,Natali_2023,I-Minus Low,2,30,35.0,,source_endpoint,False,False,False
Natali_2023_IMNL_T3_L0,2017-09-11,68.559357,-149.516373,28.0,1,28.0,,tp,Natali_2023,I-Minus Low,3,0,28.0,,source_endpoint,False,False,False
Natali_2023_IMNL_T3_L1,2017-09-11,68.55936436666667,-149.51635983333333,32.0,1,32.0,,tp,Natali_2023,I-Minus Low,3,1,32.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T3_L2,2017-09-11,68.55937173333334,-149.51634666666666,43.0,1,43.0,,tp,Natali_2023,I-Minus Low,3,2,43.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T3_L3,2017-09-11,68.5593791,-149.51633349999997,32.0,1,32.0,,tp,Natali_2023,I-Minus Low,3,3,32.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T3_L4,2017-09-11,68.55938646666667,-149.5163203333333,40.0,1,40.0,,tp,Natali_2023,I-Minus Low,3,4,40.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T3_L5,2017-09-11,68.55939383333333,-149.51630716666665,38.0,1,38.0,,tp,Natali_2023,I-Minus Low,3,5,38.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T3_L6,2017-09-11,68.55940120000001,-149.516294,34.0,1,34.0,,tp,Natali_2023,I-Minus Low,3,6,34.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T3_L7,2017-09-11,68.55940856666668,-149.51628083333333,36.0,1,36.0,,tp,Natali_2023,I-Minus Low,3,7,36.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T3_L8,2017-09-11,68.55941593333334,-149.51626766666666,36.0,1,36.0,,tp,Natali_2023,I-Minus Low,3,8,36.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T3_L9,2017-09-11,68.5594233,-149.5162545,33.0,1,33.0,,tp,Natali_2023,I-Minus Low,3,9,33.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T3_L10,2017-09-11,68.55943066666667,-149.5162413333333,40.0,1,40.0,,tp,Natali_2023,I-Minus Low,3,10,40.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T3_L11,2017-09-11,68.55943803333334,-149.51622816666665,28.0,1,28.0,,tp,Natali_2023,I-Minus Low,3,11,28.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T3_L12,2017-09-11,68.5594454,-149.516215,29.0,1,29.0,,tp,Natali_2023,I-Minus Low,3,12,29.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T3_L13,2017-09-11,68.55945276666667,-149.51620183333333,24.0,1,24.0,,tp,Natali_2023,I-Minus Low,3,13,24.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T3_L14,2017-09-11,68.55946013333333,-149.51618866666666,31.0,1,31.0,,tp,Natali_2023,I-Minus Low,3,14,31.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T3_L15,2017-09-11,68.55946750000001,-149.51617549999997,34.0,1,34.0,,tp,Natali_2023,I-Minus Low,3,15,34.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T3_L16,2017-09-11,68.55947486666668,-149.5161623333333,37.0,1,37.0,,tp,Natali_2023,I-Minus Low,3,16,37.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T3_L17,2017-09-11,68.55948223333334,-149.51614916666665,27.0,1,27.0,,tp,Natali_2023,I-Minus Low,3,17,27.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T3_L18,2017-09-11,68.5594896,-149.516136,31.0,1,31.0,,tp,Natali_2023,I-Minus Low,3,18,31.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T3_L19,2017-09-11,68.55949696666667,-149.51612283333333,32.0,1,32.0,,tp,Natali_2023,I-Minus Low,3,19,32.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T3_L20,2017-09-11,68.55950433333334,-149.51610966666667,31.0,1,31.0,,tp,Natali_2023,I-Minus Low,3,20,31.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T3_L21,2017-09-11,68.5595117,-149.5160965,33.0,1,33.0,,tp,Natali_2023,I-Minus Low,3,21,33.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T3_L22,2017-09-11,68.55951906666667,-149.5160833333333,33.0,1,33.0,,tp,Natali_2023,I-Minus Low,3,22,33.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T3_L23,2017-09-11,68.55952643333333,-149.51607016666665,27.0,1,27.0,,tp,Natali_2023,I-Minus Low,3,23,27.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T3_L24,2017-09-11,68.5595338,-149.516057,22.0,1,22.0,,tp,Natali_2023,I-Minus Low,3,24,22.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T3_L25,2017-09-11,68.55954116666666,-149.51604383333333,37.0,1,37.0,,tp,Natali_2023,I-Minus Low,3,25,37.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T3_L26,2017-09-11,68.55954853333334,-149.51603066666667,30.0,1,30.0,,tp,Natali_2023,I-Minus Low,3,26,30.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T3_L27,2017-09-11,68.5595559,-149.51601749999998,36.0,1,36.0,,tp,Natali_2023,I-Minus Low,3,27,36.0,,interpolated_transect,True,False,False
Natali_2023_IMNL_T3_L28,2017-09-11,68.55956326666667,-149.5160043333333,39.0,1,39.0,,tp,Natali_2023,I-Minus Low,3,28,39.0,,interpolated_transect,True,False,False
