site_id,date,lat,lon,thaw_depth,pf_observed,pf_depth,obs_limit,method,source,site_name,transect_name,transect_point,natali_source_thaw_depth_cm,natali_notes,natali_coordinate_source,quality_flag_coord_lookup_or_interpolated,quality_flag_source_unit_or_code_recoded,quality_flag_refusal_or_obstruction_note
Natali_2023_IMNH_T3_L26,2016-08-21,68.5575388,-149.5327048,45.0,1,45.0,,tp,Natali_2023,I-Minus High,3,26,45.0,,interpolated_transect,True,False,False
Natali_2023_IMNH_T3_L27,2016-08-21,68.55754259999999,-149.5326811,37.0,1,37.0,,tp,Natali_2023,I-Minus High,3,27,37.0,,interpolated_transect,True,False,False
Natali_2023_IMNH_T3_L28,2016-08-21,68.55754639999999,-149.5326574,34.0,1,34.0,,tp,Natali_2023,I-Minus High,3,28,34.0,,interpolated_transect,True,False,False
Natali_2023_IMNH_T3_L29,2016-08-21,68.5575502,-149.53263370000002,61.0,1,61.0,,tp,Natali_2023,I-Minus High,3,29,61.0,,interpolated_transect,True,False,False
Natali_2023_IMNH_T3_L30,2016-08-21,68.557554,-149.53261,31.0,1,31.0,,tp,Natali_2023,I-Minus High,3,30,31.0,,source_endpoint,False,False,False
Natali_2023_HCU_T1_L0,2017-06-10,65.567191,-148.925705,20.0,1,20.0,,tp,Natali_2023,Hess Creek Unburned,1,0,20.0,,source_endpoint,False,False,False
Natali_2023_HCU_T1_L1,2017-06-10,65.56720056666666,-148.9257083,22.0,1,22.0,,tp,Natali_2023,Hess Creek Unburned,1,1,22.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T1_L2,2017-06-10,65.56721013333333,-148.9257116,25.0,1,25.0,,tp,Natali_2023,Hess Creek Unburned,1,2,25.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T1_L3,2017-06-10,65.5672197,-148.9257149,26.0,1,26.0,,tp,Natali_2023,Hess Creek Unburned,1,3,26.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T1_L4,2017-06-10,65.56722926666666,-148.9257182,27.0,1,27.0,,tp,Natali_2023,Hess Creek Unburned,1,4,27.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T1_L5,2017-06-10,65.56723883333333,-148.9257215,24.0,1,24.0,,tp,Natali_2023,Hess Creek Unburned,1,5,24.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T1_L6,2017-06-10,65.5672484,-148.92572479999998,22.0,1,22.0,,tp,Natali_2023,Hess Creek Unburned,1,6,22.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T1_L7,2017-06-10,65.56725796666666,-148.9257281,24.0,1,24.0,,tp,Natali_2023,Hess Creek Unburned,1,7,24.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T1_L8,2017-06-10,65.56726753333332,-148.9257314,17.0,1,17.0,,tp,Natali_2023,Hess Creek Unburned,1,8,17.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T1_L9,2017-06-10,65.5672771,-148.9257347,27.0,1,27.0,,tp,Natali_2023,Hess Creek Unburned,1,9,27.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T1_L10,2017-06-10,65.56728666666666,-148.925738,23.0,1,23.0,,tp,Natali_2023,Hess Creek Unburned,1,10,23.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T1_L11,2017-06-10,65.56729623333332,-148.9257413,26.0,1,26.0,,tp,Natali_2023,Hess Creek Unburned,1,11,26.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T1_L12,2017-06-10,65.5673058,-148.9257446,23.0,1,23.0,,tp,Natali_2023,Hess Creek Unburned,1,12,23.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T1_L13,2017-06-10,65.56731536666666,-148.9257479,23.0,1,23.0,,tp,Natali_2023,Hess Creek Unburned,1,13,23.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T1_L14,2017-06-10,65.56732493333332,-148.9257512,20.0,1,20.0,,tp,Natali_2023,Hess Creek Unburned,1,14,20.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T1_L15,2017-06-10,65.56733449999999,-148.92575449999998,25.0,1,25.0,,tp,Natali_2023,Hess Creek Unburned,1,15,25.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T1_L16,2017-06-10,65.56734406666666,-148.92575779999999,21.0,1,21.0,,tp,Natali_2023,Hess Creek Unburned,1,16,21.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T1_L17,2017-06-10,65.56735363333333,-148.9257611,26.0,1,26.0,,tp,Natali_2023,Hess Creek Unburned,1,17,26.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T1_L18,2017-06-10,65.56736319999999,-148.9257644,24.0,1,24.0,,tp,Natali_2023,Hess Creek Unburned,1,18,24.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T1_L19,2017-06-10,65.56737276666667,-148.9257677,18.0,1,18.0,,tp,Natali_2023,Hess Creek Unburned,1,19,18.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T1_L20,2017-06-10,65.56738233333333,-148.925771,27.0,1,27.0,,tp,Natali_2023,Hess Creek Unburned,1,20,27.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T1_L21,2017-06-10,65.56739189999999,-148.9257743,22.0,1,22.0,,tp,Natali_2023,Hess Creek Unburned,1,21,22.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T1_L22,2017-06-10,65.56740146666667,-148.9257776,21.0,1,21.0,,tp,Natali_2023,Hess Creek Unburned,1,22,21.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T1_L23,2017-06-10,65.56741103333333,-148.9257809,18.0,1,18.0,,tp,Natali_2023,Hess Creek Unburned,1,23,18.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T1_L24,2017-06-10,65.56742059999999,-148.9257842,26.0,1,26.0,,tp,Natali_2023,Hess Creek Unburned,1,24,26.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T1_L25,2017-06-10,65.56743016666665,-148.9257875,20.0,1,20.0,,tp,Natali_2023,Hess Creek Unburned,1,25,20.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T1_L26,2017-06-10,65.56743973333333,-148.9257908,25.0,1,25.0,,tp,Natali_2023,Hess Creek Unburned,1,26,25.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T1_L27,2017-06-10,65.56744929999999,-148.9257941,19.0,1,19.0,,tp,Natali_2023,Hess Creek Unburned,1,27,19.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T1_L28,2017-06-10,65.56745886666666,-148.9257974,19.0,1,19.0,,tp,Natali_2023,Hess Creek Unburned,1,28,19.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T1_L29,2017-06-10,65.56746843333333,-148.9258007,20.0,1,20.0,,tp,Natali_2023,Hess Creek Unburned,1,29,20.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T1_L30,2017-06-10,65.567478,-148.925804,22.0,1,22.0,,tp,Natali_2023,Hess Creek Unburned,1,30,22.0,,source_endpoint,False,False,False
Natali_2023_HCU_T2_L0,2017-06-10,65.567228,-148.925424,23.0,1,23.0,,tp,Natali_2023,Hess Creek Unburned,2,0,23.0,,source_endpoint,False,False,False
Natali_2023_HCU_T2_L1,2017-06-10,65.5672356,-148.9254296,19.0,1,19.0,,tp,Natali_2023,Hess Creek Unburned,2,1,19.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T2_L2,2017-06-10,65.56724320000001,-148.92543519999998,6.0,1,6.0,,tp,Natali_2023,Hess Creek Unburned,2,2,6.0,Tree well,interpolated_transect,True,False,False
Natali_2023_HCU_T2_L3,2017-06-10,65.5672508,-148.9254408,22.0,1,22.0,,tp,Natali_2023,Hess Creek Unburned,2,3,22.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T2_L4,2017-06-10,65.5672584,-148.9254464,22.0,1,22.0,,tp,Natali_2023,Hess Creek Unburned,2,4,22.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T2_L5,2017-06-10,65.567266,-148.925452,22.0,1,22.0,,tp,Natali_2023,Hess Creek Unburned,2,5,22.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T2_L6,2017-06-10,65.56727360000001,-148.9254576,25.0,1,25.0,,tp,Natali_2023,Hess Creek Unburned,2,6,25.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T2_L7,2017-06-10,65.5672812,-148.9254632,30.0,1,30.0,,tp,Natali_2023,Hess Creek Unburned,2,7,30.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T2_L8,2017-06-10,65.5672888,-148.9254688,19.0,1,19.0,,tp,Natali_2023,Hess Creek Unburned,2,8,19.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T2_L9,2017-06-10,65.5672964,-148.92547439999998,27.0,1,27.0,,tp,Natali_2023,Hess Creek Unburned,2,9,27.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T2_L10,2017-06-10,65.56730400000001,-148.92548,27.0,1,27.0,,tp,Natali_2023,Hess Creek Unburned,2,10,27.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T2_L11,2017-06-10,65.5673116,-148.9254856,21.0,1,21.0,,tp,Natali_2023,Hess Creek Unburned,2,11,21.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T2_L12,2017-06-10,65.5673192,-148.92549119999998,30.0,1,30.0,,tp,Natali_2023,Hess Creek Unburned,2,12,30.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T2_L13,2017-06-10,65.5673268,-148.9254968,22.0,1,22.0,,tp,Natali_2023,Hess Creek Unburned,2,13,22.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T2_L14,2017-06-10,65.56733440000001,-148.9255024,25.0,1,25.0,,tp,Natali_2023,Hess Creek Unburned,2,14,25.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T2_L15,2017-06-10,65.567342,-148.92550799999998,16.0,1,16.0,,tp,Natali_2023,Hess Creek Unburned,2,15,16.0,Tree well,interpolated_transect,True,False,False
Natali_2023_HCU_T2_L16,2017-06-10,65.5673496,-148.9255136,25.0,1,25.0,,tp,Natali_2023,Hess Creek Unburned,2,16,25.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T2_L17,2017-06-10,65.5673572,-148.9255192,16.0,1,16.0,,tp,Natali_2023,Hess Creek Unburned,2,17,16.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T2_L18,2017-06-10,65.56736480000001,-148.9255248,29.0,1,29.0,,tp,Natali_2023,Hess Creek Unburned,2,18,29.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T2_L19,2017-06-10,65.56737240000001,-148.92553039999999,25.0,1,25.0,,tp,Natali_2023,Hess Creek Unburned,2,19,25.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T2_L20,2017-06-10,65.56738,-148.925536,17.0,1,17.0,,tp,Natali_2023,Hess Creek Unburned,2,20,17.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T2_L21,2017-06-10,65.5673876,-148.9255416,24.0,1,24.0,,tp,Natali_2023,Hess Creek Unburned,2,21,24.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T2_L22,2017-06-10,65.5673952,-148.92554719999998,19.0,1,19.0,,tp,Natali_2023,Hess Creek Unburned,2,22,19.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T2_L23,2017-06-10,65.56740280000001,-148.9255528,21.0,1,21.0,,tp,Natali_2023,Hess Creek Unburned,2,23,21.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T2_L24,2017-06-10,65.5674104,-148.9255584,27.0,1,27.0,,tp,Natali_2023,Hess Creek Unburned,2,24,27.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T2_L25,2017-06-10,65.567418,-148.925564,27.0,1,27.0,,tp,Natali_2023,Hess Creek Unburned,2,25,27.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T2_L26,2017-06-10,65.5674256,-148.9255696,27.0,1,27.0,,tp,Natali_2023,Hess Creek Unburned,2,26,27.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T2_L27,2017-06-10,65.56743320000001,-148.9255752,25.0,1,25.0,,tp,Natali_2023,Hess Creek Unburned,2,27,25.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T2_L28,2017-06-10,65.5674408,-148.9255808,22.0,1,22.0,,tp,Natali_2023,Hess Creek Unburned,2,28,22.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T2_L29,2017-06-10,65.5674484,-148.9255864,22.0,1,22.0,,tp,Natali_2023,Hess Creek Unburned,2,29,22.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T2_L30,2017-06-10,65.567456,-148.925592,20.0,1,20.0,,tp,Natali_2023,Hess Creek Unburned,2,30,20.0,,source_endpoint,False,False,False
Natali_2023_HCU_T3_L0,2017-06-10,65.567277,-148.925009,27.0,1,27.0,,tp,Natali_2023,Hess Creek Unburned,3,0,27.0,,source_endpoint,False,False,False
Natali_2023_HCU_T3_L1,2017-06-10,65.56728650000001,-148.9250108,21.0,1,21.0,,tp,Natali_2023,Hess Creek Unburned,3,1,21.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T3_L2,2017-06-10,65.567296,-148.9250126,25.0,1,25.0,,tp,Natali_2023,Hess Creek Unburned,3,2,25.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T3_L3,2017-06-10,65.5673055,-148.92501439999998,19.0,1,19.0,,tp,Natali_2023,Hess Creek Unburned,3,3,19.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T3_L4,2017-06-10,65.56731500000001,-148.9250162,28.0,1,28.0,,tp,Natali_2023,Hess Creek Unburned,3,4,28.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T3_L5,2017-06-10,65.5673245,-148.925018,26.0,1,26.0,,tp,Natali_2023,Hess Creek Unburned,3,5,26.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T3_L6,2017-06-10,65.567334,-148.9250198,25.0,1,25.0,,tp,Natali_2023,Hess Creek Unburned,3,6,25.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T3_L7,2017-06-10,65.5673435,-148.92502159999998,23.0,1,23.0,,tp,Natali_2023,Hess Creek Unburned,3,7,23.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T3_L8,2017-06-10,65.567353,-148.9250234,31.0,1,31.0,,tp,Natali_2023,Hess Creek Unburned,3,8,31.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T3_L9,2017-06-10,65.5673625,-148.9250252,25.0,1,25.0,,tp,Natali_2023,Hess Creek Unburned,3,9,25.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T3_L10,2017-06-10,65.567372,-148.925027,19.0,1,19.0,,tp,Natali_2023,Hess Creek Unburned,3,10,19.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T3_L11,2017-06-10,65.5673815,-148.92502879999998,20.0,1,20.0,,tp,Natali_2023,Hess Creek Unburned,3,11,20.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T3_L12,2017-06-10,65.567391,-148.92503059999999,22.0,1,22.0,,tp,Natali_2023,Hess Creek Unburned,3,12,22.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T3_L13,2017-06-10,65.5674005,-148.9250324,33.0,1,33.0,,tp,Natali_2023,Hess Creek Unburned,3,13,33.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T3_L14,2017-06-10,65.56741,-148.9250342,18.0,1,18.0,,tp,Natali_2023,Hess Creek Unburned,3,14,18.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T3_L15,2017-06-10,65.5674195,-148.92503599999998,25.0,1,25.0,,tp,Natali_2023,Hess Creek Unburned,3,15,25.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T3_L16,2017-06-10,65.567429,-148.92503779999998,19.0,1,19.0,,tp,Natali_2023,Hess Creek Unburned,3,16,19.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T3_L17,2017-06-10,65.5674385,-148.9250396,23.0,1,23.0,,tp,Natali_2023,Hess Creek Unburned,3,17,23.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T3_L18,2017-06-10,65.567448,-148.9250414,19.0,1,19.0,,tp,Natali_2023,Hess Creek Unburned,3,18,19.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T3_L19,2017-06-10,65.5674575,-148.9250432,17.0,1,17.0,,tp,Natali_2023,Hess Creek Unburned,3,19,17.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T3_L20,2017-06-10,65.567467,-148.92504499999998,19.0,1,19.0,,tp,Natali_2023,Hess Creek Unburned,3,20,19.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T3_L21,2017-06-10,65.5674765,-148.9250468,20.0,1,20.0,,tp,Natali_2023,Hess Creek Unburned,3,21,20.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T3_L22,2017-06-10,65.567486,-148.9250486,15.0,1,15.0,,tp,Natali_2023,Hess Creek Unburned,3,22,15.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T3_L23,2017-06-10,65.56749549999999,-148.9250504,19.0,1,19.0,,tp,Natali_2023,Hess Creek Unburned,3,23,19.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T3_L24,2017-06-10,65.567505,-148.92505219999998,15.0,1,15.0,,tp,Natali_2023,Hess Creek Unburned,3,24,15.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T3_L25,2017-06-10,65.5675145,-148.925054,21.0,1,21.0,,tp,Natali_2023,Hess Creek Unburned,3,25,21.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T3_L26,2017-06-10,65.56752399999999,-148.9250558,17.0,1,17.0,,tp,Natali_2023,Hess Creek Unburned,3,26,17.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T3_L27,2017-06-10,65.5675335,-148.9250576,15.0,1,15.0,,tp,Natali_2023,Hess Creek Unburned,3,27,15.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T3_L28,2017-06-10,65.567543,-148.92505939999998,19.0,1,19.0,,tp,Natali_2023,Hess Creek Unburned,3,28,19.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T3_L29,2017-06-10,65.56755249999999,-148.9250612,27.0,1,27.0,,tp,Natali_2023,Hess Creek Unburned,3,29,27.0,,interpolated_transect,True,False,False
Natali_2023_HCU_T3_L30,2017-06-10,65.567562,-148.925063,30.0,1,30.0,,tp,Natali_2023,Hess Creek Unburned,3,30,30.0,,source_endpoint,False,False,False
Natali_2023_HCB_T1_L0,2017-06-10,65.568741,-148.924115,25.0,1,25.0,,tp,Natali_2023,Hess Creek Burned,1,0,25.0,,source_endpoint,False,False,False
Natali_2023_HCB_T1_L1,2017-06-10,65.56874923333334,-148.9241106,22.0,1,22.0,,tp,Natali_2023,Hess Creek Burned,1,1,22.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T1_L2,2017-06-10,65.56875746666667,-148.9241062,24.0,1,24.0,,tp,Natali_2023,Hess Creek Burned,1,2,24.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T1_L3,2017-06-10,65.5687657,-148.9241018,28.0,1,28.0,,tp,Natali_2023,Hess Creek Burned,1,3,28.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T1_L4,2017-06-10,65.56877393333333,-148.9240974,25.0,1,25.0,,tp,Natali_2023,Hess Creek Burned,1,4,25.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T1_L5,2017-06-10,65.56878216666667,-148.924093,34.0,1,34.0,,tp,Natali_2023,Hess Creek Burned,1,5,34.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T1_L6,2017-06-10,65.5687904,-148.9240886,19.0,1,19.0,,tp,Natali_2023,Hess Creek Burned,1,6,19.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T1_L7,2017-06-10,65.56879863333333,-148.9240842,24.0,1,24.0,,tp,Natali_2023,Hess Creek Burned,1,7,24.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T1_L8,2017-06-10,65.56880686666668,-148.9240798,21.0,1,21.0,,tp,Natali_2023,Hess Creek Burned,1,8,21.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T1_L9,2017-06-10,65.56881510000001,-148.9240754,24.0,1,24.0,,tp,Natali_2023,Hess Creek Burned,1,9,24.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T1_L10,2017-06-10,65.56882333333334,-148.924071,23.0,1,23.0,,tp,Natali_2023,Hess Creek Burned,1,10,23.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T1_L11,2017-06-10,65.56883156666667,-148.9240666,29.0,1,29.0,,tp,Natali_2023,Hess Creek Burned,1,11,29.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T1_L12,2017-06-10,65.5688398,-148.9240622,20.0,1,20.0,,tp,Natali_2023,Hess Creek Burned,1,12,20.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T1_L13,2017-06-10,65.56884803333334,-148.92405779999999,23.0,1,23.0,,tp,Natali_2023,Hess Creek Burned,1,13,23.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T1_L14,2017-06-10,65.56885626666667,-148.9240534,23.0,1,23.0,,tp,Natali_2023,Hess Creek Burned,1,14,23.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T1_L15,2017-06-10,65.5688645,-148.924049,29.0,1,29.0,,tp,Natali_2023,Hess Creek Burned,1,15,29.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T1_L16,2017-06-10,65.56887273333334,-148.9240446,19.0,1,19.0,,tp,Natali_2023,Hess Creek Burned,1,16,19.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T1_L17,2017-06-10,65.56888096666667,-148.9240402,17.0,1,17.0,,tp,Natali_2023,Hess Creek Burned,1,17,17.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T1_L18,2017-06-10,65.5688892,-148.92403579999998,22.0,1,22.0,,tp,Natali_2023,Hess Creek Burned,1,18,22.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T1_L19,2017-06-10,65.56889743333333,-148.9240314,28.0,1,28.0,,tp,Natali_2023,Hess Creek Burned,1,19,28.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T1_L20,2017-06-10,65.56890566666667,-148.924027,19.0,1,19.0,,tp,Natali_2023,Hess Creek Burned,1,20,19.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T1_L21,2017-06-10,65.5689139,-148.9240226,19.0,1,19.0,,tp,Natali_2023,Hess Creek Burned,1,21,19.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T1_L22,2017-06-10,65.56892213333333,-148.9240182,23.0,1,23.0,,tp,Natali_2023,Hess Creek Burned,1,22,23.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T1_L23,2017-06-10,65.56893036666668,-148.92401379999998,22.0,1,22.0,,tp,Natali_2023,Hess Creek Burned,1,23,22.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T1_L24,2017-06-10,65.56893860000001,-148.9240094,29.0,1,29.0,,tp,Natali_2023,Hess Creek Burned,1,24,29.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T1_L25,2017-06-10,65.56894683333334,-148.924005,34.0,1,34.0,,tp,Natali_2023,Hess Creek Burned,1,25,34.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T1_L26,2017-06-10,65.56895506666667,-148.9240006,23.0,1,23.0,,tp,Natali_2023,Hess Creek Burned,1,26,23.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T1_L27,2017-06-10,65.56896330000001,-148.9239962,27.0,1,27.0,,tp,Natali_2023,Hess Creek Burned,1,27,27.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T1_L28,2017-06-10,65.56897153333334,-148.92399179999998,30.0,1,30.0,,tp,Natali_2023,Hess Creek Burned,1,28,30.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T1_L29,2017-06-10,65.56897976666667,-148.9239874,18.0,1,18.0,,tp,Natali_2023,Hess Creek Burned,1,29,18.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T1_L30,2017-06-10,65.568988,-148.923983,19.0,1,19.0,,tp,Natali_2023,Hess Creek Burned,1,30,19.0,Tussock,source_endpoint,False,False,False
Natali_2023_HCB_T2_L0,2017-06-10,65.568618,-148.923751,25.0,1,25.0,,tp,Natali_2023,Hess Creek Burned,2,0,25.0,,source_endpoint,False,False,False
Natali_2023_HCB_T2_L1,2017-06-10,65.5686274,-148.92375220000002,21.0,1,21.0,,tp,Natali_2023,Hess Creek Burned,2,1,21.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T2_L2,2017-06-10,65.56863680000001,-148.9237534,20.0,1,20.0,,tp,Natali_2023,Hess Creek Burned,2,2,20.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T2_L3,2017-06-10,65.5686462,-148.9237546,1.0,1,1.0,,tp,Natali_2023,Hess Creek Burned,2,3,1.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T2_L4,2017-06-10,65.5686556,-148.9237558,24.0,1,24.0,,tp,Natali_2023,Hess Creek Burned,2,4,24.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T2_L5,2017-06-10,65.568665,-148.92375700000002,18.0,1,18.0,,tp,Natali_2023,Hess Creek Burned,2,5,18.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T2_L6,2017-06-10,65.5686744,-148.9237582,29.0,1,29.0,,tp,Natali_2023,Hess Creek Burned,2,6,29.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T2_L7,2017-06-10,65.5686838,-148.9237594,33.0,1,33.0,,tp,Natali_2023,Hess Creek Burned,2,7,33.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T2_L8,2017-06-10,65.5686932,-148.9237606,22.0,1,22.0,,tp,Natali_2023,Hess Creek Burned,2,8,22.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T2_L9,2017-06-10,65.5687026,-148.92376180000002,25.0,1,25.0,,tp,Natali_2023,Hess Creek Burned,2,9,25.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T2_L10,2017-06-10,65.568712,-148.923763,22.0,1,22.0,,tp,Natali_2023,Hess Creek Burned,2,10,22.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T2_L11,2017-06-10,65.5687214,-148.9237642,25.0,1,25.0,,tp,Natali_2023,Hess Creek Burned,2,11,25.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T2_L12,2017-06-10,65.5687308,-148.9237654,38.0,1,38.0,,tp,Natali_2023,Hess Creek Burned,2,12,38.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T2_L13,2017-06-10,65.5687402,-148.92376660000002,22.0,1,22.0,,tp,Natali_2023,Hess Creek Burned,2,13,22.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T2_L14,2017-06-10,65.5687496,-148.9237678,24.0,1,24.0,,tp,Natali_2023,Hess Creek Burned,2,14,24.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T2_L15,2017-06-10,65.568759,-148.923769,29.0,1,29.0,,tp,Natali_2023,Hess Creek Burned,2,15,29.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T2_L16,2017-06-10,65.5687684,-148.9237702,24.0,1,24.0,,tp,Natali_2023,Hess Creek Burned,2,16,24.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T2_L17,2017-06-10,65.5687778,-148.92377140000002,21.0,1,21.0,,tp,Natali_2023,Hess Creek Burned,2,17,21.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T2_L18,2017-06-10,65.5687872,-148.9237726,21.0,1,21.0,,tp,Natali_2023,Hess Creek Burned,2,18,21.0,,interpolated_transect,True,False,False
Natali_2023_HCB_T2_L19,2017-06-10,65.5687966,-148.9237738,26.0,1,26.0,,tp,Natali_2023,Hess Creek Burned,2,19,26.0,,interpolated_transect,True,False,False
