name,thaw_depth,comment,Easting,Northing,year,Elevation (m),Detected_CRS
Fence-2022-1-100,0.48,,583626.6115771178,7911486.559834925,2022,5.739,EPSG:32604
Fence-2022-1-102,0.32,,583628.7012584899,7911486.5778747955,2022,5.695,EPSG:32604
Fence-2022-1-104,0.47,,583630.6940877859,7911487.031763151,2022,5.599,EPSG:32604
Fence-2022-1-106,0.51,,583632.5909328795,7911487.501993833,2022,5.537,EPSG:32604
Fence-2022-1-108,0.43,,583634.6367,7911487.773999126,2022,5.566,EPSG:32604
Fence-2022-1-110,0.44,,583636.5410389228,7911487.983955913,2022,5.531,EPSG:32604
Fence-2022-1-112,0.4,,583638.4439725425,7911488.439113207,2022,5.587,EPSG:32604
Fence-2022-1-114,0.35,,583640.4876069558,7911488.994900444,2022,5.509,EPSG:32604
Fence-2022-1-116,0.58,,583642.4759295473,7911489.450938087,2022,5.691,EPSG:32604
Fence-2022-1-118,0.47,,583644.2986651426,7911489.990806734,2022,5.688,EPSG:32604
Fence-2022-1-120,0.37,,583646.2135,7911490.503361149,2022,5.722,EPSG:32604
Fence-2022-1-122,0.32,,583648.1563224446,7911490.998125182,2022,5.668,EPSG:32604
Fence-2022-1-124,0.3,,583650.0433256822,7911491.512214845,2022,5.687,EPSG:32604
Fence-2022-1-126,0.3,,583652.0975383655,7911492.066055694,2022,5.727,EPSG:32604
Fence-2022-1-128,0.28,,583654.0339327623,7911492.5472989185,2022,5.603,EPSG:32604
Fence-2022-1-130,0.29,,583655.9154,7911493.088801137,2022,5.655,EPSG:32604
Fence-2022-1-132,0.29,,583657.8889432802,7911493.643725535,2022,5.642,EPSG:32604
Fence-2022-1-134,0.27,,583659.7629473681,7911494.222430488,2022,5.704,EPSG:32604
Fence-2022-1-136,0.25,,583661.6593239796,7911494.761,2022,5.833,EPSG:32604
Fence-2022-1-138,0.24,,583663.5968074123,7911495.146,2022,5.908,EPSG:32604
Fence-2022-1-140,0.49,,583665.5303232233,7911495.747390008,2022,5.892,EPSG:32604
Fence-2022-1-142,0.54,,583667.4540946953,7911496.134415908,2022,5.85,EPSG:32604
Fence-2022-1-144,0.64,,583669.3062,7911496.518226878,2022,5.626,EPSG:32604
Fence-2022-1-146,0.38,,583671.3796524626,7911497.021952534,2022,5.859,EPSG:32604
Fence-2022-1-148,0.29,,583673.2512875163,7911497.617497874,2022,5.917,EPSG:32604
Fence-2022-1-150,0.28,,583675.1279617732,7911497.914575916,2022,5.84,EPSG:32604
Fence-2022-1-152,0.3,,583677.0762964753,7911498.574446641,2022,5.765,EPSG:32604
Fence-2022-1-154,0.3,,583679.0319,7911498.555319008,2022,5.718,EPSG:32604
Fence-2022-1-156,0.32,,583681.0061282218,7911498.802762339,2022,5.634,EPSG:32604
Fence-2022-1-158,0.34,,583682.9854604407,7911499.071,2022,5.571,EPSG:32604
Fence-2022-1-160,2.87,,583684.9612243045,7911499.376387555,2022,5.541,EPSG:32604
Fence-2022-1-162,0.3,,583687.0033,7911499.585521569,2022,5.661,EPSG:32604
Fence-2022-1-164,0.32,,583688.9565932688,7911499.840970905,2022,5.86,EPSG:32604
Fence-2022-1-166,0.28,,583688.9565932688,7911499.840970905,2022,5.86,EPSG:32604
TNHA-2022-1-0,,,579881.5511882475,7911319.871346845,2022,2.437,EPSG:32604
TNHA-2022-1-1,,,579881.6656612337,7911318.922628999,2022,2.579,EPSG:32604
TNHA-2022-1-2,,,579881.7698289875,7911317.908684444,2022,2.617,EPSG:32604
TNHA-2022-1-3,,,579881.9069,7911316.867751402,2022,2.682,EPSG:32604
TNHA-2022-1-4,,,579882.0545016254,7911315.9165253425,2022,2.663,EPSG:32604
TNHA-2022-1-5,,,579882.2001687798,7911314.919078699,2022,2.738,EPSG:32604
TNHA-2022-1-6,,,579882.3556199113,7911313.928693473,2022,2.735,EPSG:32604
TNHA-2022-1-7,,,579882.4668142116,7911312.935516042,2022,2.753,EPSG:32604
TNHA-2022-1-8,,,579882.6724,7911311.979655866,2022,2.725,EPSG:32604
TNHA-2022-1-9,,,579882.8027179451,7911311.012742924,2022,2.706,EPSG:32604
TNHA-2022-1-10,1.57,Lagoon shore/bench: sand/permafrost?,579882.9758196734,7911310.000443643,2022,2.743,EPSG:32604
TNHA-2022-1-11,,,579883.0224013061,7911308.994267089,2022,2.982,EPSG:32604
TNHA-2022-1-12,0.88,,579883.1455054476,7911308.033025262,2022,3.204,EPSG:32604
TNHA-2022-1-13,,,579883.3591275978,7911307.037026932,2022,3.38,EPSG:32604
TNHA-2022-1-14,0.91,"""thud""- permafrost",579883.4768906907,7911306.1225849455,2022,3.604,EPSG:32604
TNHA-2022-1-15,,,579883.6660267374,7911305.131846407,2022,3.724,EPSG:32604
TNHA-2022-1-16,0.98,Sand or maybe permafrost,579883.7807197405,7911304.161782159,2022,3.874,EPSG:32604
TNHA-2022-1-17,,,579883.9381055101,7911303.192158237,2022,3.936,EPSG:32604
TNHA-2022-1-18,,,579884.1891431813,7911302.187389697,2022,4.003,EPSG:32604
TNHA-2022-1-19,,,579884.2729201386,7911301.194,2022,4.018,EPSG:32604
TNHA-2022-1-20,,,579884.3786053334,7911300.2229314465,2022,4.019,EPSG:32604
TNHA-2022-1-21,,,579884.5676545966,7911299.136426685,2022,4.044,EPSG:32604
TNHA-2022-1-22,1.16,,579884.7203017619,7911298.2004819615,2022,4.027,EPSG:32604
TNHA-2022-1-23,,,579884.8026361649,7911297.269744816,2022,4.042,EPSG:32604
TNHA-2022-1-24,1.15,,579884.9491141533,7911296.248014824,2022,4.096,EPSG:32604
TNHA-2022-1-25,,,579885.1047098303,7911295.302477262,2022,4.189,EPSG:32604
TNHA-2022-1-26,1.18,,579885.1014039798,7911294.250612971,2022,4.201,EPSG:32604
TNHA-2022-1-27,,,579885.1918,7911293.279737682,2022,4.204,EPSG:32604
TNHA-2022-1-28,,,579885.3403941924,7911292.303249287,2022,4.268,EPSG:32604
TNHA-2022-1-29,,,579885.6874877381,7911291.215945378,2022,4.392,EPSG:32604
TNHA-2022-1-30,0.84,,579885.8153821701,7911290.347,2022,4.471,EPSG:32604
TNHA-2022-1-31,,,579886.0857907295,7911289.357674886,2022,4.501,EPSG:32604
TNHA-2022-1-32,1,,579886.1362532526,7911288.383,2022,4.48,EPSG:32604
TNHA-2022-1-33,,,579886.2695814965,7911287.385964044,2022,4.261,EPSG:32604
TNHA-2022-1-34,0.71,,579886.3185388129,7911285.841424044,2022,4.786,EPSG:32604
TNHA-2022-1-35,,,579886.3905728059,7911285.356800326,2022,4.989,EPSG:32604
TNHA-2022-1-36,0.66,,579886.7007832801,7911284.498392179,2022,5,EPSG:32604
TNHA-2022-1-37,,,579886.9409417618,7911283.588202266,2022,5.012,EPSG:32604
TNHA-2022-1-38,0.74,,579887.0079601343,7911282.520946678,2022,5.001,EPSG:32604
TNHA-2022-1-39,,,579887.2112187579,7911281.5106401155,2022,4.978,EPSG:32604
TNHA-2022-1-40,0.4,,579887.3488799621,7911280.492229349,2022,4.988,EPSG:32604
TNHA-2022-1-41,,,579887.4211290993,7911279.474919104,2022,5.02,EPSG:32604
TNHA-2022-1-42,,,579887.6102300623,7911278.515,2022,5.011,EPSG:32604
TNHA-2022-1-43,,,579887.7379680263,7911277.611463899,2022,5.096,EPSG:32604
TNHA-2022-1-44,,,579887.9515724536,7911276.630741062,2022,5.114,EPSG:32604
TNHA-2022-1-45,,,579888.0706852041,7911275.562761452,2022,5.104,EPSG:32604
TNHA-2022-1-46,,,579888.2279836717,7911274.67,2022,5.099,EPSG:32604
TNHA-2022-1-47,,,579888.3949967776,7911273.672288728,2022,5.054,EPSG:32604
TNHA-2022-1-48,,,579888.5562752078,7911272.551675997,2022,4.933,EPSG:32604
TNHA-2022-1-49,,,579888.6653429042,7911271.705768322,2022,4.863,EPSG:32604
TNHA-2022-1-50,,,579888.842,7911270.650388089,2022,4.879,EPSG:32604
TNHA-2022-1-51,,,579889.0239247283,7911269.644953197,2022,4.925,EPSG:32604
TNHA-2022-1-52,,,579889.1842934823,7911268.635185271,2022,4.981,EPSG:32604
TNHA-2022-1-53,,,579889.3661823687,7911267.645,2022,5.189,EPSG:32604
TNHA-2022-1-54,,,579889.6337869078,7911266.709799624,2022,5.301,EPSG:32604
TNHA-2022-1-55,,,579889.8720916605,7911265.707562419,2022,5.499,EPSG:32604
TNHA-2022-1-56,,,579890.0839755624,7911264.689823693,2022,5.552,EPSG:32604
TNHA-2022-1-57,,,579890.2577660179,7911263.760169901,2022,5.598,EPSG:32604
TNHA-2022-1-58,,,579890.4388322316,7911262.804,2022,5.753,EPSG:32604
TNHA-2022-1-59,,,579890.6741014072,7911261.888,2022,5.828,EPSG:32604
TNHA-2022-1-60,,,579890.8515704358,7911260.823822951,2022,5.89,EPSG:32604
TNHA-2022-1-61,,,579890.9908764246,7911259.908622087,2022,5.928,EPSG:32604
TNHA-2022-1-62,,,579891.2009644626,7911258.9200615715,2022,5.927,EPSG:32604
TNHA-2022-1-63,,,579891.3356710864,7911257.916335455,2022,5.928,EPSG:32604
TNHA-2022-1-64,,,579891.5083435371,7911256.936545149,2022,5.927,EPSG:32604
TNHA-2022-1-65,,,579891.6517971581,7911255.990602008,2022,5.935,EPSG:32604
TNHA-2022-1-66,,,579891.7672,7911254.931039273,2022,5.931,EPSG:32604
TNHA-2022-1-67,,,579891.9891770112,7911253.974414351,2022,5.912,EPSG:32604
TNHA-2022-1-68,,,579892.1357123018,7911253.073909762,2022,5.914,EPSG:32604
TNHA-2022-1-69,,,579892.4214424228,7911252.043525466,2022,5.904,EPSG:32604
TNHA-2022-1-70,,,579892.6100044325,7911251.040448201,2022,5.892,EPSG:32604
TNHA-2022-1-71,,,579892.8583,7911250.059568934,2022,5.825,EPSG:32604
TNHA-2022-1-72,,,579893.0211145537,7911249.113,2022,5.799,EPSG:32604
TNHA-2022-1-73,,,579893.3281852194,7911248.088379717,2022,5.784,EPSG:32604
TNHA-2022-1-74,,,579893.4909112008,7911247.244099843,2022,5.696,EPSG:32604
TNHA-2022-1-75,,,579893.6362301098,7911246.207876231,2022,5.769,EPSG:32604
TNHA-2022-1-76,,,579893.8362558704,7911245.284519183,2022,5.791,EPSG:32604
TNHA-2022-1-77,,,579893.8595208683,7911244.287912236,2022,5.691,EPSG:32604
TNHA-2022-1-78,,,579894.2459929828,7911243.359283975,2022,5.651,EPSG:32604
TNHA-2022-1-79,,,579894.4334717464,7911242.275519075,2022,5.624,EPSG:32604
TNHA-2022-1-80,,,579894.5910770305,7911241.284548656,2022,5.603,EPSG:32604
TNHA-2022-1-81,,,579894.8783304794,7911240.292159157,2022,5.69,EPSG:32604
TNHA-2022-1-82,,,579895.1343201677,7911239.409600693,2022,5.781,EPSG:32604
TNHA-2022-1-83,,,579895.3496272168,7911238.481169169,2022,5.817,EPSG:32604
BEO-2023-1-0,,Gravel pad; no measurement,584398.938,7909709.929,2023,12.461,EPSG:32604
BEO-2023-1-1,,Gravel pad; no measurement,584399.716,7909710.506,2023,12.467,EPSG:32604
BEO-2023-1-2,,Gravel pad; no measurement,584400.52,7909711.115,2023,12.449,EPSG:32604
BEO-2023-1-3,,Gravel pad; no measurement,584401.304,7909711.7,2023,12.453,EPSG:32604
BEO-2023-1-4,,Gravel pad; no measurement,584401.997,7909712.358,2023,12.767,EPSG:32604
BEO-2023-1-5,,Gravel pad; no measurement,584402.863,7909712.954,2023,12.821,EPSG:32604
BEO-2023-1-6,,Gravel pad; no measurement,584403.59,7909713.6,2023,12.851,EPSG:32604
BEO-2023-1-7,,Gravel pad; no measurement,584404.408,7909714.23,2023,12.835,EPSG:32604
BEO-2023-1-8,,Gravel pad; no measurement,584405.127,7909714.907,2023,12.821,EPSG:32604
BEO-2023-1-9,,Gravel pad; no measurement,584405.922,7909715.5,2023,12.772,EPSG:32604
BEO-2023-1-10,,Gravel pad; no measurement,584406.654,7909716.205,2023,12.757,EPSG:32604
BEO-2023-1-11,,Gravel pad; no measurement,584407.37,7909716.831,2023,12.704,EPSG:32604
BEO-2023-1-12,,Gravel pad; no measurement,584408.129,7909717.488,2023,12.492,EPSG:32604
BEO-2023-1-13,0.93,Edge of pad,584408.762,7909718.206,2023,11.908,EPSG:32604
BEO-2023-1-14,0.55,Grassy; standing water,584409.598,7909718.858,2023,11.607,EPSG:32604
BEO-2023-1-15,0.49,Grassy; standing water,584410.317,7909719.493,2023,11.571,EPSG:32604
BEO-2023-1-16,0.47,Grassy; standing water,584411.065,7909720.145,2023,11.542,EPSG:32604
BEO-2023-1-17,0.47,Grassy; standing water,584411.829,7909720.768,2023,11.559,EPSG:32604
BEO-2023-1-18,0.48,Grassy; standing water,584412.517,7909721.456,2023,11.534,EPSG:32604
BEO-2023-1-19,0.47,Grassy; standing water,584413.363,7909722.071,2023,11.566,EPSG:32604
BEO-2023-1-20,0.52,Grassy; standing water,584414.157,7909722.724,2023,11.536,EPSG:32604
BEO-2023-1-21,0.52,Grassy; standing water,584414.955,7909723.321,2023,11.515,EPSG:32604
BEO-2023-1-22,0.54,Grassy; standing water,584415.618,7909723.997,2023,11.52,EPSG:32604
BEO-2023-1-23,0.53,Grassy; standing water; 7 cm water,584416.484,7909724.668,2023,11.472,EPSG:32604
BEO-2023-1-24,0.51,Grassy; standing water; 3 cm water,584417.138,7909725.253,2023,11.495,EPSG:32604
BEO-2023-1-25,0.41,Grassy; standing water; 9 cm water,584417.896,7909725.86,2023,11.475,EPSG:32604
BEO-2023-1-26,0.49,Edge of polygon,584418.7,7909726.505,2023,11.559,EPSG:32604
BEO-2023-1-27,0.49,Polygon,584419.512,7909727.161,2023,11.809,EPSG:32604
BEO-2023-1-28,0.47,Polygon,584420.211,7909727.832,2023,11.867,EPSG:32604
BEO-2023-1-29,0.46,Polygon,584421.033,7909728.435,2023,11.902,EPSG:32604
BEO-2023-1-30,0.44,Polygon,584421.749,7909729.153,2023,11.868,EPSG:32604
BEO-2023-1-31,0.54,Polygon,584422.532,7909729.758,2023,11.844,EPSG:32604
BEO-2023-1-32,0.51,Polygon,584423.271,7909730.487,2023,11.735,EPSG:32604
BEO-2023-1-33,0.43,Trough; 5cm water,584424.052,7909731.065,2023,11.532,EPSG:32604
BEO-2023-1-34,0.54,Edge,584424.789,7909731.757,2023,11.59,EPSG:32604
BEO-2023-1-35,0.58,Polygon,584425.562,7909732.364,2023,11.783,EPSG:32604
BEO-2023-1-36,0.47,Polygon,584426.304,7909733.081,2023,11.82,EPSG:32604
BEO-2023-1-37,0.43,Polygon,584427.128,7909733.637,2023,11.847,EPSG:32604
BEO-2023-1-38,0.51,Polygon,584427.862,7909734.35,2023,11.838,EPSG:32604
BEO-2023-1-39,0.51,Polygon,584428.693,7909734.862,2023,11.899,EPSG:32604
BEO-2023-1-40,0.53,Polygon,584429.485,7909735.562,2023,11.895,EPSG:32604
BEO-2023-1-41,0.47,Polygon,584430.262,7909736.121,2023,11.873,EPSG:32604
BEO-2023-1-42,0.49,Polygon,584430.983,7909736.757,2023,11.862,EPSG:32604
BEO-2023-1-43,0.55,Polygon,584431.771,7909737.394,2023,11.921,EPSG:32604
BEO-2023-1-44,0.52,Polygon,584432.54,7909738.083,2023,11.936,EPSG:32604
BEO-2023-1-45,0.63,Polygon,584433.346,7909738.639,2023,12.156,EPSG:32604
BEO-2023-1-46,0.51,Polygon,584434.112,7909739.251,2023,12.13,EPSG:32604
BEO-2023-1-47,0.38,Polygon; feels like ice,584434.898,7909739.895,2023,11.97,EPSG:32604
BEO-2023-1-48,0.34,Edge,584435.678,7909740.489,2023,11.796,EPSG:32604
BEO-2023-1-49,0.37,Trough,584436.413,7909741.189,2023,11.656,EPSG:32604
BEO-2023-1-50,0.36,Edge; feels like ice,584437.185,7909741.831,2023,11.706,EPSG:32604
BEO-2023-1-51,0.62,Edge,584437.914,7909742.493,2023,11.904,EPSG:32604
BEO-2023-1-52,0.45,Polygon,584438.725,7909743.111,2023,12.062,EPSG:32604
BEO-2023-1-53,0.41,Polygon,584439.456,7909743.775,2023,12.063,EPSG:32604
BEO-2023-1-54,0.4,Polygon,584440.175,7909744.399,2023,12.037,EPSG:32604
BEO-2023-1-55,0.38,Polygon,584440.918,7909745.107,2023,12.02,EPSG:32604
BEO-2023-1-56,0.33,Edge; Feels like ice,584441.741,7909745.74,2023,12.053,EPSG:32604
BEO-2023-1-57,0.31,Trough; feels like ice,584442.454,7909746.396,2023,11.879,EPSG:32604
BEO-2023-1-58,0.34,Trough; feels like ice,584443.262,7909747.068,2023,11.983,EPSG:32604
BEO-2023-1-59,0.38,Polygon; feels like ice,584443.907,7909747.794,2023,11.955,EPSG:32604
BEO-2023-1-60,0.39,Polygon,584444.647,7909748.426,2023,12.055,EPSG:32604
BEO-2023-1-61,0.35,Polygon,584445.415,7909749.093,2023,12.066,EPSG:32604
BEO-2023-1-62,0.45,Polygon,584446.161,7909749.729,2023,12.138,EPSG:32604
BEO-2023-1-63,0.3,Edge,584446.876,7909750.42,2023,12.123,EPSG:32604
BEO-2023-1-64,0.33,Edge,584447.616,7909751.09,2023,11.974,EPSG:32604
BEO-2023-1-65,0.33,Trough,584448.352,7909751.767,2023,11.822,EPSG:32604
BEO-2023-1-66,0.37,Edge; feels like ice,584449.06,7909752.481,2023,11.753,EPSG:32604
BEO-2023-1-67,0.48,Polygon,584449.856,7909753.086,2023,11.844,EPSG:32604
BEO-2023-1-68,0.46,Polygon,584450.58,7909753.784,2023,12.002,EPSG:32604
BEO-2023-1-69,0.41,Polygon,584451.301,7909754.454,2023,12.02,EPSG:32604
BEO-2023-1-70,0.36,Polygon,584452.069,7909755.118,2023,11.966,EPSG:32604
BEO-2023-1-71,0.44,Polygon,584452.802,7909755.789,2023,12.023,EPSG:32604
BEO-2023-1-72,0.47,Polygon,584453.518,7909756.486,2023,12.09,EPSG:32604
BEO-2023-1-73,0.49,Polygon,584454.294,7909757.126,2023,11.991,EPSG:32604
BEO-2023-1-74,0.43,Polygon,584454.989,7909757.82,2023,11.98,EPSG:32604
BEO-2023-1-75,0.39,Polygon,584455.757,7909758.45,2023,11.996,EPSG:32604
BEO-2023-1-76,0.45,Polygon,584456.533,7909759.108,2023,12.036,EPSG:32604
BEO-2023-1-77,0.47,Polygon,584457.298,7909759.781,2023,11.99,EPSG:32604
BEO-2023-1-78,0.44,Polygon,584458.041,7909760.42,2023,11.999,EPSG:32604
BEO-2023-1-79,0.35,Polygon,584458.766,7909761.116,2023,11.914,EPSG:32604
BEO-2023-1-80,0.36,Polygon,584459.492,7909761.766,2023,11.912,EPSG:32604
BEO-2023-1-81,0.36,Polygon,584460.249,7909762.402,2023,11.868,EPSG:32604
BEO-2023-1-82,0.35,Polygon,584461.006,7909763.109,2023,11.765,EPSG:32604
BEO-2023-1-83,0.33,Polygon,584461.736,7909763.768,2023,11.741,EPSG:32604
BEO-2023-1-84,0.39,Trough,584462.472,7909764.436,2023,11.765,EPSG:32604
BEO-2023-1-85,0.3,Trough; feels like ice,584463.261,7909765.089,2023,11.702,EPSG:32604
BEO-2023-1-86,0.3,Trough,584463.997,7909765.728,2023,11.74,EPSG:32604
BEO-2023-1-87,0.39,Polygon,584464.792,7909766.318,2023,11.915,EPSG:32604
BEO-2023-1-88,0.39,Polygon,584465.507,7909767.009,2023,12.033,EPSG:32604
BEO-2023-1-89,0.42,Polygon,584466.259,7909767.687,2023,12.058,EPSG:32604
BEO-2023-1-90,0.37,Polygon,584467.01,7909768.302,2023,12.047,EPSG:32604
BEO-2023-1-91,0.41,Polygon,584467.758,7909768.972,2023,12.085,EPSG:32604
BEO-2023-1-92,0.4,Polygon,584468.531,7909769.69,2023,12.091,EPSG:32604
BEO-2023-1-93,0.36,Polygon,584469.248,7909770.379,2023,12.048,EPSG:32604
BEO-2023-1-94,0.33,Polygon,584470.021,7909771.006,2023,12.001,EPSG:32604
BEO-2023-1-95,0.42,Polygon,584470.737,7909771.672,2023,11.999,EPSG:32604
BEO-2023-1-96,0.3,Edge,584471.45,7909772.362,2023,11.877,EPSG:32604
BEO-2023-1-97,0.29,Trough,584472.211,7909772.992,2023,11.773,EPSG:32604
BEO-2023-1-98,0.27,Trough,584472.928,7909773.687,2023,11.725,EPSG:32604
BEO-2023-1-99,0.21,Trough,584473.721,7909774.304,2023,11.705,EPSG:32604
BEO-2023-1-100,0.24,Trough,584474.398,7909775.032,2023,11.694,EPSG:32604
BEO-2023-1-101,0.32,Trough,584475.34,7909775.659,2023,11.559,EPSG:32604
BEO-2023-1-102,0.32,Trough,584476.084,7909776.288,2023,11.569,EPSG:32604
BEO-2023-1-103,0.34,Trough,584476.854,7909776.942,2023,11.548,EPSG:32604
BEO-2023-1-104,0.34,Trough,584477.649,7909777.654,2023,11.546,EPSG:32604
BEO-2023-1-105,0.3,Trough; feels like ice,584478.35,7909778.263,2023,11.601,EPSG:32604
BEO-2023-1-106,0.44,Edge; Feels like ice,584479.038,7909778.915,2023,11.798,EPSG:32604
BEO-2023-1-107,0.4,Polygon,584479.811,7909779.584,2023,11.997,EPSG:32604
BEO-2023-1-108,0.44,Polygon,584480.504,7909780.295,2023,11.992,EPSG:32604
BEO-2023-1-109,0.39,Polygon,584481.303,7909780.933,2023,12.099,EPSG:32604
BEO-2023-1-110,0.38,Polygon,584481.993,7909781.631,2023,12.108,EPSG:32604
BEO-2023-1-111,0.59,Polygon,584482.811,7909782.264,2023,12.219,EPSG:32604
BEO-2023-1-112,0.52,Polygon,584483.478,7909783.001,2023,12.226,EPSG:32604
BEO-2023-1-113,0.37,Polygon,584484.26,7909783.613,2023,12.073,EPSG:32604
BEO-2023-1-114,0.36,Polygon; feels like ice,584484.955,7909784.32,2023,11.935,EPSG:32604
BEO-2023-1-115,0.32,Edge; feels like ice,584485.735,7909784.953,2023,11.778,EPSG:32604
BEO-2023-1-116,0.35,Trough,584486.495,7909785.572,2023,11.685,EPSG:32604
BEO-2023-1-117,0.41,Trough,584487.271,7909786.244,2023,11.654,EPSG:32604
BEO-2023-1-118,0.37,Trough,584487.98,7909786.942,2023,11.65,EPSG:32604
BEO-2023-1-119,0.41,Edge,584488.737,7909787.593,2023,11.843,EPSG:32604
BEO-2023-1-120,0.38,Polygon,584489.504,7909788.236,2023,11.821,EPSG:32604
BEO-2023-1-121,0.41,Polygon,584490.209,7909788.949,2023,11.906,EPSG:32604
BEO-2023-1-122,0.38,Polygon,584490.988,7909789.568,2023,11.846,EPSG:32604
BEO-2023-1-123,0.7,Polygon,584491.695,7909790.31,2023,11.852,EPSG:32604
BEO-2023-1-124,0.69,Polygon,584492.413,7909791.03,2023,11.841,EPSG:32604
BEO-2023-1-125,0.6,Polygon,584493.147,7909791.623,2023,11.833,EPSG:32604
BEO-2023-1-126,0.55,Polygon,584493.823,7909792.268,2023,11.798,EPSG:32604
BEO-2023-1-127,0.59,Polygon,584494.624,7909792.978,2023,11.75,EPSG:32604
BEO-2023-1-128,0.47,Polygon,584495.406,7909793.675,2023,11.757,EPSG:32604
BEO-2023-1-129,0.4,Polygon,584496.152,7909794.311,2023,11.746,EPSG:32604
BEO-2023-1-130,0.28,Edge,584496.876,7909794.855,2023,11.615,EPSG:32604
BEO-2023-1-131,0.3,Trough; feels like ice,584497.66,7909795.592,2023,11.5,EPSG:32604
BEO-2023-1-132,0.32,Trough,584498.425,7909796.234,2023,11.476,EPSG:32604
BEO-2023-1-133,0.33,Trough,584499.175,7909796.897,2023,11.529,EPSG:32604
BEO-2023-1-134,0.39,Edge,584499.909,7909797.566,2023,11.609,EPSG:32604
BEO-2023-1-135,0.48,Polygon,584500.668,7909798.21,2023,11.75,EPSG:32604
BEO-2023-1-136,0.4,Polygon,584501.467,7909798.862,2023,11.886,EPSG:32604
BEO-2023-1-137,0.44,Polygon,584502.165,7909799.571,2023,12.025,EPSG:32604
BEO-2023-1-138,0.43,Polygon,584502.877,7909800.258,2023,12.06,EPSG:32604
BEO-2023-1-139,0.38,Polygon,584503.625,7909800.904,2023,12.03,EPSG:32604
BEO-2023-1-140,0.34,Polygon,584504.31,7909801.602,2023,12.011,EPSG:32604
BEO-2023-1-141,0.36,Polygon,584505.097,7909802.261,2023,11.828,EPSG:32604
BEO-2023-1-142,0.36,Edge,584505.847,7909802.882,2023,11.63,EPSG:32604
BEO-2023-1-143,0.43,Trough; standing water,584506.591,7909803.568,2023,11.403,EPSG:32604
BEO-2023-1-144,0.53,Trough,584507.361,7909804.198,2023,11.29,EPSG:32604
BEO-2023-1-145,0.5,Trough,584508.146,7909804.857,2023,11.31,EPSG:32604
BEO-2023-1-146,0.44,Trough,584508.87,7909805.479,2023,11.34,EPSG:32604
BEO-2023-1-147,0.41,Edge,584509.624,7909806.193,2023,11.658,EPSG:32604
BEO-2023-1-148,0.42,Polygon,584510.403,7909806.774,2023,11.887,EPSG:32604
BEO-2023-1-149,0.44,Polygon,584511.102,7909807.489,2023,11.966,EPSG:32604
BEO-2023-1-150,0.4,Polygon,584511.887,7909808.054,2023,12.009,EPSG:32604
BEO-2023-1-151,0.42,Polygon,584512.661,7909808.785,2023,11.914,EPSG:32604
BEO-2023-1-152,0.39,Polygon,584513.392,7909809.418,2023,11.809,EPSG:32604
BEO-2023-1-153,0.31,Edge,584514.169,7909810.148,2023,11.452,EPSG:32604
BEO-2023-1-154,0.36,Trough; feels like ice,584514.898,7909810.761,2023,11.325,EPSG:32604
BEO-2023-1-155,0.41,Trough,584515.661,7909811.408,2023,11.336,EPSG:32604
BEO-2023-1-156,0.39,Trough,584516.424,7909812.065,2023,11.312,EPSG:32604
BEO-2023-1-157,0.35,Trough; feels like ice,584517.152,7909812.709,2023,11.361,EPSG:32604
BEO-2023-1-158,0.35,Edge; feels like ice,584517.923,7909813.396,2023,11.479,EPSG:32604
BEO-2023-1-159,0.31,Polygon,584518.678,7909814.027,2023,11.574,EPSG:32604
BEO-2023-1-160,0.29,Polygon,584519.504,7909814.651,2023,11.665,EPSG:32604
BEO-2023-1-161,0.32,Polygon,584520.187,7909815.361,2023,11.638,EPSG:32604
BEO-2023-1-162,0.3,Polygon,584520.887,7909816.019,2023,11.592,EPSG:32604
BEO-2023-1-163,0.33,Edge; feels like ice,584521.704,7909816.667,2023,11.636,EPSG:32604
BEO-2023-1-164,0.34,Edge; feels like ice,584522.393,7909817.369,2023,11.618,EPSG:32604
BEO-2023-1-165,0.36,Edge; feels like ice,584523.216,7909817.972,2023,11.664,EPSG:32604
BEO-2023-1-166,0.31,Edge; feels like ice,584523.981,7909818.623,2023,11.654,EPSG:32604
