lon,lat,date,pf_depth,pf_observed,thaw_depth,obs_limit,site_id,transect_direction,source,comments,method
-148.825383,69.041928,2018-08-23,45,1,45,,ICC,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-148.825383,69.041928,2018-08-23,49,1,49,,ICC,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-148.825383,69.041928,2018-08-23,53,1,53,,ICC,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,41,1,41,,IMN,N-S,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,43,1,43,,IMN,N-S,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,47,1,47,,IMN,N-S,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,36,1,36,,IMN,N-S,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,32,1,32,,IMN,N-S,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,37,1,37,,IMN,N-S,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,30,1,30,,IMN,N-S,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,36,1,36,,IMN,N-S,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,39,1,39,,IMN,N-S,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,43,1,43,,IMN,N-S,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,60,1,60,,IMN,N-S,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,53,1,53,,IMN,N-S,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,36,1,36,,IMN,N-S,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,75,1,75,,IMN,N-S,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,63,1,63,,IMN,N-S,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,47,1,47,,IMN,N-S,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,42,1,42,,IMN,N-S,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,35,1,35,,IMN,N-S,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,45,1,45,,IMN,N-S,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,53,1,53,,IMN,N-S,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,25,1,25,,IMN,N-S,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,41,1,41,,IMN,N-S,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,29,1,29,,IMN,N-S,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,43,1,43,,IMN,N-S,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,31,1,31,,IMN,N-S,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,52,1,52,,IMN,E-W,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,43,1,43,,IMN,E-W,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,49,1,49,,IMN,E-W,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,53,1,53,,IMN,E-W,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,44,1,44,,IMN,E-W,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,55,1,55,,IMN,E-W,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,44,1,44,,IMN,E-W,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,34,1,34,,IMN,E-W,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,54,1,54,,IMN,E-W,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,52,1,52,,IMN,E-W,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,51,1,51,,IMN,E-W,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,46,1,46,,IMN,E-W,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,36,1,36,,IMN,E-W,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,47,1,47,,IMN,E-W,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,67,1,67,,IMN,E-W,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,58,1,58,,IMN,E-W,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,48,1,48,,IMN,E-W,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,37,1,37,,IMN,E-W,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,45,1,45,,IMN,E-W,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,39,1,39,,IMN,E-W,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,37,1,37,,IMN,E-W,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,36,1,36,,IMN,E-W,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,34,1,34,,IMN,E-W,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,43,1,43,,IMN,E-W,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,50,1,50,,IMN,E-W,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,50,1,50,,IMN,NE-SW,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,33,1,33,,IMN,NE-SW,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,53,1,53,,IMN,NE-SW,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,66,1,66,,IMN,NE-SW,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,52,1,52,,IMN,NE-SW,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,71,1,71,,IMN,NE-SW,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,36,1,36,,IMN,NE-SW,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,34,1,34,,IMN,NE-SW,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,47,1,47,,IMN,NE-SW,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,41,1,41,,IMN,NE-SW,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,47,1,47,,IMN,NE-SW,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,63,1,63,,IMN,NE-SW,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,61,1,61,,IMN,NE-SW,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,38,1,38,,IMN,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,45,1,45,,IMN,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,42,1,42,,IMN,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,53,1,53,,IMN,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,50,1,50,,IMN,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,48,1,48,,IMN,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,36,1,36,,IMN,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,32,1,32,,IMN,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,54,1,54,,IMN,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,63,1,63,,IMN,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,45,1,45,,IMN,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,39,1,39,,IMN,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-149.30635,68.604972,2018-08-24,44,1,44,,IMN,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,81,1,81,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,62,1,62,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,56,1,56,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,67,1,67,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,69,1,69,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,51,1,51,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,44,1,44,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,59,1,59,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,43,1,43,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,38,1,38,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,70,1,70,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,85,1,85,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,54,1,54,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,55,1,55,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,53,1,53,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,81,1,81,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,59,1,59,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,61,1,61,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,71,1,71,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,,1,,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,,1,,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,,1,,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,,1,,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,,1,,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,76,1,76,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,90,1,90,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,85,1,85,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,62,1,62,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,68,1,68,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,65,1,65,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,60,1,60,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,76,1,76,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,75,1,75,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,79,1,79,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,83,1,83,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,75,1,75,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,60,1,60,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,66,1,66,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,42,1,42,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,80,1,80,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,58,1,58,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,60,1,60,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,70,1,70,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,55,1,55,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,80,1,80,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,63,1,63,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,70,1,70,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,61,1,61,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,61,1,61,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,63,1,63,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,95,1,95,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,77,1,77,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,79,1,79,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,91,1,91,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,94,1,94,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,106,1,106,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,71,1,71,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,65,1,65,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,68,1,68,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,65,1,65,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,78,1,78,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,60,1,60,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,65,1,65,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,68,1,68,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,71,1,71,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,73,1,73,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,72,1,72,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,68,1,68,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,68,1,68,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,63,1,63,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,59,1,59,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,67,1,67,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,42,1,42,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,57,1,57,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,55,1,55,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,52,1,52,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,60,1,60,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,55,1,55,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,51,1,51,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,45,1,45,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,52,1,52,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,70,1,70,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,60,1,60,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,83,1,83,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,64,1,64,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,83,1,83,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,68,1,68,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,64,1,64,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,46,1,46,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,70,1,70,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,102,1,102,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,64,1,64,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,68,1,68,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,72,1,72,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,91,1,91,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,57,1,57,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,55,1,55,,SGW,N-S,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,65,1,65,,SGW,E-W,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,62,1,62,,SGW,E-W,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,79,1,79,,SGW,E-W,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,78,1,78,,SGW,E-W,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,55,1,55,,SGW,E-W,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,62,1,62,,SGW,E-W,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,44,1,44,,SGW,E-W,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,70,1,70,,SGW,E-W,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,71,1,71,,SGW,E-W,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,54,1,54,,SGW,E-W,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,55,1,55,,SGW,E-W,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,58,1,58,,SGW,E-W,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,56,1,56,,SGW,E-W,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,67,1,67,,SGW,NE-SW,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,66,1,66,,SGW,NE-SW,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,76,1,76,,SGW,NE-SW,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,79,1,79,,SGW,NE-SW,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,58,1,58,,SGW,NE-SW,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,50,1,50,,SGW,NE-SW,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,44,1,44,,SGW,NE-SW,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,43,1,43,,SGW,NE-SW,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,82,1,82,,SGW,NE-SW,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,48,1,48,,SGW,NE-SW,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,70,1,70,,SGW,NE-SW,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,56,1,56,,SGW,NE-SW,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,46,1,46,,SGW,NE-SW,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,74,1,74,,SGW,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,70,1,70,,SGW,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,63,1,63,,SGW,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,38,1,38,,SGW,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,38,1,38,,SGW,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,44,1,44,,SGW,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,44,1,44,,SGW,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,43,1,43,,SGW,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,53,1,53,,SGW,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,55,1,55,,SGW,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,76,1,76,,SGW,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,88,1,88,,SGW,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-148.56442,69.479578,2018-08-22,72,1,72,,SGW,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,65,1,65,,SGW,E-W,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,52,1,52,,SGW,E-W,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,69,1,69,,SGW,E-W,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,79,1,79,,SGW,E-W,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,46,1,46,,SGW,E-W,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,58,1,58,,SGW,E-W,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,42,1,42,,SGW,E-W,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,92,1,92,,SGW,E-W,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,47,1,47,,SGW,E-W,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,39,1,39,,SGW,E-W,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,70,1,70,,SGW,E-W,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,70,1,70,,SGW,E-W,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,57,1,57,,SGW,E-W,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,65,1,65,,SGW,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,73,1,73,,SGW,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,82,1,82,,SGW,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,54,1,54,,SGW,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,64,1,64,,SGW,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,72,1,72,,SGW,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,42,1,42,,SGW,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,54,1,54,,SGW,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,45,1,45,,SGW,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,42,1,42,,SGW,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,34,1,34,,SGW,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,46,1,46,,SGW,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,55,1,55,,SGW,NW-SE,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,69,1,69,,SGW,NE-SW,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,73,1,73,,SGW,NE-SW,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,66,1,66,,SGW,NE-SW,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,46,1,46,,SGW,NE-SW,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,45,1,45,,SGW,NE-SW,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,50,1,50,,SGW,NE-SW,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,42,1,42,,SGW,NE-SW,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,77,1,77,,SGW,NE-SW,Bakian_Dogaheh_2020,,tp/pit
-148.56443,69.479578,2018-08-22,80,1,80,,SGW,NE-SW,Bakian_Dogaheh_2020,,tp/pit
