pf_observed,date,lon,lat,site_id,source,pf_depth,thaw_depth,obs_limit,method
1,2019-09-15,-164.82340256159986,65.1613396219509,KG,Seward,,,,unknown
1,2019-09-15,-164.83032681899311,65.16362944425447,KG,Seward,,,,unknown
1,2019-09-15,-164.83090402474124,65.16369173738282,KG,Seward,,,,unknown
1,2019-09-15,-164.81766092506334,65.16609423389504,KG,Seward,,,,unknown
1,2019-09-15,-164.82399819809157,65.16130223265387,KG,Seward,,,,unknown
0,2019-09-15,-164.8223556558069,65.15861453918185,KG,Seward,,,,unknown
1,2019-09-15,-164.8075377817181,65.161802372998,KG,Seward,,,,unknown
0,2019-09-15,-164.82949469362788,65.16086167656579,KG,Seward,,,,unknown
1,2019-09-15,-164.8215521847603,65.15819573977167,KG,Seward,,,,unknown
0,2019-09-15,-164.829817044571,65.16090336127937,KG,Seward,,,,unknown
0,2019-09-15,-164.8240490845264,65.16490124754166,KG,Seward,,,,unknown
1,2019-09-15,-164.80773005968453,65.16178389349898,KG,Seward,,,,unknown
1,2019-09-15,-164.80718377827748,65.16236798404653,KG,Seward,,,,unknown
1,2019-09-15,-164.8073953737985,65.16235652843395,KG,Seward,,,,unknown
1,2019-09-15,-164.8076069324772,65.16234512631188,KG,Seward,,,,unknown
1,2019-09-15,-164.80781822108355,65.16233269169369,KG,Seward,,,,unknown
1,2019-09-15,-164.808029899511,65.16232149549971,KG,Seward,,,,unknown
1,2019-09-15,-164.80824127345738,65.1623093026566,KG,Seward,,,,unknown
1,2019-09-15,-164.80845264630386,65.16229723513148,KG,Seward,,,,unknown
1,2019-09-15,-164.8086647735163,65.16228763574345,KG,Seward,,,,unknown
1,2019-09-15,-164.8088763971139,65.16227624986146,KG,Seward,,,,unknown
1,2019-09-15,-164.80908796020643,65.16226464826126,KG,Seward,,,,unknown
1,2019-09-15,-164.8092991221123,65.16225184352112,KG,Seward,,,,unknown
1,2019-09-15,-164.80951126708715,65.16224235063177,KG,Seward,,,,unknown
1,2019-09-15,-164.80972282743568,65.16223075710653,KG,Seward,,,,unknown
1,2019-09-15,-164.8099343376156,65.16221899273985,KG,Seward,,,,unknown
1,2019-09-15,-164.81014593522778,65.16220750633741,KG,Seward,,,,unknown
1,2019-09-15,-164.81035760664443,65.16219641452584,KG,Seward,,,,unknown
1,2019-09-15,-164.81056930180154,65.1621852596375,KG,Seward,,,,unknown
1,2019-09-15,-164.81078080672293,65.16217352996279,KG,Seward,,,,unknown
1,2019-09-15,-164.8109926187883,65.16216298476398,KG,Seward,,,,unknown
1,2019-09-15,-164.8112041132527,65.16215117372636,KG,Seward,,,,unknown
1,2019-09-15,-164.8114151998413,65.16213818646426,KG,Seward,,,,unknown
1,2019-09-15,-164.81162705229286,65.16212758658577,KG,Seward,,,,unknown
1,2019-09-15,-164.81183855616263,65.16211587336561,KG,Seward,,,,unknown
1,2019-09-15,-164.81205021028381,65.16210460866716,KG,Seward,,,,unknown
1,2019-09-15,-164.812261617229,65.16209267041424,KG,Seward,,,,unknown
1,2019-09-15,-164.81247315442477,65.1620809922327,KG,Seward,,,,unknown
1,2019-09-15,-164.81268479952928,65.1620697176562,KG,Seward,,,,unknown
1,2019-09-15,-164.8128966774647,65.16205928649872,KG,Seward,,,,unknown
1,2019-09-15,-164.8131082056456,65.16204759843897,KG,Seward,,,,unknown
1,2019-09-15,-164.81331987098292,65.16203640374646,KG,Seward,,,,unknown
1,2019-09-15,-164.8135308325869,65.16202300958763,KG,Seward,,,,unknown
1,2019-09-15,-164.81374257259492,65.16201206562582,KG,Seward,,,,unknown
1,2019-09-15,-164.81395453129207,65.16200185739203,KG,Seward,,,,unknown
1,2019-09-15,-164.81416608791872,65.1619902396588,KG,Seward,,,,unknown
1,2019-09-15,-164.81437750656,65.16197819077084,KG,Seward,,,,unknown
1,2019-09-15,-164.81458920877603,65.16196705714363,KG,Seward,,,,unknown
1,2019-09-15,-164.81480092116954,65.16195596809371,KG,Seward,,,,unknown
1,2019-09-15,-164.81501243319602,65.16194421452403,KG,Seward,,,,unknown
1,2019-09-15,-164.81522348246023,65.16193117700114,KG,Seward,,,,unknown
1,2019-09-15,-164.81543538157933,65.16192076920646,KG,Seward,,,,unknown
1,2019-09-15,-164.81564669428786,65.16190844922305,KG,Seward,,,,unknown
1,2019-09-15,-164.81585851605,65.161897762585,KG,Seward,,,,unknown
1,2019-09-15,-164.81607008332182,65.16188621396421,KG,Seward,,,,unknown
1,2019-09-15,-164.8162818217789,65.1618754907366,KG,Seward,,,,unknown
1,2019-09-15,-164.8164933252062,65.16186417472983,KG,Seward,,,,unknown
1,2019-09-15,-164.81670485541832,65.16185266106012,KG,Seward,,,,unknown
1,2019-09-15,-164.81691615023973,65.16184029440586,KG,Seward,,,,unknown
1,2019-09-15,-164.81712769983676,65.16182869941065,KG,Seward,,,,unknown
1,2019-09-15,-164.81733920756713,65.16181696050452,KG,Seward,,,,unknown
1,2019-09-15,-164.81755053965827,65.16180467375686,KG,Seward,,,,unknown
1,2019-09-15,-164.81776205968902,65.16179295221552,KG,Seward,,,,unknown
1,2019-09-15,-164.81797339566126,65.16178066487763,KG,Seward,,,,unknown
1,2019-09-15,-164.8181850237989,65.16176930177683,KG,Seward,,,,unknown
1,2019-09-15,-164.81839620037246,65.16175655604705,KG,Seward,,,,unknown
1,2019-09-15,-164.81860788859925,65.16174539879357,KG,Seward,,,,unknown
1,2019-09-15,-164.81881952861914,65.16173408864893,KG,Seward,,,,unknown
1,2019-09-15,-164.81903096323,65.1617222126829,KG,Seward,,,,unknown
1,2019-09-15,-164.8192427276576,65.16171137764115,KG,Seward,,,,unknown
1,2019-09-15,-164.8194544857564,65.1617005064027,KG,Seward,,,,unknown
1,2019-09-15,-164.8196662652615,65.16168991304284,KG,Seward,,,,unknown
1,2019-09-15,-164.81987673514874,65.1616754685562,KG,Seward,,,,unknown
1,2019-09-15,-164.82008868259416,65.16166522473468,KG,Seward,,,,unknown
1,2019-09-15,-164.82030010322987,65.16165335593806,KG,Seward,,,,unknown
1,2019-09-15,-164.820511514112,65.16164163936686,KG,Seward,,,,unknown
1,2019-09-15,-164.82072311512496,65.16163017395868,KG,Seward,,,,unknown
1,2019-09-15,-164.82093420702006,65.16161729894276,KG,Seward,,,,unknown
1,2019-09-15,-164.8211458309806,65.16160648796817,KG,Seward,,,,unknown
1,2019-09-15,-164.82135707154552,65.16159397144021,KG,Seward,,,,unknown
1,2019-09-15,-164.82156894364317,65.16158364468654,KG,Seward,,,,unknown
1,2019-09-15,-164.82178060191094,65.16157241114492,KG,Seward,,,,unknown
1,2019-09-15,-164.82199203049086,65.16156040538685,KG,Seward,,,,unknown
1,2019-09-15,-164.8222038615684,65.1615497546744,KG,Seward,,,,unknown
1,2019-09-15,-164.82241561278462,65.1615388971983,KG,Seward,,,,unknown
1,2019-09-15,-164.82262698759487,65.16152687253756,KG,Seward,,,,unknown
1,2019-09-15,-164.82283840085609,65.16151481173425,KG,Seward,,,,unknown
1,2019-09-15,-164.82305001235991,65.16150338792347,KG,Seward,,,,unknown
1,2019-09-15,-164.8232593875269,65.16148815678835,KG,Seward,,,,unknown
1,2019-09-15,-164.82346846843546,65.16147190213606,KG,Seward,,,,unknown
1,2019-09-15,-164.82368029608412,65.16146124933734,KG,Seward,,,,unknown
1,2019-09-15,-164.8238915238744,65.16144869333951,KG,Seward,,,,unknown
1,2019-09-15,-164.8241030622722,65.16143752816556,KG,Seward,,,,unknown
1,2019-09-15,-164.8243142304126,65.16142489972236,KG,Seward,,,,unknown
1,2019-09-15,-164.8245254940003,65.1614129709587,KG,Seward,,,,unknown
1,2019-09-15,-164.82473787641737,65.16140508088552,KG,Seward,,,,unknown
1,2019-09-15,-164.82494847440796,65.16139114985434,KG,Seward,,,,unknown
1,2019-09-15,-164.82516010002672,65.16137988459447,KG,Seward,,,,unknown
1,2019-09-15,-164.8253719489078,65.1613693550514,KG,Seward,,,,unknown
1,2019-09-15,-164.82558336045105,65.16135749675286,KG,Seward,,,,unknown
1,2019-09-15,-164.82579516299225,65.16134682299703,KG,Seward,,,,unknown
1,2019-09-15,-164.82600626351453,65.16133386010942,KG,Seward,,,,unknown
1,2019-09-15,-164.82621775906802,65.16132211765945,KG,Seward,,,,unknown
1,2019-09-15,-164.82642972639036,65.16131193669388,KG,Seward,,,,unknown
1,2019-09-15,-164.82664141156792,65.16130083092294,KG,Seward,,,,unknown
1,2019-09-15,-164.82685214877853,65.16128686149295,KG,Seward,,,,unknown
1,2019-09-15,-164.82706374710222,65.16127560249203,KG,Seward,,,,unknown
1,2019-09-15,-164.82727521203276,65.16126383159988,KG,Seward,,,,unknown
1,2019-09-15,-164.8274871183417,65.16125371188019,KG,Seward,,,,unknown
1,2019-09-15,-164.82769850987054,65.16124168907423,KG,Seward,,,,unknown
1,2019-09-15,-164.82790964633563,65.1612288312243,KG,Seward,,,,unknown
1,2019-09-15,-164.8281211146711,65.16121707709033,KG,Seward,,,,unknown
1,2019-09-15,-164.82833256419877,65.1612052329109,KG,Seward,,,,unknown
1,2019-09-15,-164.82854417912569,65.16119384622657,KG,Seward,,,,unknown
1,2019-09-15,-164.82875515924212,65.16118062810452,KG,Seward,,,,unknown
1,2019-09-15,-164.82896667773468,65.16116891770041,KG,Seward,,,,unknown
1,2019-09-15,-164.82917843209833,65.16115798788515,KG,Seward,,,,unknown
1,2019-09-15,-164.8293906020237,65.16114942701645,KG,Seward,,,,unknown
1,2019-09-15,-164.8296014787319,65.1611362434786,KG,Seward,,,,unknown
1,2019-09-15,-164.82981342626923,65.16112604874253,KG,Seward,,,,unknown
0,2019-09-15,-164.8300249935224,65.1611149111512,KG,Seward,,,,unknown
0,2019-09-15,-164.83023623240658,65.16110238213379,KG,Seward,,,,unknown
0,2019-09-15,-164.83044813548833,65.16109205186238,KG,Seward,,,,unknown
0,2019-09-15,-164.8306594347743,65.16107969279787,KG,Seward,,,,unknown
0,2019-09-15,-164.83087087394668,65.16106778222489,KG,Seward,,,,unknown
0,2019-09-15,-164.83108233195946,65.16105589829333,KG,Seward,,,,unknown
0,2019-09-15,-164.83129346116195,65.16104301773328,KG,Seward,,,,unknown
0,2019-09-15,-164.8315048138825,65.16103085493725,KG,Seward,,,,unknown
0,2019-09-15,-164.83171618763043,65.16101870981262,KG,Seward,,,,unknown
1,2019-09-15,-164.83192730291918,65.16100590909964,KG,Seward,,,,unknown
1,2019-09-15,-164.8321386909265,65.1609938082595,KG,Seward,,,,unknown
1,2019-09-15,-164.83235082759114,65.16098440871767,KG,Seward,,,,unknown
1,2019-09-15,-164.83256164535285,65.16097065568268,KG,Seward,,,,unknown
1,2019-09-15,-164.83277224255966,65.16095631888557,KG,Seward,,,,unknown
1,2019-09-15,-164.8329839351739,65.16094518623851,KG,Seward,,,,unknown
1,2019-09-15,-164.83319432788377,65.16093039101828,KG,Seward,,,,unknown
1,2019-09-15,-164.83340619313628,65.16091990399678,KG,Seward,,,,unknown
1,2019-09-15,-164.8336176462581,65.16090808827137,KG,Seward,,,,unknown
1,2019-09-15,-164.83382872668625,65.16089511436728,KG,Seward,,,,unknown
1,2019-09-15,-164.83404039512823,65.16088394431394,KG,Seward,,,,unknown
1,2019-09-15,-164.83425184790667,65.16087209180478,KG,Seward,,,,unknown
1,2019-09-15,-164.8344630182543,65.16085965546597,KG,Seward,,,,unknown
1,2019-09-15,-164.83467459591924,65.16084824215788,KG,Seward,,,,unknown
1,2019-09-15,-164.83488567552453,65.16083523984965,KG,Seward,,,,unknown
1,2019-09-15,-164.83509682988765,65.16082253342344,KG,Seward,,,,unknown
1,2019-09-15,-164.81494975429914,65.16662977670863,KG,Seward,,,,unknown
1,2019-09-15,-164.8151374691682,65.1665871905907,KG,Seward,,,,unknown
1,2019-09-15,-164.81532475915705,65.16654424481096,KG,Seward,,,,unknown
1,2019-09-15,-164.81551082423158,65.1665006064009,KG,Seward,,,,unknown
1,2019-09-15,-164.81569773995292,65.16645760586097,KG,Seward,,,,unknown
1,2019-09-15,-164.81588638827486,65.16641576468155,KG,Seward,,,,unknown
1,2019-09-15,-164.8160734181438,65.16637274586934,KG,Seward,,,,unknown
1,2019-09-15,-164.81626087243944,65.1663299785773,KG,Seward,,,,unknown
1,2019-09-15,-164.81644880206753,65.1662875077292,KG,Seward,,,,unknown
1,2019-09-15,-164.81663751804317,65.16624571952579,KG,Seward,,,,unknown
1,2019-09-15,-164.81682341515307,65.16620168449096,KG,Seward,,,,unknown
1,2019-09-15,-164.8170099588817,65.16615817042647,KG,Seward,,,,unknown
1,2019-09-15,-164.81719896427936,65.16611654337835,KG,Seward,,,,unknown
1,2019-09-15,-164.8173846969504,65.16607257025773,KG,Seward,,,,unknown
1,2019-09-15,-164.81757267367848,65.16603016984317,KG,Seward,,,,unknown
1,2019-09-15,-164.81776054649822,65.16598820872595,KG,Seward,,,,unknown
1,2019-09-15,-164.8179475010115,65.16594502598392,KG,Seward,,,,unknown
1,2019-09-15,-164.8181351981285,65.16590237329359,KG,Seward,,,,unknown
1,2019-09-15,-164.81832256153632,65.1658594418139,KG,Seward,,,,unknown
1,2019-09-15,-164.8185106140871,65.1658170582637,KG,Seward,,,,unknown
1,2019-09-15,-164.8186976260453,65.16577385671312,KG,Seward,,,,unknown
1,2019-09-15,-164.81888490484718,65.16573086162214,KG,Seward,,,,unknown
1,2019-09-15,-164.81907196563904,65.16568783014468,KG,Seward,,,,unknown
1,2019-09-15,-164.8192594256358,65.16564499631274,KG,Seward,,,,unknown
1,2019-09-15,-164.8194478042033,65.16560286321621,KG,Seward,,,,unknown
1,2019-09-15,-164.81963433290238,65.16555936382282,KG,Seward,,,,unknown
1,2019-09-15,-164.81982014019238,65.1655154864822,KG,Seward,,,,unknown
1,2019-09-15,-164.8200090769263,65.16547384684648,KG,Seward,,,,unknown
1,2019-09-15,-164.8201941898086,65.16542929526447,KG,Seward,,,,unknown
1,2019-09-15,-164.82038172914523,65.16538649601871,KG,Seward,,,,unknown
1,2019-09-15,-164.82056729121405,65.1653422316386,KG,Seward,,,,unknown
1,2019-09-15,-164.8207545028198,65.16529975455056,KG,Seward,,,,unknown
1,2019-09-15,-164.82094295015938,65.16525778117003,KG,Seward,,,,unknown
1,2019-09-15,-164.82112736524945,65.16521277897576,KG,Seward,,,,unknown
1,2019-09-15,-164.8213149671565,65.16517005939403,KG,Seward,,,,unknown
1,2019-09-15,-164.82150173711523,65.16512689893065,KG,Seward,,,,unknown
1,2019-09-15,-164.82168991695468,65.16508468203497,KG,Seward,,,,unknown
0,2019-09-15,-164.82187689658423,65.16504157519027,KG,Seward,,,,unknown
0,2019-09-15,-164.82206469247055,65.16499915997234,KG,Seward,,,,unknown
0,2019-09-15,-164.82225306627427,65.16495702335526,KG,Seward,,,,unknown
