site_id,lat,lon,date,org_thick,pf_depth,obs_limit,rock,pf_observed,method,transect_name,transect_point,source,thaw_depth
08DM00304,65.501667,-150.175278,2008-06-20 00:00:00,11.0,,200.0,N,0,pit_aug,,,Pastick,
08DM00305,65.501667,-150.176944,2008-06-20 00:00:00,10.0,,120.0,N,0,pit_aug,,,Pastick,
08DM00402,65.501667,-150.171111,2008-06-20 00:00:00,10.0,130.0,135.0,N,1,pit_aug,,,Pastick,130.0
08DM00506,65.503611,-150.178333,2008-06-20 00:00:00,0.0,,110.0,N,0,pit_aug,,,Pastick,
08DM00601,65.495278,-150.190556,2008-06-21 00:00:00,0.0,,180.0,N,0,pit_aug,,,Pastick,
08DM00602,65.495278,-150.189444,2008-06-21 00:00:00,9.0,54.0,65.0,N,1,pit_aug,,,Pastick,54.0
08DM00607,65.496111,-150.188889,2008-06-21 00:00:00,10.0,60.0,70.0,N,1,pit_aug,,,Pastick,60.0
08DM00703,65.494722,-150.189444,2008-06-21 00:00:00,4.0,,130.0,N,0,pit_aug,,,Pastick,
08DM00704,65.494725,-150.189444,2008-06-21 00:00:00,8.0,71.0,80.0,N,1,pit_aug,,,Pastick,71.0
08DM00805,65.494167,-150.1875,2008-06-21 00:00:00,6.0,,130.0,N,0,pit_aug,,,Pastick,
08DM00906,65.496944,-150.183333,2008-07-05 00:00:00,33.0,46.0,60.0,N,1,pit_aug,,,Pastick,46.0
08DM01001,65.505278,-150.172222,2008-06-22 00:00:00,4.0,,180.0,N,0,pit_aug,,,Pastick,
08DM01002,65.5075,-150.167778,2008-06-22 00:00:00,0.0,,150.0,N,0,pit_aug,,,Pastick,
08DM01003,65.506389,-150.168056,2008-06-22 00:00:00,3.0,,183.0,N,0,pit_aug,,,Pastick,
08DM01104,65.504722,-150.166944,2008-06-22 00:00:00,13.0,117.0,125.0,N,1,pit_aug,,,Pastick,117.0
08DM01105,65.506667,-150.165833,2008-06-22 00:00:00,13.0,90.0,110.0,N,1,pit_aug,,,Pastick,90.0
08DM01206,65.509722,-150.148611,2008-06-22 00:00:00,40.0,62.0,80.0,N,1,pit_aug,,,Pastick,62.0
08DM01307,65.511667,-150.141944,2008-06-22 00:00:00,5.0,95.0,100.0,N,1,pit_aug,,,Pastick,95.0
08DM01401,65.505,-150.139167,2008-06-23 00:00:00,23.0,52.0,60.0,N,1,pit_aug,,,Pastick,52.0
08DM01502,65.501111,-150.141111,2008-06-23 00:00:00,13.0,60.0,80.0,N,1,pit_aug,,,Pastick,60.0
08DM01503,65.5,-150.141667,2008-06-23 00:00:00,0.0,,87.0,Y,0,pit_aug,,,Pastick,
08DM01604,65.4975,-150.146111,2008-06-23 00:00:00,9.0,,190.0,N,0,pit_aug,,,Pastick,
08DM01605,65.497778,-150.146667,2008-06-23 00:00:00,4.0,,200.0,N,0,pit_aug,,,Pastick,
08DM01706,65.498333,-150.146944,2008-06-23 00:00:00,21.0,55.0,62.0,N,1,pit_aug,,,Pastick,55.0
08DM01707,65.499167,-150.148056,2008-06-23 00:00:00,17.0,,67.0,N,0,pit_aug,,,Pastick,
08DM01808,65.500556,-150.152778,2008-06-23 00:00:00,27.0,50.0,65.0,N,1,pit_aug,,,Pastick,50.0
08DM01901,65.493611,-150.263611,2008-06-24 00:00:00,8.0,,190.0,N,0,pit_aug,,,Pastick,
08DM01902,65.494167,-150.258889,2008-06-24 00:00:00,0.0,,180.0,N,0,pit_aug,,,Pastick,
08DM02003,65.494444,-150.255833,2008-06-24 00:00:00,10.0,42.0,50.0,N,1,pit_aug,,,Pastick,42.0
08DM02004,65.494722,-150.253333,2008-06-24 00:00:00,0.0,,100.0,N,0,pit_aug,,,Pastick,
08DM02005,65.494167,-150.252222,2008-06-24 00:00:00,26.0,50.0,55.0,N,1,pit_aug,,,Pastick,50.0
08DM02101,65.669722,-149.781667,2008-07-03 00:00:00,0.0,,110.0,N,0,pit_aug,,,Pastick,
08DM02106,65.669167,-149.738611,2008-07-03 00:00:00,0.0,130.0,135.0,N,1,pit_aug,,,Pastick,130.0
08DM02202,65.665,-149.765,2008-07-03 00:00:00,11.0,72.0,80.0,N,1,pit_aug,,,Pastick,72.0
08DM02205,65.664167,-149.7375,2008-07-03 00:00:00,23.0,45.0,50.0,N,1,pit_aug,,,Pastick,45.0
08DM02303,65.659167,-149.752222,2008-07-03 00:00:00,18.0,50.0,57.0,N,1,pit_aug,,,Pastick,50.0
08DM02304,65.657222,-149.741944,2008-07-03 00:00:00,11.0,44.0,56.0,N,1,pit_aug,,,Pastick,44.0
08DM02401,65.668056,-149.775556,2008-07-04 00:00:00,7.0,95.0,110.0,N,1,pit_aug,,,Pastick,95.0
08DM02402,65.671111,-149.782778,2008-07-04 00:00:00,0.0,,100.0,N,0,pit_aug,,,Pastick,
08DM02403,65.670556,-149.785556,2008-07-04 00:00:00,12.0,50.0,60.0,N,1,pit_aug,,,Pastick,50.0
08DM02501,65.681944,-149.746944,2008-07-05 00:00:00,37.0,50.0,55.0,N,1,pit_aug,,,Pastick,50.0
08DM02602,65.677778,-149.750833,2008-07-05 00:00:00,16.0,64.0,72.0,N,1,pit_aug,,,Pastick,64.0
08DM02603,65.678611,-149.7425,2008-07-05 00:00:00,21.0,40.0,45.0,N,1,pit_aug,,,Pastick,40.0
08DM02605,65.667778,-149.793889,2008-07-05 00:00:00,2.0,70.0,80.0,N,1,pit_aug,,,Pastick,70.0
08DM02701,65.671389,-149.829167,2008-07-07 00:00:00,15.0,62.0,80.0,N,1,pit_aug,,,Pastick,62.0
08DM02702,65.672222,-149.831389,2008-07-07 00:00:00,6.0,,180.0,N,0,pit_aug,,,Pastick,
08DM02703,65.672778,-149.834722,2008-07-07 00:00:00,11.0,,130.0,N,0,pit_aug,,,Pastick,
08DM02704,65.6725,-149.838333,2008-07-07 00:00:00,9.0,,115.0,N,0,pit_aug,,,Pastick,
08DM02705,65.6725,-149.84,2008-07-07 00:00:00,15.0,70.0,75.0,N,1,pit_aug,,,Pastick,70.0
08DM02707,65.670833,-149.836389,2008-07-07 00:00:00,10.0,,130.0,N,0,pit_aug,,,Pastick,
08DM02708,65.670836,-149.836389,2008-07-07 00:00:00,15.0,,100.0,N,0,pit_aug,,,Pastick,
08DM02806,65.671667,-149.846111,2008-07-07 00:00:00,13.0,,70.0,N,0,pit_aug,,,Pastick,
08DM02901,65.67,-149.791667,2008-07-08 00:00:00,10.0,57.0,70.0,N,1,pit_aug,,,Pastick,57.0
08DM02902,65.668611,-149.788333,2008-07-08 00:00:00,1.0,,180.0,N,0,pit_aug,,,Pastick,
08DM02903,65.668611,-149.787222,2008-07-08 00:00:00,29.0,,80.0,N,0,pit_aug,,,Pastick,
08DM03004,65.663056,-149.776111,2008-07-08 00:00:00,25.0,44.0,63.0,N,1,pit_aug,,,Pastick,44.0
08DM03101,66.005556,-149.083611,2008-07-17 00:00:00,7.0,,200.0,N,0,pit_aug,,,Pastick,
08DM03202,66.006667,-149.083611,2008-07-17 00:00:00,8.0,83.0,90.0,N,1,pit_aug,,,Pastick,83.0
08DM03303,66.0075,-149.083333,2008-07-17 00:00:00,52.0,80.0,80.0,N,1,pit_aug,,,Pastick,80.0
08DM03404,66.008611,-149.084444,2008-07-17 00:00:00,5.0,,200.0,N,0,pit_aug,,,Pastick,
08DM03505,66.009444,-149.085556,2008-07-17 00:00:00,14.0,,200.0,N,0,pit_aug,,,Pastick,
08DM03606,66.004167,-149.079167,2008-07-17 00:00:00,6.0,63.0,80.0,N,1,pit_aug,,,Pastick,63.0
08DM03701,66.003333,-149.0825,2008-07-18 00:00:00,38.0,47.0,59.0,N,1,pit_aug,,,Pastick,47.0
08DM03802,66.003333,-149.083889,2008-07-18 00:00:00,14.0,56.0,70.0,N,1,pit_aug,,,Pastick,56.0
08DM03903,66.01,-149.090833,2008-07-18 00:00:00,13.0,89.0,100.0,N,1,pit_aug,,,Pastick,89.0
08DM04004,66.010556,-149.083889,2008-07-18 00:00:00,9.0,75.0,85.0,N,1,pit_aug,,,Pastick,75.0
08DM04105,66.011389,-149.084167,2008-07-18 00:00:00,12.0,45.0,65.0,N,1,pit_aug,,,Pastick,45.0
08DM04201,66.008333,-149.098333,2008-07-19 00:00:00,11.0,,200.0,N,0,pit_aug,,,Pastick,
08DM04302,66.0225,-149.114167,2008-07-19 00:00:00,8.0,130.0,140.0,N,1,pit_aug,,,Pastick,130.0
08DM04303,66.021667,-149.1125,2008-07-19 00:00:00,9.0,,200.0,N,0,pit_aug,,,Pastick,
08DM04404,66.021667,-149.110556,2008-07-19 00:00:00,8.0,70.0,80.0,N,1,pit_aug,,,Pastick,70.0
08DM04505,66.019722,-149.108056,2008-07-19 00:00:00,6.0,62.0,70.0,N,1,pit_aug,,,Pastick,62.0
08DM04606,66.016389,-149.102222,2008-07-19 00:00:00,33.0,45.0,57.0,N,1,pit_aug,,,Pastick,45.0
08DM04607,66.013056,-149.103333,2008-07-19 00:00:00,13.0,59.0,70.0,N,1,pit_aug,,,Pastick,59.0
08DM04701,65.995833,-149.031389,2008-07-20 00:00:00,3.0,73.0,80.0,N,1,pit_aug,,,Pastick,73.0
08DM04802,65.997778,-149.030833,2008-07-20 00:00:00,7.0,,200.0,N,0,pit_aug,,,Pastick,
08DM04903,65.999444,-149.031667,2008-07-20 00:00:00,8.0,56.0,70.0,N,1,pit_aug,,,Pastick,56.0
08DM05004,66.000278,-149.031667,2008-07-20 00:00:00,8.0,115.0,120.0,N,1,pit_aug,,,Pastick,115.0
08DM05105,66.003611,-149.031667,2008-07-20 00:00:00,5.0,,200.0,N,0,pit_aug,,,Pastick,
08DM05206,66.002778,-149.032222,2008-07-20 00:00:00,14.0,55.0,62.0,N,1,pit_aug,,,Pastick,55.0
08DM05301,66.020278,-149.040278,2008-07-21 00:00:00,8.0,,200.0,N,0,pit_aug,,,Pastick,
08DM05402,66.020556,-149.040833,2008-07-21 00:00:00,12.0,100.0,110.0,N,1,pit_aug,,,Pastick,100.0
08DM05503,66.02,-149.045278,2008-07-21 00:00:00,10.0,57.0,65.0,N,1,pit_aug,,,Pastick,57.0
08DM05604,66.019444,-149.047778,2008-07-21 00:00:00,35.0,60.0,65.0,N,1,pit_aug,,,Pastick,60.0
08DM05705,66.019167,-149.051667,2008-07-21 00:00:00,7.0,100.0,110.0,N,1,pit_aug,,,Pastick,100.0
08DM05806,66.019167,-149.055556,2008-07-21 00:00:00,42.0,28.0,42.0,N,1,pit_aug,,,Pastick,28.0
08DM05901,66.005833,-149.066111,2008-07-22 00:00:00,8.0,72.0,80.0,N,1,pit_aug,,,Pastick,72.0
08DM06002,66.004722,-149.066944,2008-07-22 00:00:00,16.0,35.0,43.0,N,1,pit_aug,,,Pastick,35.0
08DM06103,66.003056,-149.065556,2008-07-22 00:00:00,5.0,,200.0,N,0,pit_aug,,,Pastick,
08DM06204,66.002778,-149.065833,2008-07-22 00:00:00,10.0,78.0,85.0,N,1,pit_aug,,,Pastick,78.0
08DM06305,66.0025,-149.066111,2008-07-22 00:00:00,2.0,110.0,115.0,N,1,pit_aug,,,Pastick,110.0
08DM06406,66.002222,-149.077222,2008-07-22 00:00:00,11.0,55.0,60.0,N,1,pit_aug,,,Pastick,55.0
08DM06501,65.9725,-149.005,2008-07-31 00:00:00,0.0,,200.0,N,0,pit_aug,,,Pastick,
08DM06602,65.970278,-149.001111,2008-07-31 00:00:00,24.0,55.0,75.0,N,1,pit_aug,,,Pastick,55.0
08DM06605,65.961944,-148.998889,2008-07-31 00:00:00,31.0,40.0,60.0,N,1,pit_aug,,,Pastick,40.0
08DM06703,65.965556,-148.9975,2008-07-31 00:00:00,15.0,81.0,95.0,N,1,pit_aug,,,Pastick,81.0
08DM06804,65.955556,-148.995278,2008-07-31 00:00:00,9.0,110.0,115.0,N,1,pit_aug,,,Pastick,110.0
08DM06901,65.998056,-148.942222,2008-08-01 00:00:00,10.0,115.0,120.0,N,1,pit_aug,,,Pastick,115.0
08DM07002,65.997222,-148.938611,2008-08-01 00:00:00,15.0,54.0,70.0,N,1,pit_aug,,,Pastick,54.0
08DM07103,65.997778,-148.931111,2008-08-01 00:00:00,9.0,60.0,70.0,N,1,pit_aug,,,Pastick,60.0
08DM07201,66.003333,-149.174444,2008-08-02 00:00:00,7.0,70.0,85.0,N,1,pit_aug,,,Pastick,70.0
08DM07302,66.003333,-149.178611,2008-08-02 00:00:00,10.0,70.0,90.0,N,1,pit_aug,,,Pastick,70.0
08DM07403,66.008889,-149.162222,2008-08-02 00:00:00,7.0,,20.0,N,0,pit_aug,,,Pastick,
08DM07504,65.993611,-148.974444,2008-08-02 00:00:00,0.0,,200.0,N,0,pit_aug,,,Pastick,
08DM07601,65.983889,-149.012222,2008-08-03 00:00:00,7.0,80.0,85.0,N,1,pit_aug,,,Pastick,80.0
08DM07702,65.984444,-149.045278,2008-08-03 00:00:00,0.0,140.0,150.0,N,1,pit_aug,,,Pastick,140.0
08DM07703,65.985556,-149.048333,2008-08-03 00:00:00,0.0,140.0,150.0,N,1,pit_aug,,,Pastick,140.0
08DM07704,65.986111,-149.048333,2008-08-03 00:00:00,0.0,,140.0,N,0,pit_aug,,,Pastick,
08DM07801,65.938056,-149.333056,2008-08-04 00:00:00,3.0,,200.0,N,0,pit_aug,,,Pastick,
08DM07802,65.936944,-149.333056,2008-08-04 00:00:00,10.0,,140.0,N,0,pit_aug,,,Pastick,
08DM07903,65.943056,-149.328333,2008-08-04 00:00:00,5.0,,200.0,N,0,pit_aug,,,Pastick,
08DM08004,65.941944,-149.326944,2008-08-04 00:00:00,5.0,100.0,120.0,N,1,pit_aug,,,Pastick,100.0
08DM08101,65.977222,-149.318611,2008-08-05 00:00:00,31.0,50.0,64.0,N,1,pit_aug,,,Pastick,50.0
08DM08102,65.9775,-149.318611,2008-08-05 00:00:00,15.0,,100.0,N,0,pit_aug,,,Pastick,
08DM08103,65.9775,-149.3175,2008-08-05 00:00:00,17.0,87.0,95.0,N,1,pit_aug,,,Pastick,87.0
08DM08204,65.985556,-149.304444,2008-08-05 00:00:00,7.0,64.0,80.0,N,1,pit_aug,,,Pastick,64.0
08DM08305,66.033611,-149.2675,2008-08-05 00:00:00,10.0,60.0,80.0,N,1,pit_aug,,,Pastick,60.0
08DM08306,66.033739,-149.267497,2008-10-24 00:00:00,50.0,17.0,50.0,N,1,pit_aug,,,Pastick,17.0
08DM08401,65.820833,-149.960833,2008-08-15 00:00:00,10.0,,85.0,N,0,pit_aug,,,Pastick,
08DM08402,65.820556,-149.9575,2008-08-15 00:00:00,10.0,,50.0,N,0,pit_aug,,,Pastick,
08DM08404,65.820278,-149.955,2008-08-15 00:00:00,9.0,,100.0,Y,0,pit_aug,,,Pastick,
08DM08505,65.844722,-149.895556,2008-08-15 00:00:00,6.0,,160.0,N,0,pit_aug,,,Pastick,
08DM08601,65.844167,-149.921944,2008-08-16 00:00:00,7.0,,100.0,Y,0,pit_aug,,,Pastick,
08DM08602,65.843056,-149.924167,2008-08-16 00:00:00,0.0,,100.0,Y,0,pit_aug,,,Pastick,
08DM08603,65.843056,-149.928333,2008-08-16 00:00:00,3.0,,75.0,Y,0,pit_aug,,,Pastick,
08DM08604,65.842778,-149.926667,2008-08-16 00:00:00,5.0,,200.0,N,0,pit_aug,,,Pastick,
08DM08701,65.886944,-149.679444,2008-08-17 00:00:00,7.0,80.0,85.0,N,1,pit_aug,,,Pastick,80.0
08DM08702,65.886667,-149.678333,2008-08-17 00:00:00,36.0,70.0,80.0,N,1,pit_aug,,,Pastick,70.0
08DM08803,65.884444,-149.679444,2008-08-17 00:00:00,13.0,70.0,75.0,N,1,pit_aug,,,Pastick,70.0
08DM08904,65.882778,-149.680278,2008-08-17 00:00:00,0.0,,160.0,N,0,pit_aug,,,Pastick,
08DM09001,65.825556,-149.541667,2008-08-18 00:00:00,22.0,35.0,70.0,N,1,pit_aug,,,Pastick,35.0
08DM09002,65.825558,-149.541667,2008-08-18 00:00:00,4.0,52.0,60.0,N,1,pit_aug,,,Pastick,52.0
08DM09103,65.8275,-149.513056,2008-08-18 00:00:00,5.0,135.0,150.0,N,1,pit_aug,,,Pastick,135.0
08DM09204,65.825833,-149.595556,2008-08-18 00:00:00,21.0,52.0,65.0,N,1,pit_aug,,,Pastick,52.0
08DM09305,65.869167,-149.619167,2008-08-18 00:00:00,24.0,53.0,60.0,N,1,pit_aug,,,Pastick,53.0
08DM09401,65.962778,-149.921944,2008-08-19 00:00:00,3.0,,60.0,Y,0,pit_aug,,,Pastick,
08DM09402,65.961944,-149.921667,2008-08-19 00:00:00,12.0,,110.0,N,0,pit_aug,,,Pastick,
08DM09503,65.938333,-149.863056,2008-08-19 00:00:00,4.0,,90.0,Y,0,pit_aug,,,Pastick,
08DM09504,65.939167,-149.862778,2008-08-19 00:00:00,18.0,55.0,70.0,N,1,pit_aug,,,Pastick,55.0
10BB00101,66.533333,-145.177222,2010-06-23 00:00:00,2.0,,162.0,N,0,pit_aug,,,Pastick,
10BB00102,66.534167,-145.178611,2010-06-23 00:00:00,3.0,,120.0,N,0,pit_aug,,,Pastick,
10BB00201,66.551389,-145.469167,2010-06-24 00:00:00,5.0,36.0,36.0,N,1,pit_aug,,,Pastick,36.0
10BB00202,66.551944,-145.468889,2010-06-24 00:00:00,40.0,40.0,40.0,N,1,pit_aug,,,Pastick,40.0
10BB00203,66.553333,-145.474722,2010-06-24 00:00:00,14.0,,99.0,N,0,pit_aug,,,Pastick,
10BB00301,66.623611,-145.783889,2010-06-25 00:00:00,9.0,,190.0,N,0,pit_aug,,,Pastick,
10BB00302,66.625,-145.790278,2010-06-25 00:00:00,4.0,90.0,90.0,N,1,pit_aug,,,Pastick,90.0
10BB00303,66.625556,-145.790556,2010-06-25 00:00:00,19.0,,59.0,N,0,pit_aug,,,Pastick,
10BB00304,66.624722,-145.783333,2010-06-26 00:00:00,0.0,,200.0,N,0,pit_aug,,,Pastick,
10BB00401,66.548611,-145.52,2010-06-26 00:00:00,4.0,,92.0,N,0,pit_aug,,,Pastick,
10BB00402,66.548889,-145.875,2010-09-27 00:00:00,4.0,,100.0,N,0,pit_aug,,,Pastick,
10BB00403,66.551944,-145.876944,2010-06-26 00:00:00,4.0,,67.0,N,0,pit_aug,,,Pastick,
10BB00501,66.561667,-145.7425,2010-06-27 00:00:00,5.0,,87.0,N,0,pit_aug,,,Pastick,
10BB00502,66.563056,-145.741667,2010-06-27 00:00:00,13.0,54.0,54.0,N,1,pit_aug,,,Pastick,54.0
10BB00503,66.565278,-145.736667,2010-06-27 00:00:00,6.0,,53.0,N,0,pit_aug,,,Pastick,
10BB00601,66.375278,-145.106389,2010-07-07 00:00:00,3.0,,131.0,N,0,pit_aug,,,Pastick,
10BB00602,66.375278,-145.109444,2010-07-19 00:00:00,2.0,,121.0,N,0,pit_aug,,,Pastick,
10BB00603,66.375278,-145.11,2010-07-19 00:00:00,30.0,,75.0,N,0,pit_aug,,,Pastick,
10BB00604,66.372222,-145.120278,2010-07-19 00:00:00,2.0,,112.0,N,0,pit_aug,,,Pastick,
10BB00701,66.2875,-146.678889,2010-07-19 00:00:00,5.0,,137.0,N,0,pit_aug,,,Pastick,
10BB00702,66.288333,-146.677778,2010-07-19 00:00:00,9.0,,200.0,N,0,pit_aug,,,Pastick,
10BB00703,66.293611,-146.674167,2010-07-19 00:00:00,3.0,,200.0,N,0,pit_aug,,,Pastick,
10BB00704,66.293611,-146.671111,2010-07-19 00:00:00,5.0,50.0,50.0,N,1,pit_aug,,,Pastick,50.0
10BB00801,66.296389,-146.593611,2010-07-19 00:00:00,6.0,,109.0,N,0,pit_aug,,,Pastick,
10BB00802,66.299167,-146.59,2010-07-19 00:00:00,8.0,,109.0,N,0,pit_aug,,,Pastick,
10BB00803,66.303056,-146.59,2010-07-19 00:00:00,13.0,,170.0,N,0,pit_aug,,,Pastick,
10BB00804,66.308333,-146.5925,2010-07-19 00:00:00,22.0,60.0,60.0,N,1,pit_aug,,,Pastick,60.0
10BB00901,66.295,-146.464167,2010-07-10 00:00:00,14.0,,80.0,N,0,pit_aug,,,Pastick,
10BB00902,66.295556,-146.465278,2010-07-10 00:00:00,17.0,50.0,50.0,N,1,pit_aug,,,Pastick,50.0
10BB00903,66.296944,-146.465278,2010-07-10 00:00:00,5.0,,179.0,N,0,pit_aug,,,Pastick,
10BB00904,66.300278,-146.457778,2010-07-10 00:00:00,50.0,50.0,52.0,N,1,pit_aug,,,Pastick,50.0
10BB01001,66.362286,-146.675358,2010-09-27 00:00:00,11.0,,200.0,N,0,pit_aug,,,Pastick,
10BB01002,66.3675,-146.688611,2010-07-11 00:00:00,9.0,55.0,55.0,N,1,pit_aug,,,Pastick,55.0
10BB01003,66.366944,-146.686667,2010-07-11 00:00:00,3.0,,108.0,N,0,pit_aug,,,Pastick,
10BB01004,66.367881,-146.671653,2010-07-11 00:00:00,4.0,,107.0,N,0,pit_aug,,,Pastick,
10BB01005,66.368889,-146.673889,2010-07-12 00:00:00,0.0,,97.0,N,0,pit_aug,,,Pastick,
10BB01101,66.395,-146.490556,2010-07-12 00:00:00,7.0,,120.0,N,0,pit_aug,,,Pastick,
10BB01102,66.395556,-146.4925,2010-09-27 00:00:00,10.0,,143.0,N,0,pit_aug,,,Pastick,
10BB01103,66.395556,-146.499444,2010-07-12 00:00:00,16.0,52.0,52.0,N,1,pit_aug,,,Pastick,52.0
10BB01104,66.395556,-146.492222,2010-07-13 00:00:00,17.0,,64.0,N,0,pit_aug,,,Pastick,
10BB01201,66.329722,-146.875556,2010-07-13 00:00:00,16.0,,100.0,N,0,pit_aug,,,Pastick,
10BB01202,66.330556,-146.875833,2010-07-13 00:00:00,6.0,,109.0,N,0,pit_aug,,,Pastick,
10BB01203,66.330833,-146.878889,2010-07-13 00:00:00,4.0,,100.0,N,0,pit_aug,,,Pastick,
10BB01204,66.319167,-146.876389,2010-07-21 00:00:00,22.0,64.0,64.0,N,1,pit_aug,,,Pastick,64.0
10BB01205,66.335833,-146.876944,2010-07-13 00:00:00,23.0,67.0,67.0,N,1,pit_aug,,,Pastick,67.0
10BB01206,66.338889,-146.875556,2010-07-21 00:00:00,16.0,,65.0,N,0,pit_aug,,,Pastick,
10BB01301,66.606111,-146.603056,2010-07-14 00:00:00,6.0,,130.0,N,0,pit_aug,,,Pastick,
10BB01302,66.6075,-146.605278,2010-07-14 00:00:00,24.0,,126.0,N,0,pit_aug,,,Pastick,
10BB01303,66.6075,-146.601389,2010-07-14 00:00:00,10.0,,100.0,N,0,pit_aug,,,Pastick,
10BB01304,66.606667,-146.601944,2010-07-14 00:00:00,7.0,,52.0,N,0,pit_aug,,,Pastick,
10BB01401,66.653889,-146.568056,2010-07-15 00:00:00,18.0,40.0,48.0,N,1,pit_aug,,,Pastick,40.0
10BB01402,66.653056,-146.566111,2010-07-15 00:00:00,0.0,,102.0,N,0,pit_aug,,,Pastick,
10BB01406,66.663889,-146.555,2010-07-16 00:00:00,9.0,,99.0,N,0,pit_aug,,,Pastick,
10BB01601,66.468611,-145.268889,2010-07-27 00:00:00,31.0,59.0,59.0,N,1,pit_aug,,,Pastick,59.0
10BB01602,66.468056,-145.270278,2010-07-27 00:00:00,3.0,,107.0,N,0,pit_aug,,,Pastick,
10BB01603,66.467778,-145.271111,2010-07-27 00:00:00,8.0,72.0,72.0,N,1,pit_aug,,,Pastick,72.0
10BB01604,66.468611,-145.271667,2010-07-27 00:00:00,8.0,67.0,67.0,N,1,pit_aug,,,Pastick,67.0
10BB01605,66.469444,-145.269444,2010-07-27 00:00:00,26.0,,50.0,N,0,pit_aug,,,Pastick,
10BB01701,66.314167,-145.305556,2010-07-28 00:00:00,29.0,,109.0,N,0,pit_aug,,,Pastick,
10BB01702,66.316667,-145.305556,2010-07-28 00:00:00,11.0,,109.0,N,0,pit_aug,,,Pastick,
10BB01703,66.318611,-145.306667,2010-07-28 00:00:00,12.0,28.0,69.0,N,1,pit_aug,,,Pastick,28.0
10BB01704,66.320556,-145.308889,2010-07-29 00:00:00,10.0,,112.0,N,0,pit_aug,,,Pastick,
10BB01705,66.330278,-145.297778,2010-07-28 00:00:00,12.0,,91.0,N,0,pit_aug,,,Pastick,
10BB01801,66.321944,-145.4675,2010-07-29 00:00:00,50.0,50.0,50.0,N,1,pit_aug,,,Pastick,50.0
10BB01802,66.322778,-145.469444,2010-07-29 00:00:00,25.0,81.0,200.0,N,1,pit_aug,,,Pastick,81.0
10BB01803,66.324167,-145.469722,2010-07-29 00:00:00,10.0,,130.0,N,0,pit_aug,,,Pastick,
10BB01804,66.324444,-145.462778,2010-07-29 00:00:00,10.0,127.0,127.0,N,1,pit_aug,,,Pastick,127.0
10BB01805,66.323611,-145.467222,2010-07-30 00:00:00,57.0,,200.0,N,0,pit_aug,,,Pastick,
10BB01901,66.449167,-146.263611,2010-07-30 00:00:00,6.0,,157.0,N,0,pit_aug,,,Pastick,
10BB01902,66.448333,-146.263889,2010-07-30 00:00:00,7.0,,192.0,N,0,pit_aug,,,Pastick,
10BB01903,66.445603,-146.266944,2010-09-27 00:00:00,6.0,,200.0,N,0,pit_aug,,,Pastick,
10BB01904,66.446944,-146.266944,2010-09-27 00:00:00,30.0,92.0,200.0,N,1,pit_aug,,,Pastick,92.0
10BB02001,66.554722,-145.201944,2010-08-01 00:00:00,17.0,,158.0,N,0,pit_aug,,,Pastick,
10BB02101,66.571389,-145.271944,2010-08-01 00:00:00,0.0,80.0,80.0,N,1,pit_aug,,,Pastick,80.0
10BB02201,66.554722,-145.199167,2010-08-02 00:00:00,3.0,162.0,162.0,N,1,pit_aug,,,Pastick,162.0
10BB02301,66.660278,-144.739444,2010-08-10 00:00:00,4.0,,112.0,N,0,pit_aug,,,Pastick,
10BB02302,66.660556,-144.744722,2010-08-10 00:00:00,8.0,,106.0,N,0,pit_aug,,,Pastick,
10BB02303,66.660278,-144.737222,2010-08-10 00:00:00,0.0,,54.0,N,0,pit_aug,,,Pastick,
10BB02304,66.660278,-144.736944,2010-08-10 00:00:00,0.0,,47.0,N,0,pit_aug,,,Pastick,
10BB02305,66.659722,-144.735833,2010-08-11 00:00:00,4.0,,154.0,N,0,pit_aug,,,Pastick,
10BB02401,66.531111,-146.118611,2010-08-11 00:00:00,5.0,,137.0,N,0,pit_aug,,,Pastick,
10BB02402,66.53,-146.1225,2010-08-11 00:00:00,5.0,,87.0,N,0,pit_aug,,,Pastick,
10BB02403,66.530833,-146.124167,2010-08-11 00:00:00,19.0,67.0,67.0,N,1,pit_aug,,,Pastick,67.0
10BB02404,66.529444,-146.12,2010-08-11 00:00:00,7.0,110.0,110.0,N,1,pit_aug,,,Pastick,110.0
10BB02501,66.610556,-145.234167,2010-08-12 00:00:00,23.0,67.0,67.0,N,1,pit_aug,,,Pastick,67.0
10BB02502,66.613611,-145.233056,2010-08-12 00:00:00,5.0,,200.0,N,0,pit_aug,,,Pastick,
10BB02503,66.612778,-145.235278,2010-08-12 00:00:00,15.0,107.0,107.0,N,1,pit_aug,,,Pastick,107.0
10BB02601,66.5925,-146.050833,2010-08-13 00:00:00,2.0,,171.0,N,0,pit_aug,,,Pastick,
10BB02602,66.594167,-146.048611,2010-08-13 00:00:00,2.0,133.0,133.0,N,1,pit_aug,,,Pastick,133.0
10BB02603,66.595,-146.056389,2010-08-13 00:00:00,12.0,70.0,70.0,N,1,pit_aug,,,Pastick,70.0
10BB02701,66.59,-146.051944,2010-08-13 00:00:00,7.0,,200.0,N,0,pit_aug,,,Pastick,
10BB02702,66.589444,-146.051667,2010-08-14 00:00:00,4.0,130.0,130.0,N,1,pit_aug,,,Pastick,130.0
10BB02801,66.630833,-146.043611,2010-08-14 00:00:00,16.0,,200.0,N,0,pit_aug,,,Pastick,
