site_id,lat,lon,date,org_thick,thaw_depth,pf_depth,pf_observed,obs_limit,method,source
01GALB,68.48,-149.47,2001-07-21,22.0,55.0,55.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
05Sagwon,69.44,-148.62,2005-07-09,21.0,62.0,62.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
10ImnCrk,68.61,-149.31,2010-07-12,140.0,40.0,,0,210.0,aug_pit,Jorgenson_Kanevskiy_2025
98AK185001,70.16,-148.45,1998-07-01,18.0,54.0,54.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
98AK185001A,70.16,-148.45,1998-07-01,,65.0,65.0,1,75.0,aug_pit,Jorgenson_Kanevskiy_2025
98AK185003,68.06,-149.57,1998-07-01,9.0,40.0,40.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
AL1-TH10-632,69.26,-150.7,2010-09-01,,39.0,39.0,1,400.0,aug_pit,Jorgenson_Kanevskiy_2025
AL2-1,69.25,-150.73,2010-09-08,,42.0,42.0,1,150.0,aug_pit,Jorgenson_Kanevskiy_2025
AL2-2,69.25,-150.73,2010-09-08,,43.0,46.0,1,250.0,aug_pit,Jorgenson_Kanevskiy_2025
AL2-3,69.25,-150.73,2010-09-08,,49.0,52.0,1,200.0,aug_pit,Jorgenson_Kanevskiy_2025
AL2-4,69.25,-150.73,2010-09-09,,150.0,150.0,1,277.0,aug_pit,Jorgenson_Kanevskiy_2025
AL2-5,69.25,-150.72,2010-09-09,,48.0,52.0,1,389.0,aug_pit,Jorgenson_Kanevskiy_2025
AL2-6,69.25,-150.72,2010-09-09,,47.0,47.0,1,110.0,aug_pit,Jorgenson_Kanevskiy_2025
AL2-TH10-631,69.25,-150.72,2010-09-01,,57.0,57.0,1,600.0,aug_pit,Jorgenson_Kanevskiy_2025
AL4-1,69.35,-151.07,2010-09-07,,59.0,59.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
AL4-2,69.35,-151.07,2010-09-07,,39.0,39.0,1,73.0,aug_pit,Jorgenson_Kanevskiy_2025
AL4-3,69.35,-151.07,2010-09-07,,34.0,34.0,1,270.0,aug_pit,Jorgenson_Kanevskiy_2025
AL4-4,69.35,-151.07,2010-09-07,,36.0,36.0,1,220.0,aug_pit,Jorgenson_Kanevskiy_2025
AL4-5,69.35,-151.07,2010-09-08,,43.0,49.0,1,130.0,aug_pit,Jorgenson_Kanevskiy_2025
AR6-1,69.32,-150.97,2010-09-10,,46.0,46.0,1,190.0,aug_pit,Jorgenson_Kanevskiy_2025
AR6-2,69.32,-150.97,2010-09-10,,30.0,30.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
AR6-3,69.32,-150.97,2010-09-10,,45.0,51.0,1,200.0,aug_pit,Jorgenson_Kanevskiy_2025
ARU-LDSB2,64.7,-148.29,2020-07-09,,30.0,,0,30.0,aug_pit,Jorgenson_Kanevskiy_2025
ARU-ldsb6,64.75,-147.04,2020-07-01,,47.0,,0,47.0,aug_pit,Jorgenson_Kanevskiy_2025
ARU-LLSD1,64.71,-148.29,2020-07-09,12.0,56.0,,0,56.0,aug_pit,Jorgenson_Kanevskiy_2025
ARU-LLSD3,64.71,-148.28,2020-07-09,,53.0,,0,53.0,aug_pit,Jorgenson_Kanevskiy_2025
ARU-lwbf4,64.75,-147.05,2020-07-01,25.0,130.0,,0,130.0,aug_pit,Jorgenson_Kanevskiy_2025
ARU-lwbfx,64.54,-147.09,2020-08-19,14.0,150.0,,0,150.0,aug_pit,Jorgenson_Kanevskiy_2025
ARU-LWNF1,64.7,-148.31,2020-07-09,,39.0,,0,39.0,aug_pit,Jorgenson_Kanevskiy_2025
ARU-lwnf9,64.75,-147.06,2020-07-01,,,34.0,1,36.0,aug_pit,Jorgenson_Kanevskiy_2025
ARU-RMBF1,64.69,-148.28,2020-07-09,,130.0,,0,130.0,aug_pit,Jorgenson_Kanevskiy_2025
ARU-RMBF5,64.54,-147.08,2020-08-19,12.0,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
ARU-RMNF1,64.69,-148.28,2020-07-09,,72.0,38.0,1,130.0,aug_pit,Jorgenson_Kanevskiy_2025
ARU-RMNF8,64.54,-147.07,2020-08-19,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
ARU-RMTS3,64.69,-148.28,2020-07-09,,130.0,,0,130.0,aug_pit,Jorgenson_Kanevskiy_2025
ARU-RMTS4,64.56,-147.07,2020-08-19,6.0,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
ARU-umbf6,64.57,-146.75,2020-07-08,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
ARU-umbf7,64.58,-146.72,2020-07-08,,50.0,,0,50.0,aug_pit,Jorgenson_Kanevskiy_2025
ARU-UMNF1,64.7,-148.32,2020-07-09,,50.0,,0,130.0,aug_pit,Jorgenson_Kanevskiy_2025
ARU-umnf5,64.58,-146.76,2020-07-08,,45.0,,0,45.0,aug_pit,Jorgenson_Kanevskiy_2025
ARU-umtls,64.69,-146.68,2020-07-08,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
ARU-umtls1,64.66,-146.68,2020-07-08,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
ATQ1-2019,70.03,-157.08,2019-05-02,,27.0,32.0,1,112.0,aug_pit,Jorgenson_Kanevskiy_2025
ATQA-3,70.47,-157.4,1992-08-20,5.0,45.0,,0,60.0,aug_pit,Jorgenson_Kanevskiy_2025
ATQA-Tussock,70.46,-157.45,1992-08-20,35.0,51.0,,0,85.0,aug_pit,Jorgenson_Kanevskiy_2025
ATQA-lcp,70.46,-157.4,1992-08-20,7.0,32.0,,0,100.0,aug_pit,Jorgenson_Kanevskiy_2025
AUTC-2,65.55,-148.89,2008-05-13,,127.0,127.0,1,1184.0,aug_pit,Jorgenson_Kanevskiy_2025
AUTC-3,65.55,-148.89,2008-05-13,,72.0,72.0,1,900.0,aug_pit,Jorgenson_Kanevskiy_2025
AUTC-4,65.55,-148.89,2008-05-14,,71.0,71.0,1,1203.0,aug_pit,Jorgenson_Kanevskiy_2025
AUTC-5,65.55,-148.9,2008-05-14,,59.0,59.0,1,750.0,aug_pit,Jorgenson_Kanevskiy_2025
AUTC-6,65.55,-148.9,2008-05-15,,80.0,80.0,1,2105.0,aug_pit,Jorgenson_Kanevskiy_2025
AUTC-7,65.55,-148.9,2008-05-16,,98.0,98.0,1,1190.0,aug_pit,Jorgenson_Kanevskiy_2025
AUTC-8,65.55,-148.91,2008-05-17,,49.0,49.0,1,1464.0,aug_pit,Jorgenson_Kanevskiy_2025
AUTC-9,65.56,-148.91,2008-05-18,,34.0,34.0,1,2135.0,aug_pit,Jorgenson_Kanevskiy_2025
AnukRivFire,69.46,-150.16,2009-09-15,16.0,65.0,,0,105.0,aug_pit,Jorgenson_Kanevskiy_2025
BILL-EXP1,62.48,-144.72,2005-09-16,,56.0,80.0,1,250.0,aug_pit,Jorgenson_Kanevskiy_2025
BILL-EXP2,62.48,-144.72,2005-09-16,,58.0,100.0,1,180.0,aug_pit,Jorgenson_Kanevskiy_2025
BILL-T72-050,62.48,-144.72,2005-09-15,,186.0,,0,186.0,aug_pit,Jorgenson_Kanevskiy_2025
BILL-T72-200,62.47,-144.72,2005-09-16,,52.0,,0,52.0,aug_pit,Jorgenson_Kanevskiy_2025
BILL-T72-C2,62.48,-144.72,2005-09-16,,63.0,80.0,1,205.0,aug_pit,Jorgenson_Kanevskiy_2025
BILL-T72-C3,62.48,-144.72,2005-09-16,,51.0,100.0,1,283.0,aug_pit,Jorgenson_Kanevskiy_2025
BILL-T72-C4,62.48,-144.72,2005-09-18,,52.0,130.0,1,200.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC01,71.33,-156.59,2005-08-14,6.0,40.0,60.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC02,71.25,-156.33,2005-08-14,9.0,27.0,110.0,1,230.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC03,71.21,-155.92,2005-08-16,11.0,32.0,46.0,1,140.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC04,71.04,-155.59,2005-08-13,4.0,24.0,120.0,1,160.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC05,70.91,-155.98,2005-08-13,44.0,38.0,44.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC06,70.89,-155.99,2005-08-14,,40.0,,0,250.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC07,70.83,-156.11,2005-08-13,,70.0,,0,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC08,70.82,-155.88,2005-08-13,15.0,40.0,,0,120.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC10,70.87,-155.48,2005-08-14,45.0,45.0,,0,400.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC11,71.05,-155.23,2005-08-13,160.0,40.0,100.0,1,230.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC12,71.07,-155.06,2005-08-13,12.0,29.0,29.0,1,140.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC15,70.82,-154.53,2005-08-14,,51.0,51.0,1,215.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC16,70.76,-154.17,2005-08-14,140.0,48.0,,0,310.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC17,70.89,-153.33,2005-08-18,,49.0,49.0,1,232.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC18,70.85,-152.88,2005-08-18,,24.0,40.0,1,212.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC19,70.87,-152.52,2005-08-18,3.0,40.0,,0,260.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC20,70.71,-152.38,2005-08-18,11.0,26.0,122.0,1,250.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC21,70.6,-152.29,2005-08-18,10.0,27.0,,0,300.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC22,70.57,-152.53,2005-08-18,9.0,42.0,240.0,1,450.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC22B,70.57,-152.53,2005-08-18,,80.0,80.0,1,400.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC23,70.54,-152.08,2005-08-18,7.0,50.0,,0,300.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC24,70.49,-151.73,2005-08-18,,40.0,,0,320.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC25,70.43,-151.61,2005-08-18,,49.0,,0,300.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC26-COLV-T3-1,70.41,-151.07,2005-08-19,,60.0,100.0,1,270.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC27,70.43,-150.93,2005-08-19,25.0,35.0,65.0,1,160.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC28-COLV-T1-1,70.48,-150.53,2005-08-19,,55.0,0.0,1,200.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC29A,70.42,-150.1,2005-08-19,5.0,57.0,,0,125.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC29B,70.43,-150.09,2005-08-19,7.0,42.0,,0,164.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC30,70.5,-149.43,2006-07-26,12.0,40.0,,0,200.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC31,70.45,-149.02,2006-07-26,30.0,45.0,,0,200.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC32,70.4,-148.7,2006-07-26,,44.0,44.0,1,226.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC33-PBAY-T1-1,70.3,-148.35,2006-07-26,100.0,68.0,122.0,1,228.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC34,70.26,-147.99,2006-07-26,,75.0,,0,300.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC35,70.21,-147.74,2006-07-27,7.0,40.0,,0,152.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC36,70.16,-147.22,2006-07-26,10.0,45.0,75.0,1,122.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC37,70.17,-146.7,2006-07-27,19.0,71.0,,0,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC38,70.16,-146.18,2006-07-26,10.0,50.0,,0,120.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC39,70.14,-145.8,2006-07-26,92.0,40.0,40.0,1,140.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC40,70.05,-145.53,2006-07-28,,65.0,77.0,1,265.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC40b,69.98,-145.15,2006-07-31,100.0,41.0,,0,200.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC41,69.96,-144.93,2006-07-30,10.0,40.0,,0,200.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC41b,69.96,-144.67,2006-07-31,10.0,83.0,83.0,1,300.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC42,70.01,-144.48,2006-07-29,12.0,34.0,,0,200.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC43,70.06,-144.01,2006-07-30,,40.0,,0,165.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC44,70.08,-143.67,2006-07-30,,30.0,,0,137.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC45,70.1,-143.31,2006-07-30,,80.0,80.0,1,220.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC46,70.03,-142.72,2006-07-30,5.0,45.0,,0,205.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC47,69.95,-142.5,2006-07-30,10.0,50.0,,0,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC48,69.84,-142.15,2006-07-29,,65.0,,0,130.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC49,69.77,-141.72,2006-07-29,,67.0,,0,210.0,aug_pit,Jorgenson_Kanevskiy_2025
BSC50,69.68,-141.19,2006-07-29,,62.0,,0,219.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-B1,71.24,-156.4,2019-04-16,,33.0,50.0,1,215.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-B2,71.22,-156.47,2019-04-16,,49.0,67.0,1,124.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-B3,71.29,-156.69,2019-04-17,,13.0,33.0,1,120.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-B4,71.27,-156.66,2019-04-17,,33.0,33.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-DA1,71.29,-156.71,2012-07-31,6.0,48.0,48.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-DA2,71.29,-156.71,2012-07-30,4.0,55.0,55.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-DA3,71.29,-156.71,2012-08-01,,36.0,43.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-DA4,71.29,-156.71,2012-08-03,12.0,48.0,48.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-DA5,71.29,-156.71,2012-08-01,18.0,32.0,32.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-DS1-350,71.29,-156.71,2012-08-02,18.0,18.0,18.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-DS1-420,71.29,-156.71,2012-08-02,15.0,38.0,38.0,1,162.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-DS1-600,71.29,-156.71,2012-08-02,,34.0,34.0,1,346.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-DS1-770,71.29,-156.71,2012-08-02,18.0,27.0,27.0,1,138.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-DS1-830,71.29,-156.71,2012-08-02,21.0,21.0,51.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-DS2-180,71.29,-156.71,2012-08-03,6.0,55.0,55.0,1,106.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-DS2-240,71.29,-156.71,2012-08-03,,47.0,54.0,1,200.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-DS2-300,71.29,-156.71,2012-08-03,10.0,36.0,45.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-DS2-360,71.29,-156.71,2012-08-03,15.0,34.0,40.0,1,240.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-DS2-410,71.29,-156.71,2012-08-03,8.0,46.0,57.0,1,115.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-HC1,71.29,-156.71,2012-07-30,,50.0,50.0,1,308.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-HC2,71.29,-156.71,2012-07-29,,48.0,56.0,1,217.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-HC3,71.29,-156.71,2012-08-02,,51.0,51.0,1,415.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-SA1,71.29,-156.71,2012-08-02,,37.0,71.0,1,147.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-SA2,71.29,-156.71,2012-07-31,,33.0,44.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-SA3,71.29,-156.71,2012-07-30,39.0,35.0,39.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-SA3b,71.29,-156.71,2012-08-01,27.0,39.0,42.0,1,155.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-SA4-1150,71.29,-156.71,2012-08-01,16.0,21.0,37.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-SA4-1220,71.29,-156.71,2012-07-29,12.0,29.0,40.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-SA4-1300,71.29,-156.71,2012-07-29,9.0,29.0,40.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-SA4-1370,71.29,-156.71,2012-07-29,4.0,29.0,50.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-SA4-300,71.29,-156.71,2012-07-29,,24.0,35.0,1,119.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-SA4-350,71.29,-156.71,2012-07-29,40.0,31.0,40.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-SA4-500,71.29,-156.71,2012-07-29,8.0,32.0,45.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-SA4-750,71.29,-156.71,2012-07-29,7.0,30.0,35.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-SA4-950,71.29,-156.71,2012-07-29,12.0,27.0,43.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-SA5,71.29,-156.71,2012-08-01,,34.0,43.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-SA6,71.29,-156.71,2012-08-03,9.0,32.0,41.0,1,138.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-SA7,71.29,-156.71,2012-08-03,49.0,32.0,40.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-SI1,71.29,-156.71,2012-07-30,15.0,40.0,40.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-SI2,71.29,-156.71,2012-07-29,16.0,53.0,58.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-SI2b,71.29,-156.71,2012-07-29,,20.0,,0,20.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-SI3,71.29,-156.71,2012-07-31,,45.0,50.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-SI4,71.29,-156.71,2012-07-30,,38.0,44.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-SI5,71.29,-156.71,2012-08-01,5.0,46.0,51.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-UD1,71.29,-156.71,2012-07-30,,28.0,32.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-UD2-050,71.29,-156.71,2012-07-31,8.0,39.0,54.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-UD2-090,71.29,-156.71,2012-07-31,,42.0,49.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-UD2-150,71.29,-156.71,2012-07-31,13.0,40.0,47.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-UD2-300,71.29,-156.71,2012-07-30,,31.0,38.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-UD2-450,71.29,-156.71,2012-07-31,4.0,47.0,55.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-UD2-520,71.29,-156.71,2012-07-31,10.0,27.0,38.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-UD2-580,71.29,-156.71,2012-07-31,,29.0,40.0,1,208.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-UD2-620,71.29,-156.71,2012-07-31,5.0,64.0,69.0,1,158.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-UD3,71.29,-156.71,2012-07-31,,30.0,30.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-UD4,71.29,-156.71,2012-08-01,,36.0,41.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-UD5,71.29,-156.71,2012-08-01,,22.0,45.0,1,131.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-UD6,71.29,-156.71,2012-08-01,52.0,29.0,29.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BW-UD6-2,71.29,-156.71,2012-08-01,33.0,33.0,33.0,1,112.0,aug_pit,Jorgenson_Kanevskiy_2025
BY1-1,73.15,-79.95,2019-08-02,,62.0,68.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BY1-2,73.15,-79.95,2019-08-02,,56.0,79.0,1,168.0,aug_pit,Jorgenson_Kanevskiy_2025
BY1-3,73.15,-79.95,2019-08-02,,24.0,24.0,1,146.0,aug_pit,Jorgenson_Kanevskiy_2025
BY1-4,73.15,-79.95,2019-08-02,,22.0,22.0,1,137.0,aug_pit,Jorgenson_Kanevskiy_2025
BY1-5,73.15,-79.95,2019-08-02,,29.0,34.0,1,200.0,aug_pit,Jorgenson_Kanevskiy_2025
BY1-6,73.15,-79.95,2019-08-02,,15.0,15.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BY1-7,73.15,-79.95,2019-07-28,,20.0,20.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BY1-8,73.15,-79.95,2019-07-28,,15.0,22.0,1,121.0,aug_pit,Jorgenson_Kanevskiy_2025
BY1-9,73.15,-79.95,2019-07-28,,25.0,25.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BY2-10,73.16,-79.92,2019-07-31,,25.0,65.0,1,200.0,aug_pit,Jorgenson_Kanevskiy_2025
BY2-11,73.16,-79.92,2019-07-31,,,60.0,1,140.0,aug_pit,Jorgenson_Kanevskiy_2025
BY2-12,73.16,-79.92,2019-07-31,,17.0,17.0,1,122.0,aug_pit,Jorgenson_Kanevskiy_2025
BY2-13,73.16,-79.92,2019-08-01,,,38.0,1,45.0,aug_pit,Jorgenson_Kanevskiy_2025
BY2-1b,73.16,-79.92,2019-08-02,,42.0,42.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BY2-1c,73.16,-79.92,2019-07-30,,23.0,23.0,1,266.0,aug_pit,Jorgenson_Kanevskiy_2025
BY2-1e,73.16,-79.92,2019-08-02,,19.0,32.0,1,140.0,aug_pit,Jorgenson_Kanevskiy_2025
BY2-2,73.16,-79.92,2019-08-02,,28.0,33.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BY2-3,73.16,-79.92,2019-08-02,,30.0,45.0,1,200.0,aug_pit,Jorgenson_Kanevskiy_2025
BY2-4,73.16,-79.94,2019-08-02,,25.0,25.0,1,200.0,aug_pit,Jorgenson_Kanevskiy_2025
BY2-5,73.16,-79.92,2019-07-30,,36.0,39.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BY2-6,73.16,-79.92,2019-07-30,,19.0,19.0,1,153.0,aug_pit,Jorgenson_Kanevskiy_2025
BY2-7,73.16,-79.92,2019-07-31,,25.0,39.0,1,140.0,aug_pit,Jorgenson_Kanevskiy_2025
BY2-8,73.16,-79.92,2019-07-31,,18.0,21.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BY2-9,73.16,-79.92,2019-07-31,,20.0,32.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BY3-1,73.15,-79.97,2019-07-28,,26.0,26.0,1,53.0,aug_pit,Jorgenson_Kanevskiy_2025
BY3-1b,73.15,-79.97,2019-07-28,,53.0,53.0,1,116.0,aug_pit,Jorgenson_Kanevskiy_2025
BY3-2,73.15,-79.97,2019-07-28,,28.0,28.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BY4-1,73.15,-79.86,2019-07-29,,50.0,50.0,1,77.0,aug_pit,Jorgenson_Kanevskiy_2025
BY4-2,73.15,-79.86,2019-07-29,,35.0,35.0,1,60.0,aug_pit,Jorgenson_Kanevskiy_2025
BY4-3,73.15,-79.86,2019-07-29,,50.0,50.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BY4-4,73.15,-79.86,2019-07-29,,45.0,45.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
BY5-1,73.15,-79.99,2019-08-01,,50.0,50.0,1,103.0,aug_pit,Jorgenson_Kanevskiy_2025
BY5-10,73.15,-79.99,2019-08-05,,39.0,43.0,1,251.0,aug_pit,Jorgenson_Kanevskiy_2025
BY5-2,73.15,-79.99,2019-08-02,,47.0,47.0,1,175.0,aug_pit,Jorgenson_Kanevskiy_2025
BY5-3,73.15,-79.99,2019-08-02,,26.0,26.0,1,108.0,aug_pit,Jorgenson_Kanevskiy_2025
BY5-4,73.15,-79.99,2019-08-03,,47.0,47.0,1,200.0,aug_pit,Jorgenson_Kanevskiy_2025
BY5-5,73.15,-79.99,2019-08-03,,23.0,23.0,1,120.0,aug_pit,Jorgenson_Kanevskiy_2025
BY5-6,73.15,-79.99,2019-08-03,,23.0,23.0,1,236.0,aug_pit,Jorgenson_Kanevskiy_2025
BY5-7,73.15,-79.99,2019-08-03,2.0,43.0,43.0,1,104.0,aug_pit,Jorgenson_Kanevskiy_2025
Boot-T1-0,66.06,-146.26,2009-09-01,9.0,60.0,30.0,1,147.0,aug_pit,Jorgenson_Kanevskiy_2025
Boot-T1-117,66.06,-146.26,2010-06-24,,42.0,25.0,1,131.0,aug_pit,Jorgenson_Kanevskiy_2025
Boot-T1-155,66.06,-146.26,2010-06-25,,46.0,18.0,1,382.0,aug_pit,Jorgenson_Kanevskiy_2025
Boot-T1-186,66.06,-146.26,2010-06-24,,40.0,34.0,1,155.0,aug_pit,Jorgenson_Kanevskiy_2025
Boot-T1-190,66.06,-146.26,2010-06-26,10.0,62.0,,0,72.0,aug_pit,Jorgenson_Kanevskiy_2025
CAHA-E1,70.88,-153.7,2007-08-21,7.0,60.0,63.0,1,680.0,aug_pit,Jorgenson_Kanevskiy_2025
CAHA-E4,70.91,-153.24,2007-08-22,32.0,38.0,38.0,1,40.0,aug_pit,Jorgenson_Kanevskiy_2025
CAHA-E4b,70.91,-153.24,2007-08-21,2.0,60.0,60.0,1,120.0,aug_pit,Jorgenson_Kanevskiy_2025
CAHA-E5,70.92,-153.14,2007-08-21,6.0,40.0,40.0,1,200.0,aug_pit,Jorgenson_Kanevskiy_2025
CAHA-E6,70.91,-153.08,2007-08-22,5.0,45.0,45.0,1,440.0,aug_pit,Jorgenson_Kanevskiy_2025
CAHA-E7,70.89,-152.94,2007-08-21,12.0,35.0,51.0,1,210.0,aug_pit,Jorgenson_Kanevskiy_2025
CAHA-T1-01,70.9,-153.17,2007-08-23,12.0,36.0,36.0,1,268.0,aug_pit,Jorgenson_Kanevskiy_2025
