site_id,date,Sample_ID,lat,lon,Elevation,thaw_depth,Soil_Moisture,Veg_Height,source,pf_depth,pf_observed,obs_limit,method
Teller_MM27,2022-07-22,TTHAW0353,64.74119786,-165.9599324,235.844,85.0,42.2,10.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0354,64.74140167,-165.9605328,238.175,120.0,65.9,55.0,Hanston_etal_2024,,0,130,tp
Teller_MM27,2022-07-22,TTHAW0355,64.74167714,-165.9616211,241.886,120.0,44.2,10.0,Hanston_etal_2024,,0,130,tp
Teller_MM27,2022-07-22,TTHAW0356,64.74210955,-165.9622594,244.865,52.0,42.5,10.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0357,64.74254901,-165.9627406,250.357,120.0,48.2,70.0,Hanston_etal_2024,,0,130,tp
Teller_MM27,2022-07-22,TTHAW0358,64.74290694,-165.9630474,253.174,40.0,50.5,10.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0359,64.74306036,-165.9631863,253.446,52.0,53.3,30.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0360,64.74331778,-165.9640358,257.044,35.0,50.8,10.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0361,64.74365711,-165.9645498,258.58,81.0,63.5,40.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0362,64.74397632,-165.9645448,260.831,50.0,51.4,15.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0363,64.74433828,-165.9650892,262.152,100.0,84.2,40.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0364,64.74474666,-165.9653571,265.3,30.0,50.9,10.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0365,64.74517822,-165.965948,268.002,28.0,38.4,10.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0366,64.74533138,-165.9662222,267.916,59.0,74.9,40.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0367,64.74604495,-165.9636562,269.305,26.0,56.7,10.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0368,64.74579334,-165.963151,266.942,63.0,61.2,15.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0369,64.745557,-165.9630191,266.175,40.0,50.7,15.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0370,64.74528562,-165.9627254,262.743,83.0,64.2,20.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0371,64.74487533,-165.9625131,261.004,86.0,50.9,15.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0372,64.74446681,-165.9618147,258.67,30.0,52.5,10.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0373,64.74434685,-165.9614364,256.375,71.0,80.9,30.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0374,64.74413981,-165.9613268,255.84,25.0,57.5,15.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0375,64.74378931,-165.9610426,253.471,45.0,65.6,15.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0376,64.74326234,-165.960623,249.381,58.0,70.1,20.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0377,64.74300147,-165.9601973,247.329,50.0,43.2,30.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0378,64.74265596,-165.9595126,241.879,59.0,43.6,10.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0379,64.74222378,-165.9585383,238.171,120.0,32.5,0.0,Hanston_etal_2024,,0,130,tp
Teller_MM27,2022-07-22,TTHAW0380,64.74195327,-165.9571623,233.096,94.0,40.9,15.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0381,64.74153259,-165.9560429,226.273,120.0,48.9,10.0,Hanston_etal_2024,,0,130,tp
Teller_MM27,2022-07-22,TTHAW0382,64.74112538,-165.9556477,223.46,95.0,52.6,25.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0383,64.7406863,-165.9551224,220.642,83.0,54.5,80.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0384,64.7404257,-165.954985,219.228,87.0,48.9,15.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0385,64.7402357,-165.9545048,215.587,60.0,50.4,10.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0386,64.73988565,-165.9536109,211.664,64.0,46.3,25.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0387,64.73952372,-165.9528939,207.172,61.0,55.2,15.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0388,64.73896149,-165.9524074,201.066,62.0,58.5,30.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0389,64.73866992,-165.9521144,197.693,95.0,62.1,25.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0390,64.73834274,-165.9522132,194.713,75.0,51.7,160.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0391,64.73798979,-165.9518039,190.559,120.0,50.4,90.0,Hanston_etal_2024,,0,130,tp
Teller_MM27,2022-07-22,TTHAW0392,64.73787596,-165.9514424,188.479,69.0,53.9,20.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0393,64.7376417,-165.9513784,185.484,59.0,55.8,25.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0394,64.73712525,-165.9509207,179.121,110.0,69.9,20.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0395,64.73680772,-165.9505,174.802,89.0,57.5,110.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0396,64.73634495,-165.9501581,169.232,48.0,62.2,30.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0397,64.73596681,-165.9499202,163.502,49.0,66.1,30.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0398,64.73535993,-165.9494343,154.68,77.0,74.6,130.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0399,64.7350412,-165.9478264,147.477,55.0,64.8,15.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0400,64.73439064,-165.9471707,140.177,39.0,60.3,25.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0401,64.73404935,-165.9469416,134.312,74.0,60.6,170.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0402,64.73377058,-165.9464844,131.008,60.0,70.8,25.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0403,64.73326929,-165.9449087,122.984,35.0,62.1,25.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0404,64.73312393,-165.9443914,118.469,75.0,68.8,200.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0405,64.73294707,-165.9442429,116.368,69.0,55.7,100.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0406,64.7327338,-165.9439415,114.253,71.0,60.4,130.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0407,64.73223884,-165.943599,109.503,79.0,53.7,200.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0408,64.73187422,-165.9432154,106.144,40.0,64.7,25.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0409,64.73170953,-165.9428639,104.33,30.0,72.7,30.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0410,64.73159098,-165.9427137,104.325,25.0,55.3,15.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0411,64.73112687,-165.9422125,100.004,95.0,76.4,15.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0412,64.73076686,-165.9419323,97.951,26.0,56.7,30.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0413,64.73030367,-165.9415094,94.282,39.0,76.1,40.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0414,64.7301252,-165.9413449,93.401,85.0,84.1,35.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0415,64.72989652,-165.9411191,92.78,35.0,49.8,5.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0416,64.72964852,-165.9409591,90.667,100.0,81.2,30.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0417,64.72940151,-165.9407339,89.878,30.0,54.4,15.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0418,64.72918674,-165.9403335,87.814,94.0,71.7,40.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0419,64.72911549,-165.9401823,88.145,31.0,50.1,10.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0420,64.72987615,-165.941112,92.616,30.0,-9999.0,-9999.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0421,64.72986959,-165.9411623,92.737,38.0,-9999.0,-9999.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0422,64.72986605,-165.941223,91.71,72.0,-9999.0,-9999.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0423,64.72986257,-165.941275,91.775,105.0,-9999.0,-9999.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0424,64.72985631,-165.9413279,91.794,68.0,-9999.0,-9999.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0425,64.72985456,-165.9413782,91.842,36.0,-9999.0,-9999.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0426,64.72985179,-165.941426,91.744,50.0,-9999.0,-9999.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0427,64.72984921,-165.9414804,91.829,91.0,-9999.0,-9999.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0428,64.72984321,-165.9415222,91.956,43.0,-9999.0,-9999.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0429,64.72983569,-165.941558,92.426,24.0,-9999.0,-9999.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0430,64.72982885,-165.9416053,92.273,36.0,-9999.0,-9999.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0431,64.72982331,-165.9416729,92.277,62.0,-9999.0,-9999.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0432,64.72981816,-165.9417241,92.27,65.0,-9999.0,-9999.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0433,64.72981146,-165.9417731,92.39,52.0,-9999.0,-9999.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0434,64.72980363,-165.9418319,92.515,28.0,-9999.0,-9999.0,Hanston_etal_2024,,1,130,tp
Teller_MM27,2022-07-22,TTHAW0435,64.72979655,-165.9418741,92.825,23.0,-9999.0,-9999.0,Hanston_etal_2024,,1,130,tp
