site_id,date,lon,lat,source,method,obs_limit,thaw_depth,pf_depth,pf_observed
Sag2 MAT (Moist Acidic Tundra),2013-09-15,-148.7,69.428,Wang_2018,temp,100,25,25.0,1
Sag2 MAT (Moist Acidic Tundra),2014-07-15,-148.7,69.428,Wang_2018,temp,100,25,25.0,1
Sag2 MAT (Moist Acidic Tundra),2015-07-15,-148.7,69.428,Wang_2018,temp,100,25,25.0,1
Selawik Village,2012-08-15,-160.019,66.606,Wang_2018,temp,100,25,25.0,1
Selawik Village,2013-07-15,-160.019,66.606,Wang_2018,temp,100,25,25.0,1
Selawik Village,2014-07-15,-160.019,66.606,Wang_2018,temp,100,25,25.0,1
Selawik Village,2015-07-15,-160.019,66.606,Wang_2018,temp,100,25,25.0,1
Selawik Village,2016-06-15,-160.019,66.606,Wang_2018,temp,100,25,25.0,1
Smith Lake 1,2007-07-15,-147.861,64.869,Wang_2018,temp,100,25,25.0,1
Smith Lake 1,2008-08-15,-147.861,64.869,Wang_2018,temp,100,25,25.0,1
Smith Lake 1,2009-07-15,-147.861,64.869,Wang_2018,temp,100,25,25.0,1
Smith Lake 1,2010-07-15,-147.861,64.869,Wang_2018,temp,100,25,25.0,1
Smith Lake 1,2011-07-15,-147.861,64.869,Wang_2018,temp,100,25,25.0,1
Smith Lake 1,2012-07-15,-147.861,64.869,Wang_2018,temp,100,25,25.0,1
Smith Lake 1,2013-07-15,-147.861,64.869,Wang_2018,temp,100,25,25.0,1
Smith Lake 1,2014-11-15,-147.861,64.869,Wang_2018,temp,100,75,75.0,1
Smith Lake 1,2015-01-15,-147.861,64.869,Wang_2018,temp,100,75,75.0,1
Smith Lake 1,2016-01-15,-147.861,64.869,Wang_2018,temp,100,75,75.0,1
Smith Lake 2,2006-10-15,-147.857,64.866,Wang_2018,temp,100,100,,0
Smith Lake 2,2007-08-15,-147.857,64.866,Wang_2018,temp,100,100,,0
Smith Lake 2,2008-01-15,-147.857,64.866,Wang_2018,temp,100,100,,0
Smith Lake 2,2009-08-15,-147.857,64.866,Wang_2018,temp,100,75,75.0,1
Smith Lake 2,2010-12-15,-147.857,64.866,Wang_2018,temp,100,100,,0
Smith Lake 2,2011-08-15,-147.857,64.866,Wang_2018,temp,100,75,75.0,1
Smith Lake 2,2012-08-15,-147.857,64.866,Wang_2018,temp,100,75,75.0,1
Smith Lake 2,2013-09-15,-147.857,64.866,Wang_2018,temp,100,75,75.0,1
Smith Lake 2,2014-01-15,-147.857,64.866,Wang_2018,temp,100,75,75.0,1
Smith Lake 2,2015-08-15,-147.857,64.866,Wang_2018,temp,100,75,75.0,1
Smith Lake 2,2016-01-15,-147.857,64.866,Wang_2018,temp,100,75,75.0,1
Smith Lake 3,2006-10-15,-147.859,64.868,Wang_2018,temp,100,100,,0
Smith Lake 3,2007-09-15,-147.859,64.868,Wang_2018,temp,100,100,,0
Smith Lake 3,2008-09-15,-147.859,64.868,Wang_2018,temp,100,100,,0
Smith Lake 3,2009-08-15,-147.859,64.868,Wang_2018,temp,100,100,,0
Smith Lake 3,2010-08-15,-147.859,64.868,Wang_2018,temp,100,100,,0
Smith Lake 3,2011-08-15,-147.859,64.868,Wang_2018,temp,100,100,,0
Smith Lake 3,2012-07-15,-147.859,64.868,Wang_2018,temp,100,100,,0
Smith Lake 3,2013-08-15,-147.859,64.868,Wang_2018,temp,100,100,,0
Smith Lake 3,2014-07-15,-147.859,64.868,Wang_2018,temp,100,100,,0
Smith Lake 3,2015-08-15,-147.859,64.868,Wang_2018,temp,100,100,,0
Smith Lake 3,2016-04-15,-147.859,64.868,Wang_2018,temp,100,25,25.0,1
Smith Lake 4,2006-10-15,-147.858,64.867,Wang_2018,temp,100,25,25.0,1
Smith Lake 4,2007-09-15,-147.858,64.867,Wang_2018,temp,100,75,75.0,1
Smith Lake 4,2008-07-15,-147.858,64.867,Wang_2018,temp,100,50,50.0,1
Smith Lake 4,2009-07-15,-147.858,64.867,Wang_2018,temp,100,50,50.0,1
Smith Lake 4,2010-07-15,-147.858,64.867,Wang_2018,temp,100,50,50.0,1
Smith Lake 4,2011-07-15,-147.858,64.867,Wang_2018,temp,100,50,50.0,1
Smith Lake 4,2012-08-15,-147.858,64.867,Wang_2018,temp,100,50,50.0,1
Smith Lake 4,2014-09-15,-147.858,64.867,Wang_2018,temp,100,50,50.0,1
Smith Lake 4,2015-08-15,-147.858,64.867,Wang_2018,temp,100,50,50.0,1
Smith Lake 4,2016-05-15,-147.858,64.867,Wang_2018,temp,100,25,25.0,1
South Meade,2004-07-15,-156.8353,70.6285,Wang_2018,temp,100,25,25.0,1
South Meade,2005-08-15,-156.8353,70.6285,Wang_2018,temp,100,25,25.0,1
South Meade,2006-07-15,-156.8353,70.6285,Wang_2018,temp,100,25,25.0,1
South Meade,2007-08-15,-156.8353,70.6285,Wang_2018,temp,100,25,25.0,1
South Meade,2008-07-15,-156.8353,70.6285,Wang_2018,temp,100,25,25.0,1
South Meade,2009-07-15,-156.8353,70.6285,Wang_2018,temp,100,25,25.0,1
South Meade,2010-08-15,-156.8353,70.6285,Wang_2018,temp,100,25,25.0,1
South Meade,2011-08-15,-156.8353,70.6285,Wang_2018,temp,100,25,25.0,1
South Meade,2012-07-15,-156.8353,70.6285,Wang_2018,temp,100,25,25.0,1
South Meade,2013-07-15,-156.8353,70.6285,Wang_2018,temp,100,25,25.0,1
South Meade,2014-07-15,-156.8353,70.6285,Wang_2018,temp,100,25,25.0,1
TAHA2,2011-07-15,-163.5672,67.5502,Wang_2018,temp,100,50,50.0,1
TAHA2,2012-08-15,-163.5672,67.5502,Wang_2018,temp,100,50,50.0,1
TAHA2,2013-07-15,-163.5672,67.5502,Wang_2018,temp,100,75,75.0,1
TAHA2,2014-06-15,-163.5672,67.5502,Wang_2018,temp,100,75,75.0,1
TAHA2,2015-06-15,-163.5672,67.5502,Wang_2018,temp,100,75,75.0,1
TAHA2,2016-05-15,-163.5672,67.5502,Wang_2018,temp,100,75,75.0,1
TANA2,2006-08-15,-142.901,60.908,Wang_2018,temp,100,50,50.0,1
TANA2,2011-07-15,-142.901,60.908,Wang_2018,temp,100,50,50.0,1
TANA2,2012-01-15,-142.901,60.908,Wang_2018,temp,100,50,50.0,1
TANA2,2014-07-15,-142.901,60.908,Wang_2018,temp,100,50,50.0,1
TANA2,2015-01-15,-142.901,60.908,Wang_2018,temp,100,50,50.0,1
TANA2,2016-01-15,-142.901,60.908,Wang_2018,temp,100,50,50.0,1
TEBA2,2010-07-15,-144.342,61.181,Wang_2018,temp,100,50,50.0,1
TEBA2,2011-06-15,-144.342,61.181,Wang_2018,temp,100,50,50.0,1
TEBA2,2012-01-15,-144.342,61.181,Wang_2018,temp,100,50,50.0,1
TEBA2,2013-06-15,-144.342,61.181,Wang_2018,temp,100,50,50.0,1
TEBA2,2014-01-15,-144.342,61.181,Wang_2018,temp,100,50,50.0,1
TEBA2,2015-05-15,-144.342,61.181,Wang_2018,temp,100,50,50.0,1
TEBA2,2016-01-15,-144.342,61.181,Wang_2018,temp,100,50,50.0,1
Tunalik,1998-09-15,-161.0781,70.1959,Wang_2018,temp,100,25,25.0,1
Tunalik,1999-07-15,-161.0781,70.1959,Wang_2018,temp,100,25,25.0,1
Tunalik,2000-07-15,-161.0781,70.1959,Wang_2018,temp,100,25,25.0,1
Tunalik,2001-07-15,-161.0781,70.1959,Wang_2018,temp,100,25,25.0,1
Tunalik,2002-07-15,-161.0781,70.1959,Wang_2018,temp,100,25,25.0,1
Tunalik,2003-08-15,-161.0781,70.1959,Wang_2018,temp,100,25,25.0,1
Tunalik,2004-08-15,-161.0781,70.1959,Wang_2018,temp,100,50,50.0,1
Tunalik,2005-08-15,-161.0781,70.1959,Wang_2018,temp,100,50,50.0,1
Tunalik,2006-08-15,-161.0781,70.1959,Wang_2018,temp,100,50,50.0,1
Tunalik,2007-08-15,-161.0781,70.1959,Wang_2018,temp,100,50,50.0,1
Tunalik,2008-08-15,-161.0781,70.1959,Wang_2018,temp,100,50,50.0,1
Tunalik,2009-08-15,-161.0781,70.1959,Wang_2018,temp,100,50,50.0,1
Tunalik,2010-08-15,-161.0781,70.1959,Wang_2018,temp,100,50,50.0,1
Tunalik,2011-08-15,-161.0781,70.1959,Wang_2018,temp,100,50,50.0,1
Tunalik,2012-08-15,-161.0781,70.1959,Wang_2018,temp,100,50,50.0,1
Tunalik,2013-08-15,-161.0781,70.1959,Wang_2018,temp,100,50,50.0,1
Tunalik,2014-08-15,-161.0781,70.1959,Wang_2018,temp,100,25,25.0,1
Tunalik,2015-07-15,-161.0781,70.1959,Wang_2018,temp,100,25,25.0,1
UAF Farm,2007-09-15,-147.857,64.853,Wang_2018,temp,100,100,,0
UAF Farm,2008-06-15,-147.857,64.853,Wang_2018,temp,100,50,50.0,1
UAF Farm,2009-06-15,-147.857,64.853,Wang_2018,temp,100,50,50.0,1
UAF Farm,2010-07-15,-147.857,64.853,Wang_2018,temp,100,100,,0
UAF Farm,2011-07-15,-147.857,64.853,Wang_2018,temp,100,100,,0
UAF Farm,2012-07-15,-147.857,64.853,Wang_2018,temp,100,100,,0
UAF Farm,2013-07-15,-147.857,64.853,Wang_2018,temp,100,100,,0
UAF Farm,2014-07-15,-147.857,64.853,Wang_2018,temp,100,100,,0
UAF Farm,2015-07-15,-147.857,64.853,Wang_2018,temp,100,100,,0
UAF Farm,2016-01-15,-147.857,64.853,Wang_2018,temp,100,100,,0
UPRA2,2005-08-15,-143.202,64.517,Wang_2018,temp,100,50,50.0,1
UPRA2,2006-06-15,-143.202,64.517,Wang_2018,temp,100,50,50.0,1
UPRA2,2007-06-15,-143.202,64.517,Wang_2018,temp,100,50,50.0,1
UPRA2,2008-06-15,-143.202,64.517,Wang_2018,temp,100,50,50.0,1
UPRA2,2009-06-15,-143.202,64.517,Wang_2018,temp,100,50,50.0,1
UPRA2,2010-05-15,-143.202,64.517,Wang_2018,temp,100,50,50.0,1
UPRA2,2011-06-15,-143.202,64.517,Wang_2018,temp,100,50,50.0,1
UPRA2,2012-06-15,-143.202,64.517,Wang_2018,temp,100,50,50.0,1
UPRA2,2014-06-15,-143.202,64.517,Wang_2018,temp,100,50,50.0,1
UPRA2,2015-05-15,-143.202,64.517,Wang_2018,temp,100,50,50.0,1
UPRA2,2016-05-15,-143.202,64.517,Wang_2018,temp,100,50,50.0,1
Umiat,1998-09-15,-152.1428,69.3957,Wang_2018,temp,100,25,25.0,1
Umiat,1999-08-15,-152.1428,69.3957,Wang_2018,temp,100,25,25.0,1
Umiat,2000-08-15,-152.1428,69.3957,Wang_2018,temp,100,25,25.0,1
Umiat,2001-08-15,-152.1428,69.3957,Wang_2018,temp,100,25,25.0,1
Umiat,2002-08-15,-152.1428,69.3957,Wang_2018,temp,100,25,25.0,1
Umiat,2003-08-15,-152.1428,69.3957,Wang_2018,temp,100,25,25.0,1
Umiat,2004-08-15,-152.1428,69.3957,Wang_2018,temp,100,25,25.0,1
Umiat,2005-09-15,-152.1428,69.3957,Wang_2018,temp,100,25,25.0,1
Umiat,2006-08-15,-152.1428,69.3957,Wang_2018,temp,100,25,25.0,1
Umiat,2007-08-15,-152.1428,69.3957,Wang_2018,temp,100,25,25.0,1
Umiat,2008-07-15,-152.1428,69.3957,Wang_2018,temp,100,25,25.0,1
Umiat,2009-08-15,-152.1428,69.3957,Wang_2018,temp,100,25,25.0,1
Umiat,2010-08-15,-152.1428,69.3957,Wang_2018,temp,100,25,25.0,1
Umiat,2011-08-15,-152.1428,69.3957,Wang_2018,temp,100,25,25.0,1
Umiat,2012-08-15,-152.1428,69.3957,Wang_2018,temp,100,25,25.0,1
Umiat,2013-08-15,-152.1428,69.3957,Wang_2018,temp,100,25,25.0,1
Umiat,2014-08-15,-152.1428,69.3957,Wang_2018,temp,100,25,25.0,1
WIGA2,2013-09-15,-150.109,63.814,Wang_2018,temp,100,25,25.0,1
WIGA2,2014-09-15,-150.109,63.814,Wang_2018,temp,100,50,50.0,1
WIGA2,2015-07-15,-150.109,63.814,Wang_2018,temp,100,50,50.0,1
WIGA2,2016-07-15,-150.109,63.814,Wang_2018,temp,100,50,50.0,1
West Dock,2001-08-15,-148.552,70.374,Wang_2018,temp,100,25,25.0,1
West Dock,2002-08-15,-148.552,70.374,Wang_2018,temp,100,25,25.0,1
West Dock,2003-08-15,-148.552,70.374,Wang_2018,temp,100,25,25.0,1
West Dock,2004-08-15,-148.552,70.374,Wang_2018,temp,100,25,25.0,1
West Dock,2006-08-15,-148.552,70.374,Wang_2018,temp,100,25,25.0,1
West Dock,2007-08-15,-148.552,70.374,Wang_2018,temp,100,25,25.0,1
West Dock,2008-08-15,-148.552,70.374,Wang_2018,temp,100,25,25.0,1
West Dock,2009-09-15,-148.552,70.374,Wang_2018,temp,100,25,25.0,1
West Dock,2010-08-15,-148.552,70.374,Wang_2018,temp,100,25,25.0,1
West Dock,2011-08-15,-148.552,70.374,Wang_2018,temp,100,25,25.0,1
West Dock,2012-08-15,-148.552,70.374,Wang_2018,temp,100,25,25.0,1
West Dock,2013-08-15,-148.552,70.374,Wang_2018,temp,100,25,25.0,1
West Dock,2014-08-15,-148.552,70.374,Wang_2018,temp,100,25,25.0,1
West Dock,2015-08-15,-148.552,70.374,Wang_2018,temp,100,25,25.0,1
