site_id,lat,lon,date,thaw_depth,obs_limit,pf_observed,pf_depth,method,source,quality_flag_date_assigned,quality_flag_obs_limit_assumed,daanen_reported_depth_cm
ACTTRAN028_OksGainDis,68.6919528,-149.0846403,2016-08-27,72.0,,1,72.0,tp,Daanen_2017,False,False,72.0
ACTTRAN029_OksGainDis,68.69195988,-149.0846653,2016-08-27,76.0,,1,76.0,tp,Daanen_2017,False,False,76.0
ACTTRAN030_OksGainDis,68.69198096,-149.0847506,2016-08-27,53.0,,1,53.0,tp,Daanen_2017,False,False,53.0
ACTTRAN031_OksGainDis,68.69202242,-149.0849102,2016-08-27,50.0,,1,50.0,tp,Daanen_2017,False,False,50.0
ACTTRAN032_OksGainDis,68.69206215,-149.0850801,2016-08-27,38.0,,1,38.0,tp,Daanen_2017,False,False,38.0
ACTTRAN033_OksGainDis,68.69210875,-149.0852238,2016-08-27,35.0,,1,35.0,tp,Daanen_2017,False,False,35.0
ACTTRAN034_OksGainDis,68.6921708,-149.085487,2016-08-27,39.0,,1,39.0,tp,Daanen_2017,False,False,39.0
ACTTRAN035_OksGainDis,68.69225007,-149.0858329,2016-08-27,45.0,,1,45.0,tp,Daanen_2017,False,False,45.0
ACTTRAN036_OksGainDis,68.6923175,-149.086163,2016-08-27,43.0,,1,43.0,tp,Daanen_2017,False,False,43.0
ACTTRAN037_OksGainDis,68.69236584,-149.086395,2016-08-27,33.0,,1,33.0,tp,Daanen_2017,False,False,33.0
ACTTRAN038_OksGainDis,68.69242113,-149.0866295,2016-08-27,38.0,,1,38.0,tp,Daanen_2017,False,False,38.0
ACTTRAN039_OksGainDis,68.6924716,-149.0868239,2016-08-27,38.0,,1,38.0,tp,Daanen_2017,False,False,38.0
ACTTRAN040_OksGainDis,68.69250466,-149.086996,2016-08-27,34.0,,1,34.0,tp,Daanen_2017,False,False,34.0
ACTTRAN001_OksLoseDis,68.76079123,-148.9071514,2016-08-24,42.0,,1,42.0,tp,Daanen_2017,True,False,42.0
ACTTRAN002_OksLoseDis,68.76086743,-148.9075776,2016-08-24,47.0,,1,47.0,tp,Daanen_2017,True,False,47.0
ACTTRAN003_OksLoseDis,68.76094848,-148.9078179,2016-08-24,47.0,,1,47.0,tp,Daanen_2017,True,False,47.0
ACTTRAN004_OksLoseDis,68.76106734,-148.9082862,2016-08-24,48.0,,1,48.0,tp,Daanen_2017,True,False,48.0
ACTTRAN005_OksLoseDis,68.76116585,-148.908608,2016-08-24,80.0,,1,80.0,tp,Daanen_2017,True,False,80.0
ACTTRAN006_OksLoseDis,68.76126396,-148.9089056,2016-08-24,46.0,,1,46.0,tp,Daanen_2017,True,False,46.0
ACTTRAN007_OksLoseDis,68.76141076,-148.9093125,2016-08-24,48.0,,1,48.0,tp,Daanen_2017,True,False,48.0
ACTTRAN036_OksLoseDis,68.76243409,-148.913583,2016-08-24,45.0,,1,45.0,tp,Daanen_2017,True,False,45.0
ACTRAN002_OksLoseDis,68.7682796,-148.8904662,2016-08-24,43.0,,1,43.0,tp,Daanen_2017,True,False,43.0
ACTRAN003_OksLoseDis,68.76837563,-148.8907592,2016-08-24,80.0,,1,80.0,tp,Daanen_2017,True,False,80.0
ACTRAN004_OksLoseDis,68.76841939,-148.890877,2016-08-24,90.0,,1,90.0,tp,Daanen_2017,True,False,90.0
ACTRAN008_OksLoseDis,68.7685369,-148.8913548,2016-08-24,45.0,,1,45.0,tp,Daanen_2017,True,False,45.0
ACTTRAN003_OksLoseDis,68.7739777,-148.8763852,2016-08-24,42.0,,1,42.0,tp,Daanen_2017,True,False,42.0
ACTTRAN004_OksLoseDis,68.77412962,-148.8770723,2016-08-24,46.0,,1,46.0,tp,Daanen_2017,True,False,46.0
ACTTRAN005_OksLoseDis,68.77424635,-148.8776777,2016-08-24,34.0,,1,34.0,tp,Daanen_2017,True,False,34.0
ACTTRAN006_OksLoseDis,68.77452795,-148.8787012,2016-08-24,31.0,,1,31.0,tp,Daanen_2017,True,False,31.0
ACTTRAN007_OksLoseDis,68.77463778,-148.879113,2016-08-24,38.0,,1,38.0,tp,Daanen_2017,True,False,38.0
ACTTRAN008_OksLoseDis,68.77484796,-148.8796913,2016-08-24,39.0,,1,39.0,tp,Daanen_2017,True,False,39.0
ACTTRAN009_OksLoseDis,68.77498216,-148.8799625,2016-08-24,47.0,,1,47.0,tp,Daanen_2017,True,False,47.0
ACTTRAN010_OksLoseDis,68.77502616,-148.8800626,2016-08-24,63.0,,1,63.0,tp,Daanen_2017,True,False,63.0
ACTTRAN013_OksLoseDis,68.77503076,-148.8800415,2016-08-24,54.0,,1,54.0,tp,Daanen_2017,True,False,54.0
ACTTRAN037_OksLoseDis,68.77591207,-148.8827196,2016-08-24,52.0,,1,52.0,tp,Daanen_2017,True,False,52.0
ACTTRAN038_OksLoseDis,68.77595229,-148.88293,2016-08-24,80.0,,1,80.0,tp,Daanen_2017,True,False,80.0
