easting_m	northing_m	elevation_m	twt_ns	alt_m
353937.6107	7047296.781	1190.060579	14.256149	0.7128
353937.579	7047296.742	1190.049343	14.256149	0.7128
353937.5473	7047296.703	1190.038107	14.256149	0.7128
353937.5156	7047296.665	1190.02687	14.256149	0.7128
353937.4839	7047296.626	1190.015634	14.051025	0.7026
353937.4522	7047296.587	1190.004397	13.948463	0.6974
353937.4205	7047296.549	1189.99316	13.538214	0.6769
353937.3889	7047296.51	1189.981924	13.435652	0.6718
353937.3572	7047296.471	1189.970687	13.333089	0.6667
353937.3255	7047296.433	1189.959451	13.230527	0.6615
353937.2938	7047296.394	1189.948215	13.127965	0.6564
353937.2891	7047296.4	1189.922647	13.127965	0.6564
353937.2844	7047296.406	1189.89708	13.127965	0.6564
353937.2611	7047296.362	1189.858799	13.127965	0.6564
353937.2379	7047296.317	1189.82052	13.333089	0.6667
353937.2151	7047296.273	1189.804055	13.538214	0.6769
353937.1924	7047296.228	1189.78759	13.743338	0.6872
353937.1696	7047296.184	1189.771125	13.743338	0.6872
353937.1468	7047296.139	1189.754659	13.845901	0.6923
353937.1172	7047296.099	1189.739955	13.743338	0.6872
353937.0877	7047296.059	1189.72525	13.333089	0.6667
353937.0556	7047296.021	1189.711174	12.922841	0.6461
353937.0236	7047295.982	1189.697098	12.615154	0.6308
353936.9916	7047295.944	1189.68302	12.307467	0.6154
353936.9595	7047295.906	1189.668944	11.897218	0.5949
353936.9269	7047295.868	1189.652685	11.692094	0.5846
353936.8943	7047295.83	1189.636427	11.589532	0.5795
353936.8592	7047295.794	1189.610555	11.384407	0.5692
353936.8241	7047295.759	1189.584681	11.281845	0.5641
353936.789	7047295.723	1189.558809	11.179283	0.559
353936.7539	7047295.687	1189.532937	11.179283	0.559
353936.7188	7047295.652	1189.507065	11.179283	0.559
353936.6837	7047295.616	1189.481193	11.179283	0.559
353936.6485	7047295.581	1189.45532	11.281845	0.5641
353936.6134	7047295.545	1189.429449	11.384407	0.5692
353936.5837	7047295.505	1189.427319	11.486969	0.5743
353936.554	7047295.465	1189.42519	11.486969	0.5743
353936.5269	7047295.423	1189.434126	11.589532	0.5795
353936.4997	7047295.381	1189.443062	11.692094	0.5846
353936.4726	7047295.339	1189.451997	11.692094	0.5846
353936.4454	7047295.297	1189.460933	11.794656	0.5897
353936.418	7047295.256	1189.468785	11.897218	0.5949
353936.3905	7047295.214	1189.476636	12.102343	0.6051
353936.357	7047295.177	1189.461477	12.102343	0.6051
353936.3234	7047295.14	1189.446319	12.307467	0.6154
353936.2899	7047295.103	1189.431161	12.307467	0.6154
353936.2563	7047295.065	1189.416004	12.307467	0.6154
353936.2228	7047295.028	1189.400846	12.307467	0.6154
353936.1892	7047294.991	1189.385686	12.307467	0.6154
353936.1557	7047294.954	1189.370529	12.307467	0.6154
353936.1221	7047294.917	1189.355371	12.307467	0.6154
353936.0898	7047294.879	1189.341269	12.307467	0.6154
353936.0575	7047294.841	1189.327166	12.204905	0.6102
353936.0252	7047294.803	1189.313075	12.204905	0.6102
353935.9929	7047294.764	1189.298985	12.204905	0.6102
353935.9607	7047294.726	1189.284896	12.204905	0.6102
353935.9284	7047294.688	1189.270806	12.204905	0.6102
353935.8929	7047294.653	1189.257575	12.204905	0.6102
353935.8573	7047294.618	1189.244343	12.204905	0.6102
353935.8215	7047294.583	1189.231208	12.153624	0.6077
353935.7856	7047294.548	1189.218072	12.102343	0.6051
353935.7497	7047294.513	1189.204936	11.99978	0.6
353935.7139	7047294.478	1189.191801	11.692094	0.5846
353935.678	7047294.444	1189.178664	11.281845	0.5641
353935.6421	7047294.409	1189.165528	11.179283	0.559
353934.0001	7047292.76	1189.031918	14.563836	0.7282
353933.9546	7047292.739	1189.054193	14.512555	0.7256
353933.9091	7047292.718	1189.076471	14.461274	0.7231
353933.8634	7047292.698	1189.094315	14.358712	0.7179
353933.8177	7047292.678	1189.112156	14.256149	0.7128
353933.7707	7047292.661	1189.119817	14.102306	0.7051
353933.7237	7047292.644	1189.127476	13.948463	0.6974
353933.6759	7047292.629	1189.129578	13.948463	0.6974
353933.6282	7047292.614	1189.13168	13.743338	0.6872
353933.5808	7047292.6	1189.117547	13.538214	0.6769
353933.5334	7047292.587	1189.103411	13.640776	0.682
353933.4843	7047292.577	1189.088281	13.640776	0.682
353933.4352	7047292.567	1189.073148	13.845901	0.6923
353933.387	7047292.555	1189.058503	14.153587	0.7077
353933.3388	7047292.542	1189.043861	14.461274	0.7231
353933.2917	7047292.525	1189.029858	14.666398	0.7333
353933.2446	7047292.509	1189.015857	14.871523	0.7436
353933.1974	7047292.492	1189.001854	14.974085	0.7487
353933.1503	7047292.475	1188.987851	15.076647	0.7538
353933.102	7047292.464	1188.978199	15.17921	0.759
353933.0537	7047292.453	1188.968546	15.281772	0.7641
353933.0038	7047292.45	1188.964568	15.281772	0.7641
353932.9539	7047292.447	1188.960589	15.486896	0.7743
353932.9047	7047292.438	1188.952852	15.589458	0.7795
353932.8554	7047292.43	1188.945116	15.692021	0.7846
353932.807	7047292.418	1188.936408	15.794583	0.7897
353932.7585	7047292.407	1188.927701	15.897145	0.7949
353932.7118	7047292.389	1188.918889	15.897145	0.7949
353932.6652	7047292.371	1188.910078	15.794583	0.7897
353932.6174	7047292.359	1188.90078	15.794583	0.7897
353932.5697	7047292.347	1188.89148	15.692021	0.7846
353932.5197	7047292.347	1188.887973	15.384334	0.7692
353932.4697	7047292.347	1188.884465	14.871523	0.7436
353932.4197	7047292.347	1188.880958	14.563836	0.7282
353932.3697	7047292.347	1188.877451	14.051025	0.7026
353932.3208	7047292.357	1188.873534	13.845901	0.6923
353932.2719	7047292.367	1188.869617	13.640776	0.682
353932.2231	7047292.378	1188.865671	13.538214	0.6769
353932.1742	7047292.389	1188.861725	14.153587	0.7077
353932.1335	7047292.37	1188.851655	14.358712	0.7179
