easting_m,northing_m,elevation_m,twt_ns,alt_m
638503.3041,7040148.931,1181.956426,8.264568,0.4132
638503.2646,7040148.961,1181.973635,8.352489,0.4176
638503.225,7040148.992,1181.990844,8.44041,0.422
638503.1855,7040149.022,1182.008053,8.616252,0.4308
638503.1459,7040149.053,1182.025262,8.704173,0.4352
638503.1063,7040149.083,1182.042471,8.704173,0.4352
638503.0667,7040149.114,1182.054305,8.792094,0.4396
638503.0268,7040149.144,1182.046377,8.792094,0.4396
638502.9868,7040149.174,1182.038449,8.880015,0.444
638502.9469,7040149.204,1182.030522,8.880015,0.444
638499.4231,7040151.54,1182.835371,6.890984,0.3445
638499.3837,7040151.571,1182.841682,6.890984,0.3445
638499.3433,7040151.6,1182.838377,6.890984,0.3445
638499.303,7040151.63,1182.835072,6.858169,0.3429
638499.2626,7040151.659,1182.831767,6.825355,0.3413
638499.2223,7040151.689,1182.828461,6.792541,0.3396
638499.182,7040151.718,1182.825156,6.759727,0.338
638499.1416,7040151.748,1182.821851,6.726912,0.3363
638499.1003,7040151.776,1182.82441,6.694098,0.3347
638499.0585,7040151.804,1182.829003,6.644877,0.3322
638499.0168,7040151.831,1182.833597,6.595656,0.3298
638498.9751,7040151.859,1182.838189,6.546434,0.3273
638498.9334,7040151.886,1182.842782,6.497213,0.3249
638498.8917,7040151.914,1182.847375,6.447992,0.3224
638498.8511,7040151.943,1182.848461,6.39877,0.3199
638498.812,7040151.974,1182.84487,6.154466,0.3077
638498.7728,7040152.005,1182.841279,6.242387,0.3121
638498.7337,7040152.036,1182.837688,6.330308,0.3165
638498.6946,7040152.067,1182.834097,6.418229,0.3209
638498.6554,7040152.099,1182.830506,6.154466,0.3077
638498.6076,7040152.111,1182.829701,6.154466,0.3077
638498.5584,7040152.12,1182.829352,6.242387,0.3121
638498.5093,7040152.129,1182.829004,6.330308,0.3165
638498.4667,7040152.155,1182.833037,6.418229,0.3209
638498.4241,7040152.181,1182.837118,6.50615,0.3253
638498.3816,7040152.207,1182.841199,6.594071,0.3297
638498.3391,7040152.234,1182.84528,6.681992,0.3341
638498.2965,7040152.26,1182.849361,6.711299,0.3356
638498.2534,7040152.285,1182.862231,6.740606,0.337
638498.2099,7040152.31,1182.880997,6.769912,0.3385
638498.1664,7040152.334,1182.899765,6.769912,0.3385
638498.1229,7040152.359,1182.91853,6.769912,0.3385
638498.0793,7040152.383,1182.942953,6.769912,0.3385
638498.0356,7040152.408,1182.96866,6.769912,0.3385
638497.9919,7040152.432,1182.994366,6.740606,0.337
638497.9483,7040152.457,1183.019899,6.711299,0.3356
638497.908,7040152.486,1183.041397,6.681992,0.3341
638497.8677,7040152.516,1183.062895,6.652685,0.3326
638497.8274,7040152.545,1183.084394,6.623378,0.3312
638497.7869,7040152.575,1183.103029,6.594071,0.3297
638497.7462,7040152.604,1183.115599,6.54383,0.3272
638497.7054,7040152.633,1183.128168,6.49359,0.3247
638497.6646,7040152.662,1183.140737,6.443349,0.3222
638497.6238,7040152.69,1183.153305,6.393108,0.3197
638497.583,7040152.719,1183.165873,6.342868,0.3171
638497.5434,7040152.75,1183.175974,6.292627,0.3146
638497.5072,7040152.784,1183.179527,6.242387,0.3121
638497.471,7040152.819,1183.183081,6.220407,0.311
638497.4347,7040152.853,1183.186635,6.198426,0.3099
638497.3985,7040152.888,1183.190189,6.176446,0.3088
638497.3623,7040152.922,1183.193743,6.154466,0.3077
638497.326,7040152.956,1183.197296,6.154466,0.3077
638497.2849,7040152.985,1183.203915,6.154466,0.3077
638497.2425,7040153.011,1183.21129,6.154466,0.3077
638497.2001,7040153.038,1183.218665,6.154466,0.3077
638497.1585,7040153.065,1183.227064,6.154466,0.3077
638497.121,7040153.098,1183.241684,6.154466,0.3077
638497.0835,7040153.131,1183.256305,6.50615,0.3253
638497.0454,7040153.164,1183.270572,6.945754,0.3473
638497.0036,7040153.191,1183.282507,6.945754,0.3473
638496.9618,7040153.219,1183.294441,6.945754,0.3473
638496.92,7040153.246,1183.306375,6.901794,0.3451
638496.8791,7040153.275,1183.324707,6.857833,0.3429
638496.8429,7040153.309,1183.350971,6.857833,0.3429
638496.8091,7040153.345,1183.369282,6.857833,0.3429
638496.7752,7040153.382,1183.386208,6.857833,0.3429
638496.7414,7040153.419,1183.403135,6.857833,0.3429
638496.7043,7040153.452,1183.414811,6.857833,0.3429
638496.6616,7040153.478,1183.417076,6.857833,0.3429
638496.6189,7040153.504,1183.419341,7.033675,0.3517
638496.5763,7040153.53,1183.421607,7.209517,0.3605
638496.5344,7040153.557,1183.426365,7.385359,0.3693
638496.4939,7040153.587,1183.435109,7.47328,0.3737
638496.4533,7040153.616,1183.443853,7.47328,0.3737
638496.4138,7040153.646,1183.460364,7.824964,0.3912
638496.3752,7040153.678,1183.483884,7.737043,0.3869
638496.3366,7040153.71,1183.507403,7.649122,0.3825
638496.3039,7040153.747,1183.544837,7.649122,0.3825
638496.2758,7040153.789,1183.593681,7.649122,0.3825
638496.2478,7040153.83,1183.642528,7.649122,0.3825
638496.2155,7040153.868,1183.661681,7.649122,0.3825
638496.1813,7040153.904,1183.667067,7.649122,0.3825
638496.1471,7040153.941,1183.672454,7.649122,0.3825
638496.1129,7040153.977,1183.67784,7.649122,0.3825
638496.0789,7040154.014,1183.679777,7.649122,0.3825
638496.0449,7040154.051,1183.681609,7.649122,0.3825
638496.0109,7040154.087,1183.683441,7.649122,0.3825
638495.9768,7040154.124,1183.685273,7.649122,0.3825
638495.9428,7040154.161,1183.687104,7.649122,0.3825
638495.9088,7040154.197,1183.688936,7.649122,0.3825
638495.8748,7040154.234,1183.690768,7.649122,0.3825
638495.8337,7040154.262,1183.714281,7.649122,0.3825
638495.7916,7040154.289,1183.740936,7.619815,0.381
638495.7503,7040154.317,1183.765244,7.590508,0.3795
638495.712,7040154.349,1183.780707,7.561201,0.3781
638495.6738,7040154.381,1183.796171,7.561201,0.3781
638495.6355,7040154.414,1183.811633,7.51724,0.3759
638495.5972,7040154.446,1183.827096,7.47328,0.3737
638495.556,7040154.474,1183.838439,7.385359,0.3693
638495.5144,7040154.502,1183.849203,7.385359,0.3693
638495.4728,7040154.53,1183.859968,7.385359,0.3693
638495.4312,7040154.557,1183.870732,7.385359,0.3693
638495.3896,7040154.585,1183.881496,7.42932,0.3715
638495.3437,7040154.603,1183.882045,7.47328,0.3737
638495.2956,7040154.617,1183.877663,7.51724,0.3759
638495.2476,7040154.631,1183.873282,7.561201,0.3781
638495.1995,7040154.645,1183.8689,7.605161,0.3803
638495.1515,7040154.659,1183.864519,7.649122,0.3825
638495.1034,7040154.673,1183.860137,7.649122,0.3825
638495.056,7040154.689,1183.866976,7.737043,0.3869
638495.0089,7040154.705,1183.877749,7.824964,0.3912
638494.9618,7040154.722,1183.88852,7.868924,0.3934
638494.9146,7040154.739,1183.899292,7.912885,0.3956
638494.8675,7040154.755,1183.910064,8.176648,0.4088
638494.824,7040154.779,1183.930476,8.44041,0.422
638494.7819,7040154.806,1183.954504,8.880015,0.444
638494.7396,7040154.833,1183.974184,8.967936,0.4484
638495.9464,7040160.669,1184.132122,15.947705,0.7974
638495.9961,7040160.664,1184.136504,15.947705,0.7974
638496.0291,7040160.629,1184.145622,15.849262,0.7925
638496.0698,7040160.6,1184.138414,15.750819,0.7875
638496.1105,7040160.571,1184.131205,15.455492,0.7728
638496.1512,7040160.542,1184.123997,15.160164,0.758
638496.1919,7040160.513,1184.116788,14.963278,0.7482
638496.2329,7040160.484,1184.109477,14.963278,0.7482
638496.2786,7040160.464,1184.100498,14.963278,0.7482
638496.3244,7040160.444,1184.091518,14.766393,0.7383
638496.3702,7040160.424,1184.08254,14.569508,0.7285
638496.4161,7040160.404,1184.073312,14.569508,0.7285
638496.463,7040160.387,1184.059247,14.175738,0.7088
638496.5099,7040160.369,1184.045183,14.175738,0.7088
638496.5568,7040160.352,1184.031118,14.175738,0.7088
638496.6037,7040160.335,1184.017053,14.175738,0.7088
638496.6506,7040160.317,1184.002988,14.175738,0.7088
638496.697,7040160.299,1183.986452,14.077295,0.7039
638496.7419,7040160.277,1183.963853,13.978852,0.6989
638496.7869,7040160.255,1183.941255,13.781967,0.6891
638496.8319,7040160.233,1183.918657,13.388197,0.6694
638496.8769,7040160.211,1183.896059,13.289754,0.6645
638496.9218,7040160.189,1183.873462,13.191311,0.6596
638496.9668,7040160.168,1183.850864,13.092869,0.6546
638497.0118,7040160.146,1183.828266,12.308932,0.6154
638497.0548,7040160.12,1183.811474,12.13309,0.6067
638497.0964,7040160.093,1183.798719,11.913288,0.5957
638497.1381,7040160.065,1183.785963,11.693485,0.5847
638497.1806,7040160.039,1183.777495,11.561604,0.5781
638497.2243,7040160.015,1183.774181,11.429722,0.5715
638497.2679,7040159.99,1183.770868,11.078039,0.5539
638497.3115,7040159.966,1183.767554,10.990118,0.5495
638497.3551,7040159.941,1183.76424,10.858236,0.5429
638497.3987,7040159.917,1183.760927,10.902197,0.5451
638497.4424,7040159.892,1183.757613,10.902197,0.5451
638497.486,7040159.868,1183.754299,10.902197,0.5451
638497.5268,7040159.84,1183.752102,10.902197,0.5451
638497.5612,7040159.804,1183.752433,10.902197,0.5451
638497.5957,7040159.767,1183.752765,10.902197,0.5451
638497.6326,7040159.734,1183.751986,11.078039,0.5539
638497.6754,7040159.708,1183.74851,11.16596,0.5583
638497.7183,7040159.683,1183.745034,11.253881,0.5627
638497.7612,7040159.657,1183.741558,11.253881,0.5627
638497.8041,7040159.631,1183.738082,11.253881,0.5627
