site_id,date,thaw_depth,pf_observed,temp_C,obs_limit,lat,lon,source,method,pf_depth,zhao_deepest_thawed_sensor_cm
QT09,2011-09-17,120.0,1,0.03,,35.72,94.13,Zhao_2021,temp,120.0,120.0
QT09,2012-09-22,120.0,1,0.35,,35.72,94.13,Zhao_2021,temp,120.0,120.0
QT09,2013-09-29,120.0,1,0.2,,35.72,94.13,Zhao_2021,temp,120.0,120.0
QT09,2014-09-10,120.0,1,0.1,,35.72,94.13,Zhao_2021,temp,120.0,120.0
QT09,2015-10-16,120.0,1,0.12,,35.72,94.13,Zhao_2021,temp,120.0,120.0
QT09,2016-09-17,120.0,1,0.59,,35.72,94.13,Zhao_2021,temp,120.0,120.0
QT09,2017-09-26,120.0,1,0.64,,35.72,94.13,Zhao_2021,temp,120.0,120.0
QT09,2018-09-12,120.0,1,0.65,,35.72,94.13,Zhao_2021,temp,120.0,120.0
Ch06,2005-08-15,100.0,1,2.153,,35.62,94.06,Zhao_2021,temp,100.0,100.0
Ch06,2006-11-17,,0,0.05170833333333333,180.0,35.62,94.06,Zhao_2021,temp,,180.0
Ch06,2007-08-15,100.0,1,1.963791666666667,,35.62,94.06,Zhao_2021,temp,100.0,100.0
Ch06,2008-08-28,100.0,1,1.8910833333333334,,35.62,94.06,Zhao_2021,temp,100.0,100.0
Ch06,2009-09-13,100.0,1,2.227375,,35.62,94.06,Zhao_2021,temp,100.0,100.0
Ch06,2010-08-11,100.0,1,3.0612083333333335,,35.62,94.06,Zhao_2021,temp,100.0,100.0
Ch06,2011-09-03,100.0,1,2.328208333333333,,35.62,94.06,Zhao_2021,temp,100.0,100.0
Ch06,2012-08-17,100.0,1,2.3455,,35.62,94.06,Zhao_2021,temp,100.0,100.0
Ch06,2013-08-22,100.0,1,3.5192499999999995,,35.62,94.06,Zhao_2021,temp,100.0,100.0
Ch06,2014-08-21,100.0,1,2.400791666666666,,35.62,94.06,Zhao_2021,temp,100.0,100.0
Ch06,2015-08-04,100.0,1,3.283916666666667,,35.62,94.06,Zhao_2021,temp,100.0,100.0
Ch06,2016-08-23,100.0,1,4.14425,,35.62,94.06,Zhao_2021,temp,100.0,100.0
Ch06,2017-08-20,100.0,1,2.8077083333333337,,35.62,94.06,Zhao_2021,temp,100.0,100.0
Ch06,2018-09-01,100.0,1,2.8625454545454545,,35.62,94.06,Zhao_2021,temp,100.0,100.0
QT08,2010-06-06,,0,0.12136170212765957,240.0,35.22,93.08,Zhao_2021,temp,,240.0
QT08,2011-10-12,,0,0.013520833333333334,240.0,35.22,93.08,Zhao_2021,temp,,240.0
QT08,2012-09-15,200.0,1,0.34022916666666675,,35.22,93.08,Zhao_2021,temp,200.0,200.0
QT08,2013-09-29,,0,0.03768749999999999,240.0,35.22,93.08,Zhao_2021,temp,,240.0
QT08,2014-11-10,,0,0.031208333333333328,240.0,35.22,93.08,Zhao_2021,temp,,240.0
QT08,2015-11-14,,0,0.022770833333333348,240.0,35.22,93.08,Zhao_2021,temp,,240.0
QT08,2016-10-14,,0,0.049479166666666664,240.0,35.22,93.08,Zhao_2021,temp,,240.0
QT08,2017-10-24,,0,0.10160416666666668,240.0,35.22,93.08,Zhao_2021,temp,,240.0
QT08,2018-10-18,,0,0.09179166666666666,240.0,35.22,93.08,Zhao_2021,temp,,240.0
QT01,2004-09-06,100.0,1,1.79,,35.14,93.04,Zhao_2021,temp,100.0,100.0
QT01,2005-09-04,100.0,1,2.03,,35.14,93.04,Zhao_2021,temp,100.0,100.0
QT01,2006-08-12,100.0,1,2.2234583333333333,,35.14,93.04,Zhao_2021,temp,100.0,100.0
QT01,2007-08-26,100.0,1,1.8287083333333338,,35.14,93.04,Zhao_2021,temp,100.0,100.0
QT01,2008-08-28,100.0,1,1.9742499999999996,,35.14,93.04,Zhao_2021,temp,100.0,100.0
QT01,2009-09-15,100.0,1,2.6224166666666666,,35.14,93.04,Zhao_2021,temp,100.0,100.0
QT01,2010-08-12,100.0,1,2.674833333333334,,35.14,93.04,Zhao_2021,temp,100.0,100.0
QT01,2011-09-07,100.0,1,2.9474583333333335,,35.14,93.04,Zhao_2021,temp,100.0,100.0
QT01,2012-08-17,100.0,1,3.087166666666666,,35.14,93.04,Zhao_2021,temp,100.0,100.0
QT01,2013-08-23,100.0,1,3.172333333333333,,35.14,93.04,Zhao_2021,temp,100.0,100.0
QT03,2004-10-04,200.0,1,0.23,,34.82,92.92,Zhao_2021,temp,200.0,200.0
QT03,2005-10-17,200.0,1,0.17,,34.82,92.92,Zhao_2021,temp,200.0,200.0
QT03,2006-10-01,200.0,1,0.40195833333333336,,34.82,92.92,Zhao_2021,temp,200.0,200.0
QT03,2007-10-07,200.0,1,0.3667916666666666,,34.82,92.92,Zhao_2021,temp,200.0,200.0
QT03,2008-10-05,200.0,1,0.3845416666666666,,34.82,92.92,Zhao_2021,temp,200.0,200.0
QT03,2009-09-24,200.0,1,0.7523749999999998,,34.82,92.92,Zhao_2021,temp,200.0,200.0
QT03,2010-09-25,200.0,1,0.9729166666666665,,34.82,92.92,Zhao_2021,temp,200.0,200.0
QT03,2011-09-26,200.0,1,0.9210833333333333,,34.82,92.92,Zhao_2021,temp,200.0,200.0
QT03,2012-09-18,,0,0.065125,240.0,34.82,92.92,Zhao_2021,temp,,240.0
QT03,2013-10-12,,0,0.05683333333333335,240.0,34.82,92.92,Zhao_2021,temp,,240.0
QT03,2014-10-04,,0,0.058434782608695654,240.0,34.82,92.92,Zhao_2021,temp,,240.0
Ch01,2003-09-01,100.0,1,1.41,,34.73,92.89,Zhao_2021,temp,100.0,100.0
Ch01,2004-09-07,100.0,1,1.41,,34.73,92.89,Zhao_2021,temp,100.0,100.0
Ch01,2005-09-03,100.0,1,1.54,,34.73,92.89,Zhao_2021,temp,100.0,100.0
Ch01,2006-09-09,,0,0.11,160.0,34.73,92.89,Zhao_2021,temp,,160.0
Ch01,2007-09-12,,0,0.17458333333333334,160.0,34.73,92.89,Zhao_2021,temp,,160.0
Ch01,2008-09-27,,0,0.17850000000000002,160.0,34.73,92.89,Zhao_2021,temp,,160.0
Ch01,2009-09-14,,0,0.2880833333333333,160.0,34.73,92.89,Zhao_2021,temp,,160.0
Ch01,2010-09-23,,0,0.4825,160.0,34.73,92.89,Zhao_2021,temp,,160.0
Ch01,2011-09-06,,0,0.53875,160.0,34.73,92.89,Zhao_2021,temp,,160.0
Ch01,2012-08-20,,0,0.6625,160.0,34.73,92.89,Zhao_2021,temp,,160.0
Ch01,2013-08-24,,0,0.8200833333333333,160.0,34.73,92.89,Zhao_2021,temp,,160.0
Ch01,2014-09-12,,0,0.6861666666666667,160.0,34.73,92.89,Zhao_2021,temp,,160.0
QT05,2004-10-04,210.0,1,1.81,,33.96,92.34,Zhao_2021,temp,210.0,210.0
QT05,2005-09-18,210.0,1,1.83,,33.96,92.34,Zhao_2021,temp,210.0,210.0
QT05,2006-09-16,210.0,1,2.2507083333333333,,33.96,92.34,Zhao_2021,temp,210.0,210.0
QT05,2007-09-06,210.0,1,2.0140833333333332,,33.96,92.34,Zhao_2021,temp,210.0,210.0
QT05,2008-09-01,210.0,1,1.7322083333333333,,33.96,92.34,Zhao_2021,temp,210.0,210.0
QT05,2009-09-23,210.0,1,2.0424583333333337,,33.96,92.34,Zhao_2021,temp,210.0,210.0
QT05,2010-09-27,210.0,1,2.385833333333333,,33.96,92.34,Zhao_2021,temp,210.0,210.0
QT05,2011-09-12,210.0,1,2.0883749999999996,,33.96,92.34,Zhao_2021,temp,210.0,210.0
QT05,2012-09-15,210.0,1,2.066333333333333,,33.96,92.34,Zhao_2021,temp,210.0,210.0
QT05,2013-08-31,210.0,1,2.6501249999999996,,33.96,92.34,Zhao_2021,temp,210.0,210.0
Ch04,2002-08-24,50.0,1,2.53025,,31.82,91.74,Zhao_2021,temp,50.0,50.0
Ch04,2003-09-24,95.0,1,0.65,,31.82,91.74,Zhao_2021,temp,95.0,95.0
Ch04,2005-09-29,95.0,1,0.7631666666666667,,31.82,91.74,Zhao_2021,temp,95.0,95.0
Ch04,2006-09-29,95.0,1,0.7631666666666667,,31.82,91.74,Zhao_2021,temp,95.0,95.0
Ch04,2007-10-03,95.0,1,0.29783333333333334,,31.82,91.74,Zhao_2021,temp,95.0,95.0
