site_id,date,lat,lon,thaw_depth,pf_observed,pf_depth,obs_limit,method,gpr_native_count,gpr_aggregation_spacing_m,quality_flag_summary_statistic,source
GPRT15,2011-08-18,67.12387409015571,-50.180634679125006,49.170373874999996,1,49.170373874999996,,gp,2,5.0,True,Petrone_etal_2016
GPRT15,2011-08-18,67.12388045493677,-50.18056380463704,69.48286875,1,69.48286875,,gp,2,5.0,True,Petrone_etal_2016
GPRT15,2011-08-18,67.12388887303472,-50.180426850695675,48.32402025,1,48.32402025,,gp,3,5.0,True,Petrone_etal_2016
GPRT15,2011-08-18,67.12389261809754,-50.180311648413756,52.2172485,1,52.2172485,,gp,2,5.0,True,Petrone_etal_2016
GPRT15,2011-08-18,67.12389957104307,-50.18018058417595,45.61568774999999,1,45.61568774999999,,gp,2,5.0,True,Petrone_etal_2016
GPRT15,2011-08-18,67.1239039862275,-50.180079460166056,40.029751125000004,1,40.029751125000004,,gp,2,5.0,True,Petrone_etal_2016
GPRT15,2011-08-18,67.12390755171917,-50.17998758631948,45.61568775,1,45.61568775,,gp,3,5.0,True,Petrone_etal_2016
GPRT15,2011-08-18,67.12391182659599,-50.17985914855909,50.185998000000005,1,50.185998000000005,,gp,2,5.0,True,Petrone_etal_2016
GPRT15,2011-08-18,67.12391463960277,-50.17973721529395,39.5219385,1,39.5219385,,gp,3,5.0,True,Petrone_etal_2016
GPRT15,2011-08-18,67.12391761364209,-50.179617543470705,44.261520749999995,1,44.261520749999995,,gp,3,5.0,True,Petrone_etal_2016
GPRT15,2011-08-18,67.12392088736078,-50.179498015143004,44.6000625,1,44.6000625,,gp,3,5.0,True,Petrone_etal_2016
GPRT15,2011-08-18,67.1239186665153,-50.17935669541482,39.5219385,1,39.5219385,,gp,1,5.0,False,Petrone_etal_2016
GPRT15,2011-08-18,67.12392222692222,-50.17929302373263,62.897675850000006,1,62.897675850000006,,gp,3,5.0,True,Petrone_etal_2016
GPRT15,2011-08-18,67.12392612338219,-50.17923656408082,81.7457004,1,81.7457004,,gp,1,5.0,False,Petrone_etal_2016
GPRT15,2011-08-18,67.1239308832087,-50.17917354328062,72.94361880000001,1,72.94361880000001,,gp,3,5.0,True,Petrone_etal_2016
GPRT15,2011-08-18,67.12393767705068,-50.1790407932866,84.386323125,1,84.386323125,,gp,2,5.0,True,Petrone_etal_2016
GPRT15,2011-08-18,67.1239424736564,-50.1789267459484,79.10507475,1,79.10507475,,gp,2,5.0,True,Petrone_etal_2016
GPRT15,2011-08-18,67.12394903740633,-50.17880745154159,79.76523116249999,1,79.76523116249999,,gp,2,5.0,True,Petrone_etal_2016
