lat,lon,pf_observed,thaw_depth,obs_limit,site_id,source,date,pf_depth,method
65.75462288,-156.5473158,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.75387237,-156.5544447,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.7542795,-156.5569657,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.75501499,-156.5546427,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.75566376,-156.5501648,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.75328502,-156.5516234,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.75280446,-156.554272,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.75247588,-156.5067764,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.75338522,-156.5086907,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.70160845,-156.402792,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.71494658,-156.3628097,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.71587876,-156.3632006,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.71108538,-156.2742541,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.61938183,-156.485173,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.61804394,-156.4843579,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.73600422,-156.386334,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.871383,-156.2633635,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.6946015,-156.4386058,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.70268798,-156.4098846,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.68853913,-156.3848795,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.66402625,-156.3809392,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.65693707,-156.404474,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.65718675,-156.4017107,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.6601671,-156.4636186,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.66040048,-156.4612707,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.65955849,-156.4652451,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.65455961,-156.4809067,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.6237176,-156.5420945,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.61963987,-156.5360734,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.61644221,-156.5276245,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.61512559,-156.5082341,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.6188089,-156.4876121,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.80531869,-156.3625628,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.68848243,-156.459476,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.68800673,-156.4620135,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.68973186,-156.4527504,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.71937831,-156.5221104,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.77464417,-156.4601455,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.67167051,-156.5884042,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.72552717,-156.2098856,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
65.72644105,-156.2102443,1,,,polysample,Koyukuk_2018,2018-07-08,,tp
