site_id,source,date,lat,lon,pf_observed,pf_depth,pf_depth_std,n_measurements,thaw_depth,obs_limit,method,timeSinceFire,org_thick,burn_unburn,measured_thaw_depth,measured_date
YKD,Talucci_2024,2015-10-16,61.30278,-162.5308,1,118.0,15.77,30,118.0,,unknown,0,,burned,,
YKD,Talucci_2024,2015-10-16,61.30278,-162.5308,1,52.53,5.74,30,52.53,,unknown,,,unburned,,
YKD,Talucci_2024,2015-10-16,61.3075,-162.4442,1,65.53,10.18,15,65.53,,unknown,,,unburned,,
YKD,Talucci_2024,2017-10-05,61.32074,-163.244,1,52.56,6.35,9,52.56,,unknown,,,unburned,,
YKD,Talucci_2024,2017-10-05,61.3208,-163.243,1,58.67,7.31,9,58.67,,unknown,2,,burned,,
g,Talucci_2024,2019-10-02,61.3222,-163.01,1,91.07,23.39,14,91.07,,unknown,4,25.0,burned,,
g,Talucci_2024,2019-10-02,61.3223,-163.01,1,87.29,32.28,14,87.29,,unknown,4,25.0,burned,,
g,Talucci_2024,2019-10-02,61.3225,-163.01,1,105.6,24.27,15,105.6,,unknown,4,25.0,burned,,
g,Talucci_2024,2019-10-02,61.332,-163.016,1,78.33,34.83,12,78.33,,unknown,,25.0,unburned,,
g,Talucci_2024,2019-10-02,61.3321,-163.016,1,81.38,32.02,13,81.38,,unknown,,25.0,unburned,,
g,Talucci_2024,2019-10-02,61.3322,-163.016,1,84.83,31.11,12,84.83,,unknown,,25.0,unburned,,
yk_delta_izaviknek_uplands,Talucci_2024,2017-10-05,61.3324,-162.8406,1,60.79,10.57,19,60.79,,unknown,46,26.0,burned,,
yk_delta_izaviknek_uplands,Talucci_2024,2017-10-05,61.337,-162.8637,1,60.14,11.35,22,60.14,,unknown,32,33.0,burned,,
yk_delta_izaviknek_uplands,Talucci_2024,2017-10-05,61.3398,-162.8462,1,65.5,10.0,22,65.5,,unknown,32,21.0,burned,,
yk_delta_izaviknek_uplands,Talucci_2024,2017-10-05,61.3414,-162.8539,1,56.38,9.26,21,56.38,,unknown,32,38.0,burned,,
YKD,Talucci_2024,2017-10-05,61.35149,-163.023,1,54.22,12.6,9,54.22,,unknown,45,,burned,,
samba_1967,Talucci_2024,2015-10-10,61.355,-121.0081,1,69.27,12.19,227,69.27,,unknown,48,300.0,burned,,
samba_1967,Talucci_2024,2016-09-26,61.355,-121.0081,1,54.38,13.18,227,54.38,,unknown,49,300.0,burned,,
samba_1967,Talucci_2024,2016-09-26,61.355,-121.0081,1,73.66,25.14,227,73.66,,unknown,52,200.0,burned,,
samba_1967,Talucci_2024,2015-10-10,61.355,-121.0080556,1,74.95,26.32,58,74.95,,unknown,48,300.0,burned,,
yk_delta_izaviknek_uplands,Talucci_2024,2017-10-05,61.3681,-162.8823,1,65.5,12.09,20,65.5,,unknown,10,40.0,burned,,
ZF20-125,Talucci_2024,2019-10-04,61.59479,-117.151,1,117.2,16.9,5,117.2,,unknown,5,6.76,burned,,
ZF20-125,Talucci_2024,2019-10-04,61.59649,-117.155,1,109.4,38.37,5,109.4,,unknown,5,15.2,burned,,
ZF20-40,Talucci_2024,2015-09-29,61.63213,-117.13,1,125.6,25.1,5,125.6,,unknown,1,29.5,burned,,
ZF20-40,Talucci_2024,2019-10-04,61.63229,-117.13,1,150.0,,1,150.0,,unknown,5,29.5,burned,149.0,2019-09-29
ZF20-6,Talucci_2024,2017-09-28,61.68932,-116.952,1,2.0,0.0,11,2.0,,unknown,3,4.2,burned,,
ZF20-6,Talucci_2024,2018-09-18,61.68932,-116.952,1,68.0,5.83,11,68.0,,unknown,4,4.2,burned,,
ZF20-6,Talucci_2024,2019-10-04,61.68932,-116.952,1,151.0,0.0,11,151.0,,unknown,5,4.2,burned,,
ZF20-6,Talucci_2024,2015-09-27,61.69145,-116.956,1,109.0,0.0,9,109.0,,unknown,1,4.2,burned,,
b5,Talucci_2024,2015-09-27,61.69166,-116.95312,1,76.24,15.34,21,76.24,,unknown,1,20.0,burned,,
b5,Talucci_2024,2016-09-25,61.69166,-116.9531,1,114.33,37.0,20,114.33,,unknown,2,20.0,burned,,
b5,Talucci_2024,2017-09-28,61.69166,-116.9531,1,102.2,11.14,20,102.2,,unknown,3,20.0,burned,,
ZF20-12,Talucci_2024,2015-09-27,61.73387,-116.832,1,79.7,23.53,10,79.7,,unknown,1,42.6,burned,,
ZF20-12,Talucci_2024,2019-10-04,61.73404,-116.832,1,175.2,35.89,5,175.2,,unknown,5,42.6,burned,,
ZF20-12,Talucci_2024,2015-09-27,61.73695,-116.834,1,107.71,3.4,7,107.71,,unknown,1,6.75,burned,,
ZF20-11,Talucci_2024,2015-09-27,61.75223,-116.817,1,104.67,11.74,19,104.67,,unknown,1,20.2,burned,,
ZF20-11,Talucci_2024,2016-09-26,61.75223,-116.817,1,121.5,19.22,19,121.5,,unknown,2,20.2,burned,,
ZF20-11,Talucci_2024,2017-09-28,61.75223,-116.817,1,100.8,48.25,19,100.8,,unknown,3,20.2,burned,,
ZF20-11,Talucci_2024,2018-09-17,61.75226,-116.817,1,99.0,,1,99.0,,unknown,4,20.2,burned,100.0,2018-10-26
ZF20-11,Talucci_2024,2018-09-17,61.75229,-116.817,1,104.0,0.0,2,104.0,,unknown,4,20.2,burned,,
ZF20-11,Talucci_2024,2018-09-17,61.75235,-116.817,1,119.0,,1,119.0,,unknown,4,20.2,burned,120.0,2018-10-26
ZF20-11,Talucci_2024,2018-09-17,61.75243,-116.817,1,107.0,,6,107.0,,unknown,4,20.2,burned,,
ZF20-11,Talucci_2024,2019-10-04,61.75243,-116.817,1,129.6,10.99,6,129.6,,unknown,5,20.2,burned,,
ZF20-9,Talucci_2024,2015-09-27,61.79548,-116.74,1,88.7,23.57,10,88.7,,unknown,1,23.8,burned,,
ZF20-9,Talucci_2024,2019-10-04,61.79568,-116.74,1,113.25,38.99,4,113.25,,unknown,5,23.8,burned,,
ZF20-9,Talucci_2024,2015-09-27,61.79591,-116.737,1,84.88,23.38,8,84.88,,unknown,1,28.7,burned,,
ZF20-10,Talucci_2024,2015-09-27,61.8041,-116.716,1,110.25,10.18,8,110.25,,unknown,1,17.3,burned,,
ZF20-10,Talucci_2024,2016-09-26,61.8041,-116.716,1,101.5,29.1,8,101.5,,unknown,2,17.3,burned,,
ZF20-10,Talucci_2024,2018-09-17,61.80413,-116.716,1,89.0,,1,89.0,,unknown,4,17.3,burned,90.0,2018-10-26
ZF20-10,Talucci_2024,2018-09-17,61.80418,-116.716,1,89.0,,1,89.0,,unknown,4,17.3,burned,90.0,2018-10-26
ZF20-10,Talucci_2024,2018-09-17,61.80422,-116.716,1,94.0,,1,94.0,,unknown,4,17.3,burned,95.0,2018-10-26
ZF20-10,Talucci_2024,2018-09-17,61.80428,-116.716,1,104.0,,1,104.0,,unknown,4,17.3,burned,105.0,2018-10-26
frk,Talucci_2024,2019-09-18,61.82019,130.2335,1,116.6,28.02,5,116.6,,unknown,,1.025,unburned,,
frk,Talucci_2024,2019-09-18,61.82024,130.2339,1,124.8,14.17,5,124.8,,unknown,,0.7,unburned,,
frk,Talucci_2024,2019-09-18,61.82039,130.2348,1,122.0,24.78,5,122.0,,unknown,17,0.375,burned,,
frk,Talucci_2024,2019-09-18,61.82046,130.2353,1,124.8,8.64,5,124.8,,unknown,17,0.45,burned,,
frk,Talucci_2024,2019-09-18,61.8205,130.2357,1,114.6,15.68,5,114.6,,unknown,17,0.425,burned,,
frk,Talucci_2024,2019-09-18,61.82058,130.2362,1,125.8,22.45,5,125.8,,unknown,17,0.375,burned,,
frk,Talucci_2024,2019-09-18,61.82066,130.2371,1,141.4,42.92,5,141.4,,unknown,17,0.625,burned,,
frk,Talucci_2024,2019-09-18,61.82077,130.2381,1,162.4,17.99,5,162.4,,unknown,17,0.875,burned,,
ZF20-8,Talucci_2024,2015-09-27,61.84134,-116.636,1,114.67,11.06,11,114.67,,unknown,1,24.7,burned,,
ZF20-8,Talucci_2024,2016-09-26,61.84134,-116.636,1,132.8,20.2,11,132.8,,unknown,2,24.7,burned,,
frk,Talucci_2024,2019-09-18,61.84199,130.2453,1,125.4,25.66,5,125.4,,unknown,17,1.075,burned,,
frk,Talucci_2024,2019-09-18,61.842,130.2445,1,128.0,18.14,5,128.0,,unknown,17,0.4,burned,,
frk,Talucci_2024,2019-09-18,61.84203,130.2463,1,72.8,17.51,5,72.8,,unknown,,8.425,unburned,,
frk,Talucci_2024,2019-09-18,61.84206,130.243,1,135.8,15.22,5,135.8,,unknown,17,0.625,burned,,
ZF20-8,Talucci_2024,2015-09-27,61.84331,-116.636,1,114.0,45.46,19,114.0,,unknown,1,21.3,burned,,
ZF20-8,Talucci_2024,2016-09-26,61.84331,-116.636,1,102.0,36.14,19,102.0,,unknown,2,21.3,burned,,
ZF20-8,Talucci_2024,2017-09-28,61.84331,-116.636,1,102.0,26.9,19,102.0,,unknown,3,21.3,burned,,
ZF20-8,Talucci_2024,2018-09-16,61.84337,-116.636,1,104.0,,1,104.0,,unknown,4,21.3,burned,105.0,2018-10-04
ZF20-8,Talucci_2024,2018-09-16,61.84344,-116.636,1,99.0,,1,99.0,,unknown,4,21.3,burned,100.0,2018-10-04
ZF20-8,Talucci_2024,2018-09-16,61.84346,-116.636,1,89.0,,1,89.0,,unknown,4,21.3,burned,90.0,2018-10-04
ZF20-8,Talucci_2024,2018-09-16,61.8435,-116.636,1,84.0,,3,84.0,,unknown,4,21.3,burned,,
ZF20-8,Talucci_2024,2019-10-04,61.8435,-116.636,1,129.0,5.66,3,129.0,,unknown,5,21.3,burned,,
rob,Talucci_2024,2019-09-18,61.85087,130.4242,1,68.4,16.47,5,68.4,,unknown,,5.075,unburned,,
rob,Talucci_2024,2019-09-18,61.85127,130.4247,1,127.25,9.46,4,127.25,,unknown,17,0.725,burned,,
rob,Talucci_2024,2019-09-18,61.85182,130.4254,1,133.2,6.69,5,133.2,,unknown,17,0.55,burned,,
rob,Talucci_2024,2019-09-18,61.85239,130.4261,1,89.8,30.01,5,89.8,,unknown,17,3.9,burned,,
rob,Talucci_2024,2019-09-18,61.85692,130.4106,1,90.2,28.67,5,90.2,,unknown,,1.0,unburned,,
rob,Talucci_2024,2019-09-18,61.85709,130.4114,1,147.4,18.28,5,147.4,,unknown,17,0.95,burned,,
rob,Talucci_2024,2019-09-18,61.85722,130.4122,1,151.2,16.08,5,151.2,,unknown,17,1.125,burned,,
rob,Talucci_2024,2019-09-18,61.85747,130.4135,1,168.6,20.57,5,168.6,,unknown,17,0.225,burned,,
ZF20-4,Talucci_2024,2015-09-27,61.86111,-116.596,1,108.0,,8,108.0,,unknown,1,4.35,burned,,
ZF20-4,Talucci_2024,2016-09-27,61.86111,-116.596,1,101.14,16.51,8,101.14,,unknown,2,4.35,burned,,
ZF20-4,Talucci_2024,2015-09-27,61.86259,-116.597,1,81.33,20.55,6,81.33,,unknown,1,5.25,burned,,
ZF20-4,Talucci_2024,2017-09-28,61.86259,-116.597,1,88.0,4.36,6,88.0,,unknown,3,5.25,burned,,
ZF20-4,Talucci_2024,2018-09-17,61.86262,-116.597,1,94.0,,1,94.0,,unknown,4,5.25,burned,95.0,2018-10-28
ZF20-4,Talucci_2024,2018-09-17,61.86266,-116.597,1,99.0,,1,99.0,,unknown,4,5.25,burned,100.0,2018-10-28
b8,Talucci_2024,2016-09-27,61.86268,-116.597,1,123.0,24.38,34,123.0,,unknown,2,21.0,burned,,
b8,Talucci_2024,2017-09-28,61.86268,-116.597,1,76.0,31.11,34,76.0,,unknown,3,21.0,burned,,
b8,Talucci_2024,2018-09-17,61.86268,-116.597,1,138.67,40.2,34,138.67,,unknown,4,21.0,burned,,
b8,Talucci_2024,2015-09-27,61.86268,-116.59698,1,95.37,15.11,27,95.37,,unknown,1,21.0,burned,,
ZF20-4,Talucci_2024,2018-09-17,61.86271,-116.597,1,94.0,,1,94.0,,unknown,4,5.25,burned,95.0,2018-10-28
ZF20-4,Talucci_2024,2018-09-17,61.86277,-116.597,1,74.0,,5,74.0,,unknown,4,5.25,burned,,
ZF20-4,Talucci_2024,2019-10-04,61.86277,-116.597,1,113.75,16.17,5,113.75,,unknown,5,5.25,burned,,
rob,Talucci_2024,2019-09-18,61.8727,130.4798,1,79.4,24.0,5,79.4,,unknown,,5.55,unburned,,
rob,Talucci_2024,2019-09-18,61.87308,130.4793,1,109.4,21.59,5,109.4,,unknown,17,1.725,burned,,
rob,Talucci_2024,2019-09-18,61.87347,130.4785,1,114.0,32.26,5,114.0,,unknown,17,3.075,burned,,
rob,Talucci_2024,2019-09-18,61.87409,130.4778,1,120.2,12.76,5,120.2,,unknown,17,1.05,burned,,
yert,Talucci_2024,2019-09-18,61.93153,126.119,1,166.43,14.37,7,166.43,,unknown,,6.1,unburned,,
yert,Talucci_2024,2019-09-18,61.94,126.0829,1,149.5,21.2,10,149.5,,unknown,,9.4,unburned,,
yert,Talucci_2024,2019-09-18,61.95274,126.0764,1,141.4,11.92,10,141.4,,unknown,1,5.3,burned,,
ZF20-43,Talucci_2024,2015-09-27,61.95359,-116.501,1,98.9,28.45,10,98.9,,unknown,1,25.6,burned,,
ZF20-43,Talucci_2024,2018-09-17,61.95361,-116.501,1,94.0,,1,94.0,,unknown,4,25.6,burned,95.0,2018-10-28
ZF20-43,Talucci_2024,2018-09-17,61.95362,-116.501,1,64.0,,1,64.0,,unknown,4,25.6,burned,65.0,2018-10-28
ZF20-43,Talucci_2024,2018-09-17,61.95368,-116.501,1,102.75,32.5,9,102.75,,unknown,4,25.6,burned,,
ZF20-43,Talucci_2024,2019-10-04,61.95368,-116.501,1,112.2,35.46,9,112.2,,unknown,5,25.6,burned,,
maya,Talucci_2024,2019-09-18,61.95503,130.1675,1,155.6,11.44,5,155.6,,unknown,17,0.475,burned,,
maya,Talucci_2024,2019-09-18,61.95528,130.1689,1,129.4,26.26,5,129.4,,unknown,17,0.425,burned,,
maya,Talucci_2024,2019-09-18,61.95543,130.1698,1,152.8,13.7,5,152.8,,unknown,17,0.575,burned,,
maya,Talucci_2024,2019-09-18,61.95553,130.1708,1,84.6,18.96,5,84.6,,unknown,,2.65,unburned,,
yert,Talucci_2024,2019-09-18,61.95941,126.0171,1,116.9,12.79,10,116.9,,unknown,,11.3,unburned,,
yert,Talucci_2024,2019-09-18,61.9606,126.0195,1,203.0,10.0,10,203.0,,unknown,1,3.5,burned,,
yert,Talucci_2024,2019-09-18,61.96198,126.0099,1,114.0,19.14,10,114.0,,unknown,,12.9,unburned,,
yert,Talucci_2024,2019-09-18,61.96376,126.0095,1,177.2,9.58,10,177.2,,unknown,1,1.8,burned,,
fortsimpson_2006,Talucci_2024,2016-09-26,61.99,-121.398,1,115.52,21.12,164,115.52,,unknown,10,200.0,burned,,
fortsimpson_2006,Talucci_2024,2015-09-27,61.99,-121.398,1,107.35,29.76,164,107.35,,unknown,9,200.0,burned,,
fortsimpson_unburn,Talucci_2024,2015-09-27,61.99277778,-121.3830556,1,65.18,21.22,60,65.18,,unknown,,300.0,unburned,,
fortsimpson_unburn,Talucci_2024,2015-09-27,61.99278,-121.3831,1,69.54,23.38,123,69.54,,unknown,,300.0,unburned,,
fortsimpson_1995,Talucci_2024,2015-09-27,61.99583,-121.3958,1,86.93,37.49,118,86.93,,unknown,20,300.0,burned,,
fortsimpson_1995,Talucci_2024,2016-09-26,61.99583,-121.3958,1,112.3,28.59,118,112.3,,unknown,21,300.0,burned,,
camsell_unburn,Talucci_2024,2015-09-26,61.99583333,-122.5730556,1,54.0,,1,54.0,,unknown,,230.0,unburned,44.0,2015-07-28
fortsimpson_1995,Talucci_2024,2015-09-27,61.99583333,-121.3958333,1,80.98,30.09,60,80.98,,unknown,20,300.0,burned,,
korova,Talucci_2024,2019-09-18,61.99669,131.8222,1,83.0,11.51,5,83.0,,unknown,17,1.175,burned,,
korova,Talucci_2024,2019-09-18,61.99706,131.821,1,103.8,24.89,5,103.8,,unknown,17,0.7,burned,,
korova,Talucci_2024,2019-09-18,61.99731,131.8201,1,96.8,19.66,5,96.8,,unknown,17,4.825,burned,,
korova,Talucci_2024,2019-09-18,61.99755,131.8193,1,45.6,13.45,5,45.6,,unknown,,,unburned,,
east_fork,Talucci_2024,2023-09-27,62.02393,-163.0396,1,94.82,15.15,11,94.82,,unknown,1,34.3,burned,,
HWY3-UB-1,Talucci_2024,2019-10-04,62.02819,-116.316,1,61.8,7.4,5,61.8,,unknown,,46.8,unburned,,
ub2,Talucci_2024,2016-09-25,62.02892,-116.3139,1,70.37,9.36,217,70.37,,unknown,,60.0,unburned,,
east_fork,Talucci_2024,2023-09-27,62.03624,-163.0819,1,101.09,21.14,11,101.09,,unknown,1,27.1,burned,,
east_fork,Talucci_2024,2023-09-26,62.0503,-163.0684,1,175.73,30.52,11,175.73,,unknown,1,20.4,burned,,
east_fork,Talucci_2024,2023-09-26,62.05434,-162.9461,1,123.2,14.94,10,123.2,,unknown,1,28.7,burned,,
east_fork,Talucci_2024,2023-09-26,62.05788,-162.944,1,158.27,35.44,11,158.27,,unknown,1,20.1,burned,,
yert,Talucci_2024,2019-09-18,62.06311,125.8376,1,90.8,11.96,10,90.8,,unknown,,7.4,unburned,,
yert,Talucci_2024,2019-09-18,62.06353,125.8464,1,93.5,13.28,10,93.5,,unknown,,10.3,unburned,,
yert,Talucci_2024,2019-09-18,62.06522,125.8492,1,82.3,7.53,10,82.3,,unknown,,10.6,unburned,,
east_fork,Talucci_2024,2023-09-26,62.06581,-163.0554,1,76.0,19.52,21,76.0,,unknown,1,24.0,burned,,
yert,Talucci_2024,2019-09-18,62.07055,125.9119,1,112.9,12.06,10,112.9,,unknown,1,3.0,burned,,
east_fork,Talucci_2024,2023-09-26,62.07224,-163.0426,1,125.27,47.79,11,125.27,,unknown,1,20.0,burned,,
yert,Talucci_2024,2019-09-18,62.07247,125.8988,1,145.3,10.06,10,145.3,,unknown,1,3.1,burned,,
yert,Talucci_2024,2019-09-18,62.07349,125.907,1,153.7,7.99,10,153.7,,unknown,1,2.3,burned,,
yert,Talucci_2024,2019-09-18,62.07673,125.9035,1,141.3,15.9,10,141.3,,unknown,1,2.5,burned,,
yert,Talucci_2024,2019-09-18,62.07789,125.8963,1,104.1,6.98,10,104.1,,unknown,1,9.6,burned,,
yert,Talucci_2024,2019-09-18,62.07823,125.9636,1,184.8,20.86,10,184.8,,unknown,1,6.0,burned,,
yert,Talucci_2024,2019-09-18,62.07857,125.9267,1,154.6,34.86,10,154.6,,unknown,1,2.7,burned,,
yert,Talucci_2024,2019-09-18,62.08051,125.9102,1,109.2,11.45,10,109.2,,unknown,1,6.8,burned,,
yert,Talucci_2024,2019-09-18,62.08263,125.9043,1,158.7,12.6,10,158.7,,unknown,1,2.4,burned,,
east_fork,Talucci_2024,2023-09-26,62.08422,-163.0353,1,108.45,28.43,11,108.45,,unknown,1,19.0,burned,,
yert,Talucci_2024,2019-09-18,62.08689,125.961,1,203.8,5.57,10,203.8,,unknown,1,4.6,burned,,
east_fork,Talucci_2024,2023-09-26,62.08968,-163.1051,1,68.55,17.62,11,68.55,,unknown,,31.2,unburned,,
east_fork,Talucci_2024,2023-09-26,62.09795,-163.0901,1,83.9,20.53,10,83.9,,unknown,,40.2,unburned,,
east_fork,Talucci_2024,2023-09-26,62.10717,-163.0713,1,54.0,4.22,21,54.0,,unknown,,40.2,unburned,,
east_fork,Talucci_2024,2023-09-26,62.10877,-162.9975,1,94.55,27.39,11,94.55,,unknown,1,20.2,burned,,
east_fork,Talucci_2024,2023-09-26,62.1123,-163.0652,1,74.18,16.5,11,74.18,,unknown,,33.2,unburned,,
east_fork,Talucci_2024,2023-09-26,62.11291,-162.9966,1,119.36,20.84,11,119.36,,unknown,1,10.1,burned,,
east_fork,Talucci_2024,2023-09-26,62.12627,-163.0249,1,101.45,20.97,11,101.45,,unknown,1,16.1,burned,,
east_fork,Talucci_2024,2023-09-25,62.15763,-162.9708,1,74.82,18.97,17,74.82,,unknown,1,33.9,burned,,
east_fork,Talucci_2024,2023-09-25,62.16423,-162.9667,1,63.82,13.28,11,63.82,,unknown,1,36.5,burned,,
east_fork,Talucci_2024,2023-09-25,62.18034,-162.9605,1,176.36,37.71,11,176.36,,unknown,1,15.7,burned,,
east_fork,Talucci_2024,2023-09-25,62.19803,-162.9358,1,77.18,19.18,11,77.18,,unknown,1,33.4,burned,,
east_fork,Talucci_2024,2023-09-25,62.20332,-162.9201,1,75.27,12.8,11,75.27,,unknown,1,25.0,burned,,
CG2-5,Talucci_2024,2019-10-04,62.21236,-116.313,1,57.0,8.15,5,57.0,,unknown,,13.5,unburned,,
east_fork,Talucci_2024,2023-09-25,62.23914,-162.9392,1,104.18,40.69,11,104.18,,unknown,1,28.4,burned,,
east_fork,Talucci_2024,2023-09-25,62.24113,-162.9426,1,83.09,18.18,11,83.09,,unknown,1,30.6,burned,,
east_fork,Talucci_2024,2023-09-25,62.24367,-162.9476,1,88.36,9.12,11,88.36,,unknown,1,34.9,burned,,
camsell_unburn,Talucci_2024,2015-09-28,62.24611,-122.5731,1,67.02,13.56,131,67.02,,unknown,,230.0,unburned,,
camsell_1975,Talucci_2024,2015-09-26,62.24611111,-122.6355556,1,65.0,,1,65.0,,unknown,40,230.0,burned,53.0,2015-07-28
camsell_unburn,Talucci_2024,2015-09-27,62.24611111,-122.5730556,1,63.75,10.48,67,63.75,,unknown,,230.0,unburned,,
east_fork,Talucci_2024,2023-09-25,62.2596,-162.8912,1,85.09,11.33,11,85.09,,unknown,1,46.9,burned,,
east_fork,Talucci_2024,2023-09-25,62.27045,-162.8983,1,87.91,10.34,11,87.91,,unknown,1,45.9,burned,,
camsell_1975,Talucci_2024,2015-09-26,62.29972,-122.6356,1,64.77,13.18,117,64.77,,unknown,40,230.0,burned,,
camsell_1975,Talucci_2024,2016-09-26,62.29972,-122.6356,1,88.13,32.09,117,88.13,,unknown,41,230.0,burned,,
camsell_1975,Talucci_2024,2015-09-26,62.29972222,-122.6355556,1,65.85,19.74,62,65.85,,unknown,40,230.0,burned,,
east_fork,Talucci_2024,2023-09-25,62.30191,-162.8341,1,150.18,42.57,11,150.18,,unknown,1,19.5,burned,,
east_fork,Talucci_2024,2023-09-25,62.31556,-162.8376,1,77.27,18.18,11,77.27,,unknown,1,33.0,burned,,
b9,Talucci_2024,2016-09-26,62.34465,-116.4817,1,76.16,13.1,34,76.16,,unknown,2,80.0,burned,,
b9,Talucci_2024,2017-09-26,62.34465,-116.4817,1,59.25,7.23,34,59.25,,unknown,3,80.0,burned,,
b9,Talucci_2024,2018-09-16,62.34465,-116.4817,1,75.6,19.19,34,75.6,,unknown,4,80.0,burned,,
b9,Talucci_2024,2015-09-26,62.34465,-116.48166,1,66.54,6.63,24,66.54,,unknown,1,80.0,burned,,
ZF46-18,Talucci_2024,2015-09-26,62.34484,-116.48,1,67.5,7.78,2,67.5,,unknown,1,36.6,burned,,
ZF46-21,Talucci_2024,2015-09-26,62.3505,-116.509,1,56.89,4.14,11,56.89,,unknown,1,14.699999999999998,burned,,
ZF46-21,Talucci_2024,2016-09-26,62.3505,-116.509,1,45.0,4.24,11,45.0,,unknown,2,14.7,burned,,
east_fork,Talucci_2024,2023-09-25,62.36598,-162.8253,1,87.45,13.55,11,87.45,,unknown,1,26.2,burned,,
east_fork,Talucci_2024,2023-09-25,62.37108,-162.8202,1,85.55,9.61,11,85.55,,unknown,,33.4,unburned,,
east_fork,Talucci_2024,2023-09-25,62.37233,-162.8225,1,53.91,8.86,11,53.91,,unknown,,33.7,unburned,,
apoon_pass,Talucci_2024,2023-09-26,62.427,-163.5687,1,69.09,13.46,11,69.09,,unknown,,34.2,unburned,,
apoon_pass,Talucci_2024,2023-09-26,62.42771,-163.5255,1,69.27,3.93,11,69.27,,unknown,1,30.9,burned,,
ub3,Talucci_2024,2016-09-25,62.45825,-114.5316,1,70.4,12.13,170,70.4,,unknown,,180.0,unburned,,
ub3,Talucci_2024,2015-09-27,62.45825,-114.53159,1,67.18,14.93,56,67.18,,unknown,,180.0,unburned,,
apoon_pass,Talucci_2024,2023-09-25,62.46206,-163.3458,1,62.55,11.2,11,62.55,,unknown,,35.2,unburned,,
apoon_pass,Talucci_2024,2023-09-26,62.46968,-163.4969,1,73.64,3.32,11,73.64,,unknown,1,28.1,burned,,
apoon_pass,Talucci_2024,2023-09-25,62.47728,-163.3806,1,69.27,6.28,11,69.27,,unknown,1,31.8,burned,,
ZF46-15,Talucci_2024,2015-09-26,62.47921,-116.507,1,109.6,10.01,10,109.6,,unknown,1,3.4,burned,,
ZF46-15,Talucci_2024,2019-10-02,62.47939,-116.507,1,144.2,9.63,5,144.2,,unknown,5,3.4,burned,,
ZF46-1,Talucci_2024,2015-09-26,62.47995,-116.52,1,126.8,14.98,31,126.8,,unknown,1,16.1,burned,,
ZF46-1,Talucci_2024,2016-09-26,62.47995,-116.52,1,148.5,18.44,31,148.5,,unknown,2,16.1,burned,,
ZF46-1,Talucci_2024,2017-09-26,62.47995,-116.52,1,167.0,50.5,31,167.0,,unknown,3,16.1,burned,,
ZF46-1,Talucci_2024,2018-09-15,62.47995,-116.52,1,199.0,0.0,31,199.0,,unknown,4,16.1,burned,,
b12,Talucci_2024,2015-09-26,62.48088,-116.52031,1,68.06,15.12,18,68.06,,unknown,1,101.0,burned,,
b12,Talucci_2024,2016-09-26,62.48088,-116.5203,1,64.27,14.68,17,64.27,,unknown,2,101.0,burned,,
b12,Talucci_2024,2017-09-26,62.48088,-116.5203,1,74.83,8.64,17,74.83,,unknown,3,101.0,burned,,
ZF46-15,Talucci_2024,2015-09-26,62.48114,-116.508,1,104.0,6.68,10,104.0,,unknown,1,30.5,burned,,
ZF46-15,Talucci_2024,2019-10-02,62.48133,-116.508,1,177.4,22.79,5,177.4,,unknown,5,30.5,burned,,
apoon_pass,Talucci_2024,2023-09-25,62.4829,-163.3422,1,77.73,7.23,11,77.73,,unknown,1,31.3,burned,,
b13,Talucci_2024,2016-09-26,62.48494,-116.5178,1,105.71,8.1,7,105.71,,unknown,2,33.0,burned,,
b13,Talucci_2024,2015-09-26,62.48494,-116.51777,1,86.11,18.33,18,86.11,,unknown,1,33.0,burned,,
apoon_pass,Talucci_2024,2023-09-26,62.49283,-163.5273,1,81.73,7.21,11,81.73,,unknown,1,27.7,burned,,
apoon_pass,Talucci_2024,2023-09-25,62.51404,-163.284,1,73.45,4.08,11,73.45,,unknown,1,25.3,burned,,
apoon_pass,Talucci_2024,2023-09-26,62.51807,-163.459,1,74.55,10.88,11,74.55,,unknown,1,34.1,burned,,
b14,Talucci_2024,2016-09-27,62.5222,-113.382,1,59.84,8.97,239,59.84,,unknown,1,,burned,,
b14,Talucci_2024,2017-09-26,62.5222,-113.382,1,67.26,8.34,239,67.26,,unknown,2,,burned,,
b14,Talucci_2024,2018-09-14,62.5222,-113.382,1,80.25,10.5,239,80.25,,unknown,3,,burned,,
b14,Talucci_2024,2019-10-02,62.5222,-113.382,1,73.12,9.64,239,73.12,,unknown,4,,burned,,
apoon_pass,Talucci_2024,2023-09-25,62.5431,-163.377,1,72.27,7.43,11,72.27,,unknown,1,41.4,burned,,
apoon_pass,Talucci_2024,2023-09-26,62.57092,-163.3946,1,71.73,11.05,11,71.73,,unknown,1,26.9,burned,,
apoon_pass,Talucci_2024,2023-09-25,62.57694,-163.2258,1,80.45,6.44,11,80.45,,unknown,1,31.1,burned,,
apoon_pass,Talucci_2024,2023-09-26,62.58331,-163.3251,1,74.64,5.66,11,74.64,,unknown,1,31.4,burned,,
apoon_pass,Talucci_2024,2023-09-26,62.58402,-163.5193,1,77.27,7.63,11,77.27,,unknown,1,30.0,burned,,
apoon_pass,Talucci_2024,2023-09-25,62.58781,-163.2485,1,79.91,12.26,11,79.91,,unknown,,33.4,unburned,,
