"id","borehole_id","year","alt","date","guess","upper_therm","lower_therm","comment","created_at","updated_at"
171,8,2011,3.98,2011-10-25,,3.50,4.00,Thermistor at 4 m drifting?,2018-10-18 13:56:39.000 +0200,
342,2,2017,4.72,2017-09-01,,4.00,4.75,,2019-02-19 17:30:16.000 +0100,
335,7,2017,3.92,2017-09-15,,3.30,5.30,,2018-11-06 21:50:32.000 +0100,
343,2,2018,4.74,2018-10-01,,4.00,4.75,,2019-02-19 17:30:37.000 +0100,
110,6,2005,3.49,2005-09-05,,2.55,3.55,"",2018-10-18 13:56:39.000 +0200,
45,13,2003,1.45,2003-08-02,,1.00,1.50,"",2018-10-18 13:56:39.000 +0200,
344,6,2017,4.44,2017-08-30,,2.55,4.55,,2019-02-21 09:48:56.000 +0100,
345,6,2018,4.49,2018-09-16,,2.55,4.55,,2019-02-21 09:49:22.000 +0100,
305,6,2016,4.43,2016-08-28,,2.55,4.55,,2018-10-18 13:56:39.000 +0200,
346,48,2016,3.37,2016-09-10,,3.01,3.50,,2019-02-21 16:12:19.000 +0100,
347,48,2017,3.34,2017-09-02,,3.01,3.50,,2019-02-21 16:12:48.000 +0100,
348,48,2018,3.41,2018-09-24,,3.01,3.50,,2019-02-21 16:13:15.000 +0100,
180,7,2010,3.29,2010-09-26,,2.30,3.30,"",2018-10-18 13:56:39.000 +0200,
294,10,2016,5.00,2016-09-29,,4.00,5.00,"",2018-10-18 13:56:39.000 +0200,
351,10,2018,5.00,2018-09-17,,4.00,5.00,,2019-02-26 17:44:33.000 +0100,
281,24,2015,3.74,2015-09-09,,3.50,4.00,"",2018-10-18 13:56:39.000 +0200,
297,18,2015,,,,,,no data,2018-10-18 13:56:39.000 +0200,
306,24,2016,3.67,2016-09-14,,3.50,4.00,,2018-10-18 13:56:39.000 +0200,
352,24,2017,3.72,2017-09-05,,3.50,4.00,,2019-02-26 18:01:35.000 +0100,
276,4,2015,5.28,2015-11-23,,5.00,5.60,"",2018-10-18 13:56:39.000 +0200,
300,4,2016,5.31,2016-11-07,,5.00,5.60,,2018-10-18 13:56:39.000 +0200,
58,2,2011,4.61,2011-09-18,,4.00,4.75,"",2018-10-18 13:56:39.000 +0200,
233,2,2013,4.59,2013-10-04,,4.00,4.75,"",2018-10-18 13:56:39.000 +0200,
277,2,2015,4.73,2015-08-16,,4.00,4.75,"",2018-10-18 13:56:39.000 +0200,
355,3,2018,6.39,2018-10-13,false,5.60,6.70,,2019-02-26 22:41:59.000 +0100,
354,3,2017,5.60,2017-09-02,false,5.00,5.60,,2019-02-26 22:41:13.000 +0100,
275,3,2015,5.60,2015-08-16,false,5.00,5.60,"",2018-10-18 13:56:39.000 +0200,
313,3,2016,5.58,2016-09-18,false,5.00,5.60,"",2018-10-18 13:56:39.000 +0200,
312,19,2014,,,,,1.00,ALT < 1m,2018-10-18 13:56:39.000 +0200,
358,19,2009,,,,,,ALT < 1m,2019-02-26 22:58:22.000 +0100,
280,20,2014,2.86,2014-10-17,,2.60,4.60,"",2018-10-18 13:56:39.000 +0200,
304,20,2016,3.20,2016-09-22,,2.60,4.60,,2018-10-18 13:56:39.000 +0200,
278,21,2014,2.73,2014-09-14,,2.00,4.00,"",2018-10-18 13:56:39.000 +0200,
359,21,2016,4.58,2016-10-14,true,4.00,6.00,,2019-02-26 23:34:56.000 +0100,
279,20,2013,2.98,2013-11-08,,2.60,4.60,"no data 2 m depth, ALT <2.8 m",2018-10-18 13:56:39.000 +0200,
360,66,2018,7.37,2018-10-29,,7.00,7.50,,2019-02-27 09:50:55.000 +0100,
326,16,2016,6.72,2016-10-16,,5.00,7.00,,2018-10-18 13:56:39.000 +0200,
324,14,2015,8.88,2015-12-21,,3.00,9.00,"",2018-10-18 13:56:39.000 +0200,
325,15,2016,3.68,2016-10-28,,3.50,4.00,,2018-10-18 13:56:39.000 +0200,
323,14,2014,6.23,2014-10-15,,3.00,9.00,"",2018-10-18 13:56:39.000 +0200,
353,24,2018,3.87,2018-09-27,false,3.50,4.00,,2019-02-26 18:02:00.000 +0100,
169,8,2009,3.76,2009-10-16,,3.50,4.00,Thermistor at 4 m drifting?,2018-10-18 13:56:39.000 +0200,
202,8,2012,4.05,2012-10-28,,4.00,5.00,Thermistor at 4 m drifting?,2018-10-18 13:56:39.000 +0200,
225,8,2013,4.24,2013-10-23,,4.00,5.00,Thermistor at 4 m drifting?,2018-10-18 13:56:39.000 +0200,
296,8,2016,4.84,2016-10-15,true,4.00,5.00,,2018-10-18 13:56:39.000 +0200,
337,8,2017,4.83,2017-10-18,,4.00,5.00,,2018-11-06 21:57:24.000 +0100,
338,8,2018,5.12,2018-11-14,,5.00,7.00,"",2018-11-06 21:58:11.000 +0100,
322,14,2016,9.46,2016-08-24,true,9.00,10.00,Instability problems with measurements,2018-10-18 13:56:39.000 +0200,
362,14,2017,8.78,2017-10-15,,4.00,9.00,,2019-02-28 14:27:47.000 +0100,
364,15,2017,3.79,2017-10-26,,3.50,4.00,,2019-02-28 14:42:53.000 +0100,
363,14,2018,9.77,2018-11-04,true,9.00,10.00,,2019-02-28 14:28:11.000 +0100,
361,16,2018,10.43,2018-12-17,true,10.00,11.00,,2019-02-28 14:15:06.000 +0100,
299,12,2015,7.87,2015-10-09,false,6.45,7.93,,2018-10-18 13:56:39.000 +0200,
367,24,2019,3.99,2019-08-16,false,3.50,4.00,,2019-10-21 09:18:54.000 +0200,
368,23,2018,5.10,2018-09-02,,3.20,5.20,,2019-10-31 21:55:59.000 +0100,
369,19,2018,1.70,2018-09-02,,1.00,2.00,,2019-10-31 21:58:09.000 +0100,
370,20,2018,3.98,2018-08-26,,1.60,4.60,,2019-10-31 21:59:31.000 +0100,
318,22,2014,3.78,2014-10-13,false,3.70,4.20,Uncertainty in thermistor depths,2018-10-18 13:56:39.000 +0200,2021-10-04 17:24:27.000 +0200
336,7,2018,4.75,2018-10-07,,3.30,5.30,"",2018-11-06 21:51:13.000 +0100,2022-11-11 14:38:10.000 +0100
371,16,2019,10.53,2019-12-17,false,10.00,11.00,,2019-10-31 22:01:40.000 +0100,2021-03-24 10:48:49.000 +0100
339,22,2017,3.70,2017-09-09,false,3.20,3.70,Uncertainty in thermistor depths,2018-11-14 10:24:17.000 +0100,2021-10-04 17:26:30.000 +0200
320,22,2016,3.67,2016-09-18,false,3.20,3.70,Uncertainty in thermistor depths,2018-10-18 13:56:39.000 +0200,2021-10-04 17:26:30.000 +0200
329,13,2016,4.39,2016-10-03,true,1.50,5.09,Thermistor at 3.6 m erroneous,2018-10-18 13:56:39.000 +0200,2023-10-30 16:54:46.000 +0100
365,15,2018,,,false,,,"talik: no more freeze through, no ALT",2019-02-28 14:43:47.000 +0100,2023-03-27 14:52:47.000 +0200
372,15,2019,,,false,,,"talik: no more freeze through, no ALT",2019-10-31 22:06:14.000 +0100,2023-03-27 14:52:47.000 +0200
373,7,2019,4.82,2019-10-05,,3.30,5.30,,2019-10-31 22:07:41.000 +0100,
375,8,2001,3.49,2001-10-27,,3.00,3.50,,2019-10-31 22:15:18.000 +0100,
376,7,2001,3.22,2001-09-03,,2.30,3.30,,2019-10-31 22:18:36.000 +0100,
377,9,2018,4.00,2018-09-24,,3.00,4.00,,2019-12-17 14:27:30.000 +0100,
379,66,2019,7.77,2019-11-28,,7.50,8.00,,2019-12-17 15:22:40.000 +0100,
380,48,2019,3.45,2019-08-31,,3.01,3.50,,2020-02-21 15:15:02.000 +0100,
384,10,2019,5.61,2019-09-22,false,5.00,6.00,,2020-02-21 15:19:51.000 +0100,
387,3,2019,6.53,2019-10-10,,5.60,6.70,,2020-03-23 10:53:40.000 +0100,
386,2,2019,5.19,2019-10-01,,4.75,5.50,,2020-03-23 10:51:31.000 +0100,
388,7,2020,4.94,2020-09-28,,3.30,5.30,,2020-10-22 12:26:52.000 +0200,
390,18,2019,2.81,2019-09-06,,2.00,3.00,,2020-11-19 10:51:08.000 +0100,
389,19,2019,1.74,2019-09-04,,1.00,2.00,,2020-11-18 11:53:52.000 +0100,
392,23,2019,5.12,2019-09-12,,3.20,5.20,,2020-11-19 14:06:54.000 +0100,
3,9,2009,3.93,2009-09-06,,3.00,4.00,"",2018-10-18 13:56:39.000 +0200,2020-11-30 16:45:26.000 +0100
393,22,2019,4.16,2019-09-10,false,3.70,4.20,,2020-11-19 21:44:38.000 +0100,2021-10-04 17:24:27.000 +0200
4,9,2010,3.83,2010-08-28,,3.00,4.00,"",2018-10-18 13:56:39.000 +0200,2020-11-30 17:01:54.000 +0100
378,9,2019,4.25,2019-09-30,,4.00,5.00,,2019-12-17 14:28:13.000 +0100,2020-12-09 14:55:48.000 +0100
403,24,2020,4.75,2020-08-26,,4.00,5.00,,2020-12-10 08:53:13.000 +0100,
458,72,2020,2.44,2020-08-01,,2.00,2.50,,2022-02-14 17:11:45.000 +0100,
406,2,2020,6.16,2020-09-25,,5.50,6.50,,2021-02-15 17:26:29.000 +0100,
408,3,2020,6.60,2020-10-07,,5.60,6.70,,2021-02-15 17:32:17.000 +0100,
409,48,2020,3.48,2020-08-18,,3.01,3.50,,2021-02-15 17:35:45.000 +0100,
412,8,2020,5.67,2020-10-19,,,,,2021-02-15 17:42:59.000 +0100,
374,8,2019,5.65,2019-10-26,false,,,,2019-10-31 22:15:18.000 +0100,2021-02-15 17:42:59.000 +0100
425,71,2019,8.53,2019-12-12,,8.00,9.00,,2021-03-24 09:34:38.000 +0100,
448,15,2021,,,false,,,"talik: no more freeze through, no ALT",2021-11-24 21:31:05.000 +0100,2023-03-27 14:52:48.000 +0200
435,19,2020,1.78,2020-09-18,,1.00,2.00,,2021-09-16 09:21:13.000 +0200,
439,23,2020,5.15,2020-08-31,,3.20,5.20,,2021-09-16 18:01:20.000 +0200,
391,18,2020,2.85,2020-09-22,false,2.00,3.00,"",2020-11-19 10:52:07.000 +0100,2021-09-27 11:32:57.000 +0200
317,22,2013,3.73,2013-10-02,false,3.70,4.20,Uncertainty in thermistor depths,2018-10-18 13:56:39.000 +0200,2021-10-04 17:24:27.000 +0200
319,22,2015,3.88,2015-09-09,false,3.70,4.20,Uncertainty in thermistor depths,2018-10-18 13:56:39.000 +0200,2021-10-04 17:24:27.000 +0200
366,22,2018,3.88,2018-10-01,false,3.70,4.20,Uncertainty in thermistor depths,2019-09-02 10:52:36.000 +0200,2021-10-04 17:24:27.000 +0200
444,3,2021,6.43,2021-10-09,,5.60,6.70,,2021-11-24 21:24:09.000 +0100,
450,7,2021,4.42,2021-09-23,,3.30,5.30,,2021-11-24 21:40:51.000 +0100,
453,48,2021,3.48,2021-08-23,,3.01,3.50,,2021-11-24 21:44:55.000 +0100,
400,9,2020,4.59,2020-10-03,,4.00,5.00,,2020-12-09 14:55:48.000 +0100,2021-12-16 11:36:03.000 +0100
401,10,2020,5.93,2020-10-03,,5.00,6.00,,2020-12-10 08:45:17.000 +0100,2021-12-16 12:20:12.000 +0100
456,13,2020,5.12,2020-10-17,false,5.09,7.08,,2021-12-16 13:49:36.000 +0100,2022-11-11 14:42:04.000 +0100
426,71,2020,9.19,2021-01-07,,9.00,10.00,,2021-03-24 09:34:38.000 +0100,2022-08-12 14:48:05.000 +0200
451,8,2021,5.12,2021-11-20,false,5.00,7.00,,2021-11-24 21:41:56.000 +0100,2022-02-15 20:41:37.000 +0100
350,13,2018,4.96,2018-09-24,true,1.50,5.09,Thermistor at 3.6 m erroneous,2019-02-21 22:59:32.000 +0100,2023-10-30 16:54:46.000 +0100
447,16,2021,12.15,2021-12-10,,11.00,13.00,,2021-11-24 21:28:32.000 +0100,2022-03-24 10:54:30.000 +0100
446,2,2021,6.03,2021-11-05,,5.50,6.50,,2021-11-24 21:27:03.000 +0100,2022-03-24 11:14:02.000 +0100
402,66,2020,8.21,2020-12-04,,8.00,8.50,,2020-12-10 08:48:03.000 +0100,2022-03-24 11:22:47.000 +0100
452,66,2021,8.43,2021-11-09,,8.00,8.50,,2021-11-24 21:43:31.000 +0100,2022-03-24 11:22:47.000 +0100
449,71,2021,9.64,2021-11-29,,9.00,10.00,,2021-11-24 21:39:38.000 +0100,2022-03-24 11:22:47.000 +0100
410,16,2020,11.06,2021-01-15,,11.00,13.00,,2021-02-15 17:39:20.000 +0100,2022-08-12 14:53:07.000 +0200
440,18,2021,2.84,2021-09-20,false,2.00,3.00,"",2021-09-27 11:33:55.000 +0200,2022-11-07 15:04:59.000 +0100
405,13,2019,5.23,2019-10-24,false,5.09,7.08,,2020-12-14 09:26:11.000 +0100,2022-11-11 14:42:04.000 +0100
457,13,2021,5.89,2021-10-13,false,5.09,7.08,,2021-12-16 13:49:36.000 +0100,2022-11-11 14:42:04.000 +0100
443,24,2021,3.99,2021-08-15,false,3.50,4.00,,2021-10-06 09:36:40.000 +0200,2022-11-11 14:48:37.000 +0100
407,4,2020,6.15,2021-01-08,,5.60,,,2021-02-15 17:29:22.000 +0100,2022-11-11 14:56:44.000 +0100
445,4,2021,6.08,2021-12-03,,5.60,6.20,,2021-11-24 21:25:49.000 +0100,2022-11-11 14:56:44.000 +0100
454,9,2021,4.27,2021-09-25,false,4.00,5.00,,2021-12-16 11:36:03.000 +0100,2022-11-13 10:53:36.000 +0100
455,10,2021,5.83,2021-09-22,false,5.00,6.00,,2021-12-16 12:20:12.000 +0100,2023-01-09 13:54:03.000 +0100
411,15,2020,,,false,,,"talik: no more freeze through, no ALT",2021-02-15 17:40:46.000 +0100,2023-03-27 14:52:47.000 +0200
459,22,2021,4.19,2021-09-23,,3.70,4.20,,2022-03-07 10:30:58.000 +0100,
442,22,2020,4.19,2020-10-03,,3.70,4.20,,2021-10-04 17:24:27.000 +0200,2022-03-07 10:30:59.000 +0100
463,20,2019,,,,,4.60,alt < 4.6 m,2022-04-19 09:28:55.000 +0200,
464,20,2020,,,,,4.60,alt < 4.6 m,2022-04-19 09:28:56.000 +0200,
465,20,2021,,,,,4.60,alt < 4.6 m,2022-04-19 09:28:56.000 +0200,
503,39,2016,2.46,2016-09-06,,2.00,2.50,,2023-03-27 16:48:10.000 +0200,
504,39,2017,2.46,2017-08-31,,2.00,2.50,,2023-03-27 16:48:10.000 +0200,
460,6,2019,6.69,2019-08-23,true,5.56,8.55,not verified! reason for deepened to be assessed.,2022-03-25 10:07:20.000 +0100,2022-10-04 14:46:01.000 +0200
461,6,2020,8.38,2020-09-29,true,7.55,8.55,not verified!,2022-03-25 10:07:21.000 +0100,2022-10-04 14:46:01.000 +0200
462,6,2021,8.41,2021-09-25,true,7.55,8.55,not verified!,2022-03-25 10:07:21.000 +0100,2022-10-04 14:46:01.000 +0200
492,16,2022,13.04,2023-02-15,true,13.00,,"The lowest sensor at 13 m above 0 degC, ALT>13 m, cannot be determined",2022-10-14 21:51:18.000 +0200,2024-02-12 11:21:49.000 +0100
494,23,2021,5.12,2021-09-26,,3.20,5.20,,2022-11-08 12:15:28.000 +0100,
495,72,2021,2.49,2021-09-21,,2.00,2.50,,2022-11-08 13:24:03.000 +0100,
496,19,2021,1.81,2021-09-19,,,,,2022-11-09 15:07:43.000 +0100,
483,7,2022,5.18,2022-10-02,false,3.30,5.30,,2022-10-14 21:36:08.000 +0200,2022-11-11 14:38:01.000 +0100
484,8,2022,6.21,2022-10-16,false,5.00,7.00,,2022-10-14 21:38:27.000 +0200,2022-11-11 14:38:37.000 +0100
505,39,2018,2.46,2018-09-24,,2.00,2.50,,2023-03-27 16:48:10.000 +0200,
498,4,2018,6.12,2018-11-18,,5.60,6.20,,2022-11-11 14:55:40.000 +0100,
385,4,2019,5.97,2020-02-27,,5.60,6.20,,2020-03-23 10:49:01.000 +0100,2022-11-11 14:56:44.000 +0100
506,39,2019,2.46,2019-08-29,,2.00,2.50,,2023-03-27 16:48:10.000 +0200,
507,39,2020,2.53,2020-09-25,,2.50,3.00,,2023-03-27 16:48:10.000 +0200,
501,9,2022,4.73,2022-09-13,,4.00,5.00,,2022-11-13 10:53:36.000 +0100,2022-11-13 10:56:10.000 +0100
487,48,2022,3.79,2022-09-17,false,3.50,4.00,,2022-10-14 21:41:41.000 +0200,2023-01-05 13:01:46.000 +0100
508,39,2021,2.49,2021-09-17,false,2.00,2.50,"",2023-03-27 16:48:10.000 +0200,2023-03-27 16:48:52.000 +0200
497,13,2022,,,false,,,Erroneous data at ALT depths,2022-11-11 14:42:04.000 +0100,2023-10-30 16:54:46.000 +0100
488,3,2022,6.66,2022-10-02,false,5.60,6.70,,2022-10-14 21:42:52.000 +0200,2023-01-05 13:10:00.000 +0100
514,21,2022,5.33,2022-09-28,false,4.00,10.00,"6 m sensor unreliable",2023-09-13 16:26:36.000 +0200,2023-10-31 15:54:58.000 +0100
490,2,2022,5.19,2022-10-02,false,4.75,5.50,,2022-10-14 21:44:46.000 +0200,2023-01-05 13:11:08.000 +0100
485,66,2022,9.46,2022-10-10,false,8.50,9.50,An unfrozen zone below the active layer at ca. 10-14 m depth has developed.,2022-10-14 21:40:41.000 +0200,2024-01-08 17:01:15.000 +0100
500,71,2022,11.81,2023-01-21,false,11.00,12.00,,2022-11-11 15:00:13.000 +0100,2023-03-27 14:44:32.000 +0200
513,21,2021,2.97,2021-09-20,,2.00,4.00,,2023-09-13 16:25:51.000 +0200,
499,15,2022,,,false,,,"talik: no more freeze through, no ALT",2022-11-11 14:59:10.000 +0100,2023-03-27 14:52:48.000 +0200
530,3,2023,6.67,2023-09-18,,5.60,6.70,,2023-10-31 15:48:38.000 +0100,
515,21,2020,4.51,2020-09-25,true,4.00,10.00,"6 m sensor unreliable",2023-09-13 16:27:19.000 +0200,
516,21,2019,5.06,2019-10-13,true,4.00,10.00,"6 m sensor unreliable",2023-09-13 16:28:20.000 +0200,
517,21,2018,,,,,,no data,2023-09-13 16:28:20.000 +0200,
518,21,2017,3.73,2017-08-18,false,2.00,4.00,,2023-09-13 16:28:59.000 +0200,2023-09-13 16:30:42.000 +0200
519,22,2022,4.38,2022-10-02,,4.20,4.70,,2023-09-13 17:16:15.000 +0200,
521,23,2022,5.15,2022-09-11,,3.20,5.20,,2023-09-13 17:17:57.000 +0200,
528,84,2023,3.97,2023-09-01,true,3.00,4.00,Not all data 2023 available yet.,2023-10-31 15:16:14.000 +0100,2023-10-31 15:48:56.000 +0100
525,9,2023,4.90,2023-09-27,true,4.00,5.00,maybe not yet the max,2023-10-30 11:03:55.000 +0100,2023-10-31 15:49:34.000 +0100
526,10,2023,5.94,2023-09-24,true,5.00,6.00,maybe not yet the max,2023-10-30 11:09:15.000 +0100,2023-10-30 11:10:03.000 +0100
502,10,2022,5.80,2022-09-09,false,5.00,6.00,"",2023-01-09 13:54:03.000 +0100,2023-10-30 11:10:03.000 +0100
533,19,2022,,,,,,no data,2023-10-31 15:55:43.000 +0100,2023-10-31 15:55:53.000 +0100
50,13,2008,,,,,,No complete data for summer 2008,2018-10-18 13:56:39.000 +0200,2023-10-30 16:48:58.000 +0100
527,13,2023,,,,,,Erroneous data at ALT depths,2023-10-30 16:54:46.000 +0100,
251,13,2013,3.96,2013-10-10,true,1.50,5.09,Thermistor at 3.6 m erroneous,2018-10-18 13:56:39.000 +0200,2023-10-30 16:54:46.000 +0100
252,13,2014,4.67,2014-09-22,true,1.50,5.09,Thermistor at 3.6 m erroneous,2018-10-18 13:56:39.000 +0200,2023-10-30 16:54:46.000 +0100
349,13,2017,4.92,2017-09-01,true,1.50,5.09,Thermistor at 3.6 m erroneous,2019-02-21 22:58:27.000 +0100,2023-10-30 16:54:46.000 +0100
489,4,2022,6.03,2023-01-27,false,5.60,6.20,,2022-10-14 21:44:15.000 +0200,2023-10-31 15:51:48.000 +0100
539,24,2023,5.27,2023-08-19,true,4.00,6.00,Thermistor at 4 m may be inconsistent.,2023-10-31 16:05:22.000 +0100,2024-01-08 16:55:35.000 +0100
534,20,2022,,,,,4.60,alt < 4.6 m,2023-10-31 15:57:20.000 +0100,
538,6,2022,,,,,,Unreliable data at respective depths,2023-10-31 16:03:03.000 +0100,
537,6,2023,,,false,,,Unreliable data at respective depths,2023-10-31 16:03:02.000 +0100,2023-10-31 16:03:09.000 +0100
491,24,2022,4.00,2022-08-03,true,3.50,4.00,Data gap from 2022-08-16 to 2022-09-22.,2022-10-14 21:48:34.000 +0200,2023-10-31 16:04:44.000 +0100
493,18,2022,2.94,2022-09-08,false,2.00,3.00,maybe not yet the max,2022-11-07 15:04:59.000 +0100,2024-02-12 09:40:38.000 +0100
542,72,2022,2.87,2022-09-02,true,2.50,3.00,Larger data gap after 2023-09-02.,2023-11-01 10:53:11.000 +0100,
543,72,2023,2.98,2023-09-24,true,2.50,3.00,Data for autimn not complete yet.,2023-11-01 10:54:11.000 +0100,
541,8,2023,6.40,2023-11-02,false,5.00,7.00,"Minimum ALT, max maybe not reached yet.",2023-10-31 16:12:04.000 +0100,2024-01-08 16:13:31.000 +0100
540,7,2023,5.25,2023-10-27,false,3.30,5.30,"Minimum ALT, max prob. not yet reached.",2023-10-31 16:10:36.000 +0100,2024-01-08 16:13:40.000 +0100
532,2,2023,5.71,2023-11-03,false,5.50,6.50,"",2023-10-31 15:53:16.000 +0100,2024-01-08 16:51:14.000 +0100
544,16,2023,,,true,13.00,,"The lowest sensor at 13 m above 0 degC, ALT>13 m, cannot be determined",2024-01-08 16:16:20.000 +0100,
545,15,2023,,,,,,"talik: no more freeze through, no ALT",2024-01-08 16:17:16.000 +0100,
536,48,2023,,,true,3.50,5.01,"Thermistors at 4 , 4.5 and 5 m depth lost after rock fall Sep 2023. 5m on second chain ok. ALT between 3.5 and 5 m.",2023-10-31 16:01:45.000 +0100,2024-01-08 16:28:52.000 +0100
547,21,2023,,,,,,data not yet available,2024-01-08 16:52:37.000 +0100,
548,19,2023,,,,,,no data,2024-01-08 16:53:33.000 +0100,
549,20,2023,,,,,4.60,alt < 4.6 m,2024-01-08 16:54:47.000 +0100,
550,22,2023,,,,,,data after 2023-08-18 not yet available,2024-01-08 16:57:00.000 +0100,
551,23,2023,,,,,,data after 2023-08-18 not yet available,2024-01-08 16:58:10.000 +0100,
552,66,2023,,,,,,"No full data yet. Unfrozen zone from 2022 and ALT have merged, leading to a strong increase in ALT.",2024-01-08 17:02:16.000 +0100,
531,4,2023,8.96,2023-12-25,true,8.00,9.50,"",2023-10-31 15:51:27.000 +0100,2024-02-12 11:15:46.000 +0100
546,71,2023,13.51,2023-12-15,,12.00,14.00,"ALT between 12 and 14 m, sensor at 13 m depth has stopped",2024-01-08 16:22:20.000 +0100,2024-03-27 14:42:08.000 +0100
