site_id,lat,lon,date,pf_observed,pf_depth,thaw_depth,obs_limit,method,source,candidate_type,absence_latitude_threshold_abs_ge,pedon_key,site_key,pedlabsampnum,upedonid,usiteid,country_key,state_key,county_key,mlra_key,ssa_key,frozen_horizons,all_horizons,n_frozen_layers,n_layers,corr_classification_name,corr_taxorder,corr_taxsuborder,corr_taxgrtgroup,corr_taxsubgrp,samp_classification_name,samp_taxorder,samp_taxsuborder,samp_taxgrtgroup,samp_taxsubgrp,SSL_classification_name,SSL_taxorder,SSL_taxsuborder,SSL_taxgrtgroup,SSL_taxsubgrp
99FN143001,-77.4194183,163.6819763,1999-01-15,0,,,100.0,pit,NCSS_Lab_Data_Mart,absence,55.0,24359,24359,99P0325,99FN143001,99FN143001,17,3959,,,,,A|C1|C2|C3|C4|C5,0,6,,,,,,"Sandy-skeletal, mixed Glacic Haplorthel",gelisols,orthels,haplorthels,glacic haplorthels,"Sandy-skeletal, mixed, hypergelic Calcic Anhyorthel",gelisols,orthels,anhyorthels,calcic anhyorthels
99FN143002,-77.4199753,163.6868591,1999-01-08,0,,,80.0,pit,NCSS_Lab_Data_Mart,absence,55.0,24360,24360,99P0326,99FN143002,99FN143002,17,3959,,,,,C1|C2|C3|C4,0,4,,,,,,"Loamy-skeletal, mixed, hypergelic Typic Haplorthel",gelisols,orthels,haplorthels,typic haplorthels,"Loamy-skeletal, mixed, superactive, hypergelic Calcic Anhyorthel",gelisols,orthels,anhyorthels,calcic anhyorthels
99FN143003,-77.5182495,161.865921,1999-01-12,0,,,130.0,pit,NCSS_Lab_Data_Mart,absence,55.0,24361,24361,99P0327,99FN143003,99FN143003,17,3959,,,,,,0,9,,,,,,"Fine-silty, mixed, subactive, hypergelic Typic Anhyorthel",gelisols,orthels,anhyorthels,typic anhyorthels,"Coarse-loamy, mixed, superactive, hypergelic Nitric Anhyorthel",gelisols,orthels,anhyorthels,nitric anhyorthels
99FN143004,-77.8479996,166.7622223,1999-01-15,0,,,45.0,pit,NCSS_Lab_Data_Mart,absence,55.0,24362,24362,99P0328,99FN143004,99FN143004,17,3959,,,,,C1|C5|C2|C3|C4|C5,0,6,,,,,,,,,,,"Loamy-skeletal, mixed, superactive, hypergelic Typic Anhyorthel",gelisols,orthels,anhyorthels,typic anhyorthels
Granite_Harbour,-77.0232239,162.5256653,2003-01-15,0,,,80.0,pit,NCSS_Lab_Data_Mart,absence,55.0,30214,30098,03N0734,Granite_Harbour,Ant10_Granite_Harbour,17,3959,,,,,,0,5,,,,,,,,,,,,,,,
Mid Beacon Valley,-77.8484444,160.6027777,2002-01-08,0,,,50.0,pit,NCSS_Lab_Data_Mart,absence,55.0,27523,27495,02N0367,Mid Beacon Valley,Middle_Beacon_Valley,17,3959,,,,,,0,3,,,,,,,,,,,,,,,
Minna Bluff,-78.5115204,166.7661896,2003-01-15,0,,,80.0,pit,NCSS_Lab_Data_Mart,absence,55.0,30213,30097,03N0733,Minna Bluff,Ant9_Minna_Bluff,17,3959,,,,,,0,5,,,,,,,,,,,,,,,
Mount Fleming Climate A,-77.5451944,160.2901611,2002-01-05,0,,,70.0,pit,NCSS_Lab_Data_Mart,absence,55.0,27524,27496,02N0364,Mount Fleming Climate A,Mount_Fleming_Climate,17,3959,,,,,,0,5,,,,,,,,,,,,,,,
Mount Fleming Climate B,-77.5451944,160.2901667,2002-01-05,0,,,30.0,pit,NCSS_Lab_Data_Mart,absence,55.0,27525,27496,02N0365,Mount Fleming Climate B,Mount_Fleming_Climate_B,17,3959,,,,,,0,3,,,,,,,,,,,,,,,
S2012ANT001012,-77.5021944,162.06475,2012-01-17,0,,,120.0,pit,NCSS_Lab_Data_Mart,absence,55.0,57199,56398,12N7869,S2012ANT001012,S2012ANT001012,17,3959,,,,,C1|C2|2Ck|2C,0,4,,,,,,"Sandy-skeletal, mixed, hypergelic Typic Haplorthel",gelisols,orthels,haplorthels,typic haplorthels,,,,,
Victoria Valley,-77.3309174,161.6006165,2002-01-10,0,,,40.0,pit,NCSS_Lab_Data_Mart,absence,55.0,27526,27497,02N0366,Victoria Valley,Victoria_Valley,17,3959,,,,,,0,3,,,,,,,,,,,,,,,
S2004FN260007,76.2246399,-119.279747,2004-07-23,0,,,2.0,pit,NCSS_Lab_Data_Mart,absence,55.0,32889,32747,05N0274,S2004FN260007,UAF Soil Site Mould Bay #7,40,815,,,,Cf|Wf/Cf|Wf/Cf/Oajj,Ajj1|Ajj2|Cf|Oajj1|Wf/Cf|Wf/Cf/Oajj,3,8,,,,,,"Coarse-loamy, mixed, superactive, hypergelic Mollic Aquiturbel",gelisols,turbels,aquiturbels,mollic aquiturbels,,,,,
S2003CA14260001A,76.2283325,-119.2953873,2003-06-29,0,,,15.0,pit,NCSS_Lab_Data_Mart,absence,55.0,31682,31563,04N0316,S2003CA14260001A,S2003CA14260001,40,820,,,,,Oi|Ajj1|Ajj2,0,3,,,,,,"Coarse-silty, superactive, hypergelic Typic Aquiturbels",gelisols,turbels,aquiturbels,typic aquiturbels,"Coarse-loamy, isotic, hypergelic Typic Aquiturbel",gelisols,turbels,aquiturbels,typic aquiturbels
91FN260008,64.0669479,-138.2780609,1991-07-01,0,,,133.0,pit,NCSS_Lab_Data_Mart,absence,55.0,18377,18377,91P0956,91FN260008,91FN260008,40,3959,,,,,Oe|Oa/A|A/Bw|Bw1|Bw2|Bw3|Bw4,0,7,"Coarse-loamy, mixed, active, nonacid Pergelic Cryaquept",inceptisols,aquepts,cryaquepts,pergelic cryaquepts,"Coarse-loamy, mixed Typic Cryaquepts",inceptisols,aquepts,cryaquepts,typic cryaquepts,,,,,
99FN315001,55.5708351,12.2205553,1999-09-28,0,,,162.0,pit,NCSS_Lab_Data_Mart,absence,55.0,24822,24822,00P0139,99FN315001,99FN315001,61,3959,,,,,Ap|Bt/A|Btg|BC,0,4,,,,,,"Fine-loamy, mixed, active, mesic Oxyaquic Argiudoll",mollisols,udolls,argiudolls,oxyaquic argiudolls,,,,,
99FN315002,55.4466667,10.2983332,1999-09-29,0,,,200.0,pit,NCSS_Lab_Data_Mart,absence,55.0,24823,24823,00P0140,99FN315002,99FN315002,61,3959,,,,,Ap1|Ap2|BA|Bt|BCg|Cg,0,6,,,,,,"Fine-loamy, mixed, active, mesic Typic Hapludalf",alfisols,udalfs,hapludalfs,typic hapludalfs,,,,,
99FN315003,56.2869453,10.4719448,1999-09-30,0,,,140.0,pit,NCSS_Lab_Data_Mart,absence,55.0,24824,24824,00P0141,99FN315003,99FN315003,61,3959,,,,,Oa|A1|A2|Bt1|Bt2|BC|C,0,7,,,,,,"Fine-loamy, mixed, active, frigid Typic Hapludalf",alfisols,udalfs,hapludalfs,typic hapludalfs,,,,,
99FN315004,56.7886124,10.1566668,1999-10-01,0,,,145.0,pit,NCSS_Lab_Data_Mart,absence,55.0,24825,24825,00P0142,99FN315004,99FN315004,61,3959,,,,,Bhm|Oi|Oa|E|Bh|Bhs|Bs1|Bs2|C,0,9,,,,,,"Sandy, isotic Typic Haplorthods",spodosols,orthods,haplorthods,typic haplorthods,,,,,
99FN315005,55.7847214,9.2875004,1999-10-03,0,,,110.0,pit,NCSS_Lab_Data_Mart,absence,55.0,24826,24826,00P0143,99FN315005,99FN315005,61,3959,,,,,Ap|E|Bh|Bhm|Bs,0,5,,,,,,"Sandy, isotic, mesic Aquic Placorthod",spodosols,orthods,placorthods,aquic placorthods,,,,,
94FN331001,58.3666649,26.666666,1994-09-05,0,,,200.0,pit,NCSS_Lab_Data_Mart,absence,55.0,21454,21454,95P0051,94FN331001,94FN331001,70,3959,,,,,Ap|E|Bt|C,0,4,,,,,,"Fine-loamy, mixed Typic Cryoboralfs",alfisols,boralfs,cryoboralfs,typic cryoboralfs,"Fine-loamy, mixed, semiactive Typic Cryoboralf",alfisols,boralfs,cryoboralfs,typic cryoboralfs
94FN331002,58.1333351,27.2166672,1994-09-05,0,,,155.0,pit,NCSS_Lab_Data_Mart,absence,55.0,21455,21455,95P0052,94FN331002,94FN331002,70,3959,,,,,A|Bw|2E|2Bt1|2Bt2,0,5,,,,,,"Fine-loamy, mixed Mollic Cryoboralfs",alfisols,boralfs,cryoboralfs,mollic cryoboralfs,"Fine-loamy, mixed, semiactive Mollic Cryoboralf",alfisols,boralfs,cryoboralfs,mollic cryoboralfs
94FN331003,58.9833336,26.0333328,1994-09-06,0,,,88.0,pit,NCSS_Lab_Data_Mart,absence,55.0,21456,21456,95P0053,94FN331003,94FN331003,70,3959,,,,,Ap|2B|2C,0,3,,,,,,"Loamy-skeletal, mixed Argic Cryoboroll",mollisols,borolls,cryoborolls,argic cryoborolls,"Loamy-skeletal, mixed, active Udic Argiboroll",mollisols,borolls,argiborolls,udic argiborolls
94FN331004,58.8499985,24.416666,1994-09-07,0,,,140.0,pit,NCSS_Lab_Data_Mart,absence,55.0,21457,21457,95P0054,94FN331004,94FN331004,70,3959,,,,,Ap|Bg|2Cg|3Cg,0,4,,,,,,"Very-fine, mixed Vertic Cryaquolls",mollisols,aquolls,cryaquolls,vertic cryaquolls,"Very-fine, mixed, semiactive Vertic Cryaquoll",mollisols,aquolls,cryaquolls,vertic cryaquolls
94FN331005,58.9333344,24.4666672,1994-09-07,0,,,4.0,pit,NCSS_Lab_Data_Mart,absence,55.0,21458,21458,95P0055,94FN331005,94FN331005,70,3959,,,,,A,0,1,,,,,,"Fine, mixed Argic Lithic Cryoborolls",mollisols,borolls,cryoborolls,argic lithic cryoborolls,"Fine, mixed, superactive Argic Lithic Cryoboroll",mollisols,borolls,cryoborolls,argic lithic cryoborolls
94FN331006,59.1833344,24.5166664,1994-09-08,0,,,107.0,pit,NCSS_Lab_Data_Mart,absence,55.0,21459,21459,95P0056,94FN331006,94FN331006,70,3959,,,,,Ap|2Bw|2C1|2C2,0,4,,,,,,"Loamy-skeletal, mixed Cryic Rendolls",mollisols,rendolls,rendolls,cryic rendolls,"Loamy-skeletal, mixed, subactive Cryic Rendoll",mollisols,rendolls,rendolls,cryic rendolls
94FN340001,62.6680565,29.3794441,1994-08-22,0,,,56.0,pit,NCSS_Lab_Data_Mart,absence,55.0,21432,21432,95P0029,94FN340001,94FN340001,77,3959,,,,,Oa|A|E|Bh|BC,0,5,,,,,,"Coarse-loamy, mixed Lithic Haplocryods",spodosols,cryods,haplocryods,lithic haplocryods,,,,,
94FN340002,62.8638878,29.3508339,1994-08-23,0,,,200.0,pit,NCSS_Lab_Data_Mart,absence,55.0,21433,21433,95P0030,94FN340002,94FN340002,77,3959,,,,,Oi|Oa|A|E|Bs1|Bs2|Cd,0,7,,,,,,"Sandy, mixed Typic Haplocryods",spodosols,cryods,haplocryods,typic haplocryods,,,,,
94FN340003,62.5416679,30.1888885,1994-08-24,0,,,200.0,pit,NCSS_Lab_Data_Mart,absence,55.0,21434,21434,95P0031,94FN340003,94FN340003,77,3959,,,,,Oa|E|Bhs|Bs|C1|C2,0,6,,,,,,"Sandy-skeletal, mixed Typic Haplocryods",spodosols,cryods,haplocryods,typic haplocryods,,,,,
94FN340004,62.5419426,30.1936111,1994-08-24,0,,,200.0,pit,NCSS_Lab_Data_Mart,absence,55.0,21435,21435,95P0032,94FN340004,94FN340004,77,3959,,,,,Oi|Oa|E|E/Bh|Bhm1|Bhm2|Bsm|BC|C,0,9,,,,,,"Coarse-loamy, mixed, ortstein Typic Humicryods",spodosols,cryods,humicryods,typic humicryods,,,,,
94FN340005,62.5144463,30.5330563,1994-08-24,0,,,200.0,pit,NCSS_Lab_Data_Mart,absence,55.0,21436,21436,95P0033,94FN340005,94FN340005,77,3959,,,,,Oa|E|Bs1|Bs2|BC|2Cd,0,6,,,,,,"Coarse-loamy, mixed Typic Haplocryods",spodosols,cryods,haplocryods,typic haplocryods,,,,,
94FN340006,62.2886124,30.3294449,1994-08-25,0,,,200.0,pit,NCSS_Lab_Data_Mart,absence,55.0,21437,21437,95P0034,94FN340006,94FN340006,77,3959,,,,,Oi|Oe|A|E|Bs|Cd1|Cd2,0,7,,,,,,"Coarse-loamy, mixed Typic Haplocryods",spodosols,cryods,haplocryods,typic haplocryods,,,,,
94FN340007,62.9488907,28.0263882,1994-08-30,0,,,120.0,pit,NCSS_Lab_Data_Mart,absence,55.0,21438,21438,95P0035,94FN340007,94FN340007,77,3959,,,,,Oi|Oa|E|Bs1|Bs2|BC|C,0,7,,,,,,"Sandy, mixed Typic Haplocryods",spodosols,cryods,haplocryods,typic haplocryods,,,,,
94FN340008,62.9388885,27.7963886,1994-08-30,0,,,100.0,pit,NCSS_Lab_Data_Mart,absence,55.0,21439,21439,95P0036,94FN340008,94FN340008,77,3959,,,,,Oi|Oa|E|Bhs|Bs|2Cd,0,6,,,,,,"Sandy-skeletal, mixed Typic Haplocryods",spodosols,cryods,haplocryods,typic haplocryods,,,,,
94FN340009,62.8713875,27.4502773,1994-08-31,0,,,100.0,pit,NCSS_Lab_Data_Mart,absence,55.0,21440,21440,95P0037,94FN340009,94FN340009,77,3959,,,,,Oi|Oe|E|Bs|BC|C,0,6,,,,,,"Coarse-loamy, mixed Typic Haplocryods",spodosols,cryods,haplocryods,typic haplocryods,,,,,
94FN340010,62.8400002,27.4527779,1994-08-31,0,,,100.0,pit,NCSS_Lab_Data_Mart,absence,55.0,21441,21441,95P0038,94FN340010,94FN340010,77,3959,,,,,Oi|Oe|E|Bs|BC|C|Cd,0,7,,,,,,"Coarse-loamy, mixed Typic Haplocryods",spodosols,cryods,haplocryods,typic haplocryods,,,,,
94FN541001,56.5027771,23.6708336,1994-08-22,0,,,108.0,pit,NCSS_Lab_Data_Mart,absence,55.0,21442,21442,95P0039,94FN541001,94FN541001,139,3959,,,,,Ap1|Ap2|Bt1|Btkg1|Btkg2,0,7,,,,,,"Very-fine, mixed Mollic Cryoboralf",alfisols,boralfs,cryoboralfs,mollic cryoboralfs,"Fine, mixed, active Aquertic Haploboroll",mollisols,borolls,haploborolls,aquertic haploborolls
94FN541002,56.3833351,24.2000008,1994-08-23,0,,,125.0,pit,NCSS_Lab_Data_Mart,absence,55.0,21443,21443,95P0040,94FN541002,94FN541002,139,3959,,,,,A|E|2B|2Btkg|3Bk,0,5,,,,,,"Coarse-loamy, mixed Aquic Cryoborolls",mollisols,borolls,cryoborolls,aquic cryoborolls,"Coarse-loamy, mixed, active Aquic Cryoboroll",mollisols,borolls,cryoborolls,aquic cryoborolls
94FN541003,56.7666664,24.3166676,1994-08-23,0,,,150.0,pit,NCSS_Lab_Data_Mart,absence,55.0,21444,21444,95P0041,94FN541003,94FN541003,139,3959,,,,,Oa1|Oa2|Oe|Oi,0,4,,,,,,Euic Typic Borohemists,histosols,hemists,borohemists,typic borohemists,,,,,
94FN541004,57.3833351,25.083334,1994-08-24,0,,,150.0,pit,NCSS_Lab_Data_Mart,absence,55.0,21445,21445,95P0042,94FN541004,94FN541004,139,3959,,,,,Ap|E|Bt1|Bt2|Bt3,0,5,,,,,,Coarse-loamy Mollic Cryoboralfs,alfisols,boralfs,cryoboralfs,mollic cryoboralfs,"Coarse-loamy, active Mollic Cryoboralf",alfisols,boralfs,cryoboralfs,mollic cryoboralfs
94FN541005,57.0999985,24.6000004,1994-08-24,0,,,140.0,pit,NCSS_Lab_Data_Mart,absence,55.0,21446,21446,95P0043,94FN541005,94FN541005,139,3959,,,,,Oa|Oi|E|2Bh|2Bhsm|2Bs1|2Bs2,0,7,,,,,,"Sandy, mixed Typic Cryaquods",spodosols,aquods,cryaquods,typic cryaquods,"Sandy, mixed Typic Cryaquod",spodosols,aquods,cryaquods,typic cryaquods
94FN541006,56.6333351,25.1499996,1994-08-25,0,,,143.0,pit,NCSS_Lab_Data_Mart,absence,55.0,21447,21447,95P0044,94FN541006,94FN541006,139,3959,,,,,Ap1|Ap2|2AB|3Btsm|3Bt,0,5,,,,,,"Fine-loamy, mixed Argic Cryoborolls",mollisols,borolls,cryoborolls,argic cryoborolls,"Fine-loamy, mixed, semiactive Argic Cryoboroll",mollisols,borolls,cryoborolls,argic cryoborolls
94FN542005,55.5833321,23.75,1994-09-01,0,,,165.0,pit,NCSS_Lab_Data_Mart,absence,55.0,21452,21452,95P0049,94FN542005,94FN542005,140,3959,,,,,Ap|Btk|Bkg1|Bkg2|Bkg3,0,5,,,,,,"Coarse-loamy, mixed Ultic Hapludalfs",alfisols,udalfs,hapludalfs,ultic hapludalfs,"Coarse-loamy, mixed, semiactive, mesic Ultic Hapludalf",alfisols,udalfs,hapludalfs,ultic hapludalfs
94FN542006,55.7000008,21.5,1994-09-02,0,,,150.0,pit,NCSS_Lab_Data_Mart,absence,55.0,21453,21453,95P0050,94FN542006,94FN542006,140,3959,,,,,Ap|B|Bt1|Bt2|Btg,0,5,,,,,,"Fine-loamy, mixed Ultic Hapludalfs",alfisols,udalfs,hapludalfs,ultic hapludalfs,"Fine-loamy, mixed, semiactive, mesic Ultic Hapludalf",alfisols,udalfs,hapludalfs,ultic hapludalfs
88FN685001,61.1666679,10.083333,1988-09-01,0,,,120.0,pit,NCSS_Lab_Data_Mart,absence,55.0,15748,15748,89P0264,88FN685001,88FN685001,177,3959,,,,,A|E|Bh|B1|B2|BC|C1|C21|C22,0,9,,,,,,,,,,,,,,,
88FN685002,61.1666679,10.083333,1988-10-01,0,,,52.0,pit,NCSS_Lab_Data_Mart,absence,55.0,15749,15749,89P0265,88FN685002,88FN685002,177,3959,,,,,A1|A2|E|BC1|BC2|C,0,6,,,,,,,,,,,,,,,
88FN685003,61.1666679,10.083333,1988-10-01,0,,,200.0,pit,NCSS_Lab_Data_Mart,absence,55.0,15750,15750,89P0266,88FN685003,88FN685003,177,3959,,,,,E|B|BC|C|2C1|2C2|2C3,0,7,,,,,,,,,,,,,,,
90FN805001,62.3333321,34.0166664,1990-08-01,0,,,250.0,pit,NCSS_Lab_Data_Mart,absence,55.0,18094,18094,91P0671,90FN805001,90FN805001,202,3959,,,,,Oe|E|Bs|Bw1|Bw2|C1|C2|C3|C4|C5,0,10,,,,,,Mixed Aquic Udipsamments,entisols,psamments,udipsamments,aquic udipsamments,,,,,
90FN805002,62.2999992,34.0333328,1990-08-01,0,,,50.0,pit,NCSS_Lab_Data_Mart,absence,55.0,18095,18095,91P0672,90FN805002,90FN805002,202,3959,,,,,Oe|Oa|E|Bhs/Bs1|Bs|C,0,6,,,,,,"Coarse-loamy, mixed Aeric Haplaquods",spodosols,aquods,haplaquods,aeric haplaquods,,,,,
90FN805003,61.6833344,50.8166656,1990-09-01,0,,,205.0,pit,NCSS_Lab_Data_Mart,absence,55.0,18096,18096,91P0673,90FN805003,90FN805003,202,3959,,,,,Oe|E1|Bs|Bs|E2|Bt/E|Bt1|Bt2|Bt3,0,9,,,,,,Fine-silty Alfic Haplorthods,spodosols,orthods,haplorthods,alfic haplorthods,,,,,
90FN805004,61.4500008,50.0666656,1990-09-01,0,,,200.0,pit,NCSS_Lab_Data_Mart,absence,55.0,18097,18097,91P0674,90FN805004,90FN805004,202,3959,,,,,Oe|E|Bs1|Bs2|BC1|BC2|C1|C2,0,8,,,,,,"Sandy, mixed, frigid Typic Haplorthod",spodosols,orthods,haplorthods,typic haplorthods,,,,,
92FN805002,61.9599991,149.5311127,1992-06-28,0,,,130.0,pit,NCSS_Lab_Data_Mart,absence,55.0,19363,19363,92P0740,92FN805002,92FN805002,202,3959,,,,,Oe|A|Bw|A/Bb|BAb,0,5,,,,,,"Loamy-skeletal, mixed Cumulic Cryoborolls",mollisols,borolls,cryoborolls,cumulic cryoborolls,,,,,
92FN805003,65.940834,149.7127838,1992-06-29,0,,,76.0,pit,NCSS_Lab_Data_Mart,absence,55.0,19364,19364,92P0741,92FN805003,92FN805003,202,3959,,,,,Oe|C|Bwb1|Bwb2|Cr,0,6,,,,,,"Loamy-skeletal, mixed Pergelic Cryochrepts",inceptisols,ochrepts,cryochrepts,pergelic cryochrepts,,,,,
92FN805004,61.9741669,149.6725006,1992-06-29,0,,,50.0,pit,NCSS_Lab_Data_Mart,absence,55.0,19365,19365,92P0742,92FN805004,92FN805004,202,3959,,,,,Oi/Oe|E|Bs|BC|C,0,5,,,,,,"Sandy or sandy-skeletal, mixed Pergelic Cryorthods",spodosols,orthods,cryorthods,pergelic cryorthods,,,,,
92FN805009,59.8741684,150.6344452,1992-07-07,0,,,75.0,pit,NCSS_Lab_Data_Mart,absence,55.0,19372,19372,92P0749,92FN805009,92FN805009,202,3959,,,,,C|Oe|A|Oi|E|Bs|BC|C,0,8,,,,,,"Coarse-loamy, mixed Pergelic Cryorthods",spodosols,orthods,cryorthods,pergelic cryorthods,,,,,
06SS02701,59.35835,-157.4729917,2008-01-23,0,,,100.0,pit,NCSS_Lab_Data_Mart,absence,55.0,33796,33600,06N1043,06SS02701,06SS02701,244,3946,4267.0,11330.0,11787.0,,Oi|E|Bhs|Bw|C,0,5,"Coarse-loamy, isotic Typic Humicryods",spodosols,cryods,humicryods,typic humicryods,,,,,,,,,,
07AF00801,58.2095389,-152.5463139,2007-08-24,0,,,122.0,pit,NCSS_Lab_Data_Mart,absence,55.0,34372,34158,07N0712,07AF00801,07AF00801,244,3946,4273.0,11312.0,11784.0,,Oe|C1|C2|C3|2AE|2Bhs|2Bw|3BC|3C,0,9,"Medial over loamy-skeletal, nonacid Andic Humicryods",spodosols,cryods,humicryods,andic humicryods,,,,,,,,,,
07CS17301,59.0641667,-158.505,2007-09-20,0,,,135.0,pit,NCSS_Lab_Data_Mart,absence,55.0,34689,34475,08N0205,07CS17301,07CS17301,244,3946,4267.0,11330.0,11787.0,,BC,0,1,"Coarse-silty, isotic Typic Haplocryods",spodosols,cryods,haplocryods,typic haplocryods,,,,,,,,,,
07MM04504,58.1699,-152.7746694,2007-08-30,0,,,180.0,pit,NCSS_Lab_Data_Mart,absence,55.0,34373,34159,07N0713,07MM04504,07MM04504,244,3946,4273.0,11312.0,11784.0,,Oi|Cg|2Oe1|2Oe2|2Oe3|2Oe4,0,6,Euic Typic Cryohemists,histosols,hemists,cryohemists,typic cryohemists,,,,,,,,,,
08MM58001,57.7217444,-152.6390778,2008-10-07,0,,,95.0,pit,NCSS_Lab_Data_Mart,absence,55.0,39469,38854,09N0079,08MM58001,08MM58001,244,3946,4273.0,11317.0,11784.0,,O|2EA|2Bhs|2BC|3C1|3C2,0,6,Medial over loamy-skeletal Andic Humicryods,spodosols,cryods,humicryods,andic humicryods,Andic Humicryod,spodosols,cryods,humicryods,andic humicryods,,,,,
08MM68002,57.7165056,-152.6319639,2008-10-07,0,,,120.0,pit,NCSS_Lab_Data_Mart,absence,55.0,39470,38855,09N0080,08MM68002,08MM68002,244,3946,4273.0,11317.0,11784.0,,Oe|C|2E|2Bhs|2Bhs|3BC|3C,0,7,Medial over loamy-skeletal Andic Humicryods,spodosols,cryods,humicryods,andic humicryods,Andic Humicryod,spodosols,cryods,humicryods,andic humicryods,,,,,
08MM78003,57.7108111,-152.610925,2008-10-07,0,,,90.0,pit,NCSS_Lab_Data_Mart,absence,55.0,39471,38856,09N0081,08MM78003,08MM78003,244,3946,4273.0,11317.0,11784.0,,O|C1|C2|C3|2E|2Bhs|2Bs|3C,0,8,Medial over loamy-skeletal Andic Humicryods,spodosols,cryods,humicryods,andic humicryods,Andic Humicryod,spodosols,cryods,humicryods,andic humicryods,,,,,
08MM88004,57.7026611,-152.5929056,2008-10-07,0,,,145.0,pit,NCSS_Lab_Data_Mart,absence,55.0,39472,38857,09N0082,08MM88004,08MM88004,244,3946,4273.0,11317.0,11784.0,,O|C1|2C2|2C3|3C4|3C5|3C6,0,7,Sandy-skeletal Typic Cryorthents,entisols,orthents,cryorthents,typic cryorthents,,,,,,,,,,
08MM98005,57.8407083,-152.4369972,2008-10-07,0,,,80.0,pit,NCSS_Lab_Data_Mart,absence,55.0,39473,38858,09N0083,08MM98005,08MM98005,244,3946,4273.0,11312.0,11784.0,,Oa|C1|C2|C3|2Bhs|2Bs|3BC,0,7,Medial over loamy-skeletal Andic Haplocryods,spodosols,cryods,haplocryods,andic haplocryods,Andic Humicryod,spodosols,cryods,humicryods,andic humicryods,,,,,
08SS28101,59.8447222,-156.5166667,2008-07-31,0,,,160.0,pit,NCSS_Lab_Data_Mart,absence,55.0,39474,38859,09N0084,08SS28101,08SS28101,244,3946,4267.0,11330.0,11787.0,,A|B/Ajj|BC|2C1|2C2|2C3,0,6,"Coarse-loamy, isotic Typic Haplocryepts",inceptisols,cryepts,haplocryepts,typic haplocryepts,Typic Haplocryept,inceptisols,cryepts,haplocryepts,typic haplocryepts,,,,,
08SS28202,59.8188889,-156.3266667,2008-07-31,0,,,120.0,pit,NCSS_Lab_Data_Mart,absence,55.0,39475,38860,09N0085,08SS28202,08SS28202,244,3946,4267.0,11330.0,11787.0,,Oe|A|Bw1|Bw2|BC,0,5,"Loamy-skeletal, isotic Typic Dystrocryepts",inceptisols,cryepts,dystrocryepts,typic dystrocryepts,,,,,,,,,,
08SS28303,60.3019444,-158.3313889,2008-08-03,0,,,152.0,pit,NCSS_Lab_Data_Mart,absence,55.0,39476,38861,09N0086,08SS28303,08SS28303,244,3946,4267.0,11330.0,11787.0,,Oe|A|A/Bhs(A)|A/Bhs(Bhs)|Bw1|Bw/Ajj1|Bw2|Bw/Ajj2|Bw/Ajj2|2BC,0,10,"Coarse-silty, isotic Typic Dystrocryepts",inceptisols,cryepts,dystrocryepts,typic dystrocryepts,Typic Dystrocryept,inceptisols,cryepts,dystrocryepts,typic dystrocryepts,,,,,
08SS28404,59.7194444,-157.2822222,2008-08-04,0,,,115.0,pit,NCSS_Lab_Data_Mart,absence,55.0,39477,38862,09N0087,08SS28404,08SS28404,244,3946,4267.0,11330.0,11787.0,,Oi|Oe|A|Oa/Ajj|Cg|2C2,0,6,"Coarse-loamy, mixed, superactive, acid, subgelic Histic Gelaquepts",inceptisols,aquepts,gelaquepts,histic gelaquepts,Typic Humicryept,inceptisols,cryepts,humicryepts,typic humicryepts,,,,,
08SS28505,58.9263806,-157.7115583,2008-10-23,0,,,180.0,pit,NCSS_Lab_Data_Mart,absence,55.0,39478,38863,09N0088,08SS28505,08SS28505,244,3946,4267.0,11330.0,11787.0,,Oe|A|BC1|BC2|BC2|BC3,0,6,"Coarse-loamy, isotic Fluventic Humicryepts",inceptisols,cryepts,dystrocryepts,fluventic humicryepts,Histic Cryaquept,inceptisols,aquepts,cryaquepts,histic cryaquepts,,,,,
09AO06502,57.43,-154.1966667,2009-07-26,0,,,50.0,pit,NCSS_Lab_Data_Mart,absence,55.0,40666,39952,10N0002,09AO06502,09AO06502,244,3946,4273.0,11317.0,11784.0,,A/E(Apart)|Bw,0,2,"Medial over sandy or sandy-skeletal, amorphic over mixed Alic Haplocryands",andisols,cryands,haplocryands,alic haplocryands,,,,,,,,,,
09TC01601,65.355,-143.2077778,2009-07-21,0,,,211.0,pit,NCSS_Lab_Data_Mart,absence,55.0,40433,39802,09N1029,09TC01601,09TC01601,244,3946,4286.0,11325.0,11697.0,,Oi|C|O'i|C'|A|C''|A|C/A|C1|C2|C3|C4,0,17,"Coarse-loamy, mixed, superactive, calcareous Typic Cryofluvents",entisols,fluvents,cryofluvents,typic cryofluvents,"Coarse-loamy, mixed, superactive, calcareous Typic Cryofluvent",entisols,fluvents,cryofluvents,typic cryofluvents,,,,,
09TC01701,65.4072222,-142.6041667,2009-07-22,0,,,200.0,pit,NCSS_Lab_Data_Mart,absence,55.0,40434,39803,09N1030,09TC01701,09TC01701xxxx,244,3946,4286.0,11325.0,11697.0,,A|Bk1|Bk2|CBk|2Ck|2C,0,8,"Loamy-skeletal, mixed, superactive Ustic Calcicryepts",inceptisols,cryepts,calcicryepts,ustic calcicryepts,"Loamy-skeletal, mixed, superactive Ustic Calcicryept",inceptisols,cryepts,calcicryepts,ustic calcicryepts,,,,,
