site_id,lat,lon,date,pf_observed,pf_depth,thaw_depth,obs_limit,method,source,candidate_type,absence_latitude_threshold_abs_ge,pedon_key,site_key,pedlabsampnum,upedonid,usiteid,country_key,state_key,county_key,mlra_key,ssa_key,frozen_horizons,all_horizons,n_frozen_layers,n_layers,corr_classification_name,corr_taxorder,corr_taxsuborder,corr_taxgrtgroup,corr_taxsubgrp,samp_classification_name,samp_taxorder,samp_taxsuborder,samp_taxgrtgroup,samp_taxsubgrp,SSL_classification_name,SSL_taxorder,SSL_taxsuborder,SSL_taxgrtgroup,SSL_taxsubgrp
83AK130116,55.9625015,-133.6027832,1983-07-01,0,,,97.0,pit,NCSS_Lab_Data_Mart,absence,55.0,10665,10665,83P0817,83AK130116,S1983AK130116,244,3946,4272.0,7795.0,,,E|Bhs|Oi|Oe|BC|C,0,6,"Loamy-skeletal, mixed, superactive Typic Humicryods",spodosols,cryods,humicryods,typic humicryods,"Loamy-skeletal, mixed Cryic Fragiorthod",spodosols,orthods,fragiorthods,cryic fragiorthods,,,,,
83AK130120,55.9458351,-131.1416626,1983-09-01,0,,,117.0,pit,NCSS_Lab_Data_Mart,absence,55.0,10902,10902,84P0141,83AK130120,S1983AK130120,244,3946,4272.0,7795.0,,,Oa1|Oa2|Oa3,0,3,"Sandy or sandy-skeletal, mixed, dysic Terric Cryosaprists",histosols,saprists,cryosaprists,terric cryosaprists,"Fragmental, mixed, dysic Terric Cryosaprist",histosols,saprists,cryosaprists,terric cryosaprists,"Sandy or sandy-skeletal, mixed, dysic Terric Cryosaprist",histosols,saprists,cryosaprists,terric cryosaprists
83AK130122,56.2750015,-133.3041687,1983-07-01,0,,,77.0,pit,NCSS_Lab_Data_Mart,absence,55.0,10666,10666,83P0818,83AK130122,S1983AK130122,244,3946,4272.0,7795.0,,,E|Bhs|Bs|Oa|Oe2|Oe1|2BC,0,7,"Loamy-skeletal, mixed, superactive Typic Haplocryods",spodosols,cryods,haplocryods,typic haplocryods,Thixotropic-skeletal Typic Cryorthod,spodosols,orthods,cryorthods,typic cryorthods,,,,,
83AK130125,55.830555,-133.3249969,1983-07-01,0,,,61.0,pit,NCSS_Lab_Data_Mart,absence,55.0,10667,10667,83P0819,83AK130125,S1983AK130125,244,3946,4272.0,7795.0,,,Bs|Oa|Bhs|Bh,0,4,"Coarse-loamy, mixed, superactive Typic Humicryods",spodosols,cryods,humicryods,typic humicryods,Thixotropic Humic Lithic Cryorthod,spodosols,orthods,cryorthods,humic lithic cryorthods,,,,,
83AK130126,56.0083351,-133.5833282,1983-07-01,0,,,51.0,pit,NCSS_Lab_Data_Mart,absence,55.0,10668,10668,83P0820,83AK130126,S1983AK130126,244,3946,4272.0,7795.0,,,Bhs|Oa|Oe|BC,0,4,"Loamy, mixed, superactive Lithic Humicryods",spodosols,cryods,humicryods,lithic humicryods,"Loamy-skeletal, mixed Typic Cryorthod",spodosols,orthods,cryorthods,typic cryorthods,,,,,
83AK130127,55.5055542,-132.4750061,1983-10-01,0,,,30.0,pit,NCSS_Lab_Data_Mart,absence,55.0,11126,11126,84P0365,83AK130127,S1983AK130127,244,3946,4272.0,7795.0,,,E|Oi|Bhs,0,3,Dysic Lithic Cryofolist,histosols,folists,cryofolists,lithic cryofolists,"Loamy-skeletal, mixed Humic Lithic Cryorthod",spodosols,orthods,cryorthods,humic lithic cryorthods,Dysic Cryofolist,histosols,folists,cryofolists,
83AK130128,55.5250015,-132.6208344,1983-10-01,0,,,45.0,pit,NCSS_Lab_Data_Mart,absence,55.0,11127,11127,84P0366,83AK130128,S1983AK130128,244,3946,4272.0,7795.0,,,E|Bhs|Oe|Bs|Oi,0,5,,,,,,"Loamy, mixed Humic Lithic Cryorthods",spodosols,orthods,cryorthods,humic lithic cryorthods,,,,,
83AK130129,55.4874992,-132.6374969,1983-09-01,0,,,1.0,pit,NCSS_Lab_Data_Mart,absence,55.0,11131,11131,84P0370,83AK130129,S1983AK130129,244,3946,4272.0,7795.0,,,E|Oi,0,2,Dysic Lithic Cryofolists,histosols,folists,cryofolists,lithic cryofolists,Dysic Lithic Cryofolist,histosols,folists,cryofolists,lithic cryofolists,Dysic Lithic Cryofolist,histosols,folists,cryofolists,lithic cryofolists
83AK130130,55.4874992,-132.6458282,1983-09-01,0,,,10.0,pit,NCSS_Lab_Data_Mart,absence,55.0,11128,11128,84P0367,83AK130130,S1983AK130130,244,3946,4272.0,7795.0,,,Bhs|Oa,0,2,"Euic, micro Lithic Cryosaprists",histosols,saprists,cryosaprists,lithic cryosaprists,"Loamy, mixed, micro Humic Cryorthod",spodosols,orthods,cryorthods,humic cryorthods,"Euic, shallow Lithic Cryosaprist",histosols,saprists,cryosaprists,lithic cryosaprists
83AK130131,55.5,-132.4708405,1983-10-01,0,,,25.0,pit,NCSS_Lab_Data_Mart,absence,55.0,11129,11129,84P0368,83AK130131,S1983AK130131,244,3946,4272.0,7697.0,,,Bs|Oa|Cr|Oi,0,4,,,,,,"Loamy-skeletal, mixed Typic Cryorthods",spodosols,orthods,cryorthods,typic cryorthods,,,,,
83AK130142,55.2916679,-132.6305542,1983-08-01,0,,,102.0,pit,NCSS_Lab_Data_Mart,absence,55.0,10886,10886,84P0125,83AK130142,S1983AK130142,244,3946,4272.0,7795.0,,,E|Bhs1|O|Bhs2|BC|C,0,6,"Coarse-loamy, mixed, superactive Typic Humicryods",spodosols,cryods,humicryods,typic humicryods,Thixotropic Humic Cryorthod,spodosols,orthods,cryorthods,humic cryorthods,,,,,
83AK130143,55.2916679,-132.6305542,1983-08-01,0,,,102.0,pit,NCSS_Lab_Data_Mart,absence,55.0,10887,10887,84P0126,83AK130143,S1983AK130143,244,3946,4272.0,7795.0,,,C1|Oa|Oi|C2,0,4,"Sandy or sandy-skeletal, mixed Humic Cryaquept",inceptisols,aquepts,cryaquepts,humic cryaquepts,"Coarse-loamy over sandy or sandy-skeletal, mixed Typic Cryofluvents",entisols,fluvents,cryofluvents,typic cryofluvents,"Sandy or sandy-skeletal, mixed Humic Cryaquept",inceptisols,aquepts,cryaquepts,humic cryaquepts
83AK130144,55.4249992,-131.7666626,1983-09-01,0,,,102.0,pit,NCSS_Lab_Data_Mart,absence,55.0,10888,10888,84P0127,83AK130144,S1983AK130144,244,3946,4272.0,7795.0,,,Bh|Bs1|Oa|Oi|Bs2|C,0,6,"Loamy-skeletal, mixed, superactive Typic Humicryods",spodosols,cryods,humicryods,typic humicryods,Thixotropic-skeletal Humic Cryorthod,spodosols,orthods,cryorthods,humic cryorthods,,,,,
83AK130153,55.9958344,-133.4624939,1983-07-01,0,,,22.0,pit,NCSS_Lab_Data_Mart,absence,55.0,10679,10679,83P0831,83AK130153,S1983AK130153,244,3946,4272.0,7795.0,,,E|Bh|Oa|Oe,0,4,"Loamy, mixed Lithic Humicryods",spodosols,cryods,humicryods,lithic humicryods,Thixotropic Humic Lithic Cryorthod,spodosols,orthods,cryorthods,humic lithic cryorthods,,,,,
83AK130157,55.0708351,-132.8874969,1983-08-01,0,,,109.0,pit,NCSS_Lab_Data_Mart,absence,55.0,10898,10898,84P0137,83AK130157,S1983AK130157,244,3946,4272.0,7795.0,,,E|Bh|Bs1|O|Bs2,0,5,,,,,,Thixotropic Humic Cryorthods,spodosols,orthods,cryorthods,humic cryorthods,,,,,
83AK130158,55.0708351,-132.8874969,1983-08-01,0,,,100.0,pit,NCSS_Lab_Data_Mart,absence,55.0,10899,10899,84P0138,83AK130158,S1983AK130158,244,3946,4272.0,7795.0,,,E|Bh|Bs|O2|O1|C,0,6,,,,,,"Coarse-loamy, mixed Humic Cryorthods",spodosols,orthods,cryorthods,humic cryorthods,,,,,
83AK130159,55.0708351,-132.8874969,1983-08-01,0,,,54.0,pit,NCSS_Lab_Data_Mart,absence,55.0,10900,10900,84P0139,83AK130159,S1983AK130159,244,3946,4272.0,7795.0,,,C1|O|C2,0,3,"Loamy-skeletal, mixed, superactive Entic Cryumbrepts",inceptisols,umbrepts,cryumbrepts,entic cryumbrepts,Thixotropic Humic Cryorthod,spodosols,orthods,cryorthods,humic cryorthods,"Loamy-skeletal, mixed Entic Cryumbrept",inceptisols,umbrepts,cryumbrepts,entic cryumbrepts
83AK130160,55.0708351,-132.8874969,1983-08-01,0,,,100.0,pit,NCSS_Lab_Data_Mart,absence,55.0,10901,10901,84P0140,83AK130160,S1983AK130160,244,3946,4272.0,7795.0,,,E|O|Bhs1|Bhs2|Bhs3|C,0,6,,,,,,"Coarse-loamy, mixed Typic Cryorthods",spodosols,orthods,cryorthods,typic cryorthods,,,,,
83AK130162,55.9666672,-133.6125031,1983-07-01,0,,,82.0,pit,NCSS_Lab_Data_Mart,absence,55.0,10680,10680,83P0832,83AK130162,S1983AK130162,244,3946,4272.0,7795.0,,,Bs1|Oe/Oa|Bs/E|Bs2|CB,0,5,"Coarse-loamy, mixed, superactive Typic Humicryods",spodosols,cryods,humicryods,typic humicryods,Thixotropic Typic Cryorthod,spodosols,orthods,cryorthods,typic cryorthods,,,,,
83AK130163,55.9666672,-133.6125031,1983-07-01,0,,,88.0,pit,NCSS_Lab_Data_Mart,absence,55.0,10681,10681,83P0833,83AK130163,S1983AK130163,244,3946,4272.0,7795.0,,,Bhs/Bs|Oe/Oa|C,0,3,"Loamy-skeletal, mixed Typic Humicryods",spodosols,cryods,humicryods,typic humicryods,Thixotropic Typic Cryorthod,spodosols,orthods,cryorthods,typic cryorthods,,,,,
83AK130164,55.9666672,-133.6125031,1983-07-01,0,,,88.0,pit,NCSS_Lab_Data_Mart,absence,55.0,10682,10682,83P0834,83AK130164,S1983AK130164,244,3946,4272.0,7795.0,,,Bs/Oa|Oe|EB|Bs|CB,0,5,"Coarse-loamy, mixed, superactive Typic Humicryods",spodosols,cryods,humicryods,typic humicryods,Thixotropic Typic Cryorthod,spodosols,orthods,cryorthods,typic cryorthods,,,,,
83AK130171,55.9458351,-131.1416626,1983-09-01,0,,,102.0,pit,NCSS_Lab_Data_Mart,absence,55.0,10903,10903,84P0142,83AK130171,S1983AK130171,244,3946,4272.0,7795.0,,,E|Bh|O|Bhs|2C,0,5,,,,,,"Sandy-skeletal, mixed Humic Cryorthods",spodosols,orthods,cryorthods,humic cryorthods,,,,,
83AK130172,55.9458351,-131.1416626,1983-09-01,0,,,102.0,pit,NCSS_Lab_Data_Mart,absence,55.0,10904,10904,84P0143,83AK130172,S1983AK130172,244,3946,4272.0,7795.0,,,E|Bh|Bhs|Oa|C,0,5,,,,,,"Sandy-skeletal, mixed Humic Cryorthods",spodosols,orthods,cryorthods,humic cryorthods,,,,,
83AK130192,55.4874992,-132.6374969,1983-09-01,0,,,10.0,pit,NCSS_Lab_Data_Mart,absence,55.0,11120,11120,84P0359,83AK130192,S1983AK130192,244,3946,4272.0,7795.0,,,Bhs|Oi,0,2,Dysic Lithic Cryofolists,histosols,folists,cryofolists,lithic cryofolists,Thixotropic-skeletal Humic Lithic Cryorthod,spodosols,orthods,cryorthods,humic lithic cryorthods,Dysic Lithic Cryofolist,histosols,folists,cryofolists,lithic cryofolists
83AK130193,55.4874992,-132.6374969,1983-09-01,0,,,12.0,pit,NCSS_Lab_Data_Mart,absence,55.0,11119,11119,84P0358,83AK130193,S1983AK130193,244,3946,4272.0,7795.0,,,C|Oi,0,2,Dysic Lithic Cryofolist,histosols,folists,cryofolists,lithic cryofolists,"Loamy, mixed Lithic Cryorthent",entisols,orthents,cryorthents,lithic cryorthents,Dysic Lithic Cryofolist,histosols,folists,cryofolists,lithic cryofolists
83AK130194,55.4874992,-132.6374969,1983-09-01,0,,,17.0,pit,NCSS_Lab_Data_Mart,absence,55.0,11118,11118,84P0357,83AK130194,S1983AK130194,244,3946,4272.0,7795.0,,,Bh|Oi,0,2,Dysic Lithic Cryofolist,histosols,folists,cryofolists,lithic cryofolists,"Loamy, mixed Humic Lithic Cryorthod",spodosols,orthods,cryorthods,humic lithic cryorthods,Dysic Lithic Cryofolist,histosols,folists,cryofolists,lithic cryofolists
83AK130195,55.4874992,-132.6458282,1983-09-01,0,,,5.0,pit,NCSS_Lab_Data_Mart,absence,55.0,11130,11130,84P0369,83AK130195,S1983AK130195,244,3946,4272.0,7795.0,,,E|Bhs|O,0,3,Dysic Lithic Cryosaprists,histosols,saprists,cryosaprists,lithic cryosaprists,Dysic Lithic Cryofolist,histosols,folists,cryofolists,lithic cryofolists,"Dysic, shallow Lithic Cryosaprist",histosols,saprists,cryosaprists,lithic cryosaprists
83AK130196,55.4874992,-132.6458282,1983-09-01,0,,,20.0,pit,NCSS_Lab_Data_Mart,absence,55.0,11116,11116,84P0355,83AK130196,S1983AK130196,244,3946,4272.0,,,,E|Bhs|Bs|Cr|Oe,0,5,,,,,,"Loamy-skeletal, mixed Humic Cryorthods",spodosols,orthods,cryorthods,humic cryorthods,,,,,
83AK130197,55.4874992,-132.6458282,1983-09-01,0,,,15.0,pit,NCSS_Lab_Data_Mart,absence,55.0,11115,11115,84P0354,83AK130197,S1983AK130197,244,3946,4272.0,7795.0,,,Bhs|Cr|Oa,0,3,,,,,,"Loamy-skeletal, mixed Humic Cryorthods",spodosols,orthods,cryorthods,humic cryorthods,"Loamy-skeletal, mixed Humic Cryorthod",spodosols,orthods,cryorthods,humic cryorthods
83AK130198,55.4874992,-132.6458282,1983-09-01,0,,,10.0,pit,NCSS_Lab_Data_Mart,absence,55.0,11117,11117,84P0356,83AK130198,S1983AK130198,244,3946,4272.0,7795.0,,,Bhs|Cr|Oe,0,3,"Dysic, micro Lithic Cryohemist",histosols,hemists,cryohemists,lithic cryohemists,Dysic Lithic Cryofolists,histosols,folists,cryofolists,lithic cryofolists,"Dysic, micro Lithic Cryohemist",histosols,hemists,cryohemists,lithic cryohemists
83AK130199,55.4874992,-132.6458282,1983-09-01,0,,,50.0,pit,NCSS_Lab_Data_Mart,absence,55.0,11121,11121,84P0360,83AK130199,S1983AK130199,244,3946,4272.0,7795.0,,,Bhs|C1|Oi|C2|Cr,0,5,"Loamy-skeletal, mixed, superactive, acid Histic Lithic Cryaquept",inceptisols,aquepts,cryaquepts,histic lithic cryaquepts,"Loamy-skeletal, mixed Typic Cryaquods",spodosols,aquods,cryaquods,typic cryaquods,"Loamy-skeletal, mixed, acid Histic Lithic Cryaquept",inceptisols,aquepts,cryaquepts,histic lithic cryaquepts
83AK220004,57.3333321,-135.0166626,1983-09-01,0,,,91.0,pit,NCSS_Lab_Data_Mart,absence,55.0,10875,10875,84P0114,83AK220004,S1983AK220004,244,3946,4280.0,7795.0,,,E|Bhs|Oa|Bs|Oi|BC|C,0,7,"Sandy, mixed Typic Haplocryod",spodosols,cryods,haplocryods,typic haplocryods,Sandy Typic Cryohumods,spodosols,humods,cryohumods,typic cryohumods,,,,,
83AK220005,57.2666664,-134.6166687,1983-09-01,0,,,22.0,pit,NCSS_Lab_Data_Mart,absence,55.0,10876,10876,84P0115,83AK220005,S1983AK220005,244,3946,4280.0,7795.0,,,E|Bw|Oe,0,3,Dysic Lithic Cryofolists,histosols,folists,cryofolists,lithic cryofolists,Loamy-skeletal Lithic Cryochrept,inceptisols,ochrepts,cryochrepts,lithic cryochrepts,Dysic Lithic Cryofolist,histosols,folists,cryofolists,lithic cryofolists
83AK220007,57.5166664,-134.4333344,1983-09-01,0,,,91.0,pit,NCSS_Lab_Data_Mart,absence,55.0,10877,10877,84P0116,83AK220007,S1983AK220007,244,3946,4280.0,7795.0,,,Bh|Bs|Oe|Oi|BCx|2Cx,0,6,"Loamy, mixed Typic Humicryods",spodosols,cryods,humicryods,typic humicryods,Coarse-loamy Cryic Fragihumod,spodosols,humods,fragihumods,cryic fragihumods,,,,,
83AK220009,57.7833328,-134.0333405,1983-09-01,0,,,26.0,pit,NCSS_Lab_Data_Mart,absence,55.0,10878,10878,84P0117,83AK220009,S1983AK220009,244,3946,4280.0,7795.0,,,C|Cr|Oa|Oi,0,4,"Loamy-skeletal, mixed, subactive, micro Lithic Humicryod",spodosols,cryods,humicryods,lithic humicryods,Loamy-skeletal Lithic Aquic Cryorthent,entisols,orthents,cryorthents,lithic aquic cryorthents,,,,,
83AK220010,57.7833328,-134.0333405,1983-09-01,0,,,18.0,pit,NCSS_Lab_Data_Mart,absence,55.0,10879,10879,84P0118,83AK220010,S1983AK220010,244,3946,4280.0,7795.0,,,C|Oa|Cr|Oi,0,4,"Loamy-skeletal, mixed, subactive, acid Lithic Cryorthent",entisols,orthents,cryorthents,lithic cryorthents,"Loamy-skeletal, mixed, micro Lithic Cryorthents",entisols,orthents,cryorthents,lithic cryorthents,"Loamy-skeletal, mixed, acid Lithic Cryorthent",entisols,orthents,cryorthents,lithic cryorthents
83AK220019,55.5125008,-133.4083405,1983-09-01,0,,,102.0,pit,NCSS_Lab_Data_Mart,absence,55.0,10881,10881,84P0120,83AK220019,S1983AK220019,244,3946,4280.0,7795.0,,,E|Bhs1|O|Bhs2|C,0,5,"Sandy or sandy-skeletal, mixed Typic Humicryods",spodosols,cryods,humicryods,typic humicryods,Thixotropic-skeletal Typic Cryorthod,spodosols,orthods,cryorthods,typic cryorthods,,,,,
83AK220027,57.8666649,-134.1000061,1983-09-01,0,,,91.0,pit,NCSS_Lab_Data_Mart,absence,55.0,10880,10880,84P0119,83AK220027,S1983AK220027,244,3946,4280.0,7795.0,,,E|Oe|Bs|BC|Oi|2Cx,0,6,"Loamy, mixed Typic Haplocryods",spodosols,cryods,haplocryods,typic haplocryods,Coarse-loamy Aquic Fragiorthod,spodosols,orthods,fragiorthods,aquic fragiorthods,,,,,
83AK220138,55.9458351,-131.1416626,1983-09-01,0,,,102.0,pit,NCSS_Lab_Data_Mart,absence,55.0,10882,10882,84P0121,83AK220138,S1983AK220138,244,3946,4280.0,7795.0,,,E|Bhs|O|Bs|C,0,5,"Sandy or sandy-skeletal, mixed Typic Humicryods",spodosols,cryods,humicryods,typic humicryods,Thixotropic Typic Cryorthod,spodosols,orthods,cryorthods,typic cryorthods,,,,,
83AK280004,56.4263878,-132.9333344,1983-08-01,0,,,152.0,pit,NCSS_Lab_Data_Mart,absence,55.0,10766,10766,84P0005,83AK280004,S1983AK280004,244,3946,4285.0,7795.0,,,A|Bhs1|O|Bhs2|B|C,0,7,"Coarse-loamy, mixed, superactive Typic Humicryods",spodosols,cryods,humicryods,typic humicryods,Medial-skeletal Humic Cryorthod,spodosols,orthods,cryorthods,humic cryorthods,,,,,
83AK280005,56.9166679,-132.8291626,1983-08-01,0,,,152.0,pit,NCSS_Lab_Data_Mart,absence,55.0,10998,10998,84P0237,83AK280005,S1983AK280005,244,3946,4285.0,7795.0,,,Bs1|Bs2|O|B|2C,0,5,"Sandy-skeletal, mixed Typic Cryaquod",spodosols,aquods,cryaquods,typic cryaquods,"Sandy-skeletal, mixed Typic Cryorthents",entisols,orthents,cryorthents,typic cryorthents,"Sandy-skeletal, mixed Typic Cryaquod",spodosols,aquods,cryaquods,typic cryaquods
83AK280006,55.9238892,-132.1680603,1983-07-01,0,,,124.0,pit,NCSS_Lab_Data_Mart,absence,55.0,10999,10999,84P0238,83AK280006,S1983AK280006,244,3946,4285.0,7795.0,,,A|Bh|Bs1|O|Bs2|C,0,6,"Loamy-skeletal, mixed, superactive Typic Humicryods",spodosols,cryods,humicryods,typic humicryods,"Loamy-skeletal, mixed Humic Cryorthod",spodosols,orthods,cryorthods,humic cryorthods,,,,,
83AK280007,56.9166679,-132.8319397,1983-08-01,0,,,152.0,pit,NCSS_Lab_Data_Mart,absence,55.0,10765,10765,84P0004,83AK280007,S1983AK280007,244,3946,4285.0,7795.0,,,A|Bhs|O|Bs|C|2C,0,6,"Sandy, mixed Typic Haplocryod",spodosols,cryods,haplocryods,typic haplocryods,"Sandy, mixed Humic Cryorthods",spodosols,orthods,cryorthods,humic cryorthods,,,,,
84AK201001,56.3444443,-132.5194397,1984-09-01,0,,,106.0,pit,NCSS_Lab_Data_Mart,absence,55.0,12372,12372,85P0689,84AK201001,S1984AK201001,244,3946,4279.0,7795.0,,,E/Bhs|Bs1|Bs2|C,0,4,,,,,,"Coarse-loamy, mixed Humic Cryorthods",spodosols,orthods,cryorthods,humic cryorthods,,,,,
84AK201002,55.8708344,-133.1666718,1984-09-01,0,,,33.0,pit,NCSS_Lab_Data_Mart,absence,55.0,12373,12373,85P0690,84AK201002,S1984AK201002,244,3946,4279.0,7795.0,,,Bhs|Bs|Oa,0,3,,,,,,"Coarse-loamy, mixed Humic Lithic Cryorthods",spodosols,orthods,cryorthods,humic lithic cryorthods,,,,,
84AK201003,56.1916656,-133.5291595,1984-09-01,0,,,107.0,pit,NCSS_Lab_Data_Mart,absence,55.0,12374,12374,85P0691,84AK201003,S1984AK201003,244,3946,4279.0,7795.0,,,E/Bhs|Bhs1|Oe|Bhs2|Bs|C,0,6,,,,,,"Coarse-loamy, mixed Typic Cryorthods",spodosols,orthods,cryorthods,typic cryorthods,,,,,
84AK201004,55.6749992,-132.4583282,1984-09-01,0,,,23.0,pit,NCSS_Lab_Data_Mart,absence,55.0,12375,12375,85P0692,84AK201004,S1984AK201004,244,3946,4279.0,7795.0,,,Oi|Oa|2C,0,3,Dysic Lithic Cryosaprists,histosols,saprists,cryosaprists,lithic cryosaprists,Dysic Lithic Cryofolist,histosols,folists,cryofolists,lithic cryofolists,"Dysic, shallow Lithic Cryosaprist",histosols,saprists,cryosaprists,lithic cryosaprists
84AK201005,56.3333321,-133.3500061,1984-09-01,0,,,48.0,pit,NCSS_Lab_Data_Mart,absence,55.0,12376,12376,85P0693,84AK201005,S1984AK201005,244,3946,4279.0,7795.0,,,Bhs|Oa|Bs|BC,0,4,,,,,,"Coarse-loamy, mixed Humic Lithic Cryorthods",spodosols,orthods,cryorthods,humic lithic cryorthods,,,,,
84AK201006,55.7041664,-132.5833282,1984-09-01,0,,,96.0,pit,NCSS_Lab_Data_Mart,absence,55.0,12377,12377,85P0694,84AK201006,S1984AK201006,244,3946,4279.0,7795.0,,,E|Oa|Bhs|Bs|BC|C,0,6,,,,,,"Sandy-skeletal, mixed Typic Cryorthods",spodosols,orthods,cryorthods,typic cryorthods,,,,,
84AK201007,55.7861099,-133.4333344,1984-09-01,0,,,100.0,pit,NCSS_Lab_Data_Mart,absence,55.0,12378,12378,85P0695,84AK201007,S1984AK201007,244,3946,4279.0,7795.0,,,E|Bhs1|Bhs2|Oe|Bs|C,0,6,,,,,,"Coarse-loamy, mixed Humic Cryorthods",spodosols,orthods,cryorthods,humic cryorthods,,,,,
84AK201008,55.7861099,-133.4875031,1984-09-01,0,,,114.0,pit,NCSS_Lab_Data_Mart,absence,55.0,12379,12379,85P0696,84AK201008,S1984AK201008,244,3946,4279.0,7795.0,,,Bhs|Bs1|Oa|Bs2|BC,0,5,,,,,,"Coarse-loamy, mixed Humic Cryorthods",spodosols,orthods,cryorthods,humic cryorthods,,,,,
84AK201009,55.8041649,-133.5791626,1984-09-01,0,,,100.0,pit,NCSS_Lab_Data_Mart,absence,55.0,12380,12380,85P0697,84AK201009,S1984AK201009,244,3946,4279.0,7795.0,,,Bhs|Oa|Bs|C,0,4,,,,,,"Loamy-skeletal, mixed Humic Cryorthods",spodosols,orthods,cryorthods,humic cryorthods,,,,,
84AK201010,55.8027763,-133.5874939,1984-09-01,0,,,23.0,pit,NCSS_Lab_Data_Mart,absence,55.0,12381,12381,85P0698,84AK201010,S1984AK201010,244,3946,4279.0,7795.0,,,Bhs1|Bhs2,0,2,"Loamy-skeletal, mixed, superactive Lithic Cryaquept",inceptisols,aquepts,cryaquepts,lithic cryaquepts,"Loamy-skeletal, mixed Lithic Cryaquods",spodosols,aquods,cryaquods,lithic cryaquods,"Loamy-skeletal, mixed Lithic Cryaquept",inceptisols,aquepts,cryaquepts,lithic cryaquepts
84AK201012,55.8166656,-133.5874939,1984-09-01,0,,,71.0,pit,NCSS_Lab_Data_Mart,absence,55.0,12383,12383,85P0700,84AK201012,S1984AK201012,244,3946,4279.0,7795.0,,,E|Bhs1|Bhs2|Bsm|Cr,0,5,"Loamy, mixed, superactive Lithic Cryaquod",spodosols,aquods,cryaquods,lithic cryaquods,"Coarse-loamy, mixed, shallow Placic Haplaquods",spodosols,aquods,haplaquods,placic haplaquods,"Loamy, mixed Lithic Cryaquod",spodosols,aquods,cryaquods,lithic cryaquods
84AK201014,55.5250015,-133.3666687,1984-09-01,0,,,11.0,pit,NCSS_Lab_Data_Mart,absence,55.0,12385,12385,85P0702,84AK201014,S1984AK201014,244,3946,4279.0,7795.0,,,E|Bhs|Bsm|Cr,0,4,"Loamy-skeletal, mixed, superactive, frigid, shallow Placic Cryaquods",spodosols,aquods,cryaquods,placic cryaquods,"Loamy-skeletal, mixed, frigid, shallow Placic Haplaquod",spodosols,aquods,haplaquods,placic haplaquods,"Loamy-skeletal, mixed, shallow Placic Cryaquod",spodosols,aquods,cryaquods,placic cryaquods
84AK220040,59.4500008,-139.0666656,1984-06-01,0,,,25.0,pit,NCSS_Lab_Data_Mart,absence,55.0,11406,11406,84P0645,84AK220040,S1984AK220040,244,3946,4280.0,7795.0,,,C,0,1,"Fragmental, mixed Typic Cryorthent",entisols,orthents,cryorthents,typic cryorthents,"Coarse-loamy over fragmental, mixed Typic Cryorthents",entisols,orthents,cryorthents,typic cryorthents,"Fragmental, mixed Typic Cryorthent",entisols,orthents,cryorthents,typic cryorthents
84AK220332,57.5333328,-135.1666718,1984-06-01,0,,,100.0,pit,NCSS_Lab_Data_Mart,absence,55.0,11407,11407,84P0646,84AK220332,S1984AK220332,244,3946,4280.0,7795.0,,,Bh|Bs|BC|Oa|BC|Cx,0,6,"Coarse-loamy, mixed, superactive Typic Humicryod",spodosols,cryods,humicryods,typic humicryods,"Loamy-skeletal, mixed Cryic Fragiorthod",spodosols,orthods,fragiorthods,cryic fragiorthods,,,,,
85AK130000,55.7625008,-133.4713898,1985-09-01,0,,,85.0,pit,NCSS_Lab_Data_Mart,absence,55.0,12962,12962,86P0290,85AK130000,S1985AK130000,244,3946,4272.0,7795.0,,,Bhs1|Bhs2|Oa|Bs|Oi|C1|C2,0,7,,,,,,"Sandy-skeletal, mixed Typic Cryorthods",spodosols,orthods,cryorthods,typic cryorthods,,,,,
85AK280001,56.9236107,-133.8111115,1985-10-01,0,,,152.0,pit,NCSS_Lab_Data_Mart,absence,55.0,12836,12836,86P0164,85AK280001,S1985AK280001,244,3946,4285.0,7795.0,,,E|Bh|Bhs|Oa|Oi|Bs|BC|C,0,8,"Fine-silty, mixed, active Typic Cryaquods",spodosols,aquods,cryaquods,typic cryaquods,"Fine-silty, mixed Typic Cryaquod",spodosols,aquods,cryaquods,typic cryaquods,"Fine-silty, mixed Typic Cryaquod",spodosols,aquods,cryaquods,typic cryaquods
85AK280002,56.919445,-133.8097229,1985-10-01,0,,,152.0,pit,NCSS_Lab_Data_Mart,absence,55.0,12837,12837,86P0165,85AK280002,S1985AK280002,244,3946,4285.0,7795.0,,,E|Bh|Bhs|Bs|Oa|Bw|BC|C,0,8,"Coarse-silty, mixed, semiactive Typic Cryaquods",spodosols,aquods,cryaquods,typic cryaquods,"Fine-silty, mixed Humic Cryorthod",spodosols,orthods,cryorthods,humic cryorthods,"Coarse-silty, mixed Typic Cryaquod",spodosols,aquods,cryaquods,typic cryaquods
85AK280003,56.9041672,-133.7638855,1985-04-01,0,,,152.0,pit,NCSS_Lab_Data_Mart,absence,55.0,12838,12838,86P0166,85AK280003,S1985AK280003,244,3946,4285.0,7795.0,,,E|Bh|Bs|Oe|BC|C,0,6,"Coarse-loamy, mixed, active Typic Humicryods",spodosols,cryods,humicryods,typic humicryods,"Loamy, mixed Humic Cryorthod",spodosols,orthods,cryorthods,humic cryorthods,,,,,
