
                     660707       660714       660721       660728       660804       660811       660817       660826      
                      P33          P33          P33          P33          P33          P33          P33          P33        
   N OF CASES              20           20           20           20           20           20           36           20    
   MINIMUM             17.000       21.000       22.000       26.000       28.000       26.000       26.000       28.000    
   MAXIMUM             28.000       32.000       34.000       36.000       39.000       38.000       39.000       41.000    
   RANGE               11.000       11.000       12.000       10.000       11.000       12.000       13.000       13.000    
   MEAN                23.550       26.950       29.250       31.450       33.500       33.250       31.833       34.250    
   VARIANCE            10.366       10.261       10.829        8.576       11.947        9.145        8.829       13.039    
   STANDARD DEV         3.220        3.203        3.291        2.929        3.456        3.024        2.971        3.611    
   STD. ERROR           0.720        0.716        0.736        0.655        0.773        0.676        0.495        0.807    
   SKEWNESS(G1)        -0.368       -0.269       -0.218        0.123        0.247       -0.327        0.602        0.377    
   KURTOSIS(G2)        -0.762       -0.984       -0.620       -1.014       -1.312        0.022        0.148       -0.636    
   SUM                471.000      539.000      585.000      629.000      670.000      665.000     1146.000      685.000    
   C.V.                 0.137        0.119        0.113        0.093        0.103        0.091        0.093        0.105    
   MEDIAN              23.500       28.000       29.500       31.000       33.000       33.000       31.000       34.000    
                                                                                                                            
