
                     650717       650724       650731       650807       650814       650821       650828       650904       650920      
                      P19          P19          P19          P19          P19          P19          P19          P19                     
   N OF CASES              20           20           20           20           20           20           20           36                 
   MINIMUM             13.000       20.000       18.000       22.000       24.000       29.000       31.000       30.000                 
   MAXIMUM             36.000       39.000       43.000       46.000       49.000       55.000       71.000       68.000                 
   RANGE               23.000       19.000       25.000       24.000       25.000       26.000       40.000       38.000                 
   MEAN                25.850       31.550       32.650       34.850       37.000       43.150       46.550       41.278                 
   VARIANCE            32.239       33.629       59.397       65.503       71.895       71.713      137.208       78.721                 
   STANDARD DEV         5.678        5.799        7.707        8.093        8.479        8.468       11.714        8.872                 
   STD. ERROR           1.270        1.297        1.723        1.810        1.896        1.894        2.619        1.479                 
   SKEWNESS(G1)        -0.229       -0.454       -0.127       -0.169       -0.123       -0.079        0.603        0.947                 
   KURTOSIS(G2)        -0.321       -1.010       -1.174       -1.354       -1.429       -1.290       -0.417        0.591                 
   SUM                517.000      631.000      653.000      697.000      740.000      863.000      931.000     1486.000                 
   C.V.                 0.220        0.184        0.236        0.232        0.229        0.196        0.252        0.215                 
   MEDIAN              25.000       32.500       31.500       34.500       38.500       44.000       45.000       40.000      no data    
                                                                                                                                         
