
                     660707       660714       660721       660728       660804       660811       660817       660826      
                      P30          P30          P30          P30          P30          P30          P30          P30        
   N OF CASES              20           20           20           20           20           20           36           20    
   MINIMUM             20.000       21.000       25.000       26.000       28.000       28.000       26.000       28.000    
   MAXIMUM             30.000       33.000       36.000       37.000       39.000       38.000       38.000       38.000    
   RANGE               10.000       12.000       11.000       11.000       11.000       10.000       12.000       10.000    
   MEAN                23.500       25.850       28.650       30.550       32.250       31.900       31.667       32.000    
   VARIANCE             7.105        6.345        6.345        6.366        6.408        5.779        5.714        7.053    
   STANDARD DEV         2.666        2.519        2.519        2.523        2.531        2.404        2.390        2.656    
   STD. ERROR           0.596        0.563        0.563        0.564        0.566        0.538        0.398        0.594    
   SKEWNESS(G1)         0.607        0.700        1.076        0.424        0.511        0.260        0.529        0.173    
   KURTOSIS(G2)        -0.219        1.807        1.740        0.708        1.042        0.600        1.423       -0.498    
   SUM                470.000      517.000      573.000      611.000      645.000      638.000     1140.000      640.000    
   C.V.                 0.113        0.097        0.088        0.083        0.078        0.075        0.075        0.083    
   MEDIAN              23.500       26.000       28.500       31.000       32.000       32.000       32.000       32.000    
                                                                                                                            
