
                     650717       650724       650731       650807       650814       650821       650828       650904       650920      
                       P2           P2           P2           P2           P2           P2           P2           P2                     
   N OF CASES              20           20           20           20           20           20           20           36                 
   MINIMUM             15.000       22.000       22.000       25.000       30.000       31.000       35.000       32.000                 
   MAXIMUM             43.000       46.000       48.000       49.000       48.000       54.000       56.000       53.000                 
   RANGE               28.000       24.000       26.000       24.000       18.000       23.000       21.000       21.000                 
   MEAN                29.750       31.150       32.900       34.700       36.200       38.950       40.500       38.861                 
   VARIANCE            38.408       30.766       36.200       31.168       21.853       27.208       29.211       34.352                 
   STANDARD DEV         6.197        5.547        6.017        5.583        4.675        5.216        5.405        5.861                 
   STD. ERROR           1.386        1.240        1.345        1.248        1.045        1.166        1.209        0.977                 
   SKEWNESS(G1)        -0.009        0.814        0.527        0.640        0.835        1.095        1.286        0.969                 
   KURTOSIS(G2)         0.463        0.805        0.311        0.495        0.034        1.571        1.320       -0.074                 
   SUM                595.000      623.000      658.000      694.000      724.000      779.000      810.000     1399.000                 
   C.V.                 0.208        0.178        0.183        0.161        0.129        0.134        0.133        0.151                 
   MEDIAN              28.500       31.000       32.000       34.000       35.000       38.000       38.000       38.000      no data    
                                                                                                                                         
