
                     660707       660714       660721       660728       660804       660811       660817       660826      
                      P54          P54          P54          P54          P54          P54          P54          P54        
   N OF CASES              20           20           20           20           20           20           36           20    
   MINIMUM             12.000       15.000       18.000       18.000       20.000       21.000       20.000       20.000    
   MAXIMUM             22.000       25.000       28.000       29.000       30.000       30.000       30.000       28.000    
   RANGE               10.000       10.000       10.000       11.000       10.000        9.000       10.000        8.000    
   MEAN                18.950       21.600       23.750       24.650       25.900       25.200       25.639       24.900    
   VARIANCE             6.892        7.200        5.776        5.818        6.726        5.326        4.009        5.358    
   STANDARD DEV         2.625        2.683        2.403        2.412        2.594        2.308        2.002        2.315    
   STD. ERROR           0.587        0.600        0.537        0.539        0.580        0.516        0.334        0.518    
   SKEWNESS(G1)        -1.520       -1.304       -0.772       -1.193       -1.113       -0.382       -1.030       -0.973    
   KURTOSIS(G2)         1.482        0.828        0.493        1.722        0.704        0.076        1.949        0.116    
   SUM                379.000      432.000      475.000      493.000      518.000      504.000      923.000      498.000    
   C.V.                 0.139        0.124        0.101        0.098        0.100        0.092        0.078        0.093    
   MEDIAN              20.000       22.000       24.000       25.000       26.500       26.000       26.000       26.000    
                                                                                                                            
