
                     650717       650724       650731       650807       650814       650821       650828       650904       650920      
                      P33          P33          P33          P33          P33          P33          P33          P33                     
   N OF CASES              20           20           20           20           20           20           20           36                 
   MINIMUM             17.000       17.000       18.000       19.000       21.000       26.000       25.000       22.000                 
   MAXIMUM             28.000       32.000       32.000       31.000       35.000       38.000       42.000       38.000                 
   RANGE               11.000       15.000       14.000       12.000       14.000       12.000       17.000       16.000                 
   MEAN                24.000       26.000       25.500       27.150       28.900       32.200       34.050       29.972                 
   VARIANCE             8.421       13.053       12.684       11.082       12.200        9.221       14.997       12.771                 
   STANDARD DEV         2.902        3.613        3.561        3.329        3.493        3.037        3.873        3.574                 
   STD. ERROR           0.649        0.808        0.796        0.744        0.781        0.679        0.866        0.596                 
   SKEWNESS(G1)        -0.570       -0.653       -0.143       -0.942       -0.234       -0.010        0.000        0.187                 
   KURTOSIS(G2)        -0.166        0.105        0.063        0.646       -0.159       -0.486        0.477       -0.006                 
   SUM                480.000      520.000      510.000      543.000      578.000      644.000      681.000     1079.000                 
   C.V.                 0.121        0.139        0.140        0.123        0.121        0.094        0.114        0.119                 
   MEDIAN              24.500       26.500       25.500       27.000       29.000       32.000       34.000       30.000      no data    
                                                                                                                                         
