
                     660707       660714       660721       660728       660804       660811       660817       660826      
                      P34          P34          P34          P34          P34          P34          P34          P34        
   N OF CASES              20           20           20           20           20           20           36           20    
   MINIMUM             19.000       22.000       24.000       27.000       29.000       29.000       29.000       28.000    
   MAXIMUM             29.000       31.000       34.000       37.000       40.000       38.000       39.000       40.000    
   RANGE               10.000        9.000       10.000       10.000       11.000        9.000       10.000       12.000    
   MEAN                23.250       26.200       28.450       31.150       32.450       32.650       32.583       33.250    
   VARIANCE             6.934        6.695        8.682        8.450        8.261        8.450        5.279       11.987    
   STANDARD DEV         2.633        2.587        2.946        2.907        2.874        2.907        2.298        3.462    
   STD. ERROR           0.589        0.579        0.659        0.650        0.643        0.650        0.383        0.774    
   SKEWNESS(G1)         0.343        0.504        0.406        0.402        0.995        0.383        0.895        0.408    
   KURTOSIS(G2)        -0.507       -0.710       -0.914       -0.761        0.340       -1.267        0.339       -0.873    
   SUM                465.000      524.000      569.000      623.000      649.000      653.000     1173.000      665.000    
   C.V.                 0.113        0.099        0.104        0.093        0.089        0.089        0.071        0.104    
   MEDIAN              23.000       25.000       28.000       30.500       31.500       32.000       32.000       32.000    
                                                                                                                            
