
                     650717       650724       650731       650807       650814       650821       650828       650904       650920      
                      P52          P52          P52          P52          P52          P52          P52          P52                     
   N OF CASES              20           20           20           20           20           20           20           36                 
   MINIMUM             24.000       27.000       27.000       28.000       24.000       31.000       37.000       31.000                 
   MAXIMUM             35.000       40.000       45.000       53.000       53.000       58.000       63.000       60.000                 
   RANGE               11.000       13.000       18.000       25.000       29.000       27.000       26.000       29.000                 
   MEAN                29.750       32.950       34.450       36.150       36.950       43.450       45.800       42.250                 
   VARIANCE            10.197       12.155       24.471       29.397       45.103       57.103       39.221       39.850                 
   STANDARD DEV         3.193        3.486        4.947        5.422        6.716        7.557        6.263        6.313                 
   STD. ERROR           0.714        0.780        1.106        1.212        1.502        1.690        1.400        1.052                 
   SKEWNESS(G1)        -0.105       -0.148        0.416        1.235        0.298        0.347        0.839        0.504                 
   KURTOSIS(G2)        -0.680       -0.570       -0.221        2.846        0.503       -0.485        1.011        0.405                 
   SUM                595.000      659.000      689.000      723.000      739.000      869.000      916.000     1521.000                 
   C.V.                 0.107        0.106        0.144        0.150        0.182        0.174        0.137        0.149                 
   MEDIAN              29.500       33.500       34.500       36.500       37.500       42.000       45.500       42.500      no data    
                                                                                                                                         
