
                     660707       660714       660721       660728       660804       660811       660817       660826      
                      P16          P16          P16          P16          P16          P16          P16          P16        
   N OF CASES              20           20           20           20           20           20           36           20    
   MINIMUM             24.000       27.000       29.000       32.000       35.000       34.000       31.000       34.000    
   MAXIMUM             34.000       38.000       43.000       48.000       54.000       55.000       55.000       56.000    
   RANGE               10.000       11.000       14.000       16.000       19.000       21.000       24.000       22.000    
   MEAN                28.350       33.050       36.550       38.200       42.050       42.650       40.639       42.700    
   VARIANCE             9.713       11.313       16.471       19.747       31.418       31.924       39.437       37.063    
   STANDARD DEV         3.117        3.364        4.058        4.444        5.605        5.650        6.280        6.088    
   STD. ERROR           0.697        0.752        0.907        0.994        1.253        1.263        1.047        1.361    
   SKEWNESS(G1)         0.318       -0.181       -0.081        0.783        0.574        0.234        0.325        0.545    
   KURTOSIS(G2)        -0.911       -1.007       -1.046       -0.402       -0.664       -0.557       -0.587       -0.607    
   SUM                567.000      661.000      731.000      764.000      841.000      853.000     1463.000      854.000    
   C.V.                 0.110        0.102        0.111        0.116        0.133        0.132        0.155        0.143    
   MEDIAN              27.500       33.000       37.000       37.000       42.000       42.500       41.000       41.500    
                                                                                                                            
