
                     650717       650724       650731       650807       650814       650821       650828       650904       650920      
                      P54          P54          P54          P54          P54          P54          P54          P54                     
   N OF CASES              20           20           20           20           20           20           20           36                 
   MINIMUM             13.000       11.000       13.000       14.000       15.000       15.000       16.000       18.000                 
   MAXIMUM             22.000       23.000       23.000       24.000       23.000       25.000       26.000       27.000                 
   RANGE                9.000       12.000       10.000       10.000        8.000       10.000       10.000        9.000                 
   MEAN                18.350       19.500       19.650       20.100       20.500       22.250       23.100       23.361                 
   VARIANCE             4.450        8.263        6.661        3.989        5.632        7.145        7.568        3.037                 
   STANDARD DEV         2.110        2.875        2.581        1.997        2.373        2.673        2.751        1.743                 
   STD. ERROR           0.472        0.643        0.577        0.447        0.531        0.598        0.615        0.290                 
   SKEWNESS(G1)        -0.959       -1.828       -1.600       -0.995       -1.273       -2.022       -1.507       -0.700                 
   KURTOSIS(G2)         0.944        2.898        2.179        3.009        0.718        3.118        1.232        1.268                 
   SUM                367.000      390.000      393.000      402.000      410.000      445.000      462.000      841.000                 
   C.V.                 0.115        0.147        0.131        0.099        0.116        0.120        0.119        0.075                 
   MEDIAN              18.500       20.000       20.000       20.000       21.000       23.000       24.000       24.000      no data    
                                                                                                                                         
