
                     660707       660714       660721       660728       660804       660811       660817       660826      
                      P58          P58          P58          P58          P58          P58          P58          P58        
   N OF CASES              20           20           20           20           20           20           36           20    
   MINIMUM             13.000       16.000       18.000       20.000       22.000       21.000       22.000       21.000    
   MAXIMUM             20.000       24.000       27.000       30.000       32.000       33.000       33.000       34.000    
   RANGE                7.000        8.000        9.000       10.000       10.000       12.000       11.000       13.000    
   MEAN                15.650       18.750       21.550       22.800       24.550       24.150       24.278       23.900    
   VARIANCE             2.871        3.882        4.261        5.221        5.313        7.082        3.978        7.674    
   STANDARD DEV         1.694        1.970        2.064        2.285        2.305        2.661        1.994        2.770    
   STD. ERROR           0.379        0.441        0.462        0.511        0.515        0.595        0.332        0.619    
   SKEWNESS(G1)         0.568        0.866        0.922        1.556        1.760        1.950        2.503        2.575    
   KURTOSIS(G2)         0.496        0.625        0.931        2.933        3.625        4.248        8.478        7.017    
   SUM                313.000      375.000      431.000      456.000      491.000      483.000      874.000      478.000    
   C.V.                 0.108        0.105        0.096        0.100        0.094        0.110        0.082        0.116    
   MEDIAN              16.000       18.000       21.000       22.000       24.000       23.500       24.000       23.000    
                                                                                                                            
