
                     640701       640709       640716       640724       640729       640805       640812       640823       640828      
                      P46          P46          P46          P46          P46          P46          P46          P46          P46        
   N OF CASES              20           20           20           20           20           20           20           20           36    
   MINIMUM             11.000       18.000       15.000       17.000       17.000       18.000       18.000       19.000       17.000    
   MAXIMUM             30.000       38.000       38.000       43.000       43.000       43.000       42.000       44.000       44.000    
   RANGE               19.000       20.000       23.000       26.000       26.000       25.000       24.000       25.000       27.000    
   MEAN                20.950       26.600       26.300       29.550       30.850       29.750       30.700       31.450       31.611    
   VARIANCE            25.629       26.674       34.642       38.682       43.713       39.355       41.168       40.892       42.244    
   STANDARD DEV         5.063        5.165        5.886        6.219        6.612        6.273        6.416        6.395        6.500    
   STD. ERROR           1.132        1.155        1.316        1.391        1.478        1.403        1.435        1.430        1.083    
   SKEWNESS(G1)         0.042        0.541        0.323        0.217        0.104        0.401        0.253        0.074       -0.161    
   KURTOSIS(G2)        -0.599       -0.316       -0.497       -0.244       -0.226       -0.232       -0.519       -0.393       -0.515    
   SUM                419.000      532.000      526.000      591.000      617.000      595.000      614.000      629.000     1138.000    
   C.V.                 0.242        0.194        0.224        0.210        0.214        0.211        0.209        0.203        0.206    
   MEDIAN              21.000       26.000       25.500       28.000       30.500       28.000       29.000       30.500       31.500    
                                                                                                                                         
