
                     650717       650724       650731       650807       650814       650821       650828       650904       650920      
                      P22          P22          P22          P22          P22          P22          P22          P22                     
   N OF CASES              20           20           20           20           20           20           20           36                 
   MINIMUM             16.000       20.000       20.000       21.000       24.000       29.000       28.000       25.000                 
   MAXIMUM             27.000       31.000       31.000       32.000       38.000       39.000       44.000       42.000                 
   RANGE               11.000       11.000       11.000       11.000       14.000       10.000       16.000       17.000                 
   MEAN                21.700       25.600       26.750       26.950       29.250       33.450       35.100       32.222                 
   VARIANCE            11.695       12.253       10.724       11.313       12.092       11.103       17.147       17.663                 
   STANDARD DEV         3.420        3.500        3.275        3.364        3.477        3.332        4.141        4.203                 
   STD. ERROR           0.765        0.783        0.732        0.752        0.778        0.745        0.926        0.700                 
   SKEWNESS(G1)        -0.215       -0.050       -0.464       -0.066        0.517       -0.142        0.110        0.442                 
   KURTOSIS(G2)        -1.242       -0.982       -0.557       -1.006        0.208       -1.257       -0.606       -0.691                 
   SUM                434.000      512.000      535.000      539.000      585.000      669.000      702.000     1160.000                 
   C.V.                 0.158        0.137        0.122        0.125        0.119        0.100        0.118        0.130                 
   MEDIAN              22.000       26.000       27.000       26.500       29.000       34.500       35.500       31.000      no data    
                                                                                                                                         
