
                     650717       650724       650731       650807       650814       650821       650828       650904       650920      
                      P36          P36          P36          P36          P36          P36          P36          P36                     
   N OF CASES              20           20           20           20           20           20           20           36                 
   MINIMUM             21.000       20.000       22.000       23.000       25.000       28.000       28.000       25.000                 
   MAXIMUM             34.000       34.000       34.000       36.000       37.000       41.000       42.000       38.000                 
   RANGE               13.000       14.000       12.000       13.000       12.000       13.000       14.000       13.000                 
   MEAN                25.500       27.150       27.050       28.200       29.700       32.550       33.400       31.278                 
   VARIANCE            11.211       15.713       11.418       12.274       11.589       11.734       14.989        9.292                 
   STANDARD DEV         3.348        3.964        3.379        3.503        3.404        3.426        3.872        3.048                 
   STD. ERROR           0.749        0.886        0.756        0.783        0.761        0.766        0.866        0.508                 
   SKEWNESS(G1)         0.967        0.203        0.712        0.598        0.535        0.911        0.799        0.248                 
   KURTOSIS(G2)         0.361       -0.601       -0.464       -0.285       -0.581        0.051       -0.385       -0.417                 
   SUM                510.000      543.000      541.000      564.000      594.000      651.000      668.000     1126.000                 
   C.V.                 0.131        0.146        0.125        0.124        0.115        0.105        0.116        0.097                 
   MEDIAN              25.000       27.000       26.500       28.000       29.000       32.000       32.000       31.000      no data    
                                                                                                                                         
