
                     650717       650724       650731       650807       650814       650821       650828       650904       650920      
                      P59          P59          P59          P59          P59          P59          P59          P59                     
   N OF CASES              20           20           20           20           20           20           20           36                 
   MINIMUM             15.000       14.000       15.000       16.000       16.000       19.000       20.000       20.000                 
   MAXIMUM             25.000       27.000       28.000       28.000       31.000       33.000       35.000       34.000                 
   RANGE               10.000       13.000       13.000       12.000       15.000       14.000       15.000       14.000                 
   MEAN                19.150       19.650       20.450       21.100       22.050       24.500       26.250       26.361                 
   VARIANCE             7.503       11.818       12.471       11.463       15.629       14.579       16.092        8.580                 
   STANDARD DEV         2.739        3.438        3.531        3.386        3.953        3.818        4.011        2.929                 
   STD. ERROR           0.612        0.769        0.790        0.757        0.884        0.854        0.897        0.488                 
   SKEWNESS(G1)         0.533        0.592        0.838        0.697        0.759        0.716        0.615        0.551                 
   KURTOSIS(G2)        -0.281       -0.263        0.024       -0.448       -0.110       -0.189       -0.328        0.278                 
   SUM                383.000      393.000      409.000      422.000      441.000      490.000      525.000      949.000                 
   C.V.                 0.143        0.175        0.173        0.160        0.179        0.156        0.153        0.111                 
   MEDIAN              19.000       19.000       20.000       20.000       21.000       23.500       26.000       26.000      no data    
                                                                                                                                         
