
                     660707       660714       660721       660728       660804       660811       660817       660826      
                      P21          P21          P21          P21          P21          P21          P21          P21        
   N OF CASES              20           20           20           20           20           20           36           20    
   MINIMUM             21.000       24.000       28.000       31.000       32.000       32.000       32.000       30.000    
   MAXIMUM             40.000       42.000       45.000       46.000       54.000       53.000       53.000       54.000    
   RANGE               19.000       18.000       17.000       15.000       22.000       21.000       21.000       24.000    
   MEAN                28.600       32.100       35.050       37.150       38.850       39.450       40.194       38.950    
   VARIANCE            22.042       19.674       18.366       14.134       23.818       26.682       19.704       25.945    
   STANDARD DEV         4.695        4.436        4.286        3.760        4.880        5.165        4.439        5.094    
   STD. ERROR           1.050        0.992        0.958        0.841        1.091        1.155        0.740        1.139    
   SKEWNESS(G1)         0.481        0.058        0.788        0.246        1.509        0.990        0.801        1.077    
   KURTOSIS(G2)        -0.111       -0.234        0.291       -0.034        2.772        0.683        1.154        2.151    
   SUM                572.000      642.000      701.000      743.000      777.000      789.000     1447.000      779.000    
   C.V.                 0.164        0.138        0.122        0.101        0.126        0.131        0.110        0.131    
   MEDIAN              28.000       32.000       34.000       37.500       37.500       38.000       40.000       39.500    
                                                                                                                            
