
                     650717       650724       650731       650807       650814       650821       650828       650904       650920      
                      P31          P31          P31          P31          P31          P31          P31          P31                     
   N OF CASES              20           20           20           20           20           20           20           36                 
   MINIMUM             19.000       18.000       17.000       17.000       21.000       24.000       26.000       21.000                 
   MAXIMUM             28.000       31.000       34.000       34.000       41.000       41.000       42.000       39.000                 
   RANGE                9.000       13.000       17.000       17.000       20.000       17.000       16.000       18.000                 
   MEAN                22.150       23.950       24.400       24.850       27.700       30.250       31.650       29.111                 
   VARIANCE             6.976       11.208       19.305       19.187       25.379       24.513       27.082       17.130                 
   STANDARD DEV         2.641        3.348        4.394        4.380        5.038        4.951        5.204        4.139                 
   STD. ERROR           0.591        0.749        0.982        0.979        1.126        1.107        1.164        0.690                 
   SKEWNESS(G1)         0.713        0.045        0.373        0.204        0.913        0.805        0.572        0.349                 
   KURTOSIS(G2)        -0.440       -0.333       -0.251       -0.497        0.503       -0.340       -0.670       -0.174                 
   SUM                443.000      479.000      488.000      497.000      554.000      605.000      633.000     1048.000                 
   C.V.                 0.119        0.140        0.180        0.176        0.182        0.164        0.164        0.142                 
   MEDIAN              21.000       24.000       24.500       24.500       26.500       29.500       32.000       30.000      no data    
                                                                                                                                         
