
                     650717       650724       650731       650807       650814       650821       650828       650904       650920      
                      P55          P55          P55          P55          P55          P55          P55          P55                     
   N OF CASES              20           20           20           20           20           20           20           36                 
   MINIMUM             16.000       17.000       18.000       18.000       19.000       20.000       21.000       21.000                 
   MAXIMUM             21.000       22.000       22.000       21.000       23.000       24.000       26.000       26.000                 
   RANGE                5.000        5.000        4.000        3.000        4.000        4.000        5.000        5.000                 
   MEAN                18.050       19.150       19.700       19.750       20.500       22.100       23.350       23.167                 
   VARIANCE             1.313        1.924        1.168        1.355        1.421        2.200        1.608        1.343                 
   STANDARD DEV         1.146        1.387        1.081        1.164        1.192        1.483        1.268        1.159                 
   STD. ERROR           0.256        0.310        0.242        0.260        0.267        0.332        0.284        0.193                 
   SKEWNESS(G1)         0.763        0.212        0.108       -0.321        0.287       -0.175        0.108        0.118                 
   KURTOSIS(G2)         0.739       -0.818       -0.449       -1.314       -0.798       -1.401       -0.588       -0.459                 
   SUM                361.000      383.000      394.000      395.000      410.000      442.000      467.000      834.000                 
   C.V.                 0.063        0.072        0.055        0.059        0.058        0.067        0.054        0.050                 
   MEDIAN              18.000       19.000       20.000       20.000       20.500       22.500       23.500       23.000      no data    
                                                                                                                                         
