
                     650717       650724       650731       650807       650814       650821       650828       650904       650920      
                       P6           P6           P6           P6           P6           P6           P6           P6                     
   N OF CASES              20           20           20           20           20           20           20           36                 
   MINIMUM             18.000       21.000       22.000       22.000       25.000       29.000       27.000       22.000                 
   MAXIMUM             41.000       39.000       40.000       42.000       43.000       47.000       48.000       49.000                 
   RANGE               23.000       18.000       18.000       20.000       18.000       18.000       21.000       27.000                 
   MEAN                25.000       27.250       29.100       29.500       31.100       34.850       35.500       33.028                 
   VARIANCE            39.684       33.566       30.095       33.526       30.726       27.818       35.316       34.942                 
   STANDARD DEV         6.300        5.794        5.486        5.790        5.543        5.274        5.943        5.911                 
   STD. ERROR           1.409        1.295        1.227        1.295        1.239        1.179        1.329        0.985                 
   SKEWNESS(G1)         1.157        1.050        0.728        0.895        1.041        0.912        0.535        0.893                 
   KURTOSIS(G2)         0.332       -0.175       -0.623       -0.095       -0.169       -0.292       -0.603        0.596                 
   SUM                500.000      545.000      582.000      590.000      622.000      697.000      710.000     1189.000                 
   C.V.                 0.252        0.213        0.189        0.196        0.178        0.151        0.167        0.179                 
   MEDIAN              23.000       25.000       28.000       28.500       29.000       32.000       33.500       32.000      no data    
                                                                                                                                         
