
                     650717       650724       650731       650807       650814       650821       650828       650904       650920      
                      P56          P56          P56          P56          P56          P56          P56          P56                     
   N OF CASES              20           20           20           20           20           20           20           36                 
   MINIMUM             16.000       15.000       15.000       17.000       18.000       20.000       21.000       19.000                 
   MAXIMUM             21.000       22.000       22.000       23.000       23.000       26.000       26.000       28.000                 
   RANGE                5.000        7.000        7.000        6.000        5.000        6.000        5.000        9.000                 
   MEAN                17.750       18.750       19.400       20.000       20.200       22.350       23.150       23.639                 
   VARIANCE             1.671        2.724        2.884        2.316        2.589        2.345        1.608        3.894                 
   STANDARD DEV         1.293        1.650        1.698        1.522        1.609        1.531        1.268        1.973                 
   STD. ERROR           0.289        0.369        0.380        0.340        0.360        0.342        0.284        0.329                 
   SKEWNESS(G1)         0.928       -0.095       -0.783       -0.000        0.367        0.562        0.508       -0.051                 
   KURTOSIS(G2)         0.296       -0.030        0.347       -0.562       -1.186        0.120       -0.357        0.631                 
   SUM                355.000      375.000      388.000      400.000      404.000      447.000      463.000      851.000                 
   C.V.                 0.073        0.088        0.088        0.076        0.080        0.069        0.055        0.083                 
   MEDIAN              17.000       19.000       20.000       20.000       19.500       22.000       23.000       23.500      no data    
                                                                                                                                         
