
                     660707       660714       660721       660728       660804       660811       660817       660826      
                      P52          P52          P52          P52          P52          P52          P52          P52        
   N OF CASES              20           20           20           20           20           20           36           20    
   MINIMUM             18.000       25.000       29.000       30.000       34.000       32.000       33.000       32.000    
   MAXIMUM             34.000       44.000       53.000       58.000       60.000       59.000       60.000       60.000    
   RANGE               16.000       19.000       24.000       28.000       26.000       27.000       27.000       28.000    
   MEAN                25.600       32.750       38.050       40.600       44.550       43.250       44.111       44.400    
   VARIANCE            20.147       25.882       36.155       41.411       47.103       46.724       44.787       53.411    
   STANDARD DEV         4.489        5.087        6.013        6.435        6.863        6.835        6.692        7.308    
   STD. ERROR           1.004        1.138        1.345        1.439        1.535        1.528        1.115        1.634    
   SKEWNESS(G1)        -0.170        0.100        1.009        1.093        0.748        0.679        0.350        0.323    
   KURTOSIS(G2)        -0.893       -0.360        0.839        1.709        0.184        0.318       -0.069       -0.294    
   SUM                512.000      655.000      761.000      812.000      891.000      865.000     1588.000      888.000    
   C.V.                 0.175        0.155        0.158        0.159        0.154        0.158        0.152        0.165    
   MEDIAN              27.000       33.500       37.000       40.000       44.000       42.500       44.500       42.000    
                                                                                                                            
