
                     650717       650724       650731       650807       650814       650821       650828       650904       650920      
                      P29          P29          P29          P29          P29          P29          P29          P29          P29        
   N OF CASES              20           20           20           20           20           20           20           36           20    
   MINIMUM             22.000       26.000       25.000       28.000       30.000       34.000       35.000       33.000       33.000    
   MAXIMUM             34.000       38.000       37.000       39.000       42.000       44.000       46.000       46.000       45.000    
   RANGE               12.000       12.000       12.000       11.000       12.000       10.000       11.000       13.000       12.000    
   MEAN                28.500       32.100       31.450       33.550       36.050       39.250       41.350       38.778       39.500    
   VARIANCE            12.684       10.937        9.839       10.682       12.155        9.039       11.397       12.121       13.842    
   STANDARD DEV         3.561        3.307        3.137        3.268        3.486        3.007        3.376        3.481        3.720    
   STD. ERROR           0.796        0.739        0.701        0.731        0.780        0.672        0.755        0.580        0.832    
   SKEWNESS(G1)        -0.631       -0.072       -0.251        0.106        0.202        0.171       -0.462        0.313       -0.204    
   KURTOSIS(G2)        -0.532       -0.955       -0.752       -0.833       -1.019       -0.877       -0.895       -0.713       -0.995    
   SUM                570.000      642.000      629.000      671.000      721.000      785.000      827.000     1396.000      790.000    
   C.V.                 0.125        0.103        0.100        0.097        0.097        0.077        0.082        0.090        0.094    
   MEDIAN              29.500       32.500       32.000       33.000       35.500       39.000       42.000       38.000       40.000    
                                                                                                                                         
