
                     640701       640709       640716       640724       640729       640805       640812       640823       640828      
                      P11          P11          P11          P11          P11          P11          P11          P11          P11        
   N OF CASES              20           20           20           20           20           20           20           20           36    
   MINIMUM              8.000       10.000       13.000       13.000       14.000       14.000       14.000       13.000       12.000    
   MAXIMUM             32.000       37.000       39.000       45.000       43.000       43.000       46.000       46.000       44.000    
   RANGE               24.000       27.000       26.000       32.000       29.000       29.000       32.000       33.000       32.000    
   MEAN                15.550       20.000       20.000       22.700       23.800       23.850       24.550       24.300       27.167    
   VARIANCE            39.103       54.316       49.158       70.747       64.695       62.450       80.576       78.221       69.457    
   STANDARD DEV         6.253        7.370        7.011        8.411        8.043        7.903        8.976        8.844        8.334    
   STD. ERROR           1.398        1.648        1.568        1.881        1.799        1.767        2.007        1.978        1.389    
   SKEWNESS(G1)         1.061        0.674        1.108        0.978        0.802        0.837        0.745        0.819        0.230    
   KURTOSIS(G2)         0.538       -0.494        0.617        0.443       -0.302       -0.204       -0.275       -0.108       -0.574    
   SUM                311.000      400.000      400.000      454.000      476.000      477.000      491.000      486.000      978.000    
   C.V.                 0.402        0.368        0.351        0.371        0.338        0.331        0.366        0.364        0.307    
   MEDIAN              14.500       18.500       17.000       20.500       21.000       21.500       23.500       22.500       28.000    
                                                                                                                                         
