
                     660707       660714       660721       660728       660804       660811       660817       660826      
                      P60          P60          P60          P60          P60          P60          P60          P60        
   N OF CASES              20           20           20           20           20           20           36           20    
   MINIMUM             12.000       14.000       17.000       18.000       20.000       19.000       19.000       19.000    
   MAXIMUM             24.000       26.000       28.000       30.000       32.000       31.000       32.000       30.000    
   RANGE               12.000       12.000       11.000       12.000       12.000       12.000       13.000       11.000    
   MEAN                16.600       18.850       21.550       22.300       23.850       24.100       23.778       23.500    
   VARIANCE             7.937        8.345        6.576        8.642        7.608        8.621        8.635        7.105    
   STANDARD DEV         2.817        2.889        2.564        2.940        2.758        2.936        2.939        2.666    
   STD. ERROR           0.630        0.646        0.573        0.657        0.617        0.657        0.490        0.596    
   SKEWNESS(G1)         0.870        0.543        0.440        0.769        1.133        0.258        0.557        0.351    
   KURTOSIS(G2)         0.670        0.213        0.453        0.581        1.910        0.102        0.287        0.308    
   SUM                332.000      377.000      431.000      446.000      477.000      482.000      856.000      470.000    
   C.V.                 0.170        0.153        0.119        0.132        0.116        0.122        0.124        0.113    
   MEDIAN              16.000       19.000       21.500       22.000       24.000       24.000       24.000       23.000    
                                                                                                                            
