
                     640701       640709       640716       640724       640729       640805       640812       640823       640828      
                      P31          P31          P31          P31          P31          P31          P31          P31          P31        
   N OF CASES              20           20           20           20           20           20           20           20           36    
   MINIMUM             10.000       14.000       14.000       13.000       15.000       16.000       16.000       14.000       11.000    
   MAXIMUM             18.000       23.000       23.000       25.000       28.000       27.000       28.000       30.000       30.000    
   RANGE                8.000        9.000        9.000       12.000       13.000       11.000       12.000       16.000       19.000    
   MEAN                13.650       17.800       18.200       19.700       21.600       21.900       22.450       22.750       22.750    
   VARIANCE             4.555        7.958        7.537       10.958       16.253       12.305       17.524       19.145       24.536    
   STANDARD DEV         2.134        2.821        2.745        3.310        4.031        3.508        4.186        4.375        4.953    
   STD. ERROR           0.477        0.631        0.614        0.740        0.901        0.784        0.936        0.978        0.826    
   SKEWNESS(G1)         0.471        0.382        0.318        0.021       -0.031       -0.110       -0.158       -0.168       -0.216    
   KURTOSIS(G2)        -0.181       -1.108       -1.326       -0.810       -1.301       -1.299       -1.397       -0.850       -0.584    
   SUM                273.000      356.000      364.000      394.000      432.000      438.000      449.000      455.000      819.000    
   C.V.                 0.156        0.158        0.151        0.168        0.187        0.160        0.186        0.192        0.218    
   MEDIAN              13.500       17.000       17.000       19.000       21.000       22.000       22.000       22.000       22.000    
                                                                                                                                         
