
                     660707       660714       660721       660728       660804       660811       660817       660826      
                      P45          P45          P45          P45          P45          P45          P45          P45        
   N OF CASES              20           20           20           20           20           20           36           20    
   MINIMUM             19.000       23.000       26.000       30.000       30.000       32.000       29.000       29.000    
   MAXIMUM             26.000       31.000       35.000       36.000       38.000       46.000       46.000       40.000    
   RANGE                7.000        8.000        9.000        6.000        8.000       14.000       17.000       11.000    
   MEAN                23.400       27.150       30.550       32.800       34.850       34.800       34.361       34.450    
   VARIANCE             5.305        5.503        4.997        3.221        4.976       11.011       10.580        6.787    
   STANDARD DEV         2.303        2.346        2.235        1.795        2.231        3.318        3.253        2.605    
   STD. ERROR           0.515        0.525        0.500        0.401        0.499        0.742        0.542        0.583    
   SKEWNESS(G1)        -0.505       -0.210        0.121        0.139       -0.420        2.104        1.248        0.022    
   KURTOSIS(G2)        -0.974       -0.868       -0.436       -0.826       -0.435        4.684        2.792        0.001    
   SUM                468.000      543.000      611.000      656.000      697.000      696.000     1237.000      689.000    
   C.V.                 0.098        0.086        0.073        0.055        0.064        0.095        0.095        0.076    
   MEDIAN              24.000       27.500       30.000       33.000       35.000       34.000       34.000       34.500    
                                                                                                                            
