
                     650717       650724       650731       650807       650814       650821       650828       650904       650920      
                      P34          P34          P34          P34          P34          P34          P34          P34          P34        
   N OF CASES              20           20           20           20           20           20           20           36           20    
   MINIMUM             17.000       22.000       21.000       22.000       24.000       27.000       27.000       27.000       26.000    
   MAXIMUM             28.000       29.000       30.000       32.000       33.000       37.000       38.000       34.000       41.000    
   RANGE               11.000        7.000        9.000       10.000        9.000       10.000       11.000        7.000       15.000    
   MEAN                23.000       24.950       24.600       27.050       28.300       30.950       32.200       30.056       31.550    
   VARIANCE             5.053        5.313        7.726        6.576        6.116        9.313        9.326        4.854       12.261    
   STANDARD DEV         2.248        2.305        2.780        2.564        2.473        3.052        3.054        2.203        3.502    
   STD. ERROR           0.503        0.515        0.622        0.573        0.553        0.682        0.683        0.367        0.783    
   SKEWNESS(G1)        -0.371        0.380        0.592       -0.249        0.225        0.573        0.170        0.189        0.696    
   KURTOSIS(G2)         1.505       -0.934       -0.471        0.006       -0.275       -0.750       -0.712       -1.045        0.786    
   SUM                460.000      499.000      492.000      541.000      566.000      619.000      644.000     1082.000      631.000    
   C.V.                 0.098        0.092        0.113        0.095        0.087        0.099        0.095        0.073        0.111    
   MEDIAN              23.000       24.500       24.000       27.000       28.000       30.500       32.000       30.000       31.500    
                                                                                                                                         
