
                     660707       660714       660721       660728       660804       660811       660817       660826      
                      P50          P50          P50          P50          P50          P50          P50          P50        
   N OF CASES              20           20           20           20           20           20           36           20    
   MINIMUM             21.000       21.000       20.000       27.000       25.000       27.000       24.000       24.000    
   MAXIMUM             41.000       45.000       48.000       50.000       56.000       48.000       54.000       64.000    
   RANGE               20.000       24.000       28.000       23.000       31.000       21.000       30.000       40.000    
   MEAN                29.650       33.350       35.150       36.700       38.400       37.600       37.667       38.600    
   VARIANCE            48.976       38.871       45.082       43.379       55.305       42.568       47.600       75.095    
   STANDARD DEV         6.998        6.235        6.714        6.586        7.437        6.524        6.899        8.666    
   STD. ERROR           1.565        1.394        1.501        1.473        1.663        1.459        1.150        1.938    
   SKEWNESS(G1)         0.253       -0.087       -0.263        0.156        0.383       -0.044        0.377        0.994    
   KURTOSIS(G2)        -1.367       -0.733       -0.201       -0.945        0.006       -1.095       -0.376        1.927    
   SUM                593.000      667.000      703.000      734.000      768.000      752.000     1356.000      772.000    
   C.V.                 0.236        0.187        0.191        0.179        0.194        0.174        0.183        0.225    
   MEDIAN              29.500       34.500       36.000       37.000       38.000       37.000       36.500       38.500    
                                                                                                                            
