
                     660707       660714       660721       660728       660804       660811       660817       660826      
                      P19          P19          P19          P19          P19          P19          P19          P19        
   N OF CASES              20           20           20           20           20           20           36           20    
   MINIMUM             22.000       25.000       28.000       32.000       33.000       34.000       33.000       33.000    
   MAXIMUM             37.000       44.000       51.000       64.000       62.000       69.000       69.000       70.000    
   RANGE               15.000       19.000       23.000       32.000       29.000       35.000       36.000       37.000    
   MEAN                30.900       35.700       40.800       44.250       47.100       47.950       45.750       48.450    
   VARIANCE            24.305       30.958       44.695       74.618       69.779       88.471       71.850       90.787    
   STANDARD DEV         4.930        5.564        6.685        8.638        8.353        9.406        8.476        9.528    
   STD. ERROR           1.102        1.244        1.495        1.932        1.868        2.103        1.413        2.131    
   SKEWNESS(G1)        -0.417       -0.259       -0.364        0.385        0.053        0.515        0.895        0.400    
   KURTOSIS(G2)        -1.147       -1.101       -0.997       -0.430       -1.153       -0.579        0.272       -0.498    
   SUM                618.000      714.000      816.000      885.000      942.000      959.000     1647.000      969.000    
   C.V.                 0.160        0.156        0.164        0.195        0.177        0.196        0.185        0.197    
   MEDIAN              31.500       36.000       42.000       44.000       47.500       47.500       44.000       47.500    
                                                                                                                            
