
                     650717       650724       650731       650807       650814       650821       650828       650904       650920      
                      P37          P37          P37          P37          P37          P37          P37          P37          P37        
   N OF CASES              20           20           20           20           20           20           20           36           20    
   MINIMUM             21.000       23.000       24.000       23.000       25.000       29.000       30.000       28.000       28.000    
   MAXIMUM             37.000       39.000       40.000       39.000       45.000       47.000       51.000       51.000       48.000    
   RANGE               16.000       16.000       16.000       16.000       20.000       18.000       21.000       23.000       20.000    
   MEAN                26.550       29.200       30.300       29.800       32.700       35.700       37.900       35.833       35.250    
   VARIANCE            13.208       17.853       24.326       25.432       35.905       32.432       39.674       30.486       32.724    
   STANDARD DEV         3.634        4.225        4.932        5.043        5.992        5.695        6.299        5.521        5.720    
   STD. ERROR           0.813        0.945        1.103        1.128        1.340        1.273        1.408        0.920        1.279    
   SKEWNESS(G1)         0.954        0.793        0.496        0.509        0.758        0.564        0.733        1.071        0.917    
   KURTOSIS(G2)         1.592        0.224       -0.814       -0.836       -0.529       -0.883       -0.593        0.671       -0.049    
   SUM                531.000      584.000      606.000      596.000      654.000      714.000      758.000     1290.000      705.000    
   C.V.                 0.137        0.145        0.163        0.169        0.183        0.160        0.166        0.154        0.162    
   MEDIAN              26.500       28.500       29.500       28.500       30.000       34.000       36.500       34.500       34.000    
                                                                                                                                         
